English,Manx,Notes
"Now the birth of Jesus Christ was on this wise: When as his mother Mary was espoused to Joseph, before they came together, she was found with child of the Holy Ghost.","18 ¶ Nish va cheet er y theihll Yeesey Creest er yn aght shoh: Erreish da e voir Moirrey ve nasht rish Joseph, roish my daink ad dy vaghey cooidjagh, [A 2] va liannoo er ny gheddyn dy ve ayn-jee jeh’n Spyrryd Noo.",
"Then Joseph her husband, being a just man, and not willing to make her a publick example, was minded to put her away privily.","19 As myr va Joseph e sheshey ny ghooinney cairagh, as liorish dy row Eh neu-wooiagh yn nearey eck y insh magh dy foshlit, ghow Eh ayns laue dy scarrey ree dy follit. ",
"But while he thought on these things, behold, the angel of the Lord appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost.","20 Agh choud as va ny reddyn shoh ayns e smooinaghtyn, cur-my-ner, haink ainle y Chiarn huggey ayns ashlish, gra, Yoseph vac Ghavid, ny gow aggle Moirrey yn ven ayd y ghoaill: son shen t’er ny yentyn ayn-jee, te jeh’n Spyrryd Noo.",
"And she shall bring forth a son, and thou shalt call his name Jesus: for he shall save his people from their sins.","21 As ver ee mac son y theihll, as enmys-ee oo yn ennym echey Yeesey: son sauee Eh e phobble veih nyn beccaghyn.",
"Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,","22 (Nish va ooilley shoh jeant, dy voddagh shen ve cooilleenit va’n Chiarn er loayrt liorish y phadeyr, gra, ",
"Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us.","23 Cur-my-ner, bee liannoo ec moidyn, as ver ee mac son y theihll, as nee ad Eh y enmys Emmanuel, ta shen dy ghra, Jee mârin).",
"Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:","24 Tra va Joseph eisht er n’irree veih cadley, ren Eh myr va ainle y Chiarn er n’oardaghey da, as ghow Eh thie e ven:",
And knew her not till she had brought forth her firstborn son: and he called his name Jesus.,"25 As cha row veg echey dy yannoo ree, derrey hug ee e chied mac rugg jee son y theihll, as denmys eh yn ennym echey Yeesey.",
,CAB. II.,
"Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,","Nish lurg da Yeesey er ve ruggitt ayns Bethlehem dy Yudea, ayns laghyn ree Herod, cur-my-ner, haink deiney creeney veih’n shar gys Jerusalem,",
"Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him.","2 Gra, Cre vel Ree ny Hewnyn t’er jeet er y theihll? son honnick shin y rollage echey ayns y shar, as ta shin er jeet dy chur ooashley da.",
"When Herod the king had heard these things, he was troubled, and all Jerusalem with him.","3 Tra cheayll ree Herod shoh, ve seaghnit, as ooilley Jerusalem marish.",
"And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born.","4 As tra v’eh er jaglym cooidjagh ooilley ny ard-saggyrtyn as scruderyn y pobble, dênee Eh jeu, cre’n raad va Creest dy heet er y theihll.",
"And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,","5 As dooyrt adsyn rish, Ayns Bethlehem dy Yudea: son shoh myr te scruit liorish y phadeyr;",
"And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel.","6 As uss Bethlehem ayns thalloo Yuda, cha nee oo sloo ta, mâstey prinsyn Yuda: son ass-yds hig Kiannoort nee reill my phobble Israel.",
"Then Herod, when he had privily called the wise men, enquired of them diligently what time the star appeared.","7 Eisht hug Herod fys dy follit er ny deiney creeney, as vrie Eh jeu dy imneagh cre’n tra va’n rollage er ny akin.",
"And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also.","8 As hug Eh ad gys Bethlehem, gra, Immee-jee, as shir-jee magh dy kiarralagh son y liannoo aeg, as tra vees shiu er gheddyn Eh, tar-jee lesh fys hym’s, dy voddym’s cheet as ooashley chur da myrgeddin.",
"When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was.","9 Tra va’n ree erreish loayrt, jimmee ad rymboo, as cur-my-ner, hie yn rollage honnick ad ayns y shar roue, derrey haink ee as hass ee harrish yn ynnyd raad va’n liannoo aeg. ",
"When they saw the star, they rejoiced with exceeding great joy.","10 Tra honnick ad y rollage, v’ad lhieent lesh boggey er-skyn towse.",
"And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense and myrrh.","11 ¶ As tra v’ad er jeet stiagh ayns y thie, honnick ad y liannoo aeg marish Moirrey e voir, as huit ad sheese, as hug ad ooashley da: as tra v’ad er vosley ny tashtaghyn oc, heb ad da giootyn; airh, as frankincense, as myrrh.",
"And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.","12 As fakin dy row Jee er chur roue ayns ashlish, nagh row ad dy hyndaa gys Herod, jimmee ad gys nyn jeer hene raad elley.",
"And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him.","13 As tra v’ad er gholl roue, cur-my-ner, haink ainle y Chiarn gys Joseph ayns ashlish, gra, Irree, as gow yn liannoo aeg as e voir, as gow er-chea gys Egypt, as fuirree ayns shen derrey verryms lhiam fys hood: son shirree Herod y liannoo aeg dy stroie Eh.",
"When he arose, he took the young child and his mother by night, and departed into Egypt:","14 Tra v’eh er n’irree, ghow Eh yn liannoo aeg as e voir ayns yn oie, as hie Eh roish gys Egypt:",
"And was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son.","15 As v’eh ayns shen derrey baase Herod: dy voddagh shen ve cooilleenit va’n Chiarn er loayrt liorish y phadeyr, gra, Magh ass Egypt deïe mee er my vac. ",
"Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the children that were in Bethlehem, and in all the coasts thereof, from two years old and under, according to the time which he had diligently enquired of the wise men.","16 ¶ Tra honnick Herod eisht dy row Eh mollit liorish ny deiney creeney, v’eh feer jymmoosagh, as hug Eh magh saarey, as varr Eh ooilley yn chloan v’ayns Bethlehem, as ayns ooilley ny ardjyn shen, veih daa vleïn dy eash as fo, cordail rish y traa v’eh dy imneagh er vriaght jeh ny deiney creeney.",
"Then was fulfilled that which was spoken by Jeremy the prophet, saying,","17 Shen y traa va cooilleenit ny va loayrit liorish Jeremy yn phadeyr, gra,",
"In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping for her children, and would not be comforted, because they are not.","18 Ayns Rama va coraa er ny chlashtyn, ullaghey as keaney, as dobberan mooar, Rachel keaney son e cloan, as gobbal dy ve er ny gherjaghey, er-yn-oyr nagh row ad er-mayrn.",
"But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt,","19 ¶ Agh tra va Herod marroo, cur-my-ner, haink ainle y Chiarn ayns ashlish gys Joseph ayns Egypt,",
"Saying, Arise, and take the young child and his mother, and go into the land of Israel: for they are dead which sought the young child's life.","20 Gra, Irree, as gow yn liannoo aeg as e voir, as gow gys thalloo Israel: son t’adsyn marroo va shirrey bioys y liannoo.",
"And he arose, and took the young child and his mother, and came into the land of Israel.","21 As dirree Eh, as ghow Eh yn liannoo as e voir, as haink Eh gys thalloo Israel.",
"But when he heard that Archelaus did reign in Judaea in the room of his father Herod, he was afraid to go thither: notwithstanding, being warned of God in a dream, he turned aside into the parts of Galilee:","22 Agh tra cheayll Eh dy nee Archelaus va reill ayns Judea, ayns ynnyd e ayr Herod, va aggle er dy gholl ayns shen, agh hyndaa Eh, myr va Jee er chur roish ayns ashlish, gys ardjyn Ghalilee:",
"And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene.","23 As haink Eh as ren Eh vaghey ayns ard-valley enmyssit Nazareth, dy voddagh ny va loayrit liorish ny phadeyryn ve cooilleenit, Bee Eh enmyssit ny Nazarene. ",
,CAB. III.,
"In those days came John the Baptist, preaching in the wilderness of Judaea,","Ayns ny laghyn shen haink Ean Bashtey, preacheil ayns faasagh Yudea,",
"And saying, Repent ye: for the kingdom of heaven is at hand.","2 As gra, Gow-jee arrys: son ta reeriaght niau er-gerrey.",
"For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.","3 Son shoh Eh va loayrit jeh liorish y phadeyr Esaias, gra, Coraa fer geamagh ayns yn aasagh, Jean-jee aarloo raad y Chiarn, jean-jee ny cassanyn echey kiart.",
"And the same John had his raiment of camel's hair, and a leathern girdle about his loins; and his meat was locusts and wild honey.","4 As va ec Ean cheddin coamrey dy chlooie chamel, as cryss liare mysh ny meeghyn echey; as va e veaghey locustyn as mill feïe.",
"Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,","5 Eisht hie magh huggey Jerusalem as ooilley Judea, as ooilley’n cheer mygeayrt Jordan,",
"And were baptized of him in Jordan, confessing their sins.","6 As v’ad er nyn mashtey liorish ayns Jordan, goaill-rish nyn beccaghyn.",
"But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who hath warned you to flee from the wrath to come?","7 ¶ Agh tra honnick Eh ymmodee jeh ny Phariseeyn as ny Sadduceeyn cheet gys e vashtey, dooyrt Eh roo, O heeloghe dy ard-nieughyn, quoi t’er chur raaue diu dy hea veih yn chorree ta ry heet?",
Bring forth therefore fruits meet for repentance:,8 Ymmyrk-jee magh er-y-fa shen messyn cooie dy arrys.,
"And think not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham.","9 As ny smooinee-jee dy ghra cheu-sthie jiu hene, Ta Abraham ain son nyn ayr: son ta mee gra riu, dy vel Jee abyl jeh ny claghyn shoh, cloan y hroggal seose da Abraham.",
"And now also the axe is laid unto the root of the trees: therefore every tree which bringeth not forth good fruit is hewn down, and cast into the fire.","10 As nish myrgeddin ta’n teigh er ny choyrt gys fraue ny miljyn: shen-y-fa ta dy chooilley villey nagh vel gymmyrkey magh mess mie, dy ve giarit sheese as tilgit ayns yn aile.",
"I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and with fire:","11 Ta mish dy jarroo bashtey shiu lesh ushtey gys arrys: agh ta eshyn ta cheet my yei, ny spooaral na mish, ny braagyn echey cha vel mee feeu dy ymmyrkey: bashtee eshyn shiu lesh y Spyrryd Noo as lesh aile.",
"Whose fan is in his hand, and he will throughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire.","12 Ta’n chleayst echey ayns e laue, as nee Eh dy bollagh e laare-arroo y ghlenney, as gowee Eh e churnaght stiagh ayns y thie-tashtee: agh loshtee Eh yn choau lesh aile nagh vod v’er ny vooghey.",
"Then cometh Jesus from Galilee to Jordan unto John, to be baptized of him.","13 ¶ Eisht haink Yeesey veih Galilee gys Jordan gys Ean, dy ve er ny vashtey liorish.",
"But John forbad him, saying, I have need to be baptized of thee, and comest thou to me?","14 Agh loayr Ean noi, gra, Ta feme ayms er ve bashtit liorts, as vel uss er-jeet hyms?",
"And Jesus answering said unto him, Suffer it to be so now: for thus it becometh us to fulfil all righteousness. Then he suffered him.","15 Dreggyr Yeesey, as dooyrt Eh rish, Cur raad dou nish: son shoh myr te cooie dooin dy chooilley chairys y chooilleeney. Eisht lig Eh da.",
"16 And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him:","16 As hie Yeesey, tra v’eh er ny vashtey, seose chelleeragh as yn ushtey: as cur-my-ner, va ny niaughyn er nyn vosley er e skyn, as honnick Eh Spyrryd Yee cheet neose myr calmane, as soie er.",
"17 And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased.","17 As cur-my-ner, coraa veih niau, gra, Shoh my Vac graihagh, jeh ta mee dy mooar soiaghey.",
,CAB. IV.,
Then was Jesus led up of the spirit into the wilderness to be tempted of the devil.,"Eisht va Yeesey er ny leeideil liorish spyrryd Yee gys yn aasagh, dy v’er ny violaghey liorish y drogh-spyrryd.",
"And when he had fasted forty days and forty nights, he was afterward an hungred.",2 As tra v’eh er drostey da-eed laa as da-eed oie v’eh ny lurg shen accryssagh.,
"And when the tempter came to him, he said, If thou be the Son of God, command that these stones be made bread.","3 As haink y miolyder huggey, gra, My she Mac Yee oo, cur saarey da ny claghyn shoh dy ve jeant nyn arran.",
"But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God.","4 Agh dreggyr eshyn, gra, Te scruit, Cha nee er arran ny lomarcan nee dooinney beaghey, agh liorish cre-erbee ta cheet magh ass beeal Yee.",
"Then the devil taketh him up into the holy city, and setteth him on a pinnacle of the temple,","5 Eisht hug y drogh-spyrryd lesh Eh gys yn ard-valley casherick, as hoie Eh Eh er eer-vullagh y chiamble,",
"And saith unto him, If thou be the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: and in their hands they shall bear thee up, lest at any time thou dash thy foot against a stone.","6 As dooyrt Eh rish, My she Mac Yee oo, tilg oo hene sheese: son te scruit, Ver Eh currym da e ainlyn my dty chione, as ayns nyn laueyn nee ad oo y ymmyrkey, er aggle ec traa erbee, dy bwoail oo dty chass noi clagh.",
"Jesus said unto him, It is written again, Thou shalt not tempt the Lord thy God.","7 Dooyrt Yeesey rish, Te scruit reesht, Cha jean oo yn Chiarn dty Yee y violaghey.",
"Again, the devil taketh him up into an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them;","8 Reesht hug y drogh-spyrryd lesh Eh seose er slieau feer ard, as yeeagh Eh da ooilley reeriaghtyn y theihll as y ghloyr oc:",
"And saith unto him, All these things will I give thee, if thou wilt fall down and worship me.","9 As dooyrt Eh rish, Ooilley shoh verryms dhyt, my huittys oo sheese, as ooashley ’chur dou.",
"Then saith Jesus unto him, Get thee hence, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve.","10 Eisht dooyrt Yeesey rish, Gow ass my enish, Noid-anmey: son te scruit, Ver oo ooashley da’n Chiarn dty Yee, as eshyn ny lomarcan nee oo y hirveish.",
"Then the devil leaveth him, and, behold, angels came and ministered unto him.","11 Eisht daag y drogh-spyrryd Eh, as cur-my-ner, haink ainlyn as ren ad Eh y hirveish.",
"Now when Jesus had heard that John was cast into prison, he departed into Galilee;","12 ¶ Nish tra cheayll Yeesey dy row ad er ghoaill Ean, jimmee Eh roish gys Galilee.",
"And leaving Nazareth, he came and dwelt in Capernaum, which is upon the sea coast, in the borders of Zabulon and Nephthalim:","13 As daag Eh Nazareth, as haink Eh dy vaghey ayns Capernaum, ta rish oirr ny marrey, ayns ardjyn Zabulon as Nephthalim:",
"That it might be fulfilled which was spoken by Esaias the prophet, saying,","14 Dy voddagh ve cooilleenit ny va loayrit liorish Esaias yn phadeyr, gra,",
"The land of Zabulon, and the land of Nephthalim, by the way of the sea, beyond Jordan, Galilee of the Gentiles;","15 Thalloo Zabulon, as thalloo Nephthalim, er slyst ny marrey, cheu elley dy Yordan, Galilee jeh ny Ashoonyn:",
The people which sat in darkness saw great light; and to them which sat in the region and shadow of death light is sprung up.,"16 Ta’n pobble va nyn soie ayns dorraghys, er vakin soilshey mooar: as dauesyn va nyn soie ayns cheer as scadoo’n vaish, ta soilshey er n’irree seose.",
"From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand.","17 ¶ Veih’n traa shen ren Yeesey toshiaght dy phreacheil, as dy ghra, Gow-jee arrys, son ta reeriaght niau er-gerrey. ",
"And Jesus, walking by the sea of Galilee, saw two brethren, Simon called Peter, and Andrew his brother, casting a net into the sea: for they were fishers.","18 ¶ As honnick Yeesey, myr v’eh shooyl liorish keayn Ghalilee, da vraar, Simon, va enmyssit Peddyr, as Andreays e vraar, cur magh lieen ’sy cheayn: (son v’ad nyn Eeastairyn)",
"And he saith unto them, Follow me, and I will make you fishers of men.","19 As dooyrt Eh roo, Eiyr-jee orryms, as nee’ms shiu nyn * Eeastairyn dy gheiney.",
,* Tayrnee shiu deiney gys Jee.,
"And they straightway left their nets, and followed him.","20 As chelleeragh daag ad nyn lieenteenyn, as deiyr ad er.",
"And going on from thence, he saw other two brethren, James the son of Zebedee, and John his brother, in a ship with Zebedee their father, mending their nets; and he called them.","21 As tra v’eh er gholl veih shen, honnick Eh daa vraar elley, Jamys mac Zebedee, as Ean e vraar, ayns lhong marish Zebedee nyn ayr, karraghey ny lieenteenyn oc: as deïe Eh orroo.",
"And they immediately left the ship and their father, and followed him.","22 As daag ad chelleeragh y lhong as nyn ayr, as deiyr ad er.",
"And Jesus went about all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of sickness and all manner of disease among the people.","23 ¶ As hie Yeesey mygeayrt ooilley Galilee, gynsaghey ayns ny kialteenyn oc, as preacheil sushtal y reeriaght, as lheihys dy chooilley hingys, as dy chooilley ghoghan mastey’n pobble.",
"And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatick, and those that had the palsy; and he healed them.","24 As hie yn ennym echey magh trooid ooilley Syria: as hug ad lhieu huggey ooilley adsyn va fo aslaïntyn, adsyn va fo caghlaaghyn dy ghoghanyn as dy gheiaghyn, adsyn va drogh-spyrrydyn ayndoo, yn vooinjer va eddrym ayns nyn geeal rish caghlaa ny haist, as adsyn va’n chingys-cra orroo, as ren Eh ad y lheihys.",
"And there followed him great multitudes of people from Galilee, and from Decapolis, and from Jerusalem, and from Judaea, and from beyond Jordan.","25 As deiyr er chaglym mooar dy leih, veih Galilee, as Decapolis, as Jerusalem, as Judea, as veih cheu elley dy Yordan.",
,CAB. V.,
"And seeing the multitudes, he went up into a mountain: and when he was set, his disciples came unto him:","As fakin leid ny earrooyn dy leih, hie Eh seose er slieau: as tra v’eh er hoie sheese, haink huggey yn vooinjer va sheer geiyrt er. ",
"And he opened his mouth, and taught them, saying,","2 As doshil Eh e veeal, as dynsee Eh ad, gra,",
Blessed are the poor in spirit: for theirs is the kingdom of heaven.,3 Bannit t’adsyn ta boght ayns spyrryd: son lhieusyn reeriaght niau.,
Blessed are they that mourn: for they shall be comforted.,4 Bannit t’adsyn ta jannoo dobberan: son bee ad er nyn gherjaghey.,
Blessed are the meek: for they shall inherit the earth.,5 Bannit t’adsyn ta imlee: son bee yn thalloo oc ayns eiraght.,
Blessed are they which do hunger and thirst after righteousness: for they shall be filled.,6 Bannit t’adsyn † ta accryssagh as pa-agh lurg cairys: son bee ad er nyn yannoo magh.,
,† Ta dy jeean shirrey lurg cairys.,
Blessed are the merciful: for they shall obtain mercy.,7 Bannit ta’n vooinjer vyghinagh: son bee myghin er ny hoilshaghey daue.,
Blessed are the pure in heart: for they shall see God.,8 Bannit t’adsyn ta glen ayns cree: son nee ad Jee y akin.,
Blessed are the peacemakers: for they shall be called the children of God.,9 Bannit t’adsyn ta tayrn sleih gys shee: son bee ad enmyssit nyn gloan dy Yee.,
Blessed are they which are persecuted for righteousness’ sake: for theirs is the kingdom of heaven.,10 Bannit t’adsyn ta surranse tranlaase er graih cairys: son lhieusyn reeriaght niau.,
"Blessed are ye, when men shall revile you, and persecute you, and shall say all manner of evil against you falsely, for my sake.","11 Bannit ta shiuish tra vees shiu oltooanit, as tranlaasit, as dy chooilley ghrogh red er ny ghra nyn oi dy breagagh er y choontey ayms.",
"Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you.","12 Gow-jee boggey, as bee-jee feer wooiagh; son mooar ta’n leagh eu ayns niau: son shoh myr ren ad tranlaase er ny phadeyryn va rymbiu.",
"Ye are the salt of the earth: but if the salt have lost his savour, wherewith shall it be salted? it is thenceforth good for nothing, but to be cast out, and to be trodden under foot of men.","13 ¶ Shiuish sollan y thalloo: agh my ta’n sollan er choall e vlass, kys hig e vree ayn reesht? cha vel ymmyd erbee sodjey ny chouyr, agh dy ve tilgit magh as stampit fo cassyn deiney.",
Ye are the light of the world. A city that is set on an hill cannot be hid.,14 Shiuish soilshey’n theihll. Cha vod ard-valley ta soit er cronck ve follit.,
"Neither do men light a candle, and put it under a bushel, but on a candlestick; and it giveth light unto all that are in the house.","15 Cha-moo ta sleih foddey kainle, as dy choyrt ee fo saagh; agh ayns kainlere, as ti-ee cur soilshey da ooilley ny t’ayns y thie.",
"Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.","16 Lig da’n soilshey eauish myr shen soilshean kiongoyrt rish deiney, dy vod ad fakin ny obbraghyn mie eu, as gloyr y choyrt da nyn ayr t’ayns niau.",
"Think not that I am come to destroy the law, or the prophets: I am not come to destroy, but to fulfil.","17 ¶ Ny smooinee-jee dy daink mish dy chur mou yn leigh as ny phadeyryn: cha nee dy chur mou haink mee, agh dy lhieeney.",
"For verily I say unto you, Till heaven and earth pass, one jot or one tittle shall in no wise pass from the law, till all be fulfilled.","18 Son dy firrinagh ta mee gra riu, Derrey nee aer as thalloo cherraghtyn, cha bee un ockle ny un tittle er ny ghoaill veih’n leigh, derrey vees ooilley jeant magh.",
"Whosoever therefore shall break one of these least commandments, and shall teach men so, he shall be called the least in the kingdom of heaven: but whosoever shall do and teach them, the same shall be called great in the kingdom of heaven.","19 Quoi-erbee er-y-fa shen vrishys annane jeh ny saaraghyn sloo shoh, as ynsys deiney myr shen, bee Eh enmyssit yn fer sloo ayns reeriaght niau: agh quoi-erbee nee nyn yannoo as nyn ynsaghey ad, bee Eh enmyssit mooar ayns reeriaght niau.",
"For I say unto you, That except your righteousness shall exceed the righteousness of the scribes and Pharisees, ye shall in no case enter into the kingdom of heaven.","20 Son ta mee gra riu, Mannagh bee yn ynrycys eauish er-skyn ynrycys ny scruderyn as ny Phariseeyn, nagh vod shiu er aght erbee goll stiagh ayns reeriaght niau.",
"Ye have heard that it was said of them of old time, Thou shalt not kill; and whosoever shall kill shall be in danger of the judgment:","21 ¶ Ta shiu er chlashtyn dy row eh er ny ghra roosyn jeh’n chen earish, Cha jean oo dunverys: as quoi-erbee nee dunverys, toillee Eh kerraghey’n vriwnys.",
"But I say unto you, That whosoever is angry with his brother without a cause shall be in danger of the judgment: and whosoever shall say to his brother, Raca, shall be in danger of the council: but whosoever shall say, Thou fool, shall be in danger of hell fire.","22 Agh ta mish gra riuish, quoi-erbee ta corree rish e vraar fegooish oyr, dy doill Eh dy ve deyrit liorish y vriwnys: as quoi erbee jir rish e vraar, Raca, dy doill Eh v’er ny gheyrey liorish y choonceil: agh quoi-erbbee jir, Uss ommydan, dy doill Eh deyrey gys aile niurin.",
"Therefore if thou bring thy gift to the altar, and there rememberest that thy brother hath ought against thee;","23 Shen-y-fa tra vees oo chebbal dty yioot er yn altar, my chooinys oo ayns shen dy vel nhee erbee ec dty vraar dt’oi;",
"Leave there thy gift before the altar, and go thy way; first be reconciled to thy brother, and then come and offer thy gift.","24 Faag ayns shen dty yioot kiongoyrt rish yn altar, as immee royd, tayrn hoshiaght dty vraar gys shee, as eisht tar as cheb dty yioot.",
"Agree with thine adversary quickly, whiles thou art in the way with him; lest at any time the adversary deliver thee to the judge, and the judge deliver thee to the officer, and thou be cast into prison.","25 Cord dy tappee rishyn ta streeu rhyt, choud as vees shiu goll cooidjagh er y raad: er aggle dy livrey Eh oo seose gys y vriw, as dy livrey yn briw oo huggeysyn ta goaill kerraghey, as dy bee oo tilgit ayns pryssoon.",
"Verily I say unto thee, Thou shalt by no means come out thence, till thou hast paid the uttermost farthing.","26 Dy firrinagh ta mee gra rhyt, Nagh jig oo magh ass shen, derrey vees oo erreish yn farling sodjey magh y eeck.",
"Ye have heard that it was said by them of old time, Thou shalt not commit adultery:","27 ¶ Ta shiu er chlashtyn dy row eh er ny ghra roosyn jeh’n chen earish, Cha brish oo poosey.",
"But I say unto you, That whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart.","28 Agh ta mish gra riu, quoi-erbee ta jeeaghyn er ben dy chur saynt jee, dy vel Eh er vrishey poosey ree hannah ayns e chree.",
