English,Manx
The object of the Act is to amend the Highway Act as to stage coaches.,Ta aigney yn Slattys dy lhiasaghey yn Slattys Raad Mooar bentyn rish caayryn hroailt.
"15.— The Highway Act Amendment Act, 1928.",Yn Slattys Raad Mooar Lhiasaghey Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to amend the Highway Act as to practices for races.,Ta aigney yn Slattys dy lhiasaghey yn Slattys Raad Mooar bentyn rish cliaghtey ro-laue son roieaghyn.
"16.— The Licensing Amendment Act, 1928.",Yn Slattys Cur-Kied Lhiasaghey Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to amend the Licensing Act as to the sale of British Wines.,Ta aigney yn Slattys dy lhiasaghey yn Slattys Cur=kied bentyn rish creck feeyn Sostnagh.
"17.— The Rating Act, 1928.",Yn Slattys Keeshyn Ynnydagh Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to amend the law as to the liability for rates.,Ta aigney yn Slattys dy lhiasaghey yn leigh bentyn da’n currym dy eek keeshyn-ynnydagh.
"18.— The Local Government (Singing Rooms) Act, 1928.",Yn Slattys Gurneilys Ynnydagh (Buill Kiaullee) Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to amend prevent nuisances arising from singing rooms.,Ta aigney yn Slattys dy lhiettal boiraghyn girree veih buill kiaullee.
"19.— The Official Fees Amendment Act, 1928.",Yn Slattys Eeckyn Oikagh Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to regulate official fees.,Ta aigney yn Slattys dy oardrail eeckyn oikagh.
"20.— The Adoption of Children Act, 1928.",Yn Slattys Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to make provision for the adoption of infants.,Ta aigney yn Slattys dy dy yannoo kiarail son doltanys lhiennoo.
"21.— The Ligitimacy Act, 1928.",Yn Slattys Neu-oainjerys Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to enlarge and clarify common law of legitimacy by subsequent marriage of parents.,Ta aigney yn Slattys dy vooadaghey as reaghey yn leigh cadjin choud as jannoo paitchyn leighoil liorish poosey ny lurg.
"22.— The Imprisonment for Debt Act, 1928.",Yn Slattys Pryssoonys son Lhiastynys Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to amend the law as to imprisonment for debt.,Ta aigney yn Slattys dy lhiasaghey yn leigh bentyn rish prysoonys son lhiastynys.
"23.— The Town Planning Act, 1928.",Yn Slattys Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to promote Town Planning schemes.,Ta aigney yn Slattys dy chur er y hoshiaght saaseyn dy hoiaghey magh ardjyn noa ayns baljyn.
"24.— The High Court of Justice (Funds) Act, 1928.",Yn Slattys Ard Whaiyl dy Chairys (Stoyryn Argid) Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to amend apply certain Court funds.,Ta aigney yn Slattys dy yannoo ymmyd jeh stoyryn-argid er lheh ayns y quaiyl.
"25.— The Rushen Water Act Amendment Act, 1928.",Yn Slattys Ushtey Rushen Lhiasaghey Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to enlarge the powers of the Rushen Water Board.,Ta aigney yn Slattys dy vooadaghey ny pooaraghyn jeh’n Voayrd Ushtey Rushen.
"26.— The Income Tax Amendment Act, 1928.",Yn Slattys Nuy Cheead Yeig Hoght as Feed.
The object of the Act is to make further allowances for Income Tax purposes.,Ta aigney yn Slattys dy yannoo lowalyn sodjey son oyryn Keesh er Cheet-Stiagh Vleeanagh.
"27.— The Industrial and Building Societies Amendment Act, 1928.",Yn Slattys Sheshaghtyn Cheirdee as Troggal Thieyn Nuy Cheead Yeig Hoght as Feed.
"The object of the Act is to amend the Industrial and Building Societies Act, 1892.",Ta aigney yn Slattys dy lhiasaghey yn Slattys Sheshaghtyn Cheirdee as Troggal Thieyn Hoght Cheead Yeig Kiare Feed as Ghaa-Yeig.
The ROYAL ASSENT to the foregoing Acts was given on the dates set out hereunder :—,Va’n Choardail Reeoil currit gys ny Slattysyn goll roie er ny laghyn fo soit magh :—
"No. 1, 2 and 3, at Buckingham Palace  ........... 27th June, 1927.","Gys 1, 2 as 3,  ec y Plaase Buckingham ... 27oo VIoo 1927."
"Nos. 4, 5, and 6, at Buckingham Palace  ........... 10th August, 1927.","Gys 4, 5, as 6, ec y Plaase Buckingham ... 10oo VIIIoo 1927."
"Nos. 7 and 8, at Buckingham Palace ........... 3rd November, 1927.","Gys 7 as 8, ec y Plaase Buckingham  ........... 22oo IIIoo 1927."
"Nos. 9, 10, 11 and 12, at Buckingham Palace  ........... 6th  February, 1928.","Gys 9, 10, 11 as 12, ec y Plaase Buckingham  ........... 6oo II 1928."
"No. 13, at Buckingham Palace ........... 22nd March, 1928.","Gys 13, ec y Plaase Buckingham ........... 22oo III 1928."
"Nos. 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, and 24, at Buckingham Palace  ........... 7th May, 1928.","Gys 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, and 24, ec y Plaase Buckingham ... 7oo Voo 1928."
"Nos. 25, 26, and 27, at Buckingham Palace  ........... 15th June, 1928.","Gys 25, 26, and 27, ec y Plaase Buckingham ........... 15oo VI 1928."
,
