Manx,English,Diplomatic,Notes
"T’ad cowragh cloan veggey gaase seose ayns nyn aegid,","They signify little children growing up in their youth,",T’ad cowragh chloan veggey gaase seose ayns nyn aagyd,
Agh reesht gys yn joan myr yn pooishee çhyndaa.,"But again to the dust, like the flower, return. ",Agh reesht gys yn joan myr yn pushee chyndaa.,
"Ta’n gollan geayee hene çheet veih çheeraghyn foddey,","Even the swallow comes from far (away) countries,",Ta’n gollanghiye hene cheet veih cheeraghyn foddey,
"As troggal e hedd ayns ny follagheeyn thie,","And builds her nest in the house’s hiding places,",As throggal y edd ayns ny fealaghyn thie,"follagheeyn — likely folliaghtyn; ‘secrets’, ‘mysteries’, ‘abounding in motes’, etc."
"Dy hirrey son beaghey t’ee girree dy moghey,","To search for food she rises early,",Dy hirrey son beagey t’ee girree dy moghey,
As amnagh syn astyr t’ee reesht goll dy lhie.,And late in the afternoon she goes back to bed.,As amnagh syn astyr t’ee reesht gholl dy lhie,
"Ta’n ushag veg chabbagh troggal seose sy voghery,"," The little lark gets up in the morning,",Ta’n ushag veg chabbagh throggal seose sy voghey,
"As getlagh syn aer jannoo taitnys as kiaull, ","And flies in the sky making fun and music,",As getlagh syn aer jannoo taitnys as chiaull ,
"Yn chooag er e heiyrt ta mennick cur doogh urree,","The cuckoo following her often upsets her,",Yn chaulk er y iyrt ta mennick cur doogh urree,
As geiyrt ee ersooyl foddey jeh veih e hoayll.,"And drives her away, far from from her home.",As guyrt ee ersooyl foddey jeh veih y oayll,
"Ny-yeih, ayns traa gerrid bee blaaghyn yn tourey,","Nevertheless, in a short time, the flowers of the summer will be,",Ny-yeih ayn tra gherryd bee blaaghyn yn thourey,
"Ooilley floagit[4] ersooyl gyn unnane ny chooyl,","All atomized away, without one behind,",Ooilley flogyt ersooyl gyn yn nane ny chooyl,"floagit — likley derived from floag; ‘atom’, ‘dot’, ‘flake’, ‘particle’, floagid; ‘minuteness’ and floagagh; ‘having atoms’, ‘flakey’, "
"Son tra hig yn feayraght as sterrym sy yeurey,","For when the cold and storm and winter comes,",Son tra hig yn feearagh as styrrym sy geurey,
Nee sniaghtey as rio geiyrt ad ooilley ersooyl.,Snow and ice will chase them all away.,Nee snaghtey as rio giyrt ad ooilley ersooyl,
,,,
,,,
"Myr pooisheeyn sourey ta aalid chloan gheiney,","Like summer flowers, is the beauty of mankind’s children,",Myr pusheeyn sourey ta aalid chloan gheiney,
"Ta gaase seose dy siyragh agh leah t’ad caghlaa,","That grow up hurriedly, but soon they change,",Ta gaase seose dy siyragh agh lheah tad caghlaa,
"Myr pooisheeyn aalin ta gaase ayns çhiass ghreiney,","Like beautiful flowers that grow in heat of the sun,",Myr pusheeyn aalin ta gaase ayns chass ghrainey,
Agh reesht gys yn joan nee mayd ooilley çhyndaa.,But we will all return again to the dust.,Agh reesht gys yn joan nee mayd ooilley chindaa,
"Eisht lhig dooin nish çheet gys Chreest son saualtys,","Then let us now come to Christ for salvation,",Esht lhig dooin nish cheet gys Chreest son saualtys,
"Dy vod mayd ve aarloo son dy bragh beayn, ","So that we can be ready for ever eternal,",Dy vod mayd ve aarloo son dy braagh beeayn ,
"As gyn shooyl ny sodjey ayns raaidyn rouailtys,","And not walk any further in wandering ways,",As gyn shooyl ny sodjey ayns raaidyn roualtys,
Cosoylagh jeh faarkaghey boiragh yn cheayn.,Comparable to a troublesome swimmer of the sea.,Chosolagh keh faarkaghy boiragh yn cheayn,
"Esiht lhig dooin çheet thie as gyn shooyl ayns yn aasagh,","Then, let us come home and not walk in the wilderness,",Esht lhig dooin cheet thie as gyn shooyl ayns yn aasagh,
"As cur seose nyn accan gys Yeesey yn Çhiarn, ","And give up our complaing to the Lord Jesus,",As chur seose nyn accan gys Yeesey yn Chiarn ,
"Ayns pastyryn geayney nee Eh shin y faasagh,","In green pastures he will pasture us,",Ayns pastyryn gheney nee E shin y faasagh,
Choud as ta’n gialdyn echey faagit er-mayrn.,As long as his promise remains.,Choud as ta ghoaldyn eck E ffagyt ermarn,
,,,
Edwd Faragher,Edwd Faragher,Edwd Faragher,
"Blackwell Colliery, Derbyshire.","Blackwell Colliery, Derbyshire.",Blackwell colliery Derbyshire,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
