English,Manx
Incorporations and objects;,Co-corpaghyn as oyryn ;
Seals ;,Cowraghyn ;
Banking companies ;,Sheshaghtyn bancagh ;
Sale and purchase of shares ;,Creck as kionnaght ayrnyn ;
Audit ;,Feshtynys-coontey-argid ;
Appointment and qualification of director ;,Currym as jeshid dy rheiltagh ;
Prospects ;,Cummey-soilshaghey ;
"Memorandum of Association — capital, alteration of objects, &c.,","Imraa Co-chiangley — corp-argid, caghlaa oyryn, as myr shen ;"
Conversion of shares into stock ;,Chyndaays ayrnyn ayns stock ;
Allotment ;,Cronney ;
Shares ;,Ayrnyn ;
Annual summary ;,Cummey-ghiare bleeanagh ;
Contracts ;,Barganeyn-screeuee ;
Meetings ;,Chaglymyn-cooidjagh ;
Mortgages and charges ;,Gioalteenyn as argid-baarit ;
Winding-up ;,Kiartys son reaghys jerringagh ;
Certified copies as evidence ;,Co-caslysyn screeut shickyrit fo laue son feanish ;
Registration anew ;,Recortys reesh ;
Defunct companies ;,Sheshaghtyn-hraghtee goll-eig ;
Companies established outside of the Isle of Man and United Kingdom; and,Sheshaghtyn-hraghtee soit cheu-mooie jeh’n [sic] Ellan Vannin as Sostyn Mooar as y Nherin ; as
Miscellaneous provisions.,Kiarailyn elley.
"Schedules I. and II. Contain repeal of enactments, and miscellaneous amendments of the Companies Acts.",Yn Chied as yn Nah Rollaghyn cummal cur-ass saraghyn as caghlaaghyn elley ny Lattysyn Sheshaghtyn-hraghtee.
Schedule III. contains regulations for meetings of creditors and contributories.,Ta’n Trass Rolley cummal oardrailyn son chaglymyn-cooidjagh giatteryn as cooneyderyn.
Schedule IV. contains new Table A.,Yn Chiarroo Rolley cummal ayrn-er-lheh A Noa.
"Schedule V., Form of Statement in lieu of Prospectus.",Yn Wheiggoo Rolley cummal cummey Raa-screeuee ayns ynnyd  jeh Cummey-soilshaghey.
"THE TRUSTEE ACT, 1908","YN SLATTYS FIRHREISHTEE, NUY CHEEAD YEIG AS HOGHT."
"An Act to amend the Trustee Acts, 1903 to 1904.",Slattys dy chaghlaa ny Lattysyn Firhreishtee
"This Act provides for trustees dealing with the income of any property held for an infant, and for the passing of property held for charitable purposes, and vested in any person holding any office, to the succesor in such office.","TA’N Slattys kiarail son firhreishtee dellal marish yn cheet-stiagh dy chooid erbee cummalit son oikan, as son cur-harrish cooid cummalit son cooishyn giastallagh, as currit fo pooar dy pheiagh erbee cummal oik erbee, gys eiyrtyssagh ’sy lheid oik."
"The Royal assent to the foregoing eight Acts was given by His Majesty in Council at the Court at [blank] on the 4th day of July, 1908.","Va’n cordail Reeoil currit gys ny hoght Slattysyn currit seose liorish E Ard Ooashley ayns Coonseil ec y Quaiyl ec [blank] er y chiarroo laa jeh’n chiaghtoo vee, nuy cheead yeig as hoght."
"THE CONVEYANCING ACT, 1908.","T’AN [SIC] SLATTYS LIVREY-HARRISH, NUY CHEEAD YEIG AS HOGHT."
"The object and purport of this Act are to amend the law relating to vendors and purchasers, and to simplify and improve the practice of conveyancing. It contains provisions relating to the following : —","TA’N Slattys shoh caghlaa yn leigh bentyn rish creckeyderyn as kionnederyn, as t’eh jannoo ny sassey as ny share yn livrey-harrish. T’eh cummal kiarailyn bentyn rish ny reddyn ta heet ny lurg :—"
Sales and transactions ;,Creckyn as cooishyn elley ;
Leases ;,Barganeyn-mayltee ;
Mortgages ;,Gioalteenyn ;
Married Women ;,Mraane phoost ;
Powers of attorney ;,Pooaraghyn attorney ;
Notice ;,Cur-fys ;
Construction and effect of deeds and other instruments ; and Proceedure.,Bun as eiyrtys dy varganeyn-screeuee as recortyssyn elley ; as Reddyn-reilt.
"THE BOARDING-HOUSE (LIEN) ACT, 1908.","SLATTYS THIEYN-VOAYRDEY (LIEN), NUY CHEEAD YEIG AS HOGHT."
An Act for the relief of Innkeepers and Boarding-House and Lodging-House Keepers.,Slattys son cur cooney da Oasteyryn as Curmeyderyn thieyn-voayrdey as thieyn aaghtee.
"This Act provides that proprietors, keepers, &c., of boarding-houses and lodging-houses shall have a lien upon and may retain any goods &c., deposited or left with them, where the person leaving them has become indebted to such keeper for board or ldging, &c., and that proprietors, keepers, &c., of inns or boarding or lodging houses may dispose of any such goods to satisfy their claim.","TA’N Slattys shoh kiarail dy bee lien ec ny fir-sliesh, curmeyferyn, as myr shen, thieyn-voayrdey, as thieyn-aaghtee, er cooidyn erbee, as myr shen, as pooar dy reayll ny lheid cooidyn currit sheese ny faagit ’sy thieyn oc, raad ta peiagh faagail ny cooidyn ayns lhiastynys da’n lheid curmeyder son boayrd ny aaght, as nyr shen; as foddee fir-sliesh, curmeyderyn, as myr shen, thieyn-oast, ny thieyn voayrdey, ny thieyn-aaghtee creck ny lheid cooidyn dy eeck ooilley ny t’eh dy lhiastyn dausyn."
"THE LANDLORD AND TENANT ACT, 1908.","YN SLATTYS FER-SLIESH AS TANNYS, NUY CHEEAD YEIG AS HOGHT."
An Act to amend the Law of Landlord and Tenant.,
"     This Act provides that the tenant of lands, in the absence of any agreement, may enter upon such lands up to the 12th January following the termination of such tenancy to remove the root crop ; that a landlord who has served notice on a tenant to quit agricultural land on the 12th November may sue for possession thereof at any time within which he might have sued had such land been a dwelling-house ; as to the mode of serving notices ; and exempts certain goods from arrest for rent.","TA’N Slattys kiarail dy vod yn tannys thallooyn, fegooish bargane, goll stiagh ayns ny lheid thallooyn gys yn ghaa-wheiggoo laa [sic] jeh’n chied vee ta geiyrt yn jerrey jeh’n lheid tannystys dy scughey ny napinyn, as myr shen ; t’eh kiarail myrgeddin dy vod fer-sliesh ta er coyrt fys er tannys dy ’aagail thalloo-vayllee er y Laa Souney goll gys y leigh son cummal jeh shen ec traa erbee ’syn aght cheddin myr veagh eh er n’goll gys y leigh, my v’an lheid thalloo er ve thie-vaghee ; t’eh harey yn aght son cur fysyn ; as t’eh feaysley cooidyn er-lheh veih goaill-gioal son mayl."
"THE LOCAL GOVERNMENT (HIGHWAYS AND STREETS) AMENDMENT ACT, 1908.","YN SLATTYS GURNEILYS YNNYDAGH (RAAIDYN VOOAREY AS STRAIDYN) CAGHLAA, NUY GHEEAD YEIG AS HOGHT."
"An Act to amend the Local Government Act, 1886.","An Act to amend the Local Government Act, 1886."
"This Act makes provisions relating to the vesting of streets and highways in the commissioners of local government districts, and relating to the formation of streets in any local government district not vested in the commissioners of such districts, and the recovery, from persons liable, of the cost of such formation.","TA’N Slattys jannoo kiarailyn son cur straidyn as raaidyn vooarey fo pooar dy varrantee sheadinyn gurneilys ynnydagh, as son cummey straidyn ayns sheadin gurneilys ynnydagh erbee cha vel currit fo pooar ny barrantee jeh’n lheid sheadin, as son aagheddyn veih pieaghyn oolagh yn argid-baarit jeh’n lheid cummey."
"The Royal assent to these Acts was given by His Majesty in Council at the Court as [blank] on the [blank] day of [blank], 1908.","Va’n cordail Reeoil currit gys ny Lattysyn shoh liorish E Ard Ooashley ayns Coonseil ec y Quaiyl ec [blank], nuy cheead yeig as hoght."
