Manx,English,Diplomatic,Notes
"     Va’n Voir seaghnit er ny gherjaghey lesh shen. “Nee Augustus.” dooyrt ee. Ta mee jerkal dy bee oo laa ennagh son gerjagh as cooney dou, ayns my henn eash. Bee cha mie as cha dunnal as cha crauee yn dooinney as va dty Ayr, eisht nee’m coontey meehene yn Voir s’maynrey jeh Moiraghyn.”","     The sorrowful mother was comforted by that. “Yes, you will, Augustus.” she said. “I expect that someday you will be able to be a comfort and help to me, in my old age. Be as good and as brave and as religious a man as your father was, then I will reckon myself the happiest mother of mothers.”","va’n Voir seaghnyt er ny gherjaghey lesh shen. nee Augustus doyrt ee.Ta mee jerkal dy bee oo laa ennagh son herjagh as cooiney dow, ayns my chen eash. Bee cha mie as cha dunnal as cha crauee yn dhonney as va dy Ayr, esht nee’m coontey meehene yn Voir s’maynrey jeh Moiraghyn ",
"      Er laa elley, va ayns imbagh aalin yn ouyr, v’eh feer çheh as grainagh. Va Theodora er ve gobbragh er lieen rieau neayr’s haink soilshey yn laa. V’ee yeearree dy gheddyn eh aarloo yn laa shen.","     On another day, that was in the beautiful season of autumn, it was very warm and sunny. Theodora had been working on a net ever since the light of day. She was wanting to get it ready that day. ","er laa elley va ayns imbagh aalin yn ouyr, ve feer chea as ghrainagh. Va Theodora er ve gobragh er lieen rieu niar as haink soiljey yn laa. vee yeerree dy gheddyn e aarloo yn laa shen ",
"     Va Augustus, son yn ayrn echeysyn, çhaglym banglaneyn çhirrym ayns yn cheyll. V’eh lane taitnys daa dy chooilley cheayrt ve çheet lesh lane e vastag veg dy vanglaneyn gys e voir. Va Theodora feer vaynrey dy akin dy row eh gynsagh dy laboragh ayns e aegid as dy ve tarroogh ayns e obbyr. ","     Augustus, for his part, was gathering dry branches in the forest. It was always great fun for him to be coming to his mother with his little basket full of branches. Theodora was very happy to see that he was learning to work in his youth and to be industrious in his work. ","va Augustus, son yn ayrn ec y syn chaglym banglanyn chyrrym ayns yn keyll ve lane taitnys daa dy chooilley cheayrt ve cheet lesh  lane y vastag veg dy vanglaanyn gys y voir. Va Theodora feer vaynrey dy akin dy row e gynsagh dy labragh ayns y aagyd as dy ve Tarroogh ayns y obbyr. ",
"     Va traa-jinnairagh er-gerrey as va’n guilley beg skee, as accryssagh. Va’n chlag ry-clashtyn bwoalley ayns yn valley. As ren Theodora geamagh er dy ee e yinnair, fo billey mooar beech va gaase er-gerrey da’n thie oc ayns boayl ghrianagh aallin, ayns yn cheyll. V’ee er chur lesh gys shen yn beaghey son nyn jinnair. Va lane saagh dy vainney, as paart dy vrooillagh arran er ny vrishey ayn. Tra va’n saagh follym dooyrt ee rish Augustus, “Nish, gow as lhie sheesh as caddil red beg, fo scaa yn villey shoh. Er my hon hene hem er gys my obbyr reesht, as kione tammylt beg hem’s dy ghoostey oo.” ","     Dinnertime was soon and the little boy was tired, and hungry. The clock was audible, ringing in the town, and Thoedora called him to eat his dinner, under a big beech tree that was growing near to their house in a beautiful sunny spot, in the forest. She had brought the food for their dinner. There  was a full bowl of milk, and some breadcrumbs broken into it. When the bowl was empty she said to Augustus; “Now, go and lie down and sleep a bit, under the shade of this tree. As for me, I’ll go on back to my work, and in a little while I’ll go to wake you.”","Va tra jinneeragh ergerrey as va’n gilley beg skee, as acrysagh, va’n chlag ry clashtyn bwoolley ayns yn valley. As ren Theodora geamagh er dy ee y yinnair, fo billey mooar Beech va gaase ergerrey da’n thie ock ayns boayl ghrainagh allin, ayns yn keeill vee er chur lesh gys shen yn beagey son nyn jinnair, ve lane saagh sy vainney, as paart dy vroolagh arran, er ny vrishey ayn.Tra va’n saagh follym doyrt ee rish Augustus, Nish ghow as lie sheesh as chadyl red beg, fo scaa yn villey shoh, er my hon hene hee’m er gys my obbyr reesht, as kione tammylt beg heems dy ghoostey oo. ",
"     Ayns kione ooir ny jees hie dy cur shilley er, as v’eh ny lhie ny chadley fo yn villey; va’n kione beg lesh folt bwee er ny lhie er unnane jeh e roieghyn. As va duillagyn craa yn billey, ceau scaadoo er e eddyn as e lieckanyn jiargey. ","     After an hour or two she went to check him, and he was lying asleep under the tree; the little head with blond hair on it was lying on one of his arms, and leaves were shaking the tree, throwing a shadow on his face and his red cheeks.","Ayns kione ooir ny jees hie dy cur shilley er, as ve ny lhie ny chadley fo yn villey, va’n kione beg lesh folt bwee er ny lhie er unnane jeh y roieghyn. As va dullhaggyn craagh yn billey, cheay scaadoo er y eddyn as y lhegganyn jiargey.",
"      Ren Theodora siyr gys e hobbyr er yn lieen reesht, as ren ee gobbragh er gys v’sh aarloo. Va’n traa er gholl shaghey gyn ys jee, as ghow ee tastey dy row eh foddey er yn fastyr. Hie ee dy ghoostey Augustus. Agh cha row eh ry-gheddyn fo’n villey. Ta’n lhiannoo mie ersooyl gys e obbyr reesht lesh y vastag.” Dooyrt ee lesh boggey. Aless, v’ee foddey voish smooinaghtyn cre’n lhag-haghyrt va er n’irree. Hie ee gys y thie, eisht haink ee reesht dy skeaylley yn lieen er yn faiyr, lurg tammylt dy hraa cha row yn lhiannoo er jeet. Ghow ee toshiaght dy ghoaill aggle dy row red ennagh er daghyrt da. As ren ee soieagh magh dy ronsagh yn cheyll. Va mysh three meeilley er luirid as mysh lieh cha lhean. ","     Theodora hurried back to her work on the net and she worked on it until it was ready. The time had passed without her realising, and she noticed that she it was late in the afternoon. She went to wake Augustus. But he wasn’t to be found under the tree. “The good child is gone to his work again with the basket.” she said with joy. Unfortunately, she was far from thinking what accident had arisen. She went to the house, then she came back to spread the net on the grass. After a spell of time, the child hadn’t come. She started to fear that something had happened to him, and she set out to search the forest, that was three miles in length and about half as wide. ","Ren Theodora siyr gys y obbyr er yn lieen reesht as ren ee gobbragh er gys ve aarloo. Va’n tra er gholl shaahey gynys jee, as ghow ee tastey dy row e foddey er yn fastyr hie dy ghoosteyAugustus. Agh cha row e ry gheddyn fo yn villey. Ta’n lhannoo mie ersooyl gys y obbyr resht lesh y vastag. Dooyrt ee lesh boggey Aless vee foddey voish smooinaghtyn cre’n lhaghaghyrt va jew irree. hie ee gys y thie, esht haink ee reesht dy skeealey yn lieen er yn faiyr, lurg tammylt dy chra, cha row yn lhannoo er jeet, ghow ee toshagh dy ghoaill aggle dy row red ennagh er daghyrt da.As ren ee soieagh magh dy rumsagh yn chyll. va mysh three veilley er luiryd as mysh lhea cha leeayn. ",
"     “Augustus! Augustus!” v’ee geamagh, agh cha row coraa erbee coyrt ansoor jee. ","     “Augustus! Augustus!” she was calling, but no voice at all gave her an answer.","Augusts. Augustus vee gramagh, agh ch arow corraa erbee curt ansoor jee. ",
"     Ghow ee toshiaght eisht dy ve ayns aggle mooar. “Vod eh er duittym ayns yn ushtey?” dooyrt ee ree hene. Ren yn smooinaght shen cur creau ayns yn uill eck. Ren ee ronsagh rish lhiattee yn awin. Agh cha voddagh ee gheddyn cowrey erbee jeh e mac. Ren ee keayney dy sharroo, eisht ren ee roie gys yn valley as ren ee çhaglym shartanse jeh ny cummaltee mygeayrt-y-mooee. V’ad ooilley goaill ayrn ayns yn seaghyn eck, as va e braar cha trimshagh ree hene, ny-yeih cha ren unnane erbee fakin yn lhiannoo. Agh ghow ad ooilley orroo dy gholl maree dy ronsagh y keyll. Ren paart jeu skeaylley ad hene ayns y cheyll, paart elley ayns yn nabooys, as yn chooid elley gys lhiattee yn awin. Agh cha ren unnane jeu geddyn briaght erbee er yn lhiannoo. ","     She began then to be greatly afraid. “Could he have fallen in the water?” she said to herself. That thought made in her blood tremble. She searched along the side of the river, but she couldn't find any sign of her son, She cried bitterly, then she ran to the town and she gathered some of inhabitants around her. They were all sharing in her sorrow, and her brother was as sad as she was, yet, no one at all saw the child. But they all took it upon themselves to go with her to search the forest. Some of them spread themselves out in the forest, some others in the neighbourhood, and the rest to the side of the river, but not one of them found any sign of the child. ","Ghow ee thoshagh esht dy ve ayns aggle mooar. Vod e er duittym ayns yn ushtey, doyrt ee ree hene. Ren yn smooinagh shen cur craue ayns yn uill ec. Ren ee runsagh rish lhattee yn awin.",
,,"Agh cha voddagh ee gheddyn cowrey erbee jeh y mac, ren ee keayney dy sharroo Esht ren ee roie gys yn valley. As ren ee chaglym shartans jeh ny cum-maltee mygeayrt y moie. vad ooilley ghoaill arn ayns yn seaghyn ec As va y braar cha trimshagh ree hene. Ny-yeih cha ren unnane erbee fakin yn lhannoo, agh ghow ad ooilley orroo dy gholl maaree dy runsagh y keyll Ren paart jiu keealey ad hene ayns y cheyll paart elley ayns yn nabooys as yn cooid elley gys lhattie yn awin. Agh cha ren unnane jiu gheddyn briagh erbee er yn lhannoo. ",
"     “My t’eh baiht ayns yn Danube,” dooyrt shenn eeasteyr jeh’n valley, “Nee mayd geddyn yn corp echey son ta fys ain cre’n raad ta’n strooan roie. Bee eh dy shickyr er ny cheau seose heese ayns shen raad ta’n shenn villey sheillagh gaase. ","     “If he is drowned in the Danube,” said an old fisherman from the village, “we will find his body, because we know which way the current runs. He will certainly be thrown up down there where the old willow tree is growing.","Mor te beight ayns yn Danube, doyrt shen ghonney (yeesteyr) jeh yn valley, Nee mayd gheddyn yn corp ec e son ta fyss ain cre’n raaid tan struan (strogan) roie. Bee e dy shickker er ny cheau seose heesh ayns Shen raad tan shen villey shallagh gaase. ",
"      Va’n Voir voght clashtyn ooilley ny goan oc. As hie ee gys e cummal lesh cree brisht. Ren ee ceau yn oie freayl arrey as keayney, as cha leah as ren yn laa brishey, ren ee siyr gys yn awin ayns jerkal dy voddagh ee geddyn yn corp echey ayns shen; yn mac beg v’ee cha graihagh er. ","     The poor mother was hearing all their words, and went to her dwelling with a broken heart. She spent the night keeping watch and weeping, and as soon as day broke, she hurried to the river in hope that she could find his body there; the little son she loved so much.","Va’n Voir voghclashtyn ooilley ny goan oc. As hie gys y commal lesh chree brish. ren ee cheau yn ooie freeayl arrey as keayney As cha leay as ren yn laa brishey, ren ee siyr gys yn awin ayns jerkal dy voddagh ee gheddyn yn corp ec e ayns shen, yn mac beg vee cha graihagh er.",
"     Hie laghyn as shiaghtinyn shaghey, agh fastyr as moghrey ren ee roie keayney gys lhiattee yn awin, agh dagh keayrt ayns fardail. Veagh ny eesateyryn, tra veagh ad goll ayns yn voghree as çheet thie ayns yn astyr, fakin ee ayns yn un voayl; keayney, lesh e laueyn troggit seose lesh Niau. V’ee brisht ayns cree. She myr shoh ren bleintyn goll shaghey, agh cha row yn corp echey geddynit. As cha voddagh yn Voir seaghnit geddyn faaue erbee cre v’er haghyrt da e mac boght. Cha voddym ginsh cre wheesh as va’n seaghyn eck. “Ayns tra cha gerrid,” veagh ee gra, “dy choayl my heshey graihagh as my vac deyr. T’eh feer croie dy ymmyrkey eh. Ta mee credjal dy jinnin geddyn baase fo’n laaid, er-be dy vel yn gerjagh aym dy vel Niau jannoo dy chooilley nhee son y chooid share.”","    Days and weeks went past, but evening and morning she ran crying to the side of the river, but each time in vain. The fishermen, when they would be there in the morning and coming home in the evening, would see her in the same place; crying, with her hands raised up to heaven. She was broken in heart. Years passed like this, but his body wasn’t found. And the sorrowful mother couldn’t find any hint of what had happened to her poor son. I cannot say how much sorrow she had. “In such a short time,” she would say, “to lose my loving huband and my precious son. It is very hard to bear it. I believe that I would die under the load, where it not for my consolation that heaven makes everything for the best.”","hie laaghyn as shaghteeyn shaghey agh fastyr as moghrey ren ee roie keayney gys lhattie yn awin agh dagh cheayrt ayns fardaill. Vagh ny eesteyren, tra vagh ad gholl aynsyn vogheree as cheet thie ayns yn astyr fakin ee ayns yn un voayll. Keayney, lesh y laueyn troggyt seose lesh Niau. V’ee brish ayns chree. she mor shoh ren cleintyn gholl shaghey, agh cha row yn corp ec e gheddynyt. As cha voddagh yn Voir seaghnyt gheddyn faue erbee cre ver haghyrt da y mac bogh. cha voddym ginsh cre wheesh as va’n seaghyn ec ayns tra cha gerryd vagh ee gra, dy coayl my heshey graihagh as my vac deyr, te feer croi dy ymmyrkey e. Ta mee credjal dy jeanyn gheddyn baase fo yn laaid, er bee dy vel yn gerjagh aym dy vel Niau jannoo dy chooilley nhee son y cooid shayre",
"     Veagh ee dy mennick geddyn foill as goltooan ee hene, dy sharroo, er yn oyr “nagh ren ee freayl arrey smoo harrish”, veagh ee gra, keayney as faastey y laueyn.","     She would often find fault and reproaching herself, bitterly, because she “hadn’t kept more watch over him”, she would be saying, crying and wringing her hands.","Vagh ee dy mennick gheddyn foayll as goltuan ee hene, dy sharroo, er yn oyr nagh ren ee freeayl arrey smoo harrish, vagh ee gra keayney as faastey y laueyn.",
"Skeeal yn Lhiannoo Caillit,  Cabdil 2.","The Tale of the Lost Child, Chapter 2.",Skeeal yn lhannoo cabdyl 2,
"     Choud as va e voir ny lomarcan ayns seaghyn son baase e mac va eshyn queig bleeaney as ghaa ny three dy veeghyn dy eash, va er roshtyn, lurg da v’eh er droailt ny smoo na (erskyn) three keead meeilley, gys ard-valley Vienna, as v’eh cummal ayns shen dy sauçhey, ayns thie mooar feer aalin, as v’eh myrgeddin coamrit feer stoamey, myr dy beagh eh er ve ruggit jeh lughtthie (sliught) ooasle. As ny va ny share na ooilley, ve er ny hroggal dy kiarailagh, as er ny ynsaghey liorish ny hard-vainshteryn dy ve aghtal ayns dellal as ayns dy chooilley ayrn dy ve ny ghooinney seyr. ","     Whilst his mother was alone in sorrow for the death of her son who was five years and two or three months of age, (he) had reached after he had travelled more than three hundred miles, to the city of Vienna, and he was living there safely, in a very beautiful big house, and also dressed very smartly, as if he had been born to a noble family. And what was best of all, he was raised carefully, and taught, by the headmasters, to be capable in business and in every way to be a gentleman. ","Choud as va y Voir ny lummerkyn ayns seaghyn son baase y mac va ehyn queig blienney as gha ny three dy veeghyn dy eash. va er roshtyn lurg da ve er dhroalt, ny smoo ny (erskin) three cheead meeilley, Gys ard valley Vienna, as ve commal ayns shen dy sauechey. Ayns thie mooar feer aalin, as ve morgeddyn coamryt feer stomey, mor dy bagh e er ve ruggit jeh loghtie (slugh) ooasle. As ny va ny share ny ooilley, ve er ny hroggal (chroggal) dy caarailagh, as er ny insaghey, liorish ny ard Vainshteryn dy ve aghtal ayns dellal as (dy chooilley arn) dy ve ny ghoinney seyr.",
"     Va’n caghlaa mooar shoh ayns y vea currit lesh mygeayrt, er yn aght shoh:",     This great change in his life was brought about like this:,"Va’n caghlaa mooar shoh ayns y vea, churryt lesh mygeayrt, er yn aght shoh.",
"     Tra ren Augustus, ren shin faigail ny chadley fo’n villey, doostey, ren e rubbey e hooillyn, as goll dy haglym banglaneyn (brasnagyn) çhirrym ayns yn cheyll reesht. V’eh, ayns traa gerrid, er lheh, lienney y vastag, as v’eh er gholl trooid yn cheyll, gys haink eh gys broogh yn awin. Hooar eh ayns shen lhong mooar er ny chiangley gys ny biljyn v’er broogh ny awin, farkiagh gys yinnagh yn ushtey troggal ee reesht as choud as va’n sleih va shiaulley aynjee shooyl mygeayrt er yn faiyr, dy chur nyn gassyn ayns use er yn oyr dy row ad skee ny hoie ayns yn lhong. As va’d shooyl er yn thalloo er broogh yn awin as va paart jiu ny hoie er yn faiyr, rish lhattie yn awin), as va paart dy phaitçhyn maroo myrgheddin, cloie mygeayrt. Honnick ad Augustus as hayrn ad er-gerrey da, as jeeaghyn dy geyre er ny va echey ayns e vastag. Mess bwaagh dhone yn villey beech va paart echey ayns yn vastag, as cha row ny paitçhyn rieau er vakin veg jeh’n lheid ayns nyn mea roie, as ghow ad lane taitnys ayn.","     When Augustus, who we left asleep under the tree, awoke, he rubbed his eyes, and went to gather dry branches (kindling), in the forest again. He was, in a short time, by himself, filling the basket, and he had gone through the forest, until he came to the side of the river. There he found a big ship tied to the trees that were on the river bank, waiting until the ushtey would raise her again, and whilst the people who were sailing in her were walking around on the grass, to stretch their legs because they bored sitting in the boat, and they were walking ashore on the river bank, and some of them were seated on the grass, beside the river, and there were some children with them too, playing around. They saw Augustus and they drew near to him, and looked keenly at what he had in his basket. Some fine brown beech tree fruit was what he had in the basket, and the children had never seen anything of the sort before in their lives before, and they liked it a lot. ","Tra ren Augustus (quoi) ren shin faigaill ny chadley, fo yn villey (billey) doostey, ren e ruvvey y hooilyn. As gholl dy haglym banglaanen (brasnagyn) chirrym ayns yn chell reesht, ve ayns tra gerryd er lhea lienney y vastag (vaskag), as ve er gholl trooid yn cheyll, gys haink e gys broogh (lhattie) yn awin (ushtey), hooar (honnick) e ayns shen lhong (mooar) er ny kiangley gys ny biljyn, ver broogh ny awin farkiagh cgys yannagh yn ushtey throggal ee reesht as (houd as) van sleih va shiaaley aynjee (cheshagh va shiuley ayn jee) shooyl (mygeart) er yn faiyr, dy chur ny crauyn oc ayns mure (nyn chassyn ayns use) lurg daue er ve houd dy chra er booayrt (er yn oyr dy row ad skee ny hoie ayns yn lhong). as va’d shooyl er yn thalloo er broogh yn awin (as va paart jiu ny hoie er yn faiyr, rish lhattie yn awin), as va paart dy fetchyn maroo morgheddyn, Cloie mygeayrt. (Va paart dy faitchyn maaroo, ghow toshagh dy cloieaghyn). Honnick ad Augustus as hayrn (haink) ad ergerrey da, as jeaghyn dy gaire er ny va ec e ayns y vastag (vaskad), mess bwagh dhone yn billey beech, va paart ec e ayns yn vastag (vaskad). As cha row ny paitchen (ad) rieu er vakin veg jeh mess yn billey beech (jeh’n lheid) ayns nyn mea, (roie) as ghow ad lane taitnys ayn.",
"     “Ta shen mess feer waagh,” dooyrt inneen veg, va jeeaghyn dy ve ny saa na Augustus. ","     “That is a very pretty fruit,” said a little girl who seemed to be younger than Augustus. ","Tha shen mess feer aalin (wagh) doyrt inneen veg, va jeaghyn (dy ve) ny saa ne Augustus. ",
"Dooyrt yn chooid elley, “Cha ren shin rieau fakin lheid ny nutyn roie”.","     The others said, “We have never seen such chestnuts before.”","doyrt paart (yn chooid) elley, cha ren shin rieu fakin lheid ny nutyn (roie). ",
"     “Cha nee chessnutyn ad,” doyrt Augustus, agh mess yn villey beech, as cha vel ad cooie son beaghey. Esht ren e cur paart da dagh unnane jiu, as va Augustus feer vaynrey dy gheddyn eh hene fud wheesh dy phaitçhyn boggysagh, v’eh maynrys nagh row eh er ennaghtyn ayns ooilley e vea, son cha row e er vakin agh feer veg jeh paitçhyn yn valley raad v’eh cummal marish e voir. ","     “They aren’t chestnuts,” said Augustus, ‘they’re beech tree fruit, and they aren’t suitable to eat. Then he gave some to each one of them, and Augustus was very happy to find himself amongst so many joyful children, it was a happiness he had never felt in all his life, for he had only seen very little of the children of the town where he lived with his mother. ","Cha ne chessnutyn (nutyn) ad, doyrt Augustus, agh mess yn billey beech, as cha vel ad cooie son beagey (dy ee ad). Esht ren e cur paart da dagh unnane jiu, As va Augustus feer vaynrey (taitnysagh), dy gheddyn e hene fud wheesh dy faitchyn boggysagh ve maynrys nagh row e er ennaghtyn ayns ooilley e vea (va rieu ec e ayns solley roie), son cha row e er vakin agh feer veg jeh paitchyn yn valley, Raad ve commal marish y Voir. ",
,,,
"     Ren e goll ny vud oc as chur adsyn da paart jeh ny messyn mie v’oc hene. V’eh eisht yeearree dy gheddyn shilley jeh’n lhong, son cha row eh rieau er vakin nane wheesh goll shaghey thie e voir. V’eh red feer yindyssagh da dy akin thie-shiaullee va ny smoo na thie e voir. Ren ny paitçhyn goaill eh er-boayrd, as yn inneen veg ren cur tastey hoshiaght da mess yn villey beech, Antonia va’n ennym ec, chur ee lesh eh gys yn chabbane as ren eh jeeaghyn mygeayrt y mysh as gra “Ta ny shamyryn shoh ny s’aalin na ny shamyryn t’ayns thie my voir.” ","     He went amongst them and they gave him some of the good fruit they themselves had. He was then wanting to have a look at the ship, because he had never seen one as big going past his mother’s house. It was a really amazing thing for him to see a house-boat that was bigger than the house in the forest. The children took him on board, and the little girl who first noticed the beech fruit, Antonia was her name, she brought him to the cabin and he looked around about and said “These rooms are more beautiful than the rooms that are in my mother’s house!” ","Ren e gholl ny vud oc (ny mastey oc) as chur adsyn (ad) paart da (da paart) jeh ny messyn mie va oc hene. Ve esht yeerree dy gheddyn shilley jeh’n lhong, son cha row e reieu er vakin nane wheesh gholl shaghey thie y voir, ve (jeaghyn) red feer yindysagh da dy akin thie shiaullee va ny smoo ny yn thie ayns y cheyll (thie shioallee va ny smoo ny thie y voir). Ren ny paitchen ghoaill e erboayrd. As yn inneen veg ren cur tastey hoshagh da mess yn billey beech, Antonia va’n ennym ec, chur ee lesh e gys yn cabbane as ren e jeaghyn mygeayrt y mysh as gra. Ta ny chemyren shoh ny s’aalin ne ny chemyren ta ayns thie my Voir.",
"     Ren Antonia as e cumraagyn jeeaghyn ny gaihyn oc da. As va Augustus cha goit seose ayndoo nagh ren eh rieau smooinaghtyn er goll thie gys e voir, ooilley yn traa shoh. As rosh va toiggal echey jeh va’n lhong er droggal as ec shiaulley reesht, dy feer tappee goll sheese yn awin.","     Anotonia and her companions showed him their toys, and Augustus was so distracted by them that he never thought about going home to his mother all this time, and before he realised it the ship has risen and was sailing again, very quickly, going down the river.","Ren Antonia as y comraagyn jeaghyn ny giaghyn oc da. As va Augustus cha goit seose ayndoo nagh ren rieu smooinaghtyn er gholl thie gys y voir, ooilley yn tra shoh. As rosh va toiggal ec e jeh va’n lhong er droggal as ec shiauley reesht, dy feer thappee gholl sheese yn awin",
"     Cha ren unnane er boayrd yn lhong goaill tastey erbee jeh’n yuilley beg. Adsyn va er ve shiaulley aynjee voish yn toshiaght va smooinaght dy re paart elley dy sleih va er jeet er-boayrd as dy row yn lhannoo maroosyn, myr shen cha row geill er chur da. Ayns yn fastyr ny yeih, ghow Augustus toshiaght dy cheayney as dy eamagh son e voir. As eisht hooar ad magh dy row lhiannoo-joarree er boayrd. Fod mayd smooinaght cre’n yindys as arganey ren yn eamagh echey jannoo fud sheshaght yn lhong. ","     No one on board the ship took any notice of the little boy. Those who had been sailing in her from the beginning were thinking that there were some other people who had come aboard and that the boy was with them, so there was no attention paid to him. In the evening though, Augustus started to cry and to call for his mother, and then they found out that a stranger-child was on board. We can consider what astonishment and arguing his shouting made amongst the crew of the ship. ",cha ren unnane er boayrt yn lhong ghoaill tastey erbee jeh’n gilley beg adsyn va er ve shiauley aynjee voish yn toshagh va smooinaght dy re paartelley dy sleih va er jeet erboayrd As dy row yn lhannoo maroo shen mor shen cha row geayl er chur da. Ayns yn fastyr ny yeih ghow Augustus toshagh dy keayney as dy eamagh son y voir. As esht hooar ad magh dy row lhannoo joarree er boayrd. foddee mayd Smooinaght cre’n yindys as argaaney ren yn eamagh ec eh jannoo fud sheshagh yn lhong.,
,,,
