Manx,English,Diplomatic,Notes
"     “Bee myghinagh dooy’s, ta my pheccagh.”","     “Be merciful to me, a sinner”. ",bee myghinagh dooys ta my peccagh. ,
"     For dy chooilley oyr jean shirrey, agh jean goaill myrgeddin cha nee padjer ta sauaill oo agh Yeesey Chreest ta çhebbal dhyt pardoon my nee oo goaill eh.","     For all reasons request, but also accept. It is not prayer that saves you, but Jesus Christ who offers you pardon if you will take it. ","er dy chooilley oyr jean shirrey, agh jean ghoaill morgheddyn cha ne padjer ta sauaill oo agh yeesey Chreest ta chebbal dhyt pardoon my nee oo ghoaill eh, ",
"     Ny yeih, foddee oo geddyn ymmodee reddyn ec y jerrey, jeh sonsheraght yn noid. Agh ta mish credjal dy bee ad ooilley er ny veeiteil, my nee oo ynrican freayl ny three focklyn shoh ayns cooinniaghtyn; dy vel oural Chreest er yn chrosh slane fondagh dy vel Jee, ta er yialdyn pardoon, eh nagh vod jannoo breag, as mygeddin quoi erbee nee credjal be eh er ny hauaill as dy vel oo ayns yn ‘quoi erbee’ shen.","     Nevertheless, you can find many things in the end, of the whisperings of the enemy. But I believe that all will be be met, if you only keep these three words in mind, That the sacrifice of Christ on the cross is completely sufficient, that God, who has promised pardon, he who cannot construct a lie, and also, anyone who will believes will be saved and that you are included in that ‘anyone’. ","Ny yeih foddee oo gheddyn ymmedy redyn eck y jerrey. Jeh songeragh yn noid. Agh ta mish credjal dy bee ad ooilley er ny veeitteil, mor nee oo ynrican freayll ny thre focklyn shoh ayns cooinniaghtyn Dy vel oural Chreest er yn crosh slane fondagh Dy vel Jee, ta er yoaldyn pardoon, Jee nagh vod jannoo breig As morgheddyn Quoi erbee nee credjal be eh er ny hauaill as dy vel oo. ayns yn quoi erbee shen ",
"     O jeeagh ersooyl voish ny dollysyn, jeeagh ersooyl void hene as jeeagh jeeraght er yn Saualtagh ta er ve graihagh ort lesh graih dy bragh farraghtyn. As treishteil ayns Chreest ynrican. Ta mee credjal dy bee oo abyl dy ghra dy ghiall Jee eh da dy chooilley unnane ta lhaih ny goan shoh, “Mac Yee va ghraihagh orrym as ren coyrt Eh hene er my hon. Ta mee credjal ayns yn Çhiarn Yeesey Chreest as ta mee sauailt. Ta mee credjal. Cooin uss lesh my credjue faase.” ","     O look away from the difficulties, look away from yourself and look straight at the saviour who has loved you with everlasting love. And trusting in Christ alone, I belive that you will be able to say to that God promised it to every one that reads these words, “Son of God who loved me and gave himself for me. I believe in the Lord Jesus Christ and I am saved. I believe. You will help me with my weak faith.”","O jeagh ersooyl voish ny dhollsen jeagh ersooyl void hene, as jeeagh jerragh er yn Saualtagh. Ta er ve ghraihagh ort lesh graih dy braagh farraghtyn, as treishteil yns Chreest ynrican. Ta mee credjal dy bee oo abyl dy gra Dy gholl Jee eh da dy chooilley unnane ta lheih ny ghoan shoh, Mac Yee va ghraihagh orrym as ren churt Ehene er my hon. Ta mee credjal ayns yn nChiarn Yeesey Chreest as ta mee sauiyt. Ta mee credjal  coon uss lesh my credjue faase. ",
Crook ,Crook,Crook ,
"Yn wheigoo laa, jeh mee veanagh yn tourey ayns yn vlein hoght cheead yeig kiare feed as nuy jeig. ",The fifth day of June in the year eighteen hundred and eighty-nine. ,"yn wheigoo laa, jeh mee veanagh yn theurey ayns yn vlein hoght cheead yeig kair feed as niee jeig. ",
Edwd Farquhar,Edwd Farquhar,Edwd Farquhar,
,,,
,,,
,,,
