English,Manx
The object of this Act is to consolidate and amend the Cruelty to Animals Acts.,Ta’n aigney jeh’n Slattys shoh dy cho-chiangley as lhiasaghey ny Slattysyn Dewilys da Cretooryn.
"14.— The Adertisements Regulation Act, 1925.",Yn Slattys Gurneilys Soilshaghtyn Nuy Cheead Yeig Queig as Feed.
The object of this Act is to authorize the Local Government Board to rgulate advertisements.,Ta’n aigney jeh’n Slattys shoh dy chur kied da’n Voayrd Gurneilys Ynnydagh dy ghurneil soilshaghtyn.
"15.— The Cinematograph Act, 1925.",Yn Slattys Caslysyn Gleashee Nuy Cheead Yeig Queig as Feed.
The object of this Act is to regulate cinematograph exhibitions.,Ta’n aigney jeh’n Slattys shoh dy ghurneil caslysyn gleashee soilshit er-ash.
"16.— The Criminal Code Amendment Act, 1925.",Yn Slattys Lioar-oolee Nuy Cheead Yeig Queig as Feed.
The object of this Act is to amend the Criminal Law Acts.,Ta’n aigney jeh’n Slattys shoh dy lhiasaghey ny Slattysyn leigh Oolee.
"17.— The Marriage Act, 1925.",Yn Slattys Poosey Nuy Cheead Yeig Queig as Feed.
The object of this Act is to facilitate marriages between British subjects resident in the Isle of Man and those resident in the United Kingdom and Channel Islands.,Ta’n aigney jeh’n Slattys shoh dy lhiggey lesh poosaghyn eddyr Sostnee ta cummal ayns Mannin as ny Ellanyn ta eddyr Sostyn as yn Ranck [sic].
"18.— The Church Assembly Act, 1925.",Yn Slattys Cruinnaght Agglish Nuy Cheead Yeig Queig as Feed.
The object of this Act is to empower Diocesan Conference to initiate legislation affecting the Church of England in theis Isle.,Ta’n aigney jeh’n Slattys shoh dy chur pooar da’n Chaglyn [sic] yn Aspickys dy chur lesh stiagh leighyn bentyn rish yn Agglish Hasonagh ayns yn Ellan shoh.
The Royal Assent to the foregoing Acts was given on the dates set out hereunder :—,Va’n Choardail Reeoil currit gys ny Slattysyn gollroie er ny laghyn fo soit magh :—
"To Acts Nos. 1, 2, and 3, at Buckingham Palace  ........... 25th July, 1924.","Gys Slattysyn 1, 2, as 3, ec y Plaase Buckingham ... 25oo VII 1924."
"To Acts Nos. 4, 5, 6, and  7, at the Council Chamber, Whitehall, 8th April, 1925.","Gys Slattysyn 4, 5, 6 as 7 ec yn Chamyr Coonceil, Whitehall, 8oo IV 1925."
"To Acts Nos. 8, 9, 10, 11, 12, 13, 14, 16,  and 17, at Buckingham Palace 26th May, 1925.","Gys Slattysyn 8, 9, 10, 11, 12, 13, 14, 16, as 17, ec y Plaase Buckingham  ........... 26oo V 1925."
"To Act Nos. 15 and 18, at Buckingham Palace, ........... 25th June, 1925.",Gys Slattysyn 15 as 18 ec y Plaase Buckingham ........... 25oo VI 1925.
,
