English,Manx
"The object of this Act is to carry certain conventions into operation relating to women, young persons and children.","Ta aigney yn Slattys shoh dy chooilleeney oardrailyn er lheh bentyn rish mraane, sleih aeg as paitchyn."
"18.— The Railway Regulation Amendment Act, 1930.","18.— Yn Slattys Gurneilys Raad Yiarn, Nuy Cheead Yeig Jeih as Feed."
The object of this Act is to amend the Railway Regulation Act.,Ta aigney yn Slattys shoh dy lhiasaghey yn Slattys Gurneilys Raad Yiarn.
"19.— The Petroleum Filling Stations (Regulation) Act, 1930.Act, 1930.",19.— Yn Slattys Farraneyn Petroleum (Gurneilys) Nuy Cheead Yeig Jeih as Feed.
The object of this Act is to regulate the petroleum filling stations.,Ta aigney yn Slattys shoh dy ghurneil farraneyn petroleum.
"20.— The Fertilisers and Feeding Stuffs Act, 1930.","19.— Yn Slattys Stooghyn Toraghey as Beiyagh, Nuy Cheead Yeig Jeih as Feed."
The object of this Act is to amend the law with respect to the sale of fertilisers and feeding stuffs.,Ta aigney yn Slattys shoh dy lhiasaghey yn leigh bentyn rish yn creck jeh stooghyn toraghey as beiyagh.
"21. — The Sea Gull Preservation Amendment Act, 1930.","21.— Yn Slattys Coadey Foillanyn Lhiasaghey, Nuy Cheead Yeig Jeih as Feed."
The object of this Act is to amend the Sea Gull Preservation Act.,Ta aigney yn Slattys shoh dy lhiasaghey yn Slattys Coadey Foillanyn.
"22. — The Public Authorities Acquisition of Land Amendment Act, 1930.","22.— Yn Slattys Fir-oik y Theay Goaill Thalloo Lhiasaghey, Nuy Cheead Yeig Jeih as Feed."
The object of this Act is to modify the Land Clauses Act.,Ta aigney yn Slattys shoh dy chghlaa yn Slattys Thalloo Ayrnyn.
The ROYAL ASSENT to the foregoing Acts was given on the dates set out hereunder:—,Va’n Chordail Reeoil currit gys ny Slattysyn goll roie er ny laghyn fo soit magh :—
"Nos. 1, 2, 3, 4, and 5, at Buckingham Palace ... 5th July, 1929..","Gys 1, 2, 3, 4 as 5 ec y Plaase Buckingham ... 5oo VIIoo 1929"
"Nos. 6, 7, 8 and 9, at Buckingham Palace ... 5th November, 1929.","Gys 6, 7, 8 and 9 ec y Plaase Buckingham ... 5oo XIoo 1929."
"No. 10 at Buckingham Palace ... 20th January, 1930.",10 ec y Plaase Buckingham ... 20oo 1d 1930.
"Nos. 11 and 12 at Buckingham Palace ... 28th March, 1930.",Gys 11 as 12 ec y Plaase Buckingham ... 28oo IIIoo 1930.
"Nos. 13, 14 15, 16 and 17, at Buckingham Palace ... 15th May, 1930.","Gys 13, 14, 15, 16 as 17 ec y Plaase Buckingham ... 15oo Voo 1930."
"Nos. 18, 19, 20, 21 and 22, at Buckingham Palace ... 26th June, 1930","Gys 18, 19, 20, 21 as 22 ec y Plaase Buckingham ... 26oo Vioo 1930."
