Speaker,Manx,English,SubStart,SubEnd,Notes
NM,"She. Well cur eh ayns y phoshag, nagh veagh eh jarroodit.","Yes. Well put it in your pocket, so that it won't be forgotten.",135,139,
WC,Oh cha nee'm's jarrood eh. Hmm.,Oh I won't forget it. Hmm.,138.5,142,
NM,"As insh daue ayn- ayns Doolish dy re, dy ren mish, dy nee mish ren, ren cur eh daue.",And tell them i- in Douglas that it was me who gave it to them.,141.5,148,
WC,"Oh nee'm's, nee'm's. Nee'm's.","Oh I will, I will. I will.",147.7,150,
WR,"Oh bee oo geddyn screeuyn voue, dy, dy chur bwooise dhyt.","Oh you will get a letter from them, to, to thank them.",150.5,154,
NM,C'red?,What?,154,155,
WR,"Bee oo geddyn screeuyn voue, voish, voish Basil.","You will get a letter from them, from, from Basil.",154.6,158.6,Basil RS Megaw Director of Manx Museum 1940-1957
WC,Oh nee.,Oh you will.,158,160,
NM,Oh! [laughs],Oh! [laughs],159.5,161,
DF,Gura mie ayd.,Thank you.,160,161.3,
NM,"Oh cha nel, cha, cha lhiass dhyt goll, dy yannoo shen.","Oh no, no, you needn't go, to do that.",161,165.3,
WR,Oh t'ad dy kinjagh jannoo shen.,Oh they always do that.,165,168,
WC,"She, mmm.","Yes, mmm.",168,171,
WR,Kanys ta'n ven nish?,How's the wife now?,170,172.5,
NM,"Oh t'ee mie, nagh vel ee?","Oh she's good, isn't she?",172,174,
DF,Oh t'ee jeeaghyn dy mie.,Oh she looks well.,174,176,
NM,"Oh ta, ta.","Oh yes, yes.",175.7,177,
WR,"V'ou loayrt ree, row?","You were speaking to her, were you?",176.6,177.8,
NM,"V'ee er cur kied dou son dy, son dy fuirraght son daa oor, nagh re?","She has given me permission to, to stay for two hours, isn't it?",177,181,
WR,Daa oor?,Two hours?,180.5,182,
DF,Ta.,Yes.,181,182,
NM,Shen ooilley.,That's all.,181.5,183,
DF,Lieh oor lurg kiare er y chlag v'ee gra.,Half past four o'clock she was saying.,182,185,
,[laughs],[laughs],,,
DF,"T'ee laccal, t'ee laccal uss dy goll thie reesht, nagh vel ee?","She wants, she wants you to go home again, doesn't she?",185,188,
NM,Ta.,Yes.,187.9,189,
JG,Cha jean oo tannaghtyn son cappan dy hey eisht?,You won't stay for a cup of tea then?,188.3,191,
NM,"Well, shen dooyrt ee ...","Well, that's what she said ...",191,193.5,
DF,Shen dooyrt ee.,That's what she said.,192.5,194,
NM,"... lieh oor, lieh oor lurg kiare, nagh re?","... half an hour, half past four, isn't it?",194,197.6,
WR,Row? Hmm.,Was it? Hmm.,196,198.5,
DF,T'ee jeeaghyn dy mie laa jiu.,She's looking well today.,198.4,200,
NM,"Oh as, as mannagh, mannagh jean oo cur lesh mish thie, son yn traa shen, yiow uss eh yn chied traa hig oo dys yn thie ainyn.","Oh and, and if, if you don't bring me home, for that time, you will get it the next time you come to our house.",199.5,210.2,
DF,Nee? [laughs] oh.,Will I? [laughs] oh.,210,212,
NM,"Cha jean eh jannoo [?]rhyt dy, dy cheet reesht.","It won't do for you to, to come again.",212,214,
WC,Vel enney ayd er yn baatey shoh?,Do you know this boat?,216,218,
NM,"Cha s'aym's dy jarroo, oh cha nel ...","I really don't know, oh no ...",220,223,
WC,"T'ee enmyssit ""Yn Harriet"".",She's called 'The Harriet'.,222,225,
NM,"Oh va, va, va. She oh va.","Oh yes, yes, yes.",224.2,227.4,
WC,Vel enney ayd er yn baatey shen?,Do you know that boat?,227.4,229.6,
NM,"Oh va, va, va, va, enn mie aym er y v- er y Harriet. Ah.","Oh yes, yes, yes, I knew the Harriet well.",229.4,235,
WC,As quoi va'n mainshter yn baatey shen?,And who was the master of the boat?,233.6,236,
NM,"Maddrell v-, va'n ennym echey.","Maddrell, his name was.",236,238.5,
WC,Oh row?,Oh was it?,238.1,239,
NM,Va.,Yes.,239,240,
WC,Mmm.,Mmm.,239.4,241,
DF,Row?,Was it?,239.4,241,
WC,Row oo rieau er y vaatey?,Were you ever on the boat?,240.5,242,
NM,"Ah, c'red?","Ah, what?",241.5,243,
WC,Row shiu rieau er y vaatey shen?,Were you ever on that boat?,242.5,245,
NM,Oh va.,Oh yes.,245,246,
WC,Row?,Were you?,245.6,247,
NM,Va.,Yes.,246,247,
DF,Row shiu rieau ec y eeastagh er y vaatey shen? Row shiu rieau ...,Were you ever fishing on that boat?,246.4,251,
NM,"Cha row, cha row mish rieau aynjee.","I, I wasn't ever on her.",250,252,
DF,Nagh row?,Weren't you?,251.7,253.3,
WC,Cha row?,You weren't?,251.7,253.3,
NM,"Well, nagh ren oo fakin guilley, guilley aeg ec y, ec y vrastyl, Jack, ayn- ayns Kione y Kiare Bayrnyn [sic = bayryn], yn, yn oie v'ou ayns shen?","Well, didn't you see a boy, a young boy, at the, at the class, Jack, at the Four Roads, the night you were there.",253,264,
WC,Oh ren.,Oh yes.,263.5,265,
NM,"Well va shen, va shen, va yn mainshter ec yn baatey shoh, yn jishig vooar echey.","Well, that was, that was, the master of this boat was his grandfather.",265,272.4,
DF,Row?,Was he?,272,273.2,
WC,Dy jarroo?,Indeed?,272,273.2,
NM,Va.,Yes.,273,274,
WC,Ooh.,Ooh.,273,274,
DF,Mmm.,Mmm.,274,275.4,
WR,Vel shen y guilley Fargher?,Is that the Fargher boy?,275,277,
DF,Cha nel.,No.,277,278,
WC,Maddrell. Maddrell.,"Maddrell, Maddrell.",277.5,279,
NM,Cha nel.,No.,277.5,279,
DF,Maddrell.,Maddrell.,278,279.5,
NM,Maddrell? Maddrell.,Maddrell? Maddrell.,279,281,
DF,"T'eh guilley, t'eh ayns yn brastyl, ayns yn brastyl ain.","He's a boy, he's in the class, in our class.",280,283,
NM,Quoi shen?,Who's that?,283,284.4,
DF,Baatey.,A boat.,283.5,285,
WC,"Shen baatey elley, cha's aym's c'red ta'n ...","That's another boat, I don't know what ...",285,286.6,
NM,Mm hmm.,Mm hmm.,286.5,287.6,
WC,... baatey shen edyr.,... that boat is at all.,287,289,
NM,"Oh va, va shen baatey voish Rhumsaa, ta mee shein.","Oh that was a boat from Rhumsaa, I suppose.",289,294.6,
WC,She. Goll er y boiddagh.,Yes. Going on the cod.,294,296,
NM,"Ta. She. Well, my ta.","Yes, yes.",296,300,
WR,"Oh yn, yn Harriet reesht.","Oh the, the Harriet again.",298,302,
NM,She?,Yes?,302,302.6,
WC,Shen eh.,That's it.,302,303,
NM,As ta shen ny share na'n ... ta shen feer doo.,And that's better than the ... that's very black.,302.9,305.5,
WC,"Ta, doo, feer doo. Oh t'ee baatey mie nagh vel ee?","Yes, very black. Oh she's a good boat isn't she?",305.4,309.7,
NM,Ta.,Yes.,309.6,310.5,
WC,"T'ee jeeaghyn braew jesh, nagh ...",She looks fine and nice.,310,313,
NM,"Err, vel, vel shiu er nakin yn- yn- yn- yn co-chaslys er, er y, er y woalley ainyn? As ta- ta- ta ny baatyn va ayns Purt Le Moirrey ooilley ayn.","Have you, you seen the picture on our wall? And the, the boats that were in Port St. Mary all there.",311.5,325,
WC,Oh?,Oh?,325,326,
NM,"As ta'n Harriet goll, goll magh.",And the Harriet is going out.,325.5,328,
WC,"Honnick mee shen, she.","I saw that, yes.",328,329.7,
DF,Oh. Ayns y thie ayd?,In your house?,329,330.3,
NM,Yes.,Yes.,329,330.4,
WC,Ta.,Yes.,329.8,330.4,
NM,"Eh? Ayns yn thie aym's, vel?","Eh? In my house, is it?",330,331.8,
DF,"Oh she, she.",Oh yes.,331,332,
NM,Shen yn Harriet.,That's the Harriet.,331.6,333,
WC,Oh vel?,Oh is it?,333,333.5,
NM,She.,Yes.,333.3,334,
WC,Aaah.,Aaah.,334,335,
NM,"Oh oh cha nee, cha nee, cha nee, cha nee, ta mee, ta mee, ta mee ginsh breagyn. Oh va shen yn err, yn- yn- yn Excelsior.","Oh oh no, no, no, no, I'm, I'm, I'm telling lies. That was the err, the Excelsior.",335,343,
WC,Oh.,Oh.,342.4,343.5,
NM,"She, she. Well, agh v'ee baatey goll-rish yn Harriet.","Yes, yes. Well, but she was a boat like the Harriet.",343,348,
WC,She? She.,Yes? Yes.,346,347,
NM,"Ta. Oh va enn mie aym's er y, er y vaatey shoh as ny deiney va goll aynjee.",Yes. Oh I knew this boat well and the men who went on her.,348,354.6,
WC,Ta?,Yes?,354.6,355.2,
NM,Va.,Yes.,355,356,
DF,Row ad ooilley loayrt Gailck?,Were they speaking Manx?,356,358,
NM,"Well cha s'aym's row ad ooilley ny dyn, va ram jeu.","Oh I don't know if they all were or not, a lot of them were.",358,361.3,
WC,Row?,Were they?,361,362,
DF,Row?,Were they?,361,362,
NM,"Oh cha row ad ooilley. Oh va'd Gailck, va'n Gailck err, err, goll, roish ...","Oh they weren't all. Oh the Manx was err, err, going, before ...",361.8,368,
DF,V'ee ersooyl?,It had gone?,368,370,
NM,... hie mish dys y keayn.,... I went to the sea.,369,370.5,
DF,Row?,Was it?,370.3,371,
NM,Va.,Yes.,371,372,
DF,"Bunnys ersooyl, row?","Nearly gone, was it?",370.6,373,
NM,"Tra va mish, tra va mish guilley veg goll stiagh, goll magh son, son oie dys, dys y scaddan, shen, va palçhey, palçhey Gailck ayn ec y traa shen, agh ...","When I was a little boy going in, going out for, for a night to the herring, there was plenty of Manx at that time, but ...",372,383,
DF,Row?,Was there?,383,383.7,
NM,Ah!,Ah!,383.5,384,
WC,"Vel enn ayd er y baatey shen? C'red ta'n ...? Va shen heese ec yn Keyllys, bunnys, ec y Niarbyl.","Do you know that boat? What's the ... ? That was down at the Sound, nearly, at Niarbyl.",384,392.5,
NM,Ec y Niarbyl?,At Niarbyl?,392.5,394,
WC,Va.,Yes.,393.5,395,
NM,"Vel, vel ee, vel ee, vel ee shen va, err, baatey, baatey voish err, Purt ny Hinshey?","Is she, is she that err, err, a boat, a boat from err, Peel?",394.6,401.5,
WC,She.,Yes.,401.4,402.4,
WR,Oh licklee dy vel.,Oh probably.,402,404,
NM,Ah.,Ah.,402.5,403.4,
NM,"Oh ta, ta shen Fleshwick.","Oh yes, that's Fleshwick.",403,406,
WC,Shen eh.,That's it.,406,407,
WR,Fleshwick.,Fleshwick.,406,407,
NM,"Ta shen, ta shen ... err, err ...","That's, that's ... err, err ...",406,410,
WR,Bradda?,Bradda?,409,410.4,
NM,"Cha nee, cha nee Bradda.","No, not Bradda.",410.5,412,
WR,She.,Yes.,411,412,
NM,"She, she, she, she, Fleshwick, Bradda, she, shen, shen kiart ...","Yes, yes, yes, yes, yes, Fleshwick, Bradda, yes, that's, that's right ...",412.2,415.9,
WR,She.,Yes.,415,416,
NM,... as veagh yn Colloo ayns mysh shoh.,... and the Calf would be about here.,416,418.6,
WC,Ta.,Yes.,418.6,419.4,
WR,Cha nod oo fakin yn Colloo.,You can't see the Calf.,419,420.6,
DF,Mmm.,Mmm.,419,420,
NM,"Cha nod, cha nod.","You can't, you can't.",420.3,422,
DF,"Vel enn, vel enn ayd er ny henmyn er ny creggyn mygeayrt ...",Do you know the names of the rocks around ...,421.2,425,
NM,"Cha nel, cha nel, cha nel. Yn, yn yn ...","No, no, no. The, the, the ...",424,428,
DF,... Fleshwick?,... Fleshwick?,426,427,
NM,"Cha row mish rieau, err, cha row mish rieau ec Fleshwick gys hie mee ayns shen lesh dty, dty warree.","I wasn't ever err, I wasn't ever at Fleshwick until I went with your, your grandmother.",427.3,435,
DF,Ah? Row shen yn chied ...,Ah? Was that the first ...,434.6,437,
NM,"Un traa ren mee goll seose dy cur shilley urree as dooyrt ee ""Row oo rieau ec Fleshwick?"" as dooyrt mish nagh row, as dooyrt ish ""Hem mayd magh nish eisht."" As shen ...","One time I went up to visit her and she said ""have you ever been to Fleshwick?"" and I said that I hadn't, and she said ""We'll go out now then.""",436,447,
DF,V'ee coontey ram ...,She thought a lot of ...,446,447,
NM,Eh?,Eh?,447,448,
DF,"V'ee ruggit ayns shen, nagh row ee?","She was born there, wasn't she?",447.4,449,
NM,"C'raad? Ec, ec, err ...","Where? At, at, err ...",449,452,
DF,Ec Fleshwick.,At Fleshwick.,450.8,451.5,
NM,Row ee?,Was she?,451.4,452,
DF,She.,Yes.,452,453,
NM,"Foddee, foddee dy row. Well, ren ish, ren ish cur lesh mish dys Fleshwick yn chied traa va mish ayn.","Maybe, maybe she was. Well, she, she brought me to Fleshwick the first time I was there.",452,459.5,
DF,Ren? Hmm.,Did she? Hmm.,459,460.4,
NM,"Ta, agh cha row, cha nel ...","Yes, but there wasn't, aren't ...",460,463,
DF,Ta ooilley ny Crebbinyn as Corkhillyn çheet voish Fleshwick as Bradda.,All the Crebbins and Corkhills come from Fleshwick and Bradda.,462,469,
NM,"Well, Bradda, Bradda, Bradda, Fleshwick as Surby.","Well, Bradda, Bradda, Bradda, Fleshwick and Surby.",466,471,
DF,Hmm.,Hmm.,471,472,
NM,Ta.,Yes.,471.3,472,
WC,Cre'n sorch ...?,What sort ...?,475,476.6,
NM,"Cre'n ennym, vel, vel, vel fys eu cre'n ennym yn vaatey shen?","What's the name, do, do, do you know what the name of that boat is?",475.3,479.6,
WC,"Cha nel enn aym, orrym, y vaatey shen.","I don't know, that boat.",479,482,
NM,Mmm.,Mmm.,481.6,483,
WC,Cha s'aym's edyr.,I don't know at all.,482,484,
NM,Oh.,Oh.,484,485,
WC,Cre'n sorch dy eeast v'ad geddyn ayns ny baatyn shen?,What sort of fish were they getting in those boats?,484.5,487.2,
NM,Scaddan mygeayrt ayns shen.,Herring around there.,487,489,
WC,Scaddan as ...,Herring and ...,489,490,
NM,"She, she, she.","Yes, yes, yes.",489.5,491.4,
WC,... breck?,... mackerel?,489.5,492,
NM,"Scaddan, scaddan mygeayrt ayns shen.","Herring, herring around there.",492,495.7,
WC,Ta.,Yes.,495,596,
NM,"Veagh, foddee dy beagh ny, ny, ny deiney va goll dys y vaatey shoh, veagh ad baghey er-gerrey da'n, da'n boayl shoh ...","Maybe the, the, the men who were going to this boat, they would be living near to, to this place ...",496,504.5,
WC,"Oh, she.","Oh, yes.",504,505.2,
NM,"... as err, laa, laa veagh eh, nagh row monney skeddan goll, yinnagh ad err, fuirraght as ceau yn traa ...","... and err, a day, a day it would be, that there wasn't much herring going, they would err, stay and spend the time ...",504.6,512.5,
WC,"She, ayns y vaie.","Yes, in the bay.",511.5,514,
NM,"... ayns y, ayns y vaie shoh.","... in the, in this bay.",513.5,516,
DF,"Ta shen enmyssit yn Baie Vooar, nagh vel eh?","That's called the Big Bay, isn't it?",515,518.5,
NM,Cha s'aym's.,I don't know.,518.5,519.5,
DF,Ta mee smooinaghtyn dy vel.,I think that it is.,519.2,521,
NM,"Oh, oh, ta shoh ooilley yn Vaie Wooar.","Oh, oh, this is all the Big Bay.",520,522.8,
DF,Yn Baie Wooar.,The Big Bay.,522,523.4,
NM,"She, she, she, ta shen y Baie Wooar.","Yes, yes, yes, that's the Big Bay.",523,526,
WC,"She, son err, vel enney ayd er yn baatey ennyssit ... c'red t'eh enmyssit nish, yn Willy?","Yes, because err, do you know the boat called ... what's it called now, the Willy?",525,533,
NM,Yn Willy?,The Willy?,533,534,
WC,Ta.,Yes.,533.5,535,
NM,"Ta, ta mee er ve, ta mee, va mish err, va mish ayns y, yn, yn, err, ayns y Willy ...","Yes, I've been, I, I was err, I was on the, the, the, err, on the Willy ...",533.5,541,
WC,Aye?,Aye?,541,542,
,"... yn traa ren yn, ec yn- yn- yn kied caggey brishey magh.","... the time the, at the, the, the first war broke out.",542,548,
WC,Va?,Yes?,547.4,548.5,
WR,Row?,Were you?,548,549,
NM,"Va, va mee shiaghtin, va mee shiaghtin aynjee.","Yes, I was a week, I was a week on her.",548,551,
WC,Row?,Were you?,550.7,552,
NM,"Haink mee thie voish err, voish Barra, va mee ayns, ayns, ayns y baatey enmyssit yn Empress Queen.","I came home from err, from Barra, I was in, in, in the boat called the Empress Queen.",551.5,557.6,
WC,Oh ta?,Oh yes?,557.5,558.8,
NM,"As cha row monney dy yannoo as va mee goll mygeayrt as ren, ren yn, yn fer nagh row faasaagyn er y, er yn eddin echey ... ","And there wasn't much to do and I was going around and the, the, the fellow who didn't have whiskers on the, on his face ...",558.2,567.5,
WC,Vel Keig yn ennym echey?,Is his name Keig?,567,568.7,
NM,"She, Keig.","Yes, Keig.",568,569,
WC,"Ta, ta enney mie aym er y dooinney shen.","Yes, I know that man well.",568.6,571,
NM,Ren eh briaght jeem dy jeanym goll maroo ...,He asked me if I would go with them ...,570,572,
WC,Mmm.,Mmm.,572,573,
NM,"... as dooyrt mee dy jem as hie mee, va mee ayns shen as eisht hie mee ersooyl ayns y vaatey ...","... and I said that I would and I went, I was there and then I went away in the boat ...",572,578.5,
WR,Baatey bree?,Steam boat?,579,580.5,
NM,... er y baatey mooar reesht.,... on the big boat again.,579.6,581,
WC,"Cha row, cha row faasaag erbee ec yn dooinney shen.","That man didn't, didn't have any beard.",581,584,
NM,C'red?,What?,584,585,
WC,Cha row faasaag erbee ...,He didn't have any beard ...,584.5,586,
NM,"Cha row, cha row, cha row, v'eh jus, mys-, myr shen.","No, no, no, it was just, about, like that.",585.5,589.2,
WC,She.,Yes.,589.1,590.2,
NM,Ta.,Yes.,590,591,
DF,"T'eh goll-rish ben, vel eh?","He's like a woman, is he?",590,592,
NM,"Goll-rish ven, she.","Like a woman, yes.",592,594,
DF,[?]Cha [?]row ben echey.,He didn't have a wife.,593,594,
WC,"V'eh, v'eh loshtit, nagh row eh? Tra v'eh aeg?","He, he was burnt, wasn't he? When he was young?",594,598,
NM,C'red?,What?,597.3,598.2,
WC,V'eh loshtit tra v'eh aeg.,He was burnt when he was young.,598,600,
NM,"Cha s'aym's, oh cha row rieau, cha row rieau faasaagyn er.","I don't know, oh he never, he never had whiskers.",600,604.5,
WC,Nagh row?,Didn't he?,604.5,605.4,
NM,"Cha row, ta fys, ta fer seose, baghey er-gerrey dooys goll-rish shen nish.","No, you know, there is a fellow up, living near me like that now.",605,610,
WC,Vel?,Is there?,610,610.7,
NM,Ta.,Yes.,610.5,611,
DF,As quoi shen eisht?,And who's that then?,611,613,
NM,Oh cha jeanym cur yn ennym echey.,Oh I won't give his name.,612.5,615,
WC,Oh?,Oh?,614,615,
NM,"Ve- veagh, [?]cha s' err.","It would be, I don't know, err.",614.5,616,
DF,"Cha nel faasaag erbee, erbee echey?","He has no beard, at all?",615.4,617.5,
NM,Cha nel.,No.,617.4,618.2,
WC,Mmm.,Mmm.,618,619,
NM,Cha nel.,No.,619,620,
WC,Cre'n fa ta shen?,Why's that?,620,621.4,
NM,"Cha s'aym's cre'n, cre'n aght, cre'n aght ta shen, nagh vel oo fakin, nagh vel shiu fakin err, ny mraane lesh faasaagyn ny keayrtyn? ","I don't know how, how that is, don't you see, haven't you all seen err, the women with whiskers sometimes?",621.2,629,
DF,"Oh ta, ta, ta.","Oh yes, yes, yes.",628,629.5,
NM,"Row, cre'n aght ta shen?","Was, how was that?",629,632,
DF,Cha s'aym edyr.,I don't know at all.,631.2,633,
NM,"Ta, cha s'aym's noadyr.","Yes, I don't know either.",632.4,634,
WC,Honnick mee ven ayns Rhumsaa as cha row folt eck!,I saw a woman in Ramsey and she didn't have any hair!,633.8,637.1,
NM,Nee?,Is that so?,637,638.3,
WC,Cha row.,She didn't.,638.3,639,
NM,"Well, ren ee, ren, err, row rieau folt eck?","Well, did she, did, err, did she ever have hair?",639,642,
WC,Cha row.,No.,642,643,
NM,Cha row?,No?,642.8,643.5,
WC,Cha row.,No.,643,644,
NM,Uhuh.,Uhuh.,644,645,
WC,V'ee ruggit as troggit fegooish eh.,She was born and raised without it.,644.6,647.6,
NM,Nee?,Is that so?,647,648.1,
WC,Va.,She was.,648,648.7,
NM,Uhum.,Uhum.,648.5,649.2,
DF,Cha ren mee rieau fakin shen edyr.,I never saw that at all.,649,651.5,
WC,Ta ram reddyn quaagh ayn.,There are lots of strange things around.,651.5,652.8,
NM,"C'raad, err, vel ee, vel ee, voish yn, yn, yn cheer, yn cheu shoh?","Where, err, is she, is she, from the, the, the country, this side?",652.6,657.8,
WC,"Cha nee, t'ee voish yn Twoaie.","No, she's from the North.",657.3,659,
NM,Oh voish y Twoaie aha.,Oh from the North aha.,659,661,
WC,Hmm.,Hmm.,661,662,
DF,T'ad ooilley ersooyl cam er y Twoaie ansh erbee.,They're all odd and crooked on the North anyway.,661,664,
NM,"Oh ta, ta, ta, ta. Oh ta, t'ad ooilley ersooyl cam er y Twoaie.","Oh yes, yes, yes, yes. Oh yes, they are all odd and crooked on the North.",663,668,
WC,Oh cha nel ad cam edyr.,Oh they aren't crooked at all.,667,669,
NM,"C'raad ta Billy Radcliffe, vel oo clashtyn shen Billy? [laughs]","Where's Billy Radcliffe, do you hear that Billy? [laughs]",668,671.5,
WC,Cha nel eh gra ...,He isn't saying ...,670,672,
J,Cha nel eh gra monney.,He isn't saying much.,670,672,
WC,"Cha nel eh gra veg, nagh vel.","He's not not saying anything, isn't he.",670,673.5,
NM,Cha nel eh gra monney! [laughs],He isn't saying much! [laughs],672.5,677,
J,"Bare, bare lesh [?].","He would prefer, would prefer ...",675,677,
NM,"Cha nel boayl erbee ayns yn Ellan agh, chammah as yn Jiass ayns shoh.","There is no place at all in the Island but, as good as the South here.",677,681,
DF,"Oh cha nel, cha nel, cha nel.","Oh no, no, no.",681,684,
NM,[Laughs] ta?,[laughs] yes?,684,685,
DF,"Ta'n Jiass ny share na boayl erbee elley, er yn Ellan.","The South is better than anywhere else, on the Island.",684.3,687.5,
NM,Vel?,Is it?,686.2,687.2,
WC,Oh foddey smessey ayns y Jiass na yn Twoaie.,Oh far worse in the South than the North.,687,690,
NM,"Va, va mish, va mish gra rish dy begin da cheet son dy baghey marym. [laughs]","I, I was saying to him that he must come to live with me. [laughs]",689,695,
WC,Ta.,Yes.,693.6,695,
DF,B'laik lhiam dy yannoo shen neesht.,I'd like to do that too.,694.5,697,
WC,Oh bee ram Gailck goll eisht.,Oh there'll be lots of Manx going then.,697,700,
DF,Bee ram Gailck goll eisht ...,There will be lots of Manx going then ...,699.5,701,
NM,"Oh beagh, veagh, beagh, beagh.","Oh there would be, yes, yes, yes.",701,703,
DF,[?]My [?]vel [?]eh mish baghey ayns shen. Oh bee.,If I were to live there. Oh yes.,701,703,
NM,"C'red yinnagh oo jannoo lesh yn, yn cree villish ayd eisht?","What would you do with your, your sweetheart then?",703,707,
DF,Oh nee ish cheet as baghey marym neesht.,Oh she will come and live with me too.,707,710,
NM,"Oh ho! Oh well, shegin dhyt geddyn poost roish shen eisht.","Oh ho! Oh well, you will have to get married before that then.",710,714,
WC,[laughs],[laughs],713.4,715,
DF,She. Nee mayd geddyn poost eisht.,Yes. We will get married then.,712.5,716,
WR,Oh.,Oh.,716,717,
WC,Ta shiu foddey share fegooish eh.,You are far better without it.,716.4,719,
NM,"Oh ta, ta. Oh foddey.","Oh yes, yes. Oh far (better).",719,721,
DF,Fegooish ny mraane? Fegooish ben?,Without women? Without a wife?,721,723,
NM,"She, she.","Yes, yes.",721.7,723,
DF,Vel mee? Cre'n fa eisht?,Am I? Why then?,723,724.4,
NM,Eh?,Eh?,724.2,725,
DF,Cre'n fa?,Why?,724.5,726,
NM,"She, oh ta ...","Yes, oh yes ...",725.8,728,
DF,"Cha nel eh feeu baghey dty lomarcan edyr, ooilley ny [?]traaghyn [?]elley.","It's not worthwhile living alone at all, all the other times (=? all the rest of your life).",727,732,
