Manx,English,Diplomatic,Notes
"Myr shen, ren ad cordail er shen, as goll gys ny thieyn oc hene dy farkiaght gys y moghrey.","So, they agreed on that, and went to their own homes to wait until the morning.","Mor shen ren ad cordaill er shen, as gholl gys ny thyen oc hene dy farkiagh gys y moghrey.",
"Va’n saggyrt kiarit dy hoie seose fud ny hoie, as tra yinnagh yn moghrey brishey, dy osley yn dorrys dy meeley as dy ghra moghrey tra veagh eh fakin yn dooinney çheet lesh e hie. Myr shen, ren eh soie ec yn aile ayns çhamyr ergerrey da’n dorrys, as va’n ven-thie gholl dy hoie marish, dy freayl eh dooisht.","The priest was determined to sit up all night, and when the morning would break, to open the door softly and say “Morning” when he’d see the man coming towards his house. So, he sat at the fire in a room near to the door, and the housekeeper was going to sit with him, to keep him awake.","Van saggyrt karyt dy hoie seose fud ny hooie as tra yannagh yn moghrey brishey dy osley yn dorrys dy meeley as dy gra moarey tra vagh eh fakin yn dooinney cheet lesh y hie. mor shen ren eh soie ec yn ainle ayns chemyr ergerrey da’n dorrys, as va’n Ven thie gholl dy hoie marish, dy freayl eh doosht.",
     Agh dooyrt yn dooinney rish hene dy beagh eh ny share dasyn dy gholl gys thie yn saggyrt as follagh eh hene er gerrey da’n dorrys dy beagh eh aarloo dy chur moghrey er yn saggyrt tra yinnagh eh fosley yn dorrys.,"     However, the man said to himself that it would be best for him to go to the priest’s house and hide himself near the door so that he would be ready to say ‘good morning’ to the priest when he’d open the door.",Agh dooyrt yn dooinney rish hene dy bagh eh ny share daasyn dy gholl gys thie yn saggyrt as folliaght eh hene er gerrey da’n dorrys dy bagh eh aarloo dy chur moarey er yn saggyrt tra yannagh eh fosley yn dorrys.,
"Myr shen hie eh roish gys yn thie, as va billey mooar gaase er gerrey da’n dorrys as ren eh clambeyragh seose ayns yn villey as follagh eh hene fud ny banglaneyn as v'eh fakin stiagh er yn uinnag as clashtyn ooilley ny va’n saggyrt as yn ven thie dy ghra.","So, he went to the house, and there was a big tree growing near the door and he climbed up in the tree and hid himself amongst the branches and he was looking in through the window and hearing all that the priest and the houskeeper were saying.","Mor shen hie eh rosh gys yn thie, as va billey mooar gaase er gerrey da’n dorrys as ren eh clambeeragh seose ayns yn villey as folliaght eh hene fud ny banglaaney as ve fakin stiagh er yn unnag as clashtyn ooilley ny va’n saggyrt as yn ven thie dy ghra",
"Ayns traa gerrid haink yn saggyrt as yn ven thie ayns yn çhamyr, as va aile mie jeant oc, agh va’n dooinney ayns banglaneyn y villey freayll arrey geyre orroo. Myr shen hoie ad sheese nane ec dagh keeil jeh yn chiollagh.","In a short while the priest and the housekeeper came in to the room, and they had a good fire made, but the man in the branches of the tree was keeping a sharp watch on them. Like this, they sat down, one on each side of the fireplace.","ayns tra gherryd haink yn saggyrt as yn ven thie ayns yn chemyr As va ainle mie jeant oc, agh va’n dooinney ayns banglaanyn y villey freayll arrey gayre orroo. mor shen hoie ad sheese nane ec dagh keel jeh yn cholliagh.",
"     As ghow yn ven thie toshiaght dy yannoo brabbag myr va cliaghtey ny mraane, as ren ee troggal ny oanraghyn seose gys e glioonyn. Va’n saggyrt dy mennick ceau e hooil urree, as ren eh briagh j’ee cre va’n red shen v’ee çhiow? “Egypt” dooyrt ish.","     And the housekeeper started to warm her knees at the fire as was the custom of the women, and she lifted her skirts[1] up to her knees. The priest was frequently throwing a glance at her, and he asked her what was that thing she was warming? “Egypt” she said.","As ghow yn ven thie toshaght dy yannoo bravvag mor va cliaghtey ny mraane, as ren ee troggal ny unsaghyn seose gys y loonyn. Van saggyrt dy mennick cheau y hooil urree, as ren eh briagh j’ee cre va’n red shen va’ee chou. Egypt dooyrt ish.","[1] oanraghyn] — Ned Beg’s spelling is [unsaghyn], illustrating the same [r] to [s] change after [n] in the spoken language as often found in words such as [poanraghyn] and [Kinry]. Cregeen gives ‘a petticoat’ for [oanrey] (the singular of [oanraghyn]. Until the 20th Century the term ‘petticoat’ could be applied to any skirt-like garment, including over as well as undergarments."
"Dooyrt yn saggyrt dy row Jacob echeysyn ayns e vreechyn as dy beagh eh ny share daue cur Jacob ayns egypt. Myr shen, hie ee er y cosaayl da as chur eh Jacob ayns Egypt.","The priest said that he had Jacob in his britches and they had better put Jacob in Egypt. So, the woman squatted down for him and he put Jacob in Egypt.",Dooyrt yn saggyrt dy row Jacob eck-y-syn ayns y vritchyn as dy bagh eh ny share doo chur Jacob ayns egypt. mor shen hie ee er y cosaayl da as chur eh Jacob ayns egypt.,
"Ny lurg shen hoie ad ec yn aile son traa liauyr, as myr va’d gaase cadlagh, dooyrt yn saggyrt dy bare daue chur Jacob ayns Egypt reesht dy choyrt yn cadley ersooyl. Myr shen hie ee er e cosaayl da reesht, as chur eh Jacob ayns Egypt yn nah cheayrt.","After that they sat at the fire for a long time, and as they were getting sleepy the priest said that they had better put Jacob in Egypt again, to keep the sleep away. So, she squatted down for him again, and he put Jacob in Egypt for the second time.","Ny lurd shen hoie ad ec yn ainle son tra louyr, as mor va’d gaase chadlagh, dooyrt yn saggyrt dy bare doo chur Jacob ayns egypt reesht dy churt yn chadley ersooyl. Mor shen hie ee er y cosaayl da reesht, as cur eh Jacob ayns egypt yn nah cheayrt,",
Va’n oie liauyr feer feayr as va eshyn coontey dy row yn traa feer liauyr neesht.,The long night was very cold and he was reckoning that the time was very long too.,va’n ooie louyr feer feayr as va eshyn coontey dy row yn tra feer louyr neesht.,
"Agh ghow yn laa toshiaght dy vrishey as haink yn saggyrt gys yn dorrys feer veeley, as ren eh fosley eh feer chiarailagh, as cur magh e chione dy yeeaghyn vaikagh eh yn dooinney çheet, agh va’n dooinney fakin eshyn ass yn villey.","But the day started to break and the priest came to the door very softly, and he opened it very carefully, and put out his head to see if he’d see the man coming, but the man saw him from the tree.","agh ghow yn laa toshaght dy vrishey as hain yn saggyrt gys yn dorrys feer veeley, as ren eh fosley eh feer charaillagh, as chur magh y chione dy yeeaghyn vaghagh eh yn dooinney cheet agh va’n dooinney fakin eshen assyn villey.",
“Moghrey Haggyrt” dooyrt yn dooinney.  Hrog yn saggyrt seose e hooilyn as honnick eh yn dooinney.,“Morning Priest” said the man. The priest lifted up his eyes and he saw the man.,"Morrey haggyrt dooyrt yn dooinney, hrog yn saggyrt seose y hooily as honnick eh yn doonney.",
“Vel oo foddey ayns shen?” dooyrt eh.,“Have you been there long?” he said.,Vel oo foddey ayns shen dooyrt eh,
“Neayr as hie Jacob gys Egypt yn chied cheayrt.” dooyrt yn dooinney.,“Since Jacob went to Egypt for the first time.” said the man.,"nhiar as hie Jacob gys egypt yn ched cheayrt, dooyrt yn doonney,",
"“Bannaght dty chione,” dooyrt yn saggyrt, “gow yn maase dhyt hene. Agh ny jean fosley dty veeayl mychione ny t’ou er vakin as er chlashtyn.”","“A blessing for your head!” said the priest, “take the cattle for yourself. But don’t open your mouth about what you’ve seen and heard.”",barenagh dy chione dooyrt yn saggyrt gow yn maase dyt hene agh ny jean fosley dy veeayl mychione ny tow er vaikin as er chlashtyn,
"     Shen-y-fa hooar yn dooinney yn ollagh as v’eh eeckit dy mie son e obbyr, as ren yn saggyrt coayl yn maase echey hene liorish coyrt Jacob ayns Egypt. Myr shen ta jerrey er Skeeal yn Saggyrt.","     Therefore the man got the cattle, and he was well paid for his work, and the priest lost his own cattle by putting Jacob in Egypt. So, that’s the conclusion of the Story of the Priest.","shenyfa hooar yn dooinney yn ollagh as ve eekyt dy mie son y obbyr, as ren yn saggyrt coayl yn maase ec eh hene loarish curt Jacob ayns egypt. Mor shen ta jerrey er skeeal yn Saggyrt.",
"Ren mee scrieu eh da Roeder ayns Baarle, as ren eh genmys eh ayns yn lioar, as shen va ooilley.","I wrote it for Roeder in English, and he made mention of it in the book, and that was all.",Ren me scrieu eh da Roeder ayns baarle as ren eh gymnys eh ayns yn lioyr as shen va ooilley.,
