English,Manx
"7.— The Married Women’s Protection Amendment  Act, 1932.","Yn Slattys Coadey Mraane Phoost Lhiasaghey, Nuy Cheead Yeig Daa-Yeig as Feed."
The object and purport of this Act is to amend the law as to separation orders.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn leigh bentyn da saraghyn scarree.
"8.— The Rent (Restrictions) Act, 1932.",Yn Slattys Mayll (Lhiettalyn) Nuy Cheead Yeig Daa-Yeig as Feed.
The object and purport of this Act is to prolong the Rent Restriction Acts.,Ta’n aigney as y chooish jeh’n Slattys shoh dy reayll bio ny Slattysyn Lhiettal Bishaght Mayll.
"9.— The Third Parties (Rights against Insurers) Act, 1932.",Yn Slattys Trass Persoonyn (Cairyn Noi Raanteenyn) Nuy Cheead Yeig Daa-Yeig as Feed.
The object and purport of this Act is to confer rights on third parties against insurers.,Ta’n aigney as y chooish jeh’n Slattys shoh dy choyrt cairyn da trass persoonyn noi raanteenyn.
"10.— The Widows’, Orphans’ and Old Age Contributory Pensions Amendment  Act, 1932.",10.— Yn Slattys Toyrtyn Choonee Mraane Treoghe Treoganyn as Shenn Eaysh Lhiasaghey Nuy Cheead Yeig Daa-Yeig as Feed.
"The object and purport of this Act is to amend the law as to widows’, orphans and old age contributory pensions.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn leigh bentyn da toyrtyn-choonee mraane troghe treoghanyn as shenn eaysh.
"11.— The Education (Extension of Medical Treatment) Act, 1932.",Yn Ynsagh Sheeyney Cooney-Lheiys Nuy Cheead Yeig Daa-Yeig as Feed.
The object and purport of this Act is to extend medical treatment to infants and young persons.,Ta’n aigney as y chooish jeh’n Slattys shoh dy heeyney cooney-lheihys gys paitchyn as sleih aeg.
"12.— The Ecclesiastical Residences and Dilapidations Act, 1932.",Yn Slattys Cummalyn Killagh as Neuhickyrysyn Nuy Cheead Yeig Daa-Yeig as Feed.
The object and purport of this Act is to authorize the endowments of the See to be mortgaged for certain purposes.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lowal leggadyn yn Aspickys dy ve currit fo ghioalteeaght son oyryn er-lheh.
"13.— The Bishop’s Temporalities Act, 1932.","Yn Slattys Cooid-Heihllt Yn Aspick, Nuy Cheead Yeig Daa-Yeig as Feed."
"The object and purport of this Act is to amend the Bishop’s Temporalities Act, 1878, and to provide for leases of the Bishop’s Glebe Lands.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn Slattys Cooid-Heihllt Yn Aspick Hoght Cheead Yeig Three Feed As Hoght Jeig as dy chiarail son barganeyn dy hoiaghey er mayll thalloo lhannee yn Aspick.
"14.— The Mental Diseases Amendment Act, 1932.",Yn Slattys Doghanyn Aigney Lhiasaghey Nuy Cheead Yeig Daa-Yeig as Feed.
The object and purport of this Act is to amend the law as to the voluntary and temporary treatment of persons suffering from mental illness.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn leigh bentyn da coadey arryltagh as tammyltagh jeh sleih fo doghan aigney.
"15.— The Wild Birds Protection Act, 1932.",Yn Slattys Fendeilys Ushagyn Feie Nuy Cheead Yeig Daa-Yeig as Feed.
The object and purport of this Act is to protect wild birds.,Ta’n aigney as y chooish jeh’n Slattys shoh dy endeil ushagyn feie.
"16.— The Isle of Man Electric Light and Power Act, 1932.",Yn Slattys Soilshey as Pooar Electragh Nuy Cheead Yeig Daa-Yeig as Feed.
The object and purport of this Act is to provide for a supply of electricity throughout the Island outside the Douglas area.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail shirveish eloectragh trooid-magh yn Ellan cheu-mooie jeh Doolish.
The ROYAL ASSENT to the foregoing Acts was given on the dates set out hereunder :—,Va’n Choardail Reeoil currit gys ny Slattysyn roie enmyssit ec ny traaghyn fo soit magh :—
"No. 1, 2, and 3, at Buckingham Palace  ........... 23rd July, 1931.","Earrooyn 1, 2 as 3,  ec y Plaase Buckingham ... 23oo VIIoo 1931."
"No. 4, at Buckingham Palace  ........... 9th November, 1931.","Earroo 4, ec y Plaase Buckingham ... 9oo XIoo 1931."
"No. 5, at Buckingham Palace  ........... 17th December, 1931.",Earroo 5 ec y Plaase Buckingham  ........... 17oo IIIoo 1932.
"Nos. 6, 7, 8, and 9, at Buckingham Palace ........... 17th March, 1932.","Earrooyn 6, 7, 8 as 9, ec y Plaase Buckingham  ........... 17oo III 1932."
"Nos. 10 and 11, at Windsor Castle  ........... 9th April, 1932.",Earrooyn 10 as 11 ec y Cashtal Windsor ........... 9oo IVoo 1932.
"Nos. 12, 13, 14, 15, and 16, at Buckingham Palace 10th June, 1932.","Earrooyn 12, 13, 14, 15 as 16, ec y Plaase Buckingham ... 10oo VIoo 1932."
,
