English,Manx,Notes
"     Either the well was very deep, or she fell very slowly, for she had plenty of time, as she went down, to look about her, and to wonder what was going to happen next.","     Va’n chibbyrt feer dowin, er-nonney v’ee tuittym feer voal, er y fa dy row traa dy liooar eck dy yeeaghyn mygeayrt y mooee myr v'ee goll sheese, as dy smooinaghtyn cre veagh taghyrt lurg shen.",
"First, she tried to make out what she was coming to, but it was too dark to see anything; then she looked at the sides of the well and noticed that they were filled with cupboards and book-shelves; here and there she saw maps and pictures hung upon pegs. ","Hoshiaght, phrow ee jeeaghyn sheese as fakin cre v'ee cheet huggey, agh v'eh ro ghorraghey dy 'akin red erbee: eisht, yeeagh ee er cheughyn y çhibbyrt as hug ee my ner dy row ad lhieent lesh cubbyrtyn as skellooyn-lioaragh: ayns shoh as ayns shid honnick ee caslyssyn-cheerey as jallooyn va croghit er kibbinyn. ",
"She took down a jar from one of the shelves as she passed. It was labeled “ORANGE MARMALADE,” but, to her great disappointment, it was empty; she did not like to drop the jar, so managed to put it into one of the cupboards as she fell past it.","Ghow ee costrayl veih nane jeh ny skellooyn as ish goll shaghey: va lipaid er, “MARMALAID ORANJE,” agh v’ee mollit dy mooar er y fa dy row eh follym: cha row ee laccal lhiggey da’n chostrayl tuittym, er aggle dy jinnagh eh marroo peiagh ennagh oddagh ve foee, as, kyndagh rish shen, haink eh lhee eh y chur stiagh ayns nane jeh ny cubbyrtyn myr v’ee tuittym shaghey. ",
"      “Well!” thought Alice to herself, “after such a fall as this, I shall think nothing of tumbling down stairs! How brave they’ll all think me at home. ","      “Dy jarroo!” smooinee Ealish ree hene. ""Erreish dou v'er tuittym myr shoh, cha jeanym coontey veg jeh surlley sheese ny greeishyn! Nagh bee ad ooilley coontey mish y ve dunnal ayns y thie! ",
"Why, I wouldn’t say anything about it, even if I fell off the top of the house. (Which was very likely true).","Cammah, cha nyiarrins veg my e chione, eer dy duittins veih mullagh y thie!"" (Va feer liklee y ve firrinagh). ",
"     Down, down, down. Would the fall never come to an end? ","     Sheese, sheese, sheese. Nagh beagh jerrey dy bragh er tuittym? ",
“I wonder how many miles I’ve fallen by this time?” she said aloud.,"“C’woad meeiley ta mee er duittym nish, ta mee smooinaghtyn?” dooyrt ee er ard.",
“I must be getting somewhere near the centre of the earth.,"“Gyn ourys, ta mee roshtyn boayl ennagh ta faggys da mean y teihill.",
"Let me see: that would be four thousand miles down, I think—”","Lhig dou smooinaghtyn: veagh shen kiare thousane meeiley sheese, er lhiam —”",
" (for, you see, Alice had learnt several things of this sort in her lessons in the schoolroom, and though this was not a very good opportunity for showing off her knowledge, as there was no one to listen to her, still it was good practice to say it over) "," (er y fa, t’ou toiggal, dy row Ealish er nynsaghey shiartanse dy reddyn myr shoh ayns ny lessoonyn eck sy chamyr-scoill, as ga nagh row shoh ny chaa feer vie dy hoilshaghey y fys eck, er y hon nagh row peiagh ayn dy eaishtagh ree, ny yeih, she cliaghtey mie dy ghra eh reesht) ",
"“—yes, that’s about the right distance—but then I wonder what Latitude or Longitude I’ve got to?”","“— she, shen mysh y foddid kiart — agh cre’n Lheead-Cruinney ny Lhiurid-Cruinney ta mee er roshtyn, ta mee smooinaghtyn?”",
"(Alice had no idea what Latitude was, or Longitude either, but thought they were nice grand words to say.)","(Cha row fys ec Ealish er y vun jeh Lheead- Cruinney ny jeh Lhiurid-Cruinney noadyr, agh v'ee coontey ad dy ve nyn vocklyn braew jesh dy ghra.) ",
     Presently she began again. “I wonder if I shall fall right through the earth! ,"     Lurg tammylt, ghow ee toshiaght reesht. “Jeanym tuittym kiart trooid y teihll! ",
How funny it’ll seem to come out among the people that walk with their heads downward!,Nagh bee eh aitt dy heet magh mastey sleih ta shooyl as ny king oc heese!,
"The Antipathies, I think—” (she was rather glad there was no one listening, this time, as it didn’t sound at all the right word) ","Ny Noi-Woailley, er lhiam—” (v’ee beggan bwooiagh nagh row peiagh erbee geaishtagh, y keayrt shoh, er y fa nagh row eh sheeanal goll rish y fockle kiart noadyr) ",
"“—but I shall have to ask them what the name of the country is, you know. Please, Ma’am, is this New Zealand or Australia?”","“—agh shegin dou fenaght jeu cre'n ennym t'er y cheer, ta fys ayd. My sailliu, Venainstyr, nee yn Teelan Noa t'ayn? Ny yn Austrail?”",
(and she tried to curtsey as she spoke fancy curtseying as you’re falling through the air! Do you think you could manage it?),"As phrow ee dy yannoo curtshee as ish loayrt -— smooinee er shen, curtshee as oo tuittym trooid yn aer! Vel oo smooinaghtyn dy voddagh oo jannoo eh?)",
“And what an ignorant little girl she’ll think me for asking! ,“As nagh jean ee smooinaghtyn dy nee inneen veg almoragh mish son briaght! ,
"No, it’ll never do to ask: perhaps I shall see it written up somewhere.”",Cha bee eh cooie dy vriaght: foddee dy vaikym eh screeut seose boayl ennagh.” ,
"     Down, down, down! There was nothing else to do, so Alice soon began talking to herself. ","     Sheese, sheese, sheese. Cha row veg elley ry yannoo, as, er y hon shen, ghow Ealish toshiaght dy loayrt reesht. ",
"“Dinah'll miss me very much to-night, I should think!” (Dinah was the cat.)","“Gowee Dinah foddeeaght er my hon noght, er lhiam!” (She yn kayt va Dinah.)",
"“I hope they'll remember her saucer of milk at tea-time. Dinah, my dear, I wish you were down here with me!”",“Ta mee treishteil dy bee cooinaghtyn oc er e skaal dy vainney ec traa-tey. Dinah veen! Saillym dy row uss heese ayns shoh marym!”,
"There are no mice in the air, I’m afraid, but you might catch a bat, and that’s very like a mouse, you know. ","Cha nel lughee syn aer, s’doogh lhiam, agh foddee dy voddagh oo tayrtyn craitnag, as ta shen kiart goll rish lugh, ta fys ayd.",
"But do cats eat bats, I wonder?","Agh vel ny kiyt gee ny craitnagyn, ta mee smooinaghtyn?” ",
"And here Alice began to get rather sleepy, and went on saying to herself, in a dreamy sort of way, ","As er-shen haink Ealish dy ve beggan cadlagh, as hie ee er as ish gra ree hene er aght ashlishagh, ",
"“Do cats eat bats? Do cats eat bats?” and sometimes, “Do bats eat cats?”","“Vel ny kiyt gee ny craitnagyn? Vel ny kiyt gee ny craitnagyn?” as ny keayrtyn, “Vel ny craitnagyn gee ny kiyt?”",
"for, you see, as she couldn’t answer either question, it didn’t much matter which way she put it. ","as, er y hon, t’ou toiggal, nagh dod ee cur ansoor da ny feyshtyn, by chummey yn feysht v’ee dy vriaght. ",
"She felt that she was dozing off, and had just begun to dream that she was walking hand in hand with Dinah, and saying to her very earnestly, “Now, Dinah, tell me the truth: did you ever eat a bat?”","V’ee gennaghtyn myr dy beagh cadley cheet urree, as v'ee er ngoaill toshiaght dy ghreamal dy row ee shooyl laue ry laue marish Dinah, as dy row ee gra ree er aght feer jeean, “Nish, Dinah, insh dou yn ’irriney: dee uss craitnag rieau?”",
"when suddenly, thump! thump! down she came upon a heap of sticks and dry leaves, and the fall was over.","tra, dy doaltattym, polt! polt! sheese lhee er carnane dy vaidjyn as duillagyn chirrym, as cha row ee tuittym arragh. ",
"     Alice was not a bit hurt, and she jumped up in a moment. She looked up, but it was all dark overhead; before her was another long passage and the White Rabbit was still in sight, hurrying down it. ","     Cha row Ealish gortit noadyr, as lheim ee seose ny shassoo ayns tullagh: yeeagh ee seose, agh v’eh ooilley dorraghey erskyn eck: sheeyney magh roee va thiollane liauyr elley, as vaʼn Chonning Vane foast ry akin, as eshyn goll sheese dy bieau sy thiollane. ",
There was not a moment to be lost. ,Cha row traa erbee ry yummal: ,
"Away went Alice like the wind and was just in time to hear it say, as it turned a corner,","ersooyl lesh Ealish goll rish y gheay, as v’ee kiart abyl clashtyn eh gra, as eshyn goll mygeayrt corneil, ",
"“Oh, my ears and whiskers, how late it's getting!"" She was close behind it when she turned the corner, but the Rabbit was no longer to be seen.","“Ogh, my chleayshyn as robaigyn, s'anmagh t'eh gaase!"" V'ee faggys da, ny chooyl, tra hie ee mygeayrt y chorneil, agh cha row y Chonning ry akin arragh:",
"she found herself in a long, low hall, which was lit up by a row of lamps hanging from the roof.","hug ee my ner dy row ee ayns halley injil, liauyr, va jeant gial liorish roa dy lostanyn va soiet ayns y chlea. ",
"There were doors all round the hall, but they were all locked; and when Alice had been all the way down one side and up the other, trying every door, she walked sadly down the middle, wondering how she was ever to get out again.","Va dorryssyn ooilley mygeayrt y halley, agh v'ad ooilley glast: as tra va Ealish er ngoll ooilley yn raad sheese er un cheu as seose yn cheu elley, as ish prowal gagh dorrys, hooill ee dy trimshagh sheese y vean, smooinaghtyn er aght erbee dy chosney magh ass dy bragh. ",
"     Suddenly she came upon a little three-legged table, all made of solid glass; there was nothing on it except a tiny golden key, and Alice’s first thought was that it might belong to one of the doors of the hall; but, alas! either the locks were too large, or the key was too small, but at any rate it would not open any of them. ","     Dy doaltattym, haink ee gys boayrd beg tree-chassagh, ooilley jeant ass gless stooalt: cha row veg er agh ogher vinniagagh airhey, as smooinee Ealish hoshiaght dy row shoh lesh nane jeh ny dorryssyn sy halley; agh, atreih! va ny glish ro vooar, ny va'n ogher ro veg, agh, aghterbee, cha voshlagh ee fer erbee jeu. ",
"However, on the second time round, she came upon a low curtain she had not noticed before, and behind it was a little door about fifteen inches high: she tried the little golden key in the lock, and to her great delight it fitted!","Ny yei, er y nah hurrys, haink ee gys curtan injil nagh row ee er chur my ner roie. Cheu-heear jeh va dorrys beg va mysh queig oarlagh jeig er yrjid: phrow ee yn ogher veg airhey sy ghlass, as v'ee jeant feer wooiagh tra hie ee stiagh! ",
"     Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw. ",     Doshil Ealish y dorrys as hooar ee magh dy row raad ayns shen gys thiollane beg nagh row foddey ny smoo na towl-roddan: ghlioon ee sheese as yeeagh ee trooid y thiollane stiagh sy gharey s'aaley honnick oo rieau.,
"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; “and even if my head would go through,” thought poor Alice, “it would be of very little use without my shoulders. ","S'mooar va’n foddeeaght urree dy scapail veih'n halley dorraghey shen as rouail mygeayrt trooid ny h-immraghyn shen dy vlaaghyn daahoil as ny farraneyn feayr shen, agh cha dod ee eer cur e kione trooid y dorrys; “as eer dy ragh my chione ny hrooid,” smooinee Ealish voght, “cha beagh eh feeu fegooish my gheayltyn. ",
"Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.” ","Oh, dy row mee abyl dooney seose goll rish fodreayrtan! Er lhiam dy noddin, dy beagh fys aym er yn aght dy ghoaill toshiaght.""",
"For, you see, so many out-of-the-way things had happened lately, that Alice had begun to think that very few things indeed were really impossible.","T’ou toiggal, va whilleen reddyn quaagh er daghyrt er y gherrit dy row Ealish smooinaght dy row reddyn va dy firrinagh neu-yantagh feer ghoan dy jarroo. ",
"     There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, (“which certainly was not here before,” said Alice,) and round the neck of the bottle was a paper label, with the words “DRINK ME,” beautifully printed on it in large letters.","     V’eh sheiltyn nagh row eh feeu dy ve fuirraghtyn ec y dorrys beg, as hie ee reesht gys y voayrd, as ish lieh-hreishteil dy voghe ee ogher elley er, foddee, er nonney, er y chooid sloo, lioar dy reillyn ry-hoi dooney sleih seose goll rish fodreayrtan: y keayrt shoh, hooar ee boteil veg er (""nagh row ayns shoh roie, son shickyrys,"" dooyrt Ealish), as kianlt mygeayrt y mysh mwannal y voteil va lipaid pabyrey as ny focklyn ""IU MEE"" clouit urree dy h-aalin ayns lettyryn mooarey. ",
"     It was all very well to say “Drink me,” but the wise little Alice was not going to do that in a hurry.","     V'eh mie dy liooar dy ghra ""Iu mee,"" agh cha row Ealish veg chreeney goll dy yannoo shen dy siyragh.",
" “No, I’ll look first,” she said, “and see whether it’s marked ‘poison’ or not”; for she had read several nice little histories about children who had got burnt, and eaten up by wild beasts and other unpleasant things, all because they would not remember the simple rules their friends had taught them: ","“Cha jeanym, nee’m jeeaghyn hoshiaght,” dooyrt ee, “as jeeaghyn vel eh cowrit ‘nieu’ ny dyn”; myr v’ee er lhaih shiartanse dy skeealyn beggey jesh mychione paitchyn ren cheet dy ve loshtit, as eeit seose ec beishtyn oaldey, as reddyn neu-haitnyssagh elley, er y fa nagh dod ad freayll cooinaghtyn er ny reillyn neu-ghoillee va ny caarjyn oc er nynsaghey daue: ",
"such as, that a red-hot poker will burn you if you hold it too long; and that if you cut your finger very deeply with a knife, it usually bleeds; and she had never forgotten that, if you drink much from a bottle marked “poison,” it is almost certain to disagree with you, sooner or later.","myr sampleyr, nee brod-yiarn jiarg-loshtee oo y lostey my t’ou goaill greim er ro foddey; as, my t’ou giarrey dty vair feer dowin lesh skynn, dy cliaghtagh t’ee lhiggey fuill; as cha row ee rieau er nyarrood, my t'ou giu ram veih boteil ta cowrit “nieu”, t’eh bunnys shickyr dy jean eh tuittym magh lhiat sy jerrey. ",
"     However, this bottle was not marked “poison,” so Alice ventured to taste it, and finding it very nice, (it had, in fact, a sort of mixed flavour of cherry-tart, custard, pine-apple, roast turkey, toffee, and hot buttered toast,) she very soon finished it off.","     Agh cha row y voteil shoh cowrit “nieu”, as myr shen ventyr Ealish dy vlasstyn er, as, er y fa dy row eh feer jesh (dy jarroo, va sorch dy vlass mestit echey, goaill stiagh pie-shillish, custart, annane, kellagh frangagh rostit, taffee, as arran-greddan cheh as eeym er), d'ee ee seose eh feer tappee. ",
      “What a curious feeling!” said Alice; “I must be shutting up like a telescope.”,      “Cre’n ennaghtyn quaagh!” dooyrt Ealish. “Gyn ourys ta mee dooney seose goll rish fodreayrtan!” ,
"     And so it was indeed: she was now only ten inches high, and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden. ","     As, dy jarroo, shen myr v'eh: cha row ee agh jeih oarlagh er yrjid nish, as haink boggey er e h-eddin lesh y smooinaght dy row ee yn mooadys kiart dy gholl trooid y dorrys beg stiagh sy gharey aalin shen. ",
"First, however, she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this; “for it might end, you know,” said Alice to herself, “in my going out altogether, like a candle. I wonder what I should be like then?” ","Agh, hoshiaght, duirree ish shiartanse dy vinnidyn dy 'eddyn magh beagh ee cheet dy ve ny sloo foast: va beggan dy aggle urree roish shoh; “er y fa dy noddagh eh cheet gy kione, ta fys ayd,” dooyrt Ealish ree hene, “as mish goll er mooghey dy bollagh, goll rish cainle. Cre goll rish veigns eisht, ta mee smooinaghtyn?” ",
"And she tried to fancy what the flame of a candle is like after the candle is blown out, for she could not remember ever having seen such a thing.","As phrow ee dy heiltyn cre goll rish ta lossey y chainle erreish da'n chainle v'er sheidit magh, er yn oyr nagh dod ee cooinaghtyn dy vaik ee y lheid rieau. ",
"     After a while, finding that nothing more happened, she decided on going into the garden at once; but, alas for poor Alice!","     Lurg tammylt, tra hooar ee magh nagh row veg elley taghyrt, smooinee ish dy ragh ee stiagh sy gharey er y chooyl; agh atreih, Ealish voght!",
"When she got to the door, she found she had forgotten the little golden key, and when she went back to the table for it, she found she could not possibly reach it:","Tra haink ee gys y dorrys, hooar ee magh dy row ee er nyarrood ogher veg y gharee, as tra haink ee reesht gys y voayrd dy gheddyn ee, cha dod ee geddyn ee noadyr:",
"she could see it quite plainly through the glass, and she tried her best to climb up one of the legs of the table, but it was too slippery; and when she had tired herself out with trying, the poor little thing sat down and cried.","V’ee abyl fakin ee dy cronnal trooid y ghless, as ren ee e cooid share dy ghrappal seose nane jeh ny lurgaghyn jeh’n voayrd, agh v'eh ro shliawin; as tra v'ee jeant skee lesh yn eab, hoie y red beg sheese as huitt ee er keayney.  ",
"      “Come, there’s no use in crying like that!” said Alice to herself, rather sharply; “I advise you to leave off this minute!” ","      “Trog ort, cha neeu eh y ve keayney myr shen!” dooyrt Ealish ree hene gear dy liooar. “Ta mee cur coyrle dhyt dy chur kione er nish!”",
"She generally gave herself very good advice, (though she very seldom followed it), and sometimes she scolded herself so severely as to bring tears into her eyes; and once she remembered trying to box her own ears for having cheated herself in a game of croquet she was playing against herself, for this curious child was very fond of pretending to be two people.","V’ee cliaghtey cur coyrle vie jee hene (ga nagh row ee cur geill jee dy mennick), as ny keayrtyn ren ee troiddey ee hene cho olk as dy row eh cur jeiryn ayns e sooillyn; as keayrt dy row, va cooinaghtyn eck dy phrow ee bassag y chur da ny cleayshyn eck hene er y fa dy chloie ee branglash ayns gamman dy chroquet v'ee cloie ny lomarcan, er y hon dy row y paitchey quaagh shoh feer ghraihagh er lhiggey er dy row daa pheiagh aynjee.",
"“But it’s no use now,” thought poor Alice, “to pretend to be two people! Why, there’s hardly enough of me left to make one respectable person!”","“Agh cha neeu eh nish,” smooinee Ealish voght, “dy lhiggey er dy vel daa pheiagh aynym! Cammah, cha nod oo gra dy vel dy liooar jeem faagit dy yannoo un pheiagh ta feeu!” ",
"     Soon her eye fell on a little glass box that was lying under the table: she opened it, and found in it a very small cake, on which the words “EAT ME” were beautifully marked in currants. ","     Dy gerrid, yeeagh ee er kishtey beg gless va ny lhie fo'n voayrd: doshil ee eh, as aynsyn hooar ee berreen feer veg as ny focklyn ""EE MEE"" screeut er dy h-aalin lesh curranyn. ",
"“Well, I’ll eat it,” said Alice, “and if it makes me grow larger, I can reach the key; and if it makes me grow smaller, I can creep under the door; so either way I’ll get into the garden, and I don’t care which happens!”","“Dy jarroo, eeym eh,” dooyrt Ealish, “as my vees eh cur orrym gaase ny smoo, foddym roshtyn yn ogher; as my vees eh cur orrym gaase ny sloo, foddym snaue fo’n voayrd: myr shen, nee'm cosney stiagh sy gharey as s'cummey lhiams cre vees taghyrt!” ",
"     She ate a little bit, and said anxiously to herself, “Which way? Which way?”, holding her hand on the top of her head to feel which way it was growing, and she was quite surprised to find that she remained the same size: ","     Dee ee minniag, as dooyrt ee dy h-imneagh ree hene “Cre’n raad? Cre’n raad?”, as ish cur laue er mullagh e kione dy ’eddyn cre’n raad v’ee gaase; as va yindys dy liooar urree feddyn magh dy hannee ee y mooadys cheddin. ",
"to be sure, this generally happens when one eats cake, but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen, that it seemed quite dull and stupid for life to go on in the common way.","Son shickyrys, shoh yn red ta cliaghtey taghyrt tra t’ou gee berreen; agh va Ealish er jeet dy ve cho cliaghtit rish jerkal rish taghyrtyn neu-chadjin as dy row eh sheiltyn dree as bolvaneagh dy liooar my va'n vea goll er er yn aght cadjin. ",
"     So she set to work, and very soon finished off the cake.","     Myr shen, ghow ee yn obbyr ayns laue, as ayns tammylt beg va'n berreen eeit eck. ",
CHAPTER II.,CABDYL 2 ,
