English,Manx
"The Royal Assent to the five preceeding ACTS was given by his Majesty in Council at the Court at Buckingham Palace, on the 2nd  day of August, 1918.",Va’n choardail Reeoil currit gys yn Slattys shoh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ee yn Plaase Buckingham er 
"6.— THE ATTORNEYS ACT, 1919.","6.— YN SLATTYS TURNEYRYN, NUY CHEEAD YEIG AS NUY-JEIG."
"The object and purport of this Act are to enable the Governor to reduce the number of years required to be served by law students in the case of a person who has served in the Army, navy or Air Force during the present war.","Ta’n aigney as y chooish jeh’n Slattys shoh dy chur pooar da’n Kiannoort dy leodaghey traa yn chirveish prindeisyn ’s’y leigh da quoi-erbee t’er hirveish myr sidoor, shiolteyr, ny dooinney-getlagh ayns yn chaggey shoh."
"7.— THE DOUGLAS MUNICIPAL CORPORATION (HONORARY FREEDOM OF THE BOROUGH) ACT, 1919.",7.— YN SLATTYS CO-CHORP GHOOLISH (SEYRSNYS ONNOROIL Y CO-CHORP) NUY CHEEAD YEIG AS NUY-JEIG.
The object and purport of this Act are to enable the Municipal Corporation of Douglas to confer the honorary freedom of the Borough on persons of distinction.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chur pooar da’n co-chorp Ghoolish dy ghiootal seyrsnys onnoroil yn Co-chorp er peiaghyn toilchinagh.
"8.— THE GREAT ENQUEST ABOLITION ACT, 1919.","8.— YN SLATTYS JERREY YN VING VOOAR, NUY CHEEAD YEIG AS NUY-JEIG."
The object and purport of this Act are to to abolish the Great Enquest.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chur lesh gys jerrey yn Ving Vooar.
"9.— THE ADULTERATION ACT, 1919.","9.— YN SLATTYS MHILLY, NUY CHEEAD YEIG AS NUY-JEIG."
"The object and purport of this Act are to amend the Adulteration Act, 1912, as to the strength of spirits.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn Slattys Mhilley nuy cheead yeig as ghaa-yeig choud as ta bentyn rish yn niart spyrrydyn.
"10.— THE WILLS (SOLDIERS AND SAILORS) ACT, 1919.","10.— YN SLATTYS CHYMMAGHYN (SIDOORYN AS SHIOLTEYRYN), NUY CHEEAD YEIG AS NUY-JEIG."
The object and purport of this Act are to amend the law with respect to testamentary dispositions by soldiers and sailors.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn leigh bentyn rish chymmaghyn jeant liorish sidooryn as shiolteyryn.
"11.— THE TYNWALD COURT ADJOURNMENTS ACT, 1919.",11.— YN SLATTYS  NUY CHEEAD YEIG AS NUY-JEIG.
The object and purport of this Act are to provide for the adjournment of the Tynwald Court.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail son arraghey yn Quaiyl Keeil-Eoin.
"12.— THE TRUSTEE ACT, 1919.","12.— YN SLATTYS FIR-HREISHTEE, NUY CHEEAD YEIG AS NUY-JEIG."
The object and purport of this Act are to amend the law with respect to the investment of trust funds.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn leigh bentyn rish cur magh er use argid-hreishtee.
"13. THE DESTRUCTIVE INSECTS AND PESTS ACT, 1919.",13.— YN SLATTYS CARCHUILLAGYN AS BEISHTYN MHILTAGH NUY CHEEAD YEIG AS NUY-JEIG.
"The object and purport of this Act are to prevent the introduction and spreading of insects and pests destructive to crops, trees, and bushes.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiettal veih gaase as bishaghey carchuillagyn as beishtyn ta jannoo jeel er troayryn biljyn as thammagyn.
"14.— THE WORKMEN’S COMPENSATION ACT, 1919.",14.— YN SLATTYS COOILLEENEY OBBREEYN NUY CHEEAD YEIG AS NUY-JEIG.
The object and purport of this Act are to provide compensations for workmen for injury sustained in the course of their employment.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail son cooilleeney obbreeys son gortyn er ny gheddyn ayns nyn obbyr.
"15.— THE HOUSE OF KEYS ELECTION ACT, 1919.",15.— YN SLATTYS REIHYS JEH’N KIARE AS FEED NUY CHEEAD YEIG AS NUY-JEIG.
The object and purport of this Act are to amend the House of Keys Election Acts as to the persons entitled to vote.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey ny Slattysyn Reihys jeh’n Kiare-as-Feed bentyn rish sleih ta cair oc dy heih.
"16. THE EDUCATION (AMENDMENT) ACT, 1919.",16. YN SLATTYS YNSAGH (LHIASAGHEY) NUY CHEEAD YEIG AS NUY-JEIG.
The object and purport of this Act are to continue certain grants for education.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chur reesht giootyn erlheh son ynsagh.
"17.— THE BREWERS ACT, 1919.",17. YN SLATTYS IMLERYN NUY CHEEAD YEIG AS NUY-JEIG.
"The object and purport of this Act are to increase the duties on beer, malt, and sugar.","Ta’n aigney as y chooish jeh’n Slattys shoh dy vooadaghey ny taillyn er lune, shugyr, as bry."
"18.— THE EDUCATION ENDOWMENTS AMENDMENT ACT, 1919.",18.— YN SLATTYS LEGGADYN YNSAGH (LHIASAGHEY) NUY CHEEAD YEIG AS NUY-JEIG.
"The object and purport of this Act are to amend the Education Endowments Act, 1907, by enlarging the powers of the Council of Education.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn Slattys Leggadyn Ynsagh nuy cheead yeig as shiaght liorish sheeyney-magh pooaraghyn yn Coonceil Ynsagh.
"19..— THE CIVIL REGISTRATION (BIRTHS AND DEATHS) AMENDMENT ACT, 1919.",19.— YN SLATTYS RECORTYS Y THEAY (RUGGYRYN AS BAASEYN) LHIASAGHEY NUY CHEEAD YEIG AS NUY-JEIG.
The object and purport of this Act are to amend the Civil Registration Acts as to the notification of deaths and in other respects.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey ny Slattysyn Recoertys y Theay bentyn rish cur fys jeh baaseyn as ayns oyryn elley.
"The Royal Assent to the fourteen last preceeding Acts was given by his Majesty in Council at the Court at Buckingham Palace, on the 25th  day of June, 1919.",Va’n choardail Reeoil currit gys yn Slattys shoh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ee yn Plaase Buckingham er queig-as-feedoo laa jeh’n cheyoo vee nuy cheead yeig as nuy jeig.
