English,Manx,Notes
"A. “He is the Redeemer of the World, and I feel the blessed effects of his precious Blood in my soul, redeeming me from the power of Darkness.”","A. “T’eh Saualtagh yn Seihll, as ta mish gennaghtyn bree yn Uill deyr echey ayns my annym, sauail mee veih pooar yn Dorraghys.",
Q. 3. “Who is the Holy Ghost?”.,Q.3. “Quoi yn Spyrryd Noo?,
"A. “The Holy Ghost is the Spirit proceeding from the Father and the Son, and I feel that he bears witness with my Spirit that I am a child of God.”","A. “Ta’n Spyyryd Noo yn Spyrryd ta cheet magh veih’n Ayr as veih’n Mac, as ta mish gennaghtyn dy vel eh gymmyrkey feanish lesh yn Spyrryd ayms dy vel mee my lhiannoo dy Yee.”",
"Upon receiving these answers to his interrogatories, the minister left her, and ordered the clerk to put her out of the church: When the clerk came to the pew-door[5], he was so affected, that he did not touch her. The church-wardens were then ordered to turn her out; but they refused to interfere in the business.","Lurg da’n Saggyrt v’er yeddin ny ansooryn shoh, daag eh ee, as doardee eh da’n Cleragh dy chur magh ee ass yn Keeill: Tra haink yn Cleragh dys raad v’ee ny hoie, cha dod eh cur laue urree.  Va ny Wardoonee eisht oarderit dy chyndaa magh e[e][6], agh dob adsyn nagh beagh veg oc dy yannoo ree.","[5] ‘the pew-door’ — the Manx translation gives ‘where she was seated’
[6] e concealed in the binding?"
"Upon which the minister went out of the church, and soon after the woman and all the congregation followed him.","Er shen hie yn Saggyrt hene roish magh, as ayns tra giare ren yn Ven as yn Chaglym cooidjagh goll magh geiyrt er.",
"As she passed by the minister in the church-yard, she said, “O Sir, your soul is as dead to God as the corpses that lie in these graves.”","As myr va’n Ven goll shaghey yn Saggyrt sy raulick, dooyrt ee, “Oh Vainshter, ta’n annym euish cha marroo dys Jee as ta ny chirp ta nyn lhie ayns ny oaiaghyn shoh.”",
"Upon which the people gave a shout, saying, “She is a Methodist!” (tho’, I suppose, at that time, she had never heard a Methodist Preacher.)[7]","Tra cheayll yn pobble shen, deie ad magh, “Tee Methodist!”","[7] ‘(tho’, I suppose, at that time, she had never heard a Methodist Preacher.)’ — missing from the Manx translation."
"Both the man and his wife have been much persecuted, but they still continue very happy and lively.-","Ren yn Dooinney as yn Ven shoh surranse lane tranlaase, agh chum ad dy jeean[8] as dy maynrey ayns shirveish yn Chiarn.—","[8] dy jeean] earnestly, zealously."
"Near Leeds, March 12, 1795.",,
"The above account we received from a respectable correspondent in Yorkshire. We have omitted the Names of the parties, in order if possible, to avoid giving offence.[9]",,[9] This section is missing from the Manx translation.
,,
,,
,,
Ga yinnagh seaghyn as tranlaase [10],Though sorrow and oppression were to,[10] Verse 5 of Hymn 96 in Lewin & Wheeler (2019). ‘Now I have found the ground wherein; 189 in Wesley 1831 ‘A collection of hymns ... London  John. Mason.
"Myr thooilley coodaghey my chione,","Cover my head like a flood,",
"Slaynt, niart, as caarjyn geddyn baase,","Health, might, and friends dying,",
"Boggey, as gerjagh dy ve goaun; ","Joy, and consolation being scarce,",
"Er shoh nee m’annym foast treishteil, ",On this my soul will still trust.,
"Ayr, ta dty ghraih fegooish failleil. ,","Father, Thy love is without fail.",
"Dhyts ver-yms graih, my voggey’s crown[11]","To Thee I will give love, my joy and crown,","[11] my voggey’s crown—‘my joy and crown’, a phrase found in Philippians iv. 1., for which Yn Vible Casherick gives my voggey as my attey."
"Dhyts ver-yms graih, my Hiarn my Yee;","To Thee I will give love, my Lord, my God;",
"Dhyts ver-yms graih fo baggyrtyn,","To Thee I give love under threats,",
"Goyms boggey mooar fo lorg my Ree,","I will greatly rejoice under my King’s staff,",
"Ga failys m’eill ayns shoh lurg traa,","Though my flesh will fail here after a time,",
Dhyts ver-yms graih er son dy bra. [12],To Thee I will give love forever.,"[12] Verse 7 of Hymn 168 in Lewin & Wheeler, 2019 (CLI in Lioar dy Hymnyn 1799) ‘Thee will I love, my strength, my tower’ translated from Wesley. J.’s English translation of Silesius. A.’s ‘Ich will dich lieben.’"
