English,Manx,Notes
"An act to distinguish Qualified from Unqualified Practioners in Medicine, Surgery, and Mid-wifery.",Slattys dy yannoo cronnal Fir-lhee ynsit voish adsyn ta neuynsit ayns stoo Lheihys as currym mraane-reaylt.,
"     Under this Act persons registered under 21 and 22 Vic., c. 90, are entitled to practise in medicine, surgery, &c., in this Isle, and a copy of the “Medical Register” of the United Kingdom is to be evidence of such registration. Unregistered persons are not to hold certain appointments; and the Act prescribes penalties for falsely pretending to be a registered person. ",     Persoonyn recoyrtysit fo (21) as (22) c.90 ta cairys oc dy obbraghey ayns stoo Lheihys as currym mraane-reaylt syn ellan shoh as maclioar jeh recortys slanagh yn reeriaght sniemmit dy ve feanish jeh yn recortys cheddyn cha vel neu recoyrtysit persoonyn dy cummal currmyn er-lheh as t’an slattys goardrail cheeshyn kyn son Lhiggey er dy ve persoon recortysit.,
"     The Royal assent to this Act was given by her Majesty in Council, at the Court in Windsor, on the 14th day of July 1899.",     Van cordail reeoil currit d’an slattys shoh liorish E Ard oashley ayns coonceil ec y quaiyl ec Windsor er y kiarroo laa yeig jeh yn shiaght vee hoght keead yeig as kiare feed as nuy jeig 1899.,
     The Locomotives on Highways Act 1899,Slattys dy lhiassaghey yn leigh mychione,
     An Act to amend the Law with respect to the, ymmyd greinym er raadyn mooarey.,
     Use of Locomotives on Highways.,,
"     The object of this Act is to exempt light locomotives, as defined by the Act, from the application of sections 44, 45, 46, 48, and 51 of the Highway Act, 1899, and to authorize the making of regulations as to the use of such locomotives.",     Ta yeearree yn slattys shoh sy eeasley greieyn eddrym myr soitmagh liorish yn slattys accanyn jeh ayrnyn as jeh yn slattys raad vooar as pooar dy yannoo oardaghyn my chione ymmyd jeh cheid ny greieyn.,
"     The Royal assent to this Act was given by her Majesty in Council, at the Court at Windsor, on the 14th day of July, 1899.",     Va’n cordail reeoil currrit d’an slattys shoh liorish E Ard oashley ayns coonceil ec y quaiyl ec Windsor er y kiarroo laa yeig jeh yn shiaght vee hoght keead yeig as kiare feed as nuy jeig 1899.,
"     The Douglas (West Baldwin) Water Act, 1899.","     The Douglas (West Ba’dwin) Water Act, 1899.",
,Slattys ushtey ghoolish (Baldwin Sheear) hoght,
,keead yeig as kiare feed as nuy jeig 1899.,
"     An Act to empower the Mayor, Aldermen, and Burgesses of the Borough of Douglas to construct a new Reservoir and works in connection therewith, at West Baldwin, in the Parish of Braddan, and for other purposes.",     Slattys dy chur pooar da ardreiltagh shanstyr as sleih ny malley chorpagh Ghoolish dy chummey voayl hashtee Noa as obbraghyn ayns commeeys marish ec Baldwin sheear ayns skeerey braddan as son ymmyd yn elley.,
"     This Act authorizes the Douglas Corporation to construct a new reservoir near Ardwhallan, West Baldwin, and to lay pipes therefrom to distribute the water impounded in such reservoir within the parishes of Braddan and Conchan and the borough of Douglas.","     T’an slattys shoh cur pooar da co-chorpagh Ghooilsh dy cummey veayl hashtee faggys da Ardwhallan. Ba’dwin sheear, as dy chur sheese poibyn veih shen dy rheynn yn ushtey ta eagliaght ayns lheid y voayl hashtee cheusthie jeh skeeraghyn Braddan as Onchan as Balley chorpagh Ghoolish.",
     Provision is made for the supply of compensation water to the stream; for the purchase of lands; for the prevention of waste of water; for regulating the terms upon which the water must be supplied for domestic purposes; and for borrowing the moneys necesary to defray the cost of carrying out the works.,"     Ta cordail jeant son cooney lesh ushtey feeuid gys y trooan son dy kionnaghey jeh Tallooyn son dy Lhiettalys jeh jummallys jeh ushtey, son oardrail ny coardailyn vees yn ushtey currit son ymmyd thieoil as son yeeasaghey ny argidyn ymmyrchagh dy eeck yn feeuid jeh cur lesh er ny obbraghyn.",
"     The Royal assent to this Act was given by her Majesty in Council, at the Court at Windsor on the 14th day of July. 1899.",     Va’n cordail reeoil currit d’an slattys shoh liorish E Ard oashley ayns coonceil ec y quaiyl ec Windsor er y kiarroo laa yeig jeh yn shiaght vee hoght keead yeig as kiare feed as nuy jeig 1899.,
