English,Manx
"The object of this Act is to establish a Manx Museum, Library, and Art Gallery in Noble’s Old Hospital and Clifton House, and to amend the constitution of the Manx Museum and Ancient Monuments Trustees.","Ta’n aigney jeh’n Slattys shoh dy hoiaghey seose Tashtey, son shenn cowraghyn, lioaryn, as schei-chummee ayns yn Shenn Thie-lheihys Noble as Thie Clifton as dy caghlaa ny pooaraghyn jeh ny Fir-hreishtee Shenn Cowraghyn Manninagh."
"12.— The Judicature Amendment Act, 1922.",Yn Slattys Reill Quaiyllagh (Lhiasaghey) Nuy Cheead Yeig Jees as Feed.
The object of this Act is to amend the Judicature Acts as to the trial by jury and in other respects.,Ta’n aigney jeh’n Slattys shoh dy chaghlaa yn Slattys Reill-Quaiyllagh bentyn rish prowal roish bing as ayns oyryn elley.
"13.— The Criminal Code Amendment Act,1922.",Yn Slattys Lioar-Ollee (Lhiasaghey) Nuy Cheead Yeig Jees as Feed.
The object of this Act is to amend the procedure of the Court of General Gaol Delivery.,Ta’n aigney jeh’n Slattys shoh dy lhiasaghey yn cummey jeh’n Quaiyl-Kimmee.
"14.— The Petty Sessions and Summary Jurisdiction Amendment Act, 1922.","Yn Slattys Quaiylyn Beggey as Briwnys Giare, nuy Cheead Yeig Jees as Feed. "
"The object of this Act is to enlarge the powers of Justices, and to further control road traffic.",Ta’n aigney jeh’n Slattys shoh dy vishaghey ny pooaraghyn jeh ny Briwnyn-y-Chee as dy ghurneil ny sodjey yn ymmyd jeh ny Raaidyn.
"15.— The Cattle Breeding Act, 1922.",Yn Slattys Troggal Maase Nuy Cheead Yeig Jees as Feed.
The object of this Act is to regulate the use of bulls for herd purposes.,Ta’n aigney jeh’n Slattys shoh dy ghurneil yn ymmyd jeh terriu freaylt son sluight.
"16.— The Public Charities Act, 1922.",Yn Slattys Giastalyn Theayagh Nuy Cheead Yeig Jees as Feed.
The object of this Act is to require trustees of public charities to make returns to the Rolls Office and to have their accounts audited.,Ta’n aigney jeh’n Slattys shoh dy eginaghey fir-hreishtee giastalyn theayagh dy chur-lesh stiagh coontaghyn gys yn Shamyr ny Rollaghyn as dy gheddyn ad prowit.
"17.— The Hills House (Transfer) Act, 1922.",Yn Slattys Thie Hills (Livrey Harrish)  Nuy Cheead Yeig Jees as Feed.
"The object of this Act is to transfer to the Douglas Corporation, for the purpose of erecting workmen’s dwellings, the portion of Hills House property vested in the Government Property Trustees.",Ta’n aigney jeh’n Slattys shoh dy livrey harrish gys yn Co-Chorp Ghooilsh er yn oyr dy hroggal cummalyn son obbree yn ayrn jeh’n thalloo Thie Hills ta bentyn da ny Fir-hreishtee Cooid yn Ellan.
"18.— The Douglas Town Improvement and Artizans Dwellings Act, 1922.",Yn Slattys Lhiasaghey Balley Ghoolish as Cummalyn Obbree Nuy Cheead Yeig Jees as Feed.
The object of this Act is to enable the Douglas Corporation to carry out a scheme of town improvement and the erection of artizans’ dwellings with the assistance of Government grants.,"Ta’n aigney jeh’n Slattys shoh dy chur pooar da’n Co-Chorp Ghoolish dy chooilleeney saase dy lhiasaghey yn valley, as dy hroggal cummalyn son obbree lesh cooney jeh giootyn veih yn Tashtey Theayagh."
"19.— The Payment of Members’ Expenses Act, 1922.",Yn Slattys Cooilleeney Baarailyn yn Kiare as Feed  Nuy Cheead Yeig Jees as Feed.
The object of this Act is to provide for payment of an annual sum in respect of the expenses of the Members of the Insular Legislature.,Ta’n aigney jeh’n Slattys shoh dy chiarail son geeck sym cour-y-vlein dy yannoo magh ny baarailyn jeh’n Kiare as Feed.
"20.— The Improprite Fund Amendment Act, 1922.",Yn Slattys Stoyr Jaghee (Lhiasaghey)  Nuy Cheead Yeig Jees as Feed.
The object of this Act is to enlarge the powers of the Impropriate Trust as to the sale and investment of trust property.,Ta’n aigney jeh’n Slattys shoh dy lheeadaghey ny pooaraghyn jeh ny Fir-hreishtee argid-jaghee bentyn rish creck as cur magh er use nyn gooid.
"21.— The Vaccination Amendment Act, 1922.",Yn Slattys Ghiarey son y Vreck-ollee Nuy Cheead Yeig Jees as Feed.
The object of this Act is to exempt the children of conscientious objectors from the provisions of the Vaccination Acts.,Ta’n aigney jeh’n Slattys shoh dy livrey lhiennoo sleih ta dy onneragh gobbal veih ny kiarailyn jeh ny Slattysyn Ghiarey son y Vreck-Ollee.
"22.— The Catherine Halsalls Charity (Amendment) Act, 1922.",Yn Slattys Giastyl Catriney Halsall (Lhiasaghey)  Nuy Cheead Yeig Jees as Feed.
The object of this Act is to enlarge the powers of the Catherine Halsall trustees as to the investment of trust funds.,Ta’n aigney jeh’n Slattys shoh dy vooadaghey ny pooaraghyn jeh ny fir-hreishtee Catriney Halsall bentyn rish cur magh nyn argid er use.
"23.— The Bishop Barrows Charity Act, 1922.",Yn Slattys Giastyl Barrow yn Aspick  Nuy Cheead Yeig Jees as Feed.
The object of this Act is to authorize Trustees to borrow for the enlargement and improvement of King William’s College and to enlarge the Trustees by the addition of co-opted members.,Ta’n aigney jeh’n Slattys shoh dy chur kied da ny Fir-hreishtee dy yeeasaghey son mooadagh as bishagh Thie-Ynsee yn Ree Illiam as dy vishaghey ny Fir-hreishtee liorish goaill-stiagh oltaghyn elley reiht lioroo hene.
"24.— The Trustee Act, 1922.",Yn Slattys Fir-hreishtee Nuy Cheead Yeig as Feed. [sic]
The object of this Act is to enlarge and empower the powers of Trustees.,Ta’n aigney jeh’n Slattys shoh dy vooadaghey ny pooaraghyn as currymyn jeh Fir-hreishtee.
"25.— The Dental Act, 1922.",Yn Slattys Feeacklagh Nuy Cheead Yeig as Feed. [sic]
The object of this Act is to restrict the practice of dentistry to registered dentists.,Ta’n aigney jeh’n Slattys shoh dy lhiettal peccaghyn nagh vel recortit veih cur-rish lheiys feeacklagh.
"26.— The Conveyancing Act, 1922.",Yn Slattys Barganeyn Nuy Cheead Yeig as Feed. [sic]
"The object of this Act is to amend and enlarge the Conveyancing Act, 1908.",Ta’n aigney jeh’n Slattys shoh dy lhiasaghey as lheeadaghey yn Slattys Barganeyn Nuy Cheead Yeig as Hoght.
"27.— The Deceased Brothers’ Widows’ Act, 1922.",Yn Slattys Poosey Ven-treoghe Braar Nuy Cheead Yeig as Feed. [sic]
The object of this Act is to assimilate the law of the Isle of Man to that of England with respect to marriage with a deceased brother’s widow.,Ta’n aigney jeh’n Slattys shoh dy yannoo yn leigh jeh’n Ellan casley rish yn leigh Sostyn bentyn rish poosaghyn marish ben-treoghe braar marroo.
"28.— The Aliens Restriction Act, 1922.",Yn Slattys Lhiettal Joarreeyn Nuy Cheead Yeig as Feed. [sic]
The object of this Act is to impose restrictions on aliens.,Ta’n aigney jeh’n Slattys shoh dy chur lhiettalyn er joarreeyn.
The Royal Assent to the preceeding Acts was given by his Majesty in Council on the dates set out hereunder :—,Va’n Choardail Reeoil currit gys ny Slattysyn goll roie liorish E Ard Ooashley ayns Coonceil ec ny traaghyn fo soit magh :—
,
"To Acts No. 1, at Buckingham Palace 25th July, 1921.","Gys Slattysyn 1, ec y Plaase Buckingham, 25oo VIIoo 1921."
"To Acts Nos. 2, 3, and  4, at Buckingham Palace, 10th August 1921.","Gys Slattysyn 2, 3, as 4, ec y Plaase Buckingham, 10oo VIIIoo 1921."
"To Act No. 5, at Buckingham Palace, 7rd November 1921.","Gys Slattys 5, ec y Plaase Buckingham, 7oo XIoo 1921."
"To Act No. 6 at Buckingham Palace, 6th February, 1922.","Gys Slattys 6 ec y Plaase Buckingham, 6oo II 1922"
"To Acts Nos. 7, 8, 9, 10, 11 and 12, at Windsor Castle, 1st April, 1922.","Gys Slattysyn 7, 8, 9, 10, 11, and 12, ec y Cashtal Windsor I IVoo 1922."
"To Acts Nos. 13 and 14 at Windsor Castle, 21st April, 1922.","Gys Slattysyn 13 and [sic] 14, ec y Cashtal Windsor 21oo IVoo 1922."
"To Act No. 15, at Buckingham Palace, 5th May, 1922.","Gys Slattys 15 ec y Plaase Buckingham, 5oo Voo 1922."
"To Acts Nos. 16—28, inclusive, at Buckingham Palace, 20th June, 1922.","Gys Slattyyn 16 gys 28, ec y Plaase Buckingham, 20oo VIoo 1922."
