English,Manx
The object of the Act is to amend the law relating to property of the Independent Methodist Church.,Ta’n aigney jeh’n Slattys dy lhiasaghey yn leigh bentyn rish cooid-heilt jeh’n Agglish ny Saasilee Seyrey.
"12.— The Woodworth Divorce Act, 1927.",Yn Slattys Scarree Woodworth Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to dissolve the bond of matrimony between Thomas Robert Woodworth and Elizabeth Annie Woodworth.,Ta’n aigney jeh’n Slattys dy eaysley yn voandey poosee eddyr Thomas Robert Woodworth as Elizabeth Annie Woodworth.
"13.— The Highway Act, 1927.",Yn Slattys Raad Mooar Nuy Cheead Yeig Shiaght as Feed.
"The object of the Act is to consolidate and amend the Highway Acts, 1889 to 1924.",Ta’n aigney jeh’n Slattys dy chruinnaghey as lhiasaghey ny Slattysyn Raad Mooar hoght cheead yeig kiare feed as nuy gys nuy cheead yeig kiare as feed. 
"14.— The School Teachers (Superannuation) Act, 1927.",Yn Slattys Fir-ynsee (Toyrtys Faagail Oik) Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to amend the law as to pensions and superannuation allowances of teachers and their representatives.,Ta’n aigney jeh’n Slattys dy lhiasaghey yn leigh bentyn rish toyrtyn as giootyn faagail oik jeh fir-ynsee as yn lught-thie oc.
"15.— The Game Act, 1927.",Yn Slattys Feieys Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to amend the Game Acts.,Ta’n aigney jeh’n Slattys dy lhiasaghey ny Slattysyn Feieys.
The Royal Assent to the foregoing Acts was given on the dates set out hereunder :—,Va’n Choardail Reeoil currit gys ny Slattysyn gollroie er ny laghyn fo soit magh :—
"To Act No. 1, at Buckingham Palace  ........... 26th July, 1926.","Gys Slattys 1, ec yn Plaase Buckingham ... 26oo VIIoo 1926."
"To Acts Nos. 2, 3, 4, and 5, at Buckingham Palace  ........... 7th February, 1927.","Gys Slattysyn 2, 3, 4, as 5 ec yn Plaase Buckingham ... 7oo IIoo 1927."
"To Acts Nos. 6 and 7, at Buckingham Palace ........... 22nd March, 1927.",Gys Slattysyn 6 as 7 ec yn Plaase Buckingham  ........... 22oo IIIoo 1927.
"To Acts Nos. 8 and 9, at Windsor Castle  ........... 22nd April, 1927.","Gys Slattysyn 8 as 9, ec yn Cashtal Windsor ........... 22oo IVoo 1927."
"To Acts Nos. 10 and 11, at Buckingham Palace ........... 13th May, 1927.","Gys Slattysyn 10 as 11, ec yn Plaase Buckingham ........... 13oo Voo 1927."
"To Act No. 12, at Buckingham Palace  ........... 26th May, 1927.","Gys Slattys 12, ec yn Plaase Buckingham ... 26oo Voo 1927."
"To Acts Nos. 13, 14, and 15, at Buckingham Palace ........... 27th June, 1927.","Gys Slattysyn 13, 14, as 15, ec yn Plaase Buckingham ........... 27oo VI 1927."
,
