English,Manx
"     Part IV contains amendments of the Prevention of Cruelty to Children Act, 1897.","    T’ayn yn Ayrn Chiarroo caghlaaghyn jeh’n Slattys Lhiettallys jeh Dewilys da Paitchyn, Hoght cheead yeig as kiare feed as shiaght-jeig."
"     The Royal assent to this Act was given by His Majesty in Council at the Court at               on the              day of                      , 1906.","     Va’n coardail Reeoil gys yn Slattys shoh currit liorish E Ard Ooashley ayns Coonseil, ec y Quaiyl yn                     er y          laa, jeh’n                   vee, hoght cheead yeig as shey."
"THE PRIMITIVE METHODIST TRUST PROPERTY ACT, 1906.","SLATTYS SAASILAGH HOSHEE COOID TREISHT, NUY CHEEAD YEIG AS SHEY."
An Act to amend the Law relating to Primitive Methodist Trust Property.,Slattys dy chaglaa [sic] yn leigh mychione Saasilagh Hoshee Cooid Treisht.
"     THE Act provides that. From and after its promulgation, all churches, chapels, meeting-houses, school-houses, and ministers’ residences, and sites therefor, held exclusively upon any trust or trusts for Primitive Methodist purposes, or any real or personal property to be hereafter acquired for such purposes, shall vest in the persons named in the Act, upon the trusts declared in and by the “Model Deed.” It also provides for filling vacancies in the office of trustee and for the retirement of trustees. The schedule contains forms to preserve evidence of the choice and appointment of new trustees.","     T’AN Slattys kiarail, veih as lurg e hoilshaghey, dy jean ooilley kialteenyn, cabbalyn, thieyn-haglee, thieyn-schooil, as thieyn shirveishee, lesh ynydyn son shen, cummit ynrican er treisht ny treishtyn erbee son cooishyn Saasilagh Hoshee, ny cooid erbee real ny personal dy ve lurg shoh cosneyit son lheid ny cooishyn, ve currit ayns pooar ny persoonyn enmyssit ’sy Slattys, er treishtyn hoilshaghit magh ayns as liorish yn “Model Deed.”m Te kiarail myrgeddin son lhieeney oikyn follym fud ny fir-hreishtee as son faagail-oik jeh fir-hreishtee. Yn rolley cummal cummaghyn son coadey feanish jeh’n reih jeh fir-hreishtee."
"     The Royal assent to this Act was given by His Majesty in Councul, at the Court at                on the            day of                     , 1906.","Va’n coardail Reeoil gys yn Slattys shoh currit liorish E Ard Ooashley ayns Coonseil, ec y Quaiyl ec y               er y           laa, jeh’n                   vee, hoght cheead yeig as shey."
"THE LAND DRAINAGE AMENDMENT ACT, 1906.","SLATTYS CHIRMAGHEY THALLOO, NUY CHEEAD YEIG AS SHEY."
"An Act to amend the Land Drainage Act, 1875.","Slattys dy caghla [sic] Slattys Thalloo Chrimaghey, Hoght cheead yeig as three-feed as queig-jeig."
"     The Act appoints the Highway Board general overseers of all watercourses, and authorisizes local overseers to give notice requiring watercourses to be repaired, &c. It also provides that each overseer shall, once at least in each year, make a report to the Board on the condition of watercourses in his district ; that such repairs as the Board consider necessary may be carried out ; and for the recovery of the cost thereof wwhere the occupier or proprietor fail to carry out the work. ","     T’AN Slattys pointeil yn Voayrd-y-Raad-Vooar dy yeeaghyn harrish ooilley’n ushtey, as cur pooar da’n oaseiryn-ynnydagh dy chur fys oardrail coursyn ushtey dy ve cherraghit, as myr shen. Te kiarail myrgeddin dy jean dagh oaseir, un cheayrt er y chooid sloo ’sy dagh blein, fockley magh skeeal da’n Voayrd er y stayd jeh coursyn ushtey ayns y ynnydys, dy vod lheid y kerraghyn, myr nee yn Voayrd smooinaght ymmyrchagh, ve currit lesh magh, as dy vod yn cosht jeh shen ve aagheddynit raad t’'n cummaltagh ny yn fer s'lesh lhiggey shaghey dy chur-lesh magh yn obbyr. "
"Power is given to the Board to form drainage districts, to borrow money for the purposes of the Act, and to yearly levy a rate sufficient to defray current expenses. It provides for the recovery of such rates, for the manner of giving notices, and for substited service where the proprieter of lands resides elsewhere than in this Isle.","Ta pooar currit da’n Voayrd dy chummey ynnydysyn-chirmaghey as dy yeeasaghey argid son cooishyn jeh’n Slattys, as cour-y-vlein dy hroggal saie dy eeck yn cosht cadjin. Te kiarail son lheid y cheeshyn-skeerey, son yn aght jeh cur fys, as son shirveish cur-ayns-ynnyd raad ta’n fer s’lesh jeh thallooin cummal ayns boayl elley na ayns yn Ellan shoh."
"     The Royal assent to this Act was given by His Majesty in Councul, at the Court at                on the            day of                     , 1906.","Va’n coardail Reeoil gys yn Slattys shoh currit liorish E Ard Ooashley ayns Coonseil, ec y Quaiyl ec y              er y          laa, jeh’n                   vee, hoght cheead yeig as shey."
"THE PARISH OF GERMAN (CHURCH ASSESSMENT) ACT, 1906.","SLATTYS SKEEL-Y-CHARMANE (KEESH CHILLAGH), Nuy CHEEAD YEIG AS SHEY."
An Act to provide for the mode of levying Church Assessment in the Parish of German.,Slattys dy chiarail son yn aght dy hroggal Keesh Chillagh ’sy Skeeyl y Charmane.
"     THIS ACT provides that any amount which may be required for maintaining and keeping in repair the parish mortuary chapel, the parish grounds, and the walls and fences thereof, and the walls, gates, and fences of the parish old burial-ground in the parish of German shall henceforth be raised by a rate, in the same way as the amount raised under the Burials Act, 1881, and that any person liable to be rated under the Act shall be entitled to attend and vote at a meeting of the vestry.","     TA’N Slattys shoh kiarail dy vod sym erbee ve ymmyrchagh son cummal seose yn cabbalyn meriu ny thallooin, voallaghyn, as cleighyn jeh shen, as ny voallaghyn, giattyn, as cleighyn jeh’n shenn rhullick, ’sy Skeeyl-y-Charmane, vees er ny hroggal veih shoh magh rish keesh-skeerey ayns yn un aght myr sym troggit fo Slattys Oanluckey (Hoght cheead yeig as kiare-feed as unnane) ; as te kiarail peiagh erbee oolagh dy ve keeshit fo’n Slattys shoh vees currit cairys dy heet as dy heih ec co-cruinaght jeh’n erin y cheill."
"It also provides that, after payment of the present debt created by the parish of German under the Burials Act, 1881, all moneys to be received from the sale of private burial-places shall be applied by the church wardens in reduction of the money required to be raised annually by a rate under the provisions of the Act.","     Te kiarail myrgeddin ooilley’n argid goit veih creck jeh oiaeghyn vees baarit rish ny kiare-ny-killagh dy chur-sheese yn argid hirrit dy ve troggit cour-y-blein liorish keesh-skeerey fo’n Slattys, lurg eeck jeh lhiastynys fo Slattys Oanluckey, Hoght cheead yeig as kiare-feed as unnane."
"     The Royal assent to this Act was given by His Majesty in Councul, at the Court at                on the            day of                     , 1906.","Va’n coardail Reeoil gys yn Slattys shoh currit liorish E Ard Ooashley ayns Coonseil, ec y Quaiyl ec y              er y          laa, jeh’n                   vee, hoght cheead yeig as shey."
