Manx,English,Notes
Ny doggyr dy lhiggey er nyn Skeeys.[6],Or toil to (???) their fatigue.,"[6] cf. PC 1574, 1956. lhiggey er e/nyn skeeys, an idiom whose sense is uncertain."
"Eisht haink ayn Parick nyn meayn,","Then came Patrick in their midst,",
"She Dooinney-noo v’eh lane dy Artue,[7]","A saintly man he was who was full of virtue, (art???)","[7] The rhyme, and Kewley MS, suggest art is the right word here."
"Dimman eh Mananan er y Tonn,",He roughly drove upon the wave,
As e ghrogh Vooinjer dy lieh-chiart.[8],Mananan and his evil retinue.,"[8] lieh-chiart] a. ‘uneven’, ‘odd’, ‘rough’."
"As jeusyn ooilley dy row olk,","And of all those who were evil,",
Orroo cha ren eh veg y Ghrayse;,Upon them he bestowed no grace;,
"Dy row jeh sluight ny Buch-chrout,","Who were of the witchcraft lineage,",
Nagh ren eh stroie as coyrt dy baase.,He destroyed and put to death!,
"Vannee eh’n Cheer veih Kione dy Kione,","He blessed the land from end to end,",
As rieau cha daag eh Boght ayn-jee;,And he never left any poor wretch there,
"Dy row jeh yrjid Lhiannoo-beg,","That was the height of a little child,",
Dy dob rieau dy ve ny Chreestee.,That ever refused to be a Christian.,
"Shen myr hiank y chied Chredjue Mannin,","That is how Mann’s first faith came,",
Ec Parick Noo er ny chur ayn;,"Established there by Saint Patrick,",
"As Creest dy niartagh aynin[9] eh,","And may Christ strengthen it within us,","[9] aynin] ‘in us’ (Scottish Gaelic; annainn, Irish; ionainn), later Manx has ayndooin. "
As neesht myrgeddin ayns nyn Gloan.,And also too in our children.,
"Eisht vannee Parick Karmane noo,","Then Patrick blessed German as a saint,",
As daag eh eh nyn Aspick ayn;,And he left him there as their bishop;,
"Dy niartagh yn Credjue ny smoo as ny smoo,","To strengthen the faith more and more,",
As Cabballyn ren eh anrick ayn.,And he made holy chapels there.,
"Ayns dagh treen Balley ren eh unnane,","In every treen he made one town,",
Da’n Sleih shen-ayn dy heet dy ghuee;,For those people to come to pray;,
"Myrgeddin ren eh Keeil Charmane,","He also made St German’s Church,",
Ta ayns y Pheeley foast ny soie.,That is still situated in Peel Castle.,
"My dug Karmane er e Obbyr kione,","Before German ended his work,",
Hug Jee fys er as hooar eh baase;,"God summoned him and he died,",
Myr shoyn diu hene yn Chaghter chion,"As you yourselves know; the swift messenger,",
Cha vel fer ain hed jeh lesh Saase. [4],None of us gets off (escapes) by any means. ,
"Hooar eshyn baase as t’eh ny lhie,","He died and he lies,",
"Raad by vooar y treih[10] ve cha leah er n’inshley,","Where, alas, he was lowered so soon.","[10] S’mooar y treih] ‘unfortunately’, ‘alas’."
"Crosh dy Chlagh t’ec[11] e ghaa Chass,","A cross of stone is at his two feet,",[11] t’ec] text te’c
Ayns e Cheeill hene foast ayns y Pheeley.,"In his own church, still in Peel Castle.",
"Eisht hank Maughold ayn myr beer,[12]","Then came Maughold, if what is said is true,","[12] beer]  adv. as, my beeir da (‘if what he says be true or to be heeded’); the preterit or past tense of sheeir."
As ghow eh Thalloo ec y Chione;,And he landed at the Head;,
"As hrog eh Keeill as Rollick mygeayrt,","And he built a church with a graveyard around,",
Yn Ynnyd by-vian lesh beaghey ayn.,The place he wished to live in.,
"Ny Cabballyn doardee Karmane noo,","The chapels Saint German ordered,",
Da’n Sleih Shen-ayn dy heet dy ghuee;,For those people to come to pray;,
"Hug Maughold shiartanse jeu ayns Unnane,","Maughold combined several of them into one,",
As myr shen ren eh Skeeraghyn cooie.,And so he made suitable parishes.,
"Hooar Maughold baase as t’eh ny lhie,","Maughold died and he lies,",
Ayns e Cheeill hene neesht ec y Chione;,"In his own church too, at the Head;",
"As y nah aspick haink ny-yei,","And the next bishop who came after him,",
Myr share shoun dooys she eh va Lonnan.,"As best I know, he was Lonan.",
Connaghan yn nah er eisht haink ayn;,"Conachan was the next one that then came in,",
As[13] haink Marooney reesht yn trass;,"And Marown came also, the third;",[13] As] text A
T’ad shen nyn droor ayns Keill Marooney,"They are the three in the church of St Runius,",
As ayns shen vees ad dy bra vaght.,And there they will be forever.,
"Nish lhig mayd shaghey ny Deiney-noo,","Now we will move aside from the holy men,",
"As chymney mayd nyn Anmeenyn gys Mac Yee,","And commend their souls to the Son of God,",
"Cha nheeu Fir agglish voylley ny smoo,","It is useless to praise church men any more,",
Derrey hig ad fenish Ree dagh Ree,Until they come before the King of Kings.,
"Myr shen eisht ren adsyn beaghey,","So, then, they lived,",
Gyn Dooinney ayn yinnagh orroo corree;,"No man there would anger them,",
"Agh goll dy gheddyn pardoon veih’n Raue,","Unless going to get a pardon from Rome,",
Er-derrey[14] haink eh huc Ree Gorree.,Until King Orry came to them,[14] derrey] text derry
"Lesh e Lhuingys hrean as Pooar y Ree,","With his valiant fleet and the power of the King,",
As ghow eh Thalloo ec y Laane;,And he landed at the Lhen;,
"Shen y chied er ec row rieau ee,","That was the first one who ever held her,",
Dy ve ny Ree er yn Ellan.,To be a king of the Island.,
"Cha geayll mee dy ren eh skielley ec Purt,","I didn’t hear that he did harm at (the) port,",
Chamoo ren eh marroo ayn jee;,Neither did he kill there;,
"Agh aym ta fys dy daink jeh Sluight,",But I know a line of thirteen kings,
Three Reeaghyn jeig jeh Ree Gorree. [5],Came from King Orry.,
"Eisht haink ayn Quinney as haink ayn Quaill,","Then came Quinney[15] and came Quayle,","[15] Quinney] Manx family name, alternative spelling found in placenames; Cunya, cognate with Irish Mac Coinne; ‘son of Coinneach’ (Manx version of Coinneach = Kennaugh)."
Haink towse dy Leigh as Reill ayn jee;,"A measure of law and rule came in,",
Ny Keeshyn mooarey as y Mayll,"The great taxes and the rent,",
Vees dy hirrey dy bragh er Dooinney dy bee.,That will for ever be sought from any man at all.,
"My ta red erbee jannoo Skielley diu,","If there is anything harming you,",
Cur-jee nyn Mollaght er Mannanee;,Put your curse on Manxmen;,
She ad by-vessey da’n Ellan Sheeant,"It is they who were worst to the Blessed Isle,",
Ec dagh drogh Leigh ’yannoo ayn jee.,Making every bad law within it.,
"Eisht haink ayn Ollister mooar Mac Ree Albey,[16]","Then came Alistair the Great, Son of the King of Scotland,","[16] Ollister mooar Mac Ree Albey] Alexander III, King of Scotland, who, as a consequence of the Battle of Largs in 1263, took sovereignty of the Isle of Man from Magnús Óláfsson in 1266. In 1275, the forces of Alexander III defeated a Manx rebellion led by Magnús’ illegitimate son Guðrøðr. "
Lesh Lhuingys hrean dy braue ayn jee;,With a fine valiant fleet;,
"As er-lhiam pene dy by-voo lesh Foalsaght,","And I think myself that it was more by falsehood,",
Cha nee lesh Dunnallys smoo chragh eh ee.,"Not by courage, that he captured it.",
"Cha daag eh bio jeh sluight y Ree,","He didn’t leave alive, from the line of the King,",
Mac ny Inneen d’ymmyrkey Kione;,A son or daughter to bring forth a leader;,
"Agh un Unnane myr baare dod ee,[17]","Except for only one, who, as best she could,","[17] This daughter seems to be Aufrica de Connaght, who appealed to John Balliol, and Edward 1 of England regarding her claims to the Manx throne. These claims later passed to Simon de Montagu (not William, although both his son and grandson were called William), whom she may have married."
Hie dy hirrey Cooney gys Ree Goall.[18],"Went to seek help, to the King of Galloway.","[18] Goall] appears to be cognate with Gall, gen. Goill used in Old Irish for foreigners generally, and in Scottish Gaelic for non-Gaelic speaking Scots and the South of Scotland generally. Likely here to refer to Galloway, or Southern Scotland generally. Ree Goall is likely to be John Balliol Lord of Galloway (1268-1314) and King of Scotland (1292-1296)."
"O Albanee my vow uss feeu,","O, Scotsman, if you were worthy,",
As dy Haghter ec dy heet ayn;,"And an ambassador when coming hither,",
"Cammah nagh durree oo as ve dy Ree,","Why didn’t you stay and be a king,",
"Myr vow O ree, as Mac Ree Laughlin.","As you were, O King, and the son of the King of Norway?",
"Agh s’beg eh lhiam, dy veg eh lhiat,","But it matters not to me that it mattered not to you, (??)",
"Ny Fee ’ve rock, rock, erskyn dy Ching;","The ravens, being a-croak-croaking above your head.",
Agh lhig dooys loayrt jeh’n Inneen gring[19],"But let me speak of the fair daughter,","[19] gring] Scottish Gaelic; grinn—‘fair’, ‘pretty’ (Dwelly)."
Neeayr as nagh daag oo bio agh ee;,Since you didn’t leave any alive but her,
"Haink jeh Sluight Ree Laughlin,","Who came from the lineage of the King of Norway,",
As v’ee Inneen da Ree Gorree.,And was a daughter[20] to King Orry.,[20] ‘Daughter’ here might be better understood as ‘descendant’.
"Cha[21] leah as chragh y Noid y Cheer,","As soon as the enemy plundered the country,",[21] Cha] text Chia
Nagh jagh eh roish as daag eh ee;,"He went on his way, and he left her;",
"Myr yinnagh y Sowin[22] choo rish e Quallan,","As the bitch would do to her puppy,","[22] Sowin] Scottish Gaelic samhan ‘female dog, bitch’ (Dwelly)."
Eh aagail ny lhie er Beggan Bree.[23] ,Leaving it lying without a thought.,"[23] Er beggan bree] Seems here to carry the sense ‘for no reason’ or ‘with no meaning’, rather than ‘on small power’ (or perhaps; ‘listless’)."
"Cha leah as chragh y Noid y Cheer,","As soon as the enemy plundered the land,",
Nagh jagh eh roish noon gys Nolbin;,He went on his way over to Scotland;,
"As ghow ish Lhuingys neesht myr beer,","And she embarked too, if what they say is true,",
As hie ee rhimbee gys Ree Hocsyn.,And she went off to the King of England.[24],"[24] Likely to be Edward I, King of England (1272-1307)."
"Cha leah as raink ee gys y Choort,","As soon as she arrived at the court,",
Ren eh j’ee soiagh dy feer choar;,"He treated her very agreeably,",
"As da ny Deiney haink mâree,","And to the men who came with her,",
Hug y Ree palchey d’argid’s d’oar.,The king gave lots of silver and gold.,
"Nagh ren eh fênaght j’ee quoi v’ee,","He asked her who she was,",
Ny cre va heilkin gys e Choort;,And what was her mission was to his court.,
"Ta mish, dooyrt ish, Inneen da Ree,","‘I am, she said, the daughter of a king,",
"Erreish ve Spooilt, as gyn Kiannoort.[25]","Recently robbed, and without a leige lord.","[25] Kiannoort] ‘a governor’, ‘a leader’ – perhaps in this sense, without a liege lord."
"She mysh dty Vyghin as dty Ghrayse,",It is about (in hope of) your mercy and your grace,
"Ta mish nish lhoobey hoods, O Ree;","That I am now bowing to you, O king;",
"Cha vel mee geearree Mie ny Maase,[26]","I am not desiring prosperity or goods,","[26] Maase] usually ‘livestock’. The usage in this piece suggests a broader meaning derived from mieys—‘goodness’, hence ‘goods’ or ‘wealth’, rather than Scottish Gaelic, and Irish meas—‘respect’, ‘esteem’, ‘status’, ‘regard’."
"Agh geearree ort dty Chymmey, Ree.","But desiring from you your compassion, O King.’",
"She dty vea hooin, dooyrt Ree Hoscyn,","‘Welcome here to us’ (‘royal we’), said the King of England,",
As ren eh poosey ish myr beeu;,"And he married her as was fitting,",
"Vee Sluight Laughlin, Inneen Gorree,","She, who was of the lineage of Norway, daughter of Orry,",
Rish Sir William dy Vountegue.,To Sir William de Montague.[27],"[27] Perhaps, Isabel, parents unkown, who married Simon de Montagu."
"Eisht Sir William va Ree Vannin,","Then, Sir William was the King of Mann,[28]","[28] William dy Montagu, grandson of Simon de Montagu, had his claim to the title of King of Mann confirmed by Edward II, King of England in 1333. He became Earl of Salisbury in 1337."
Cha hoie eh jee agh beggan feeu;,He didn’t consider it worth very much;,
"Son chreck eh ee, as ghow eh Maase,","For he sold her, and he acquired goods,",
O ree red bastagh dy ren rieau.,"O, the most pitiful thing that a king ever did to her (the Island). ",
"Rish yn Chiarn Scroop chreck eshyn ee,","He sold it to Lord Scrope,[29]","[29] William Scrope, 1st Earl of Wiltshire. Acquired the title of King of Mann by purchase in 1393, from William de Montagu. "
O ree nagh ’merg hug saynt da Maase;,"O to her (the Island), he woefully coveted riches;",
"Ga ve ayns foayr mooar rish y Ree,","Although he was in great favour with the king,",
Gerrit ny-yei hur eshyn baase.,He died shortly after.,
"Agh fys nyn Gooishyn cha vel aym,","But knowledge of their matters have I not,",
Lhig dauesyn sailliu fysseree;,"Let whoever you please know,",
"Agh aym ta fys er shoh dy feer,",But this I do truly know;,
Dy row lane Maase seihlt ec y Ree.,That the king had a lot of worldy riches.,
"Haink yn Ellan eisht gys y Ree,","The Island then came to the King,[30]","[30] King Henry IV overthrew Richard II. As a supporter of Richard II, William Scrope was executed and all his titles and property were taken by the crown."
"Conaant Scroop myr shoh dy jarroo,","Scrope’s contract was indeed thus,",
Nagh beagh ny sodjey echey j’ee,That he would not possess her any longer,
Ny veagh e vio-hys er y Thalloo.,Than his life would be on Earth. ,
"Haink yn Ellan reesht gys y Ree,","The Island then came back to the King,",
As mooar y bree cha row echey ayn;,And he had no great enthusiam for it.,
"Hug eh da Earl Northumberland ee,","He gave it to the Earl of Northumberland,[31]","[31] Henry Percy, 1st Earl of Northumberland, was granted the Kingship of the Isle of Man by Henry IV of England in 1399. Henry Percy rebelled against the Henry IV and died at the Battle of Bramham Moor in 1408. "
Agh cha dug eh ee da e Chloan.,But he didn’t give it to his offspring.,
"Adsyn veagh dunnal ayns Caggey,","Those who would be brave in war,",
Yioghe ad Giootyn mooar myr bailliu;,"They would receive gifts as great as they’d like,",
"Agh ayns Caggey mooar Sal’sbury,[32]","But in the great Battle of Salisbury,","[32] Caggey mooar Sal’sbury] ‘the Great Battle of Salisbury’, seems to be a mistake for the Battle of Shrewsbury (1403), in which Henry Percy’s forces were defeated, and in which Sir John Stanley fought and was wounded."
Va Earl Northumberland er ny varroo.,The Earl of Northumberland was slain.,
"Quoi hagher eisht gys y Vagher,[33]","Who happened then unto the field,","[33] Quoi hagher eisht gys y Vagher] though Quoi usually refers to a person, it may also mean ‘which (one of two or more alternatives)’, or, the archaic English question word ‘whether’. An alternative translation for this line; ‘What happened then, to the battle ...’"
Agh Sir Juan Stanley cosney Bwoid;,"But Sir John Stanley, winning the victory;",
"Myr by-vannee haink er y Laa,","How fortunately the day went for him,",
Lesh e Chliwe geyre ve sheer goll trooid.,"With his sharp sword, that was constantly piercing through.",
"My Ree, by-veg er hene nyn Mea,","My King! their lives were of little value to him,",
Yiaragh eh Dooinney sheese dyn Glare;,"He would cut a man down without speech,",
"Varragh eh lesh un vuilley Shleiy,",He would kill with one spear blow;,
Cabbyl as Dooinney gys y Laare.,Horse and man to the floor.,
"Cre dy aase veagh Claiggin e Ching,",Whatever use would be the scalp of his head (??);,
Gyn King cha ragh eh-ass;,Without a head he would not go forth;,
"Ny cre by-eillit veagh e Ghreem,","Nor how well armoured his back would be,",
Roashagh e Chliwe geyre e Chress.[34],His sharp sword would reach his flesh.,"[34] cress] Irish cneas (Ulster and Connacht pron: cɾʲasˠ), Old Irish; cnes ‘skin’, ‘bark’, ‘rind’, ‘body’, ‘waist’.; cneas ‘skin’, ‘bosom’ (Dwelly)."
"Tra scuirr y Magher, as ghow eh fea,","When the battle ceased, and he took rest,",
Eisht boggey mooar ayn hene ghow’n Ree;,Then the king rejoiced in himself;,
"As deie eh hug Sir Juan Stanley,","And he called Sir John Stanley to him,",
Dy ghoaill eh Leagh jeh Maase26 as Nhee.,To receive a reward of riches and goods.,
"Kyndagh dy vel uss er my rere,[35]","‘On account of you having upheld me,","[35] kyndagh dy vel uss er my rere] ‘on account of you having upheld me’, by analogy to; neem’s dy jarroo uss y reir (Isaiah 41.10)—'I will uphold thee’, "
"Sheer cosney Bwoid dooys, as dhyt hene;","Continually gaining victory for me, and for yourself,",
Gow son dy Leagh Ellan Vannin,"Take for your reward the Isle of Man,",
Son Leagh dy hagher[36] dy bragh beayn.,As an everlasting reward of your circumstance.’,"[36] taghyr] ‘hap’, ‘chance’ (Cregeen)."
Shen myr haink yn Ellan gys nyn Laue,"That is how the Island came to their hands,",
As shen myr haink Clein Stanley ayn;,And that is how Clan Stanley came in;,
"As Ree lurg Ree freayall shin veih Gaue,","And king after king keeping us from danger,",
As mooarane Bleeantyn Chiarnyn ayn.,And there being many years of lords here.,
"Eisht tra hooar Sir Juan Stanley baase,","Then when Sir John Stanley died,",
"Haink reesht Sir Juan geiyrt er, e Vac;",Another Sir John came following him; his son;,
"Va mooarane Blein heear ayns Neirin,",Who was for many a year West in Ireland,
Ny Lieutenant feer ooasle oc.,Their very noble lieutenant.,
"Eisht haink Thomase Derby Ruggery Ree,[37]","Then came Thomas Derby, regent of the king ???,",[37] Thomas Derby (1435-1504) was stepfather to King Henry VII. Ruggery here taken as ‘regent’. 
Eh-hene va ceau yn Cribble Oar;[38],The very one who wore the golden garter;,[38] cribble oar] Scottish Gaelic cneaball ‘garter’ (Dwelly) òr—‘gold’ (Dwelly).
"Cha row un Chiarn ayns Socsyn ’sthie,",There was no Lord within England,
"Lesh whilleen Gymman-glioon cheet ny chear,",With so many retainers in his train.,
"Er[39] Albanee chooilleen eh Clea,","On Scotsmen he avenged an ambush (raid),",[39] Er] text En
As hie eh noon gys Keel choobragh;,And went over to Kirkcudbright;,
"As ren eh lheid y chladdagh[40] Thie’n,",And he made such a destruction of houses,"[40] Chladdagh] Thomson: the word claddagh , usually ‘bank, shore’, has the unusual sense of ‘destruction’ as in Sc. G. cladach (Dwelly, cited from Mac Eachen’s dictionary). "
Dy vel paart ayn foast gyn Mullagh.,That some are still without a roof.,
"Nagh bwaagh shen dasyn Dooiney-aeg,","How smart that was for him, a young man,",
Yn Clea chooilleen my by-vooar e Ghraine;[41],To avenge the raid before his beard was big;,"[41] graine] Thomson: Ir. greann: Ó Dónaill: greann2, m. (gs. grinn). 1. Bristly hair or beard. "
"Roish haink rieau er e Ghob Faasaag,","Before a beard ever came on his face,",
As e gheiney ’chur lesh[42] ass dy slane.,And to bring his men out unharmed.,[42] lesh] text less
"Ayns un Thousane Queig Cheead as Shiaght,","In fifteen hundred and seven,",
She ayns Mee ny Boaldiney ve;,It was in the Month of May;,
"Ghow eh Thalloo ayns Roonyssvie,","He landed in Ronaldsway,",
Er Boirey’n Theay hug eh slane Fea.,He put complete calm on the people’s trouble.,
"Lheid y Thie as dreill eshyn hene,","Such a house as he kept himself,",
Dy Ree ny Ruggerey dy hreg ny hrean;,Of a king or regent to ??? or ???;,
"Cha vaik sleih lheid rish Milley Blein,","People had not seen the like for a thousand years,",
Chamoo hee reesht ’syn Earish ain.,Nor will it be seen again in our time.,
"Agh arragh dy Voylley cha jean-yms ny smoo,","But I will not make any more praise,",
Choud as sbooie dooinney feanish my Hooill;,"Whilst I am an eye-witness to such a victorious man,",
"Er-aggle dy dagher daue rhym y ghra,","For fear that it might occur to them to say to me,",
Dy nee son Leagh vein sheer brinooile.,That it is (only) for a reward I would be alwaays flattering.,
"Agh faag-ym da’n nah Ghooinney hig my Yei,","But I will leave it to the next man who comes after me,",
E Voylley hene myr sheagh chur da;,His own praise as would be worthy to give him;,
"Tra vees e Chress ny lhie ’syn oaie,",When his skin is lying in the grave.,
Yiow’n Dooinney Bwoid myr sheagh chur da.,The man will receive a triumph as is worthy to give him.,
FINIS.,FINIS.,
