Speaker,Manx,English,SubStart,SubEnd,Notes
WR,(unclear) C'red v'ad gobbyr lesh as reddyn v'ad cuirr yn arroo ooilley lesh un laue.,(unclear) What they were working with and things they were sowing the corn with one hand.,308,314,
JK,"... ayns y shenn laghyn, va dooinney abyl cuirr red goll-rish jeih acyr ayns laa, as tra v'ad gobbyr lesh daa laue dy cuirr, v'eh abyl jannoo feed as jeih, bunnys.","... in the old days, a man was able to sow something like ten acres in a day, and when they'd work with two hands to sow, he was able to do thirty, almost.",314,332.6,
WR,Jeih as feed bunnys.,Thirty almost.,332,334,
JK,Lesh yn daa laue.,With both hands.,332.8,334.3,
WC,Dy jarroo?,Indeed?,333.7,335,
JK,"Va. As veagh daa ven ec jerrey er y, kione jeh yn vagher, as hoeaghyn ec ad, as v'ad lhieeney yn hopper, v'ad gra yn thing v'ad cur yn arroo ayn. ","Yes. And there would be two women at the end of the, the end of the field, with hoes, they were filling a hopper, they were calling the thing they were putting the corn in.",335,354,
WR,Yn hopper?,The hopper?,353.8,354.5,
WC,Yn hopper? Oh ta mee er clashtyn shen.,The hopper? Oh I have heard that.,354.5,357,
JK,Ta. As eisht cha row ad fuirraght un minnid [?]gys v'ad ersooyl reesht as yn slane laa myr shen as v'ad abyl cuirr red goll-rish feed as jeih ta mee shein ayns laa.,Yes. And then they weren't waiting a minute [?]until they were off again and the whole day like that and they were able to sow something like thirty I suppose.,357,377,
JK,"As ta mee er fakin ad jannoo shen. Eisht va shen jeant, ooilley yn cuirr jeant v'ad goll eisht son dy cur yn thalloo ayns order son yn [?]geayin as [?]gaase as v'ad roie yn, va'd roie yn cleain harrish as, ghaa ny three dy traaghyn as, as roie yn flag harrish son dy brishey yn crammanyn.","And I have seen them do that. Then that was done, all the sowing done they would go then to put the land in order for the [?]lambs and [?]crops and they would run the, they would run the harrows over and, two or three times and, and run the flag(-harrow) over to break the lumps.",377,416,
WR,Ta.,Yes.,416,417,
JK,As va shen ooilley jeant v'ad goll dys jeigh yn doarlish lesh soddyn as faagail eh myr shen dys yn traa veagh eh son buinn. As eisht va sleih cheet as buinn eh lesh corran as lesh yn yiarn foldyragh as shen yn aght v'ad buinn ooilley yn arroo.,And that was all done and they would go to close the gap with sods and leave it like that until it would be time for reaping. And then the people were coming and reaping it with a sickle and with the scythe and that's how they would reap all the corn.,417,447,
WR,Dy jarroo?,Indeed?,446.8,448,
JK,Lesh yn corran as yn ...,With the sickle and the ...,448,450,
WR,Yiarn foldyragh.,Scythe.,450.5,451.9,
JK,"Yiarn foldyragh. As va, ayns boayl mooar v'ad gobbyr yn yiarn foldyragh.","Scythe. And yes, in a big place they would work the scythe.",452,461,
WR,Ta.,Yes.,461.5,462.5,
JK,"Veagh dooinney va heese lesh yn yiarn foldyragh, v'eh abyl giarrey red goll-rish daa acyr ayns laa. As v'eh goaill, well ny keayrtyn v'eh goaill queig sleih geiyrt er eh, son dy troggal eh, jannoo eh ayns bunneeyn, as err peiagh cha row feer vie ec y yiarn foldyragh, v'eh abyl giarrey red goll-rish acyr ayns laa as va three goll geiyrt er.","A man who was down with the scythe (i.e. knew how to use it), he was able to cut something like two acres in a day. And it took, well sometimes it took five people following him, to pick it up, make it into sheaves, and err a person who wasn't very good at the scythe, he was able to cut something like an acre in a day and three were following him.",462,502502,
WR,Deiney ny mraane?,Men or women?,502.5,504.1,
JK,"Va... va paitchey goll jannoo boandaghyn as va'n ven cheet troggal yn, as yn dooinney cheet kiangley yn boandaghyn as cur dys yn sthook.","A child would, would go making bindings and the woman would come picking up, and the man would come to tie the bindings and put into the stook.",504,519,
WR,Ta.,Yes.,519,520,
JK,Shen va'd ... jannoo.,That was what they ... would do.,520,524,
WR,As vel cooinaghtyn ayd er y traa v'ad bwoalley yn arroo lesh yn slat-soost?,And do you remember the time they would thresh the corn with the flail?,527,532.3,
JK,"V'ad bwoalley yn arroo ooilley voish daa, voish, ayns daa maidjey. Red v'ad gra yn 'flail' da.","They would thresh the corn all from two, from, in two sticks. They'd call it the ""flail"".",532,542,
WR,Yn 'flail' she.,"The ""flail"" yes.",542,543.5,
JK,As ...,And ...,545.3,546,
WR,V'eh jeant ayns daa pheesh nagh row?,It was made in two pieces wasn't it?,545,547.5,
JK,"Va. Va nane jeh, va'n cass red goll-rish kiare cassyn ayns lhiurid as yn kione v'eh daa cass ayns lhiurid.","Yes. One of it was, the handle was something like four feet long and the head it was two feet long.",547.1,556.5,
WR,"As va ennym er y kione,",And the head had a name.,556.5,559,
JK,As v'eh kianglt lesh cabbyn keyl.,And it was joined with thin leather thongs.,559,563.5,
WR,Cabbyn keyrragh.,Sheep thongs.,563.5,565.1,
JK,"Keyrragh, va.","Of sheep, yes.",565,566.7,
WR,"As va'n kione, va, va ennym er y kione, yn sladdan, nagh vel?","And the head was, the name of the head was the ""sladdan"", wasn't it?",566.7,570.3,
JK,"Oh cha row, cha row ad gra sladdan da shen edyr, nee mee ginsh dhyt mygeayrt yn sladdan jus nish.","Oh no, they didn't call that the ""sladdan"" at all, I'll tell you about the ""sladdan"" just now.",570.3,576.5,
WR,Kiart dy liooar eisht.,Right oh then.,576.3,578,
JK,"Cha ren oo clashtyn, err, er y maidjaghyn as yn, er shen. ","You didn't hear, err, on the sticks and the, on that.",578,588,
WR,Cre'n aght v'ad geddyn yn arroo glen veih trustyr as coau?,How would they get the corn clean of rubbish and chaff?,588.2,592.5,
JK,"Oh v'ad, va daa dorrys er y thie [?]sod/soalt, as eisht va, bee dooinney as peck echey.","Oh they were, there were two doors on the [?]sod/barn house, and then there was, will be a man with a peck.",592,606,
WR,C'red echey?,He had what?,606,607.3,
JK,Peck.,A peck.,,,"Sc. (An Faclair Beag) Peic = Peck, measure (2 gallons). 2 The vessel used for this measure."
WR,Oh she.,Oh yes.,609,610,
JK,"Lane arroo, as yn fuygh, as yn coodaghyn curnaght as ooilley ayn, as v'eh craa roish yn geay va cheet stiagh ayns un dorrys as goll magh er y dorrys elley.","Full of corn, and the wood, and the wheat coverings (bran?) and all in it, and he would shake it before the wind that came in one door and went out the other door.",609.4,624,
WC,"Oh ta, ta mish toiggal.","Oh yes, I understand.",623.8,625.5,
JK,"As ta mee er fakin ad tra va, cha row dy liooar, cha row geay dy liooar ayn, veagh daa ven sheebey lesh dollanyn.","And I have seen them when, there wasn't enough, enough wind, two women would be blowing with winnowing fans.",625.5,636,
WR,[laughs],[laughs],636,637,
JK,"Yn geay er y curnaght, son dy glenney. As ny keayrtyn tra va ram geay ayn, v'ad cur jeebin harrish yn dorrys, son dy hayrtyn yn, coodagh yn curnaght, son va shen stoo feer vie v'ad gra, son y cabbyl as v'ad, goaill ny turnipyn as praaseyn as, ooilley yn reddyn myr shen as cur ad cooidjagh as va shen yn, yn red va'n cabbyl geddyn son jinnair.","The wind on the wheat, to clean. And sometimes when there was lots of wind, they'd put a net over the door, to catch the, covering of the wheat (bran?), for that was very good stuff they said, for the horse and they'd, take the turnips and potatoes and, all the things like that and put them together and that was the, what the horse would get for dinner.",637,675,
JK,[Coughs],[Coughs],678,680,
JK,"As eisht v'eh, tra va'n ... jeant myr shen v'ad goaill red v'ad gra 'ree', 'ree' as red ennagh myr shen son, as v'ad cur eh mygeayrt as mygeayrt as va ooilley yn reddyn trome cheet dys y vean. As v'ad goaill y laue eisht, as goaill ad ooilley jeh, as ceau ad ayns tubbag ny red ennagh myr shen.","And then he was when the ... was done like that they'd take what they called ""ree"", ""ree"" and something like that for, and they'd put it around and around and all the heavy things would come to the middle. And they'd take the hand then, and take them all off, and throw them in a tub or something like that. ",680,709,
WR,She.,Yes.,709,710,
JK,"As eisht va'n, va'n arroo ooilley glen, son dy creck, son dy, cur dys y vwyllin, ny red erbee dy freayll eh son y geurey. As va'n dooinney lesh yn flail goll mygeayrt yn slane blein, feallee va jannoo yn keird jeh. V'ad buinn dy chooilley laa ayns y vlein.","And then the, the corn was all clean, to sell, to send to the mill, or anything to keep it for the winter. And the man with the flail went around the whole year, people who made a trade of it. They would reap every day of the year.",710,746,
WR,"Buinn dy chooilley, chooilley laa ayns y vlein?","Reap every, every day of the year?",746,748.2,
JK,"Va, well cha row ad bwoalley Jedoonee, but ooilley yn laghyn elley v'ad bwoalley. V'ad jannoo keird er. Ta, ghooinney.","Yes, well they wouldn't reap on a Sunday, but all the other days they'd reap. They were making a trade of it. Yes, man.",748.2,763.5,
WR,C'red va'n dooinney shen geddyn 'sy laa?,What would that man get per day?,763.5,765.5,
JK,"Oh v'ad geddyn jus skillin y laa reddyn myr shen as y vee. Va shen yn aill va goll bunnys son dy chooilley dooinney. Skillin as yn vee. Shey skillin ayns y shiaghteeyn as cha row veg son Jedoonee. As v'ad ooilley gobbyr mysh, son shen. Va paitchyn gobbyr feed blein voish nish ghooinney, va paitchyn geddyn well v'ad geddyn three phingyn as kiare pingyn ayns yn laa. As yn vraane v'ad geddyn hoght pingyn as y vee.","Oh they'd get just a shilling a day like that and the food. That was the wages that there were for nearly every man. A shilling and the food. Six shillings for the week days and there wasn't anything for Sunday. And they'd all work about, for that. Children were working twenty years from now man, children would get, well they'd get three pence and four pence a day. And the women they'd get eight pence and the food.",765.5,808,
WR,Hoght pingyn y laa.,Eight pence a day.,808,809.5,
JK,"Va, geddyn hoght pingyn as yn vee echey ayns y laa, son soie praaseyn as jannoo dy chooilley red magh va'n ven, v'ad smooinaghtyn va'n ven ginsh dom dy jannoo ooilley yn obbyr er ny magheryn, cha row yn deiney jannoo veg as bee ad ayns y moanee as ayns y marl as glenney jeeigyn as jannoo reddyn ...","Yes, getting eight pence and his food per day, for setting potatoes and satisfying everything the woman was, they were thinking the woman was telling me [sic] to do all the work on the fields, the men weren't doing anything and they would be in the peatbog and in the marl clearing ditches and doing things ...",808.9,837.5,
WR,Troggal cleighyn.,Building hedgebanks.,837.5,838.5,
JK,"... myr shen ooilley yn blein. Cha row ad rieau son glenney turnipyn ny praaseyn, ny, troggal praaseyn ny red erbee myr shen cha row yn deiney, v'ad smooinaghtyn cha row yn deiney jeant son shen edyr.","... like that all the year. They would never clean turnips or potatoes, or, pick potatoes or anything like that the men wouldn't, they were thinking that the men weren't made for that at all.",838.5,853.2,
DF,Hmm.,Hmm.,853.2,853.8,
WR,"Va shen obbyr ny, ny mraane as paitchyn.",That was the work of the women and the children.,853.5,856,
JK,Obbyr ny vraane as yn paitchyn ...,Work the women and the children ...,855.4,857.5,
DF,Hmm.,Hmm.,857.5,858,
JK,... va jannoo shen.,... were doing that.,858.3,860,
DF,Hmm.,Hmm.,860,861.5,
WR,As va ny deiney cr- ceau ram traa ec yn eeastagh neesht.,And the men would spend a lot of time at the fishing too.,862.2,865.8,
JK,"Oh well va shen feallee veg creckyn veg, feallee as red goll-rish queig as shey as shiaght as jeih acyryn dy thalloo ec ad. V'ad jannoo ooilley yn obbyr roish yn, v'ad goll dys yn scaddan.","Oh well there were little folks little sales, folks with something like five and six and seven and ten acres of land. They would do all the work before the, before they'd go to the herring.",865.5,886.5,
DF,Hmm.,Hmm.,886.5,887.2,
WR,Roish yn arragh.,Before the spring.,887,888,
JK,"V'ad ooilley goll dys y scaddan bunnys, as faagail yn, yn vraane as yn paitchyn thie dy jannoo yn obbyr tra v'ad ersooyl. But v'ad soie y praaseyn, as v'ad cuirr yn arroo, cuirr yn turnipyn as ooilley roish v'ad goll.","They'd all go to the herring nearly, and leave the, the women and the children at home to do the work when they were away. But they'd set potatoes, and they'd sow the corn, sow the turnips and all before they'd go.",888,907.7,
WR,Hmm. Cre choud va ny deiney ersooyl? Mysh three ny kiare meeaghyn?,Hmm. How long were the men away? About three or four months?,907.8,912.5,
JK,"Oh, oh, v'ad ersooyl mysh, v'ad ersooyl red goll-rish kiare vee.","Oh, oh, they were away about, they were away something like four months.",911.7,919.5,
WR,Hmm.,Hmm.,919.5,920.5,
JK,Oh as paart shen paart jeh ad as paart elley cheet thie ec y kione three vee.,"Oh and some of that, some of them and others coming home after three months.",920,926.7,
WR,Hmm.,Hmm.,926.7,928,
JK,"Feallee va obbyr ec ad dy jannoo thie v'ad er cheet, cha row ad goll ersooyl dys Nerin ny boayl erbee myr shen, ny dys Olbynee ny, v'ad cheet thie dy gobbyr yn thalloo, as geddyn yn arroo stiagh as, yn traa va'n giarr- v'ad, tra v'ad giarrey yn arroo, v'ad giarrey ooilley as cur eh ayns sthookyn as cur kione er ad v'ad gra. Eisht v'ad, v'ad ayns shen err son shiaghtin ny red myr shen, v'ad goll as jannoo sheeigyn jeh ad. As eisht yn traa va'n dooinney cheet stiagh, thie, v'eh cur yn sheeigyn shen ooilley ayns creagh ayns yn uhllin.","Folks who had work to do at home they had come, they weren't going away to Ireland or any place like that, or to Scotland or, they would come home to work the land, and get the corn in, and when they cut the corn, they cut it all and put it in stooks and finish them they'd say. Then they would be there err for a week or something like that, they'd go and make shocks of them. And then when the man came in, home, he'd put those shocks all in a stack in the stack-yard.",928,973,
WR,"Ayns yn uhllin, she.","In the stack-yard, yes.",973,974.2,
JK,"Shen va, she, obbyr mooar echey.","That was, yes, his main work.",974.2,976,
WR,"Ny laghyn t'ayn nish cha nel ad jannoo ad ayns sheeigyn noadyr, t'ad ...","These days they don't make them into shocks at all, they ...",976.2,980,
JK,"Oh cha nel ad jannoo sheeigyn, ta mee er fakin keeadyn as keeadyn sheeigyn ...","Oh they don't make shocks, I have seen hundreds and hundreds of shocks ...",979.5,983.7,
WR,Hmm.,Hmm.,983.5,983.9,
JK,"... ayns y vagheryn, ",... in the fields.,983.9,984.8,
WR,Hmm.,Hmm.,984.7,985.6,
JK,"As v'eh, yn keeadyn, va sheeigyn shassoo dys yn traa va'n dooinney cheet voish yn scaddan, ghooinney ...","And it was, hundreds, shocks were standing until the the time the man came from the herring, man ..",985.5,991.9,
WR,Hmm.,Hmm.,991.8,992.7,
JK,"... foddee vee ny daa vee, tra va'n earish chirrym dy liooar dy cur ad stiagh, v'eh jannoo creaghtyn jeh ad.","... maybe a month or two months, when the weather was dry enough to put them in, he would make stacks of them.",992.7,1005,
WR,As quoi va buinn yn traagh?,And who was cutting the hay?,1005,1007,
JK,"Oh yn dooinney lesh yn, yn dooinney lesh yn, lesh yn yiarn foldyragh.","Oh the man with the, the man with the, with the scythe.",1007,1015,
WR,Hmm. Row yn traagh ooilley gaase ayns ny Curraghyn?,Hmm. Was all the hay growing in the Curraghs?,1015,1018.8,
JK,Huh?,Huh?,1018.8,1019.8,
WR,Row yn traagh gaase ooilley ayns ny Curraghyn?,Was the hay growing all in the Curraghs?,1019.8,1022.4,
JK,"Oh cha row traagh, va traagh gaase ayns y vagheryn, v'ad cuirr yn ...","Oh hay wasn't, hay was growing in the fields, they would sow the ...",1022.4,1029.2,
WR,"Row ad, row ad geddyn traagh voish ny lheeanneeyn ayns ny Curraghyn?","Were they, were they getting hay from the meadows in the Curraghs?",1029.2,1032,
JK,"Oh va, va dy chooilley stundayrt jeh goll er giarrey ayns yn laghyn shen.","Oh yes, every yard was cut in those days.",1032,1036.4,
DF,"Hmm, hmm.","Hmm, hmm.",1036.5,1037.6,
?,[Coughs],[Coughs],1037.6,1038.4,
JK,Cha row ad jeeaghyn er un stundayrt cha row ad giarrey.,They were not looking at one ?yard? that they weren't cutting.,1038,1046.4,
WR,"G-, giarrey ooilley.",Cutting all.,1046.4,1047.4,
JK,"Giarrey ooilley ghooinney, as cur lesh eh thie.","Cutting all man, and bringing it home.",1047.4,1049.6,
WR,Hmm. As v'ad cur magh ny booaghyn er cheu ny bayryn neesht.,Hmm. And they'd put the cows out on the side of the roads too.,1049.6,1054,
JK,Huh?,Huh?,1054,1055,
WR,"V'ad cur magh ny, yn booa, er cheu yn vayr neesht.","They used to put out the, the cow, on the side of the road too.",1055.3,1059.2,
JK,Cheu ny bayr? ,The side of the road?,1059.2,1060.5,
WR,Ceau [sic] yn vayr she.,The side of the road yes.,1060.5,1062.1,
JK,Ayns ny laghyn shen?,In those days?,1062,1063.3,
WR,She.,Yes.,1063.3,1064,
JK,"Oh va, v'ad, cha row paart jeu, yn feallee veg va freayll booa, cha row thalloo erbee ec ad as yn, as yn bayr.","Oh yes, they were, some of them weren't, the little folks were keeping a a cow, they didn't have any land, but the, but the road.",1064,1073.7,
DF,Hmm.,Hmm.,1073.7,1074.2,
JK,V'ad ...,They'd ...,1075.5,1076,
WR,"V'ad, v'ad gra rish shen yn magher liauyr.",They'd call that the long field.,1075.5,1078,
JK,"Yn magher liauyr, shen v'ad gra, she, yn magher liauyr. Ta mee er fakin ad gobbyr yn cabbil, piyr dy cabbil ooilley yn, lieh laa as eisht traa jinnairagh v'ad pluckey yn, yn gearyn jeh ad as lhiggey ad goll dys yn vayr dy geddyn jinnair.","The long field, that's what they'd say, yes, the long field. I have seen them working the horses, a pair of horses all the, half day and then at dinner time they'd take the, the harnesses off them and let them go to the road to get dinner.",1078,1102,
WR,Hmm.,Hmm.,1102,1103,
JK,"As eisht tra v'ad, v'ad cur, langeid er y cabbyl, yiarn, yn aght cha row ad abyl dy geddyn feer foddey, as v'ad goll ec jees er y clag as geddyn ad dy goll dy gobbyr yn fastyr reesht, va ram jeh ad jannoo shen.","And then when they were, they'f put, a lanket on the horse, iron, so that they couldn't get very far, and they'd go at two o'clock and get them to go to work in the afternoon again, lots of them would do that.",1102.9,1126,
WR,As va shen ooilley yn jinnair v'ad geddyn.,And that's all the dinner they'd get.,1126,1128,
JK,"Cha row ad geddyn lane doarn, lane doarn dy faiyr ayns yn bayr son meeiley, v'eh ooilley, v'ad ooilley gyndyrit lesh yn keyrraghyn as yn ollagh as yn cabbil as, cha row, v'ad bunnys yn cleigh geeit ec ad ...","They wouldn't get a fist full, a fist full of grass in the road for a mile, it was all, they were all grazed by the sheep and the cattle and the horses and, no, they'd nearly eat the hedgebank ...",1128,1154.9,
WR,Hmm.,Hmm.,1154.9,1155.5,
JK,... son cha row ad smooinaghtyn dy row boayl erbee elley as yn bayr dy cur ad ayn.,... for they didn't think there was any other place apart from the road to put them in.,1155.5,1161,
WR,As ayns y tourey v'ad cur ny kirree dys ny sleityn nagh row?,And in the summer they'd send the sheep to the mountains wouldn't they?,1161,1165.5,
JK,"Oh vel, souree? Va, v'ad freayll ad goll mygeayrt ayns yn geurey.","Oh did they, summer? Yes, they'd keep them going around in the winter.",1165.5,1173,
WR,Ec y thie.,At home.,1173,1174,
JK,"Yn traa va'n sourey cheet v'ad goaill ooilley dys yn clieau, cha row ad freayll keyrrey erbee er y, er y thalloo. V'ad ...","When the summer came they'd take them all to the mountain, they wouldn't keep any sheep on the, on the land. They'd ...",1174,1191.3,
WR,"Va'n, va'n faiyr ooilley laccalit son yn ollagh.","The, the grass was all needed for the cattle.",1191.3,1193.5,
JK,"V'ad laccal yn traagh son y cabbil as v'ad laccal yn coonlagh son yn ollagh, as, as va'n keyrrey goll dys y clieau.","They wanted the hay for the horses and they wanted the straw for the cattle, and, and the sheep went to the mountain.",1193.5,1208,
DF,Hmm.,Hmm.,1208,1209,
WR,"Va'n ollagh geddyn yn coonlagh ayns y geurey, row?","The cattle would get the straw in the winter, would they?",1209,1211.8,
JK,"Oh va, as turnipyn ...","Oh yes, and turnips ...",1211.8,1213.2,
WR,Hmm.,Hmm.,1213.2,1214.2,
JK,"... praaseyn as reddyn myr shen v'ad geddyn. Va ram jeh'n [?]buckad goll ayns ny laghyn shen, v'ad goaill eh, goaill ad ooilley, turnipyn as praaseyn as cur ad fo yn, coodagh yn curnaght as v'ad, sleaydey [?]buckadyn dy chooilley traa jeh'n laa v'ou smooinaghtyn. Va'n vraane as yn paitchyn jannoo shen.","... potatoes and things like that they were getting. The [?]bucket was used a lot in those days, they'd take it, take them all, turnips and potatoes and put them under the, bran and they'd drag [?]buckets all the time of the day you'd think. The women and the children would do that.",1214.2,1231.8,
WR,Hmm.,Hmm.,1241.8,1242.7,
JK,... as ayns boaylyn mooar va'n dooinney jannoo eh.,... and in big places the man would do it.,1242.7,1251,
WR,"As tra va'n coonlagh as ny turnipyn as ny praaseyn goan ayns y geurey, v'ad cur conney da ny cabbil nagh row?","And when the straw and the turnips and the potatoes were scarce in the winter, they'd give gorse to the horses wouldn't they?",1251,1260,
JK,Giarrey conney as bwoalley eh.,Cutting gorse and threshing it.,1260,1261.7,
WR,"As bwoalley, she, she.","And threshing, yes, yes.",1262,1263.8,
JK,"Va, ta mee er fakin, oh keeadyn, keeadyn as keeadyn dy tunney bwoallit, lesh daa vollad vooar.","Yes, I have seen, oh hundreds, hundreds and hundreds of tonnes threshed, with two big mallets.",1263.8,1275,
WR,Daa vollad v'ad jannoo ymmyd jeh?,Two mallets they were using?,1275,1276.7,
