Manx,English,Diplomatic
"Eisht ren Max crancal yn kip as çhionney yn streean as gra rish ny cabbil; “Nish my aalidyn jeeagh shiu dooin cre ta shiu jeant jeh! Ellee shiu! Ellee shiu! Smooinee shiu er yn Barron as yn ven seyr Olga.” As va ny cabbil smooinit dy hoiggal ny goan, son ren ad getlagh goll-rish yn gheay, agh va ny moddee oaldey getlagh ny stappee; goll-rish tendreil. "," Then Max cracked the whip and tightened the reins and said to the horses, “Now, my beauties, you show us what you are made of. Go on! Go on! Think about the Baron and Lady Olga.” And the horses were considered  to understand the words, for they flew like the wind, but the the wolves were flying (even) faster, (they were) like lightening. "," Eisht ren Max cronkal yn kip as chonney yn streean as gra rish ny chabbyl nish my aalidyn jeagh shiu dooyn cre ta shiu jeant jeh ellee shu ellee shu smooinnee shu er yn Barron as yn ven seyr Olga. As va ny chabbyl smoinyt dy hoigal ny goan, sen ren ad getlagh gholl rish yn gheay, agh va ny moddee oayldey getlagh ny stappee gholl rish tendreil. "
"Haink ny beishtyn ny sniessey as ny sniessey gys haink eh dy ve gullal ny moddee oayldey. As nish oddagh yn Barran clashtyn yn ennal oc ny chooyl echey dy row ad paagh son e uill. Un cheayrt ren eh çhyndaa mygeayrt as cur shilley harrish y gheaylin, as ayns soilshey yn eayst honnick eh ad er e eiyrt. Feed, ny jeih as feed dy voddee oaldey accrysagh. O! Cre’n imman va shen. ","The brutes came closer and closer until it (the voice) became the howling of the wolves. And now the Baron could hear their breathing behind him, and that they were thirsty for his blood. Only once he turned around and glanced over his shoulder, and in the light of the moon he saw them chasing after him. Twenty or thirty hungry wolves. Oh! what a drive that was. ",haink ny beashtyn ny snessey as ny snessey gys haink e dy ve gullal ny moddee oayldey As nish foddagh yn Barron clashtyn yn ennal ock ny chooyl eck eh dy row ad paagh son y uille. Un cheayrt ren eh chyndaa mygeayrt as cur shilley harrish y ghellyn as ayns soiljey yn neease honnick eh ad er y iyrt. Feed ny jeih as feed dy voddee oayldey accrysagh. O cren imman va shen. 
"Va fys ec ny cabbil er yn ghaue v’ad ayn, cha mie as yn immanagh as heilagh shiu dy row skianyn oc. Fy-yerrey, honnick ad soilshey yn thie. V’ad gholl er y hon, thie va ny lomarcan ayns keyll, lesh rere nyn booar. ","The horses knew the danger they were in, so good was the driver you would think they had wings. Finally, they saw the light of the house. They were going for it, a house all alone in the forest, with the utmost extent of their power. ","Va fyss eck ny chabbyl er yn gaue vad ayn. cha mie as yn immanagh as hallagh shu dy row skainyn ock feiy yerrey honnick ad soiljey yn thie. vad gholl er y hon, thie va ny lomyrken ayns cheyll Lesh rere nyn booar. "
"Ren ny cabbil roshtyn yn thie. Chur yn Barron eam niartal as va’n dorrys er ny osley, agh cha row eh tullagh ro leah, son cha row ny moddee oaldey agh stundart ny jees ny chooyl oc. ","The horses reached the house. The Baron gave a mighty shout and the door was opened, but it wasn’t a moment too soon, for the wolves were only a yard or two behind them. ","Ren ny cabbyl roshtyn yn thie. Chur yn Barron eam niarthal As va’n dorrys ern y ostley, agh cha row e thollagh ro leah, son cha row ny moddee oayldey agh stundart ny jees ny chooyl ock. "
"Lieh riojit va’n Barron as Max sleaydit stiagh ayns yn thie ec ny mraane choud as va ny deiney feaysley ny cabbil. Va’n Barran as Max currit ayns shamyr çheh liorish ny mraane, as er çheu mooie va’d clashtyn ny moddee oayldey scrissey as gyrnal, son dy row ad mollit jeh nyn shibber tra v’eh er ve cha faggys daue. ","Half-frozen, Max and the Baron were dragged into the house by the women whilst the men were unbinding the horses. The Baron and Max were put in a warm room by the women, and on the outside they were hearing the wolves growling and snarling, for they had been deprived of their supper when it had been so close to them. ","Lheah riodyt va’n Barron as max sladyt stiagh ayns yn thie eck ny mraane choud as va ny dhoiney feasley ny cabbyl. Va’n Barron as Max curyt ayns shemyr chea liorish ny mraane, as er cheu mooie va’d clashtyn ny moddee oayldey scrissey as girnal, son dy row ad mollyt jeh nyn shibber tra ve er ve cha faggys daue. "
"Tra va ny troaltee er jeet huc hene red beg, dooyrt yn venainshter roo; “Ta mee goaill aggle gheiney mie dy bee shiu eginit dy yannoo lesh shamyr mollagh noght, son ta troaltee elley ayns y thie.” ","When the travellers had recovered a little, the mistress (of the house) said to them; “I’m afraid good men that you must make do with a rough room tonight, as there are other travellers in the house.”","Tra va ny throaltee er jeet huc hene red beg, doyrt in ven ainshter roo, Ta mee ghoaill aggle ghoiney mie dy bee shiu egnyt dy yannoo lesh shemyr mollagh noght, son ta throaltee elley ayns y thie "
“Troaltee elley?” dooyrt yn Barron. “Nee mraane seyr ad?” ,"“Other travellers?” said the Baron, “Are they ladies?”",Throaltee elley doyrt yn Barron. ne mraane seyr ad. 
"“Ta jees jeu fir-vooinjer y Count,” dooyrt y ven, “as ta’n jees elley mraane seyr, agh ta’d cha soaillit lesh eaddagh gys t’eh doillee dou gra c’red t’ad.”","“Two of them the Count’s men,” said the woman, “and the other two ladies, but they are so swathed in clothing it’s hard to say what they are.”","Ta jee jiu fervonjer y Count. Doyrt y ven, as ta’n jees elley mraane seyr, agh ta’d cha soylt lesh eddagh gys te dholly dou gra cre’d tad, "
“Lhig dou fakin ad!” dooyrt yn Barron.,“Let me see them!” said the Baron.,"lhig dou fakin ad doyrt yn Barron, "
"“Agh, cha vel mee lowit!” dooyrt ish, “Son t’ad pryssoonee yn Count.”","“But, I’m not allowed!” she said, “For they are prisoners of the Count.” ",agh cha vell mee louyt doyrt ish son tad prisoonee yn Count. 
"“Lhig dou fakin ad,” dooyrt yn Barron, “as my she adsyn t’ayn ta mee jeeaghyn er nyn son, verrym’s diu keead peesh dy airh.”","“Let me see them,” said the Baron, “and if they are those I am looking for, I’ll give you a hundred pieces of gold.”","Lhig dou fakin ad doyrt yn Barron, as myr she adsyn ta ayn ta mee jeeaghyn er nyn son, ver yms diu cheead peesh dy airh. "
"“My ta shiu cha kairit shen dy akin ad,” dooyrt y ven, “eiyr shiu orrym’s.” Ren ee leeideil ad gys shamyr ec mullagh ny greeshyn raad va daa ven seyr ny hoie lhiattee ry lhiattee, as coodit lesh coodagh eddin liauyr. Ren ee troggal yn coodagh jeh’n chied ven seyr. As ayns shen ren yn Barran fakin eddin e inneen Olga. V’eh cha graihagh urree. Ren ee ceau ee hene er e wannal as goaill toshiaght dy cheayney son boggey. ","“If you are that set on seeing them,” said the woman, “follow me.” She led them to a room at the top of the stairs where there were two ladies seated side by side, and covered with long veils. She lifted the veil off the first lady, and then the Baron saw his daughter Olga. He loved her so much. She threw herself around his neck and started to cry for joy. ","Myr ta shiu cha caaryt shen dy akin ad doyrt y ven – iyr shu orryms. Ren ee leeiddeil ad gys shemyr eck mullagh ny greeshyn raad va da ven seyr ny hoie lhattie ry lhattie, as coodyt lesh coodagh eddyn louyr. Ren ee throggal Yn coodagh jeh yn ched ven seyr. As ayns shen ren yn Barron fakin eddyn y inneen Olga. Ve cha graihagh urree. Ren ee ceau ee hene er y wannal as ghoaill toshagh dy cheaney son boggey. "
Foddee shu toiggal cre’n voggey (v)ec yn Barran as Max. Va ooilley danjeyr yn raad jarroodit tra v’ad er gheddyn yn ven seyr Olga as e cumraag.,You can understand the joy of the Baron and Max. All the danger of the road was forgotten when they had found Lady Olga and her companion. ,Foddee shu toiggal cren voggey eck yn Barron as Max. Va ooilley danjeer yn raaid jarroodyt. tra vad er gheddyn yn ven seyr Olga as y comraag. 
"Laa ny vairagh, hooar ad fainagh as palçhey deiney lesh gunnaghyn dy reayl ersooyl ny moddee oaldey, as hie ad thie gys cashtal yn Barran. Chur eh thie aalin da Max dy chummal, as wheesh dy argid dy row eh abyl kionnagh cooatyn noa as idd da e ghaa inneen; Gretshen as Irma. As ve abyl cur e vac Frits son shiolteyr (shen va’n scollag dy yeearree) as yn chied cheayrt ren eh clamberagh gys mullagh yn chroan, ren eh kiangley banglane billey heose dy voddagh ad fakin dy row eh mac fer y cheyll. As voish yn laa shen magh va charjyn share ec Max as e lughthie ayn yn Barron as e inneen aalin; Pooishee yn Cheyll.","The next day they acquired a coach and plenty of men with guns to keep away the wolves, and they went home to the Baron’s castle. He gave a beautiful house to Max to keep, and so much gold that he was able to buy new coats and hats for his two daughters Gretshen and Irma. And he was able to send his son Frits to be a sailor, (which is what the teen wanted), and the first time he climbed to the top of the mast he tied a branch above so that they could see that he was the son of the forester. And from that day on Max’s best friends were the Barron and his beautiful daughter; Flower of the Forest.","laa ny vairagh, hooar ad fainagh as palchey dhoiney lesh gunnaghyn dy reayl ersooyl ny moddee oaldey, as hie ad thie gys cashtal yn Barron. Chur eh thie aalin da Max dy cummal, as wheesh dy argid dy row eh abyl kionnagh cooityn noa as idd da y gha inneen Gretshen as Irma. As ve abyl cur y vac Frits son shiolteyr shen va’n scollag dy yeearree as yn ched cheayrt ren eh clambeeragh gys mullagh yn chron, ren eh kinley banglane billey heose dy voddagh ad fakin dy row eh mac fer y cheyll. As voish yn la ashen magh va charjyn share eck Max as y lughthie ayn yn Barron as y inneen aalin Pushee yn chell."
,,
,,
