English,Manx,Notes
"The object and purport of this Act are to exclude the period from the 3rd of August, 1914, to one year after the termination of the War from the period of six years within which a suit mayy be brought.",Ta’n aigney as y chooish jeh’n Slattys shoh dy ghoaill-ass yn traa voish yn trass laa jeh’n hoghtoo vee nuy cheead yeig as kiare-jeig gys un vlein lurg jerrey’ chaggey voish yn traa jeh shey bleeaney ayndoo te lowit dy chur-lesh cooishyn ayns quaiyl.,
"9.—THE LORDS’ RENTS PURCHASE (AMENDMENT) ACT, 1917.",YN SLATTYS CHIONNAGHEY YN MAYLL CHIARN (LHIASAGHEY) NUY CHEEAD YEIG AS SHIAGHT-JEIG.,
The object and purport of this Act are to authorize the Board to borrow money at a rate of interest not exceeding five per cent per annum.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chur pooar da’n Voayrd dy yeeasaghey argid er use gyn ny smoo na queig puint ass y cheead s’y vlein.,
"10.—THE HOUSE OF KEYS ELECTION AMENDMENT ACT, 1917.",YN SLATTYS REIH YN KIARE AS FEED (LHIASAGHEY) NUY CHEEAD YEIG AS SHIAGHT-JEIG.,
The object and purport of this Act are to amend the House of Keys Election Acts with respect to members accepting offices of profit.,Ta’n aigney as y chooish jeh’n Slattys shoh dy yannoo ny share ny lattysyn Reih yn Kiare as Feed as ta bentyn rish fer jeu goaill oikyn cosnee.,
"11.—THE AGRICULTURAL AND RURAL INDUSTRIES AMENDMENT ACT, 1917.",YN SLATTYS EIRINYS AS GREASYN-CHEEREY (LHIASAGHEY) NUY CHEEAD YEIG AS SHIAGHT-JEIG.,
"The object and purport of this Act are to amend the Agricultural and Rural Industries Act, 1917 [sic].",Ta’n aigney as y chooish jeh’n Slattys shoh dy yannoo ny share yn Slattys eirinys as greasyn-cheerey nuy cheead yeig as kiare-jeig.,
"12.—THE LAND DRAINAGE  AMENDMENT ACT, 1917.",YN SLATTYS SORNAL THALLOO NUY CHEEAD YEIG AS SHIAGHT-JEIG.,
The object and purport of this Act are to amend the land Drainage Acts with respect to the formation of drainage districts.,Ta’n aigney as y chooish jeh’n Slattys shoh dy yannoo ny share ny Lattysyn Sornal Thalloo bentyn rish jannoo buill er-lheh son sornal.,
"13.—THE CRUELTY TO ANIMALS ACT, 1917.",YN SLATTYS TORCHAGHEY CRETOORYN NUY CHEEAD YEIG AS SHIAGHT-JEIG.,
"The object and purport of this Act are to empower a High-Bailiff, or not less than two Justices of the Peace, to commit an offender to gaol, instead of imposing a pecuniary penalty.",Ta’n aigney as y chooish jeh’n Slattys shoh dy chur pooar da’n Ard-Vaylee as gyn ny sloo na jees Briwnyn-y-Chee dy chur s’y phrysoon kimmagh ayns ynnyd cur fo ooley.,
"The Royal Assent to the nine last preceeding Acts was given by His Majesty in Council at the Court at Buckingham Palace on the 28th day of June, 1917.",VA’N choardail Reeoil currit gys y Slattys shoh liorish E Ard ooashley ayns Coonceil ec y Quaiyl ec yn Plaase Buckingham er yn noght as feedoo laa jeh’n cheyoo vee nuy cheead yeig as shiaght-jeig.,
