English,Manx,Notes
It has been my privilege and pleasure to serve as chair and I have learned so much from the people in and around this wonderful organisation.,"T’eh er ve taitnys mooar dou shirveish myr caairliagh, as ta mee er n’ynsagh lane veih sleih er cheu-sthie as cheu-mooie jeh’n cheshaght yindyssagh shoh.",
"Culture Vannin is thriving and again achievement is what shines out from the annual report’s outline of the development work, projects, grants and other activity.","Ta Culture Vannin goll veih niart gys niart, as reesht, she cooilleeney y red s’cronnal sy choontey bleinoil shoh jeh obbyr-vishee, shalleeyn, toyrtyssyn, as jannooyn elley y cheshaght.",
"Mannin aboo! Manx culture for everyone who chooses to live and work in our special island, and for those who appreciate and practise it around the world! Gura mie eu!","Mannin aboo! Cultoor Manninagh son dy-chooilley pheiagh t’er reih dy chummal er yn ellan yindyssagh ain, as son oc ooilley ta cliaghtey eh er fei-ny-cruinney! Gura mie eu!",
Christopher Thomas MHK,Christopher Thomas MHK,
"Caairliagh, Culture Vannin","Caairliagh, Culture Vannin",
The Chair’s Statement can be read in full within the Annual Accounts and Financial Statements.,Foddee Goan y Chaarliagh v’er nyn lhaih ayns y clane ayns Coontaghyn as Fockley-magh Argidoil Bleinoil.,
Development work highlights,Cooishyn Cronnal syn Obbyr-Vishee ain,
More Manx culture online means it is easy to enjoy no matter where you are in the world!,"Myr smoo dy chultoor Manninagh ta ry-gheddyn er-linney, sassey t’eh dy ghoaill greim er, cre erbee y raad t’ou sy theihll.",
Our development work aims to support and inspire not only the cultural community but everyone in the Isle of Man and beyond.,"Ta’n obbyr-vishee ain kiarit dy chummal seose as bioghey cha nee ynrican y co-phobble cultooroil, agh dy-chooilley pheiagh ayns Mannin as eer ny sodjey veih.",
"We know that people connect with Manx culture in different ways at different times, and we work to make that connection easier to fit into increasingly busy lives.","Ta fys ain dy vel sleih goaill ayrn ayns cultoor Manninagh er aghtyn elley as ec traaghyn elley, as ta shin aggindagh dy yannoo eh ny sassey daue jannoo shen lesh y vea harroogh t’ain y laa t’ayn jiu.",
Taking Manx culture online to create a sense of connection during lockdown:,Cur lesh cultoor Manninagh er-linney dy chroo ennaghtyn dy chooidjaghys ec traa yn fo-ghlass.,
"‘Capturing the absences’: we were delighted to collaborate with renowned Manx photographer, Phil Kneen, to release a series of 164 photographs which offered a unique and important record of lockdown in the Isle of Man.",‘Capturing the absences’: v’eh taitnyss dooin dy obbragh marish yn photographer ennoil Phil Kneen dy chur magh 164 dy cho-chaslyssyn ta son recortys scanshoil jeh’n fo-ghlass ayns Mannin.,
"We continued to release content from our #treisht2020 projects, including 32 music lesson and performance films, 74 audio music files, images and films, making Manx culture accessible to a wide range of learners, of all ages, abilities and learning styles.","Hannee shin dy chur magh cooid jeh ny shalleeyn #treisht2020 ain, goaill stiagh 32 lessoonyn as recortyssyn kiaullee filmit, as 74 recortyssyn sheean, caslyssyn, as filmyn, ta jannoo cultoor Manninagh roshtynagh da ynseydee cre erbee yn eash as schlei oc, ny kys share lhieu gynsaghey.",
"We made a complete recording of the national poet, T E Brown’s ‘The Doctor’.",Ren shin recortys slane jeh ‘The Doctor’ liorish y bardagh ashoonagh T. E. Brown.,
We released Manx dance tuition films online to make it easier for schools and dance groups around the world to learn steps and dances.,Hug shin filmyn cour gynsaghey daunseeyn Manninagh er-linney dy vod schoillyn as possanyn daunsey er fei-ny-cruinney gynsagh ad ny s’fondagh.,
"‘Whispering in the Trees’ was a year-long collaborative project with photographer Mark Kinrade, with 40 haunting new images visualising traditional Manx folklore.","Va ‘Whispering in the Trees’ ny shallee co-obbragh marish yn photographer Mark Kinrade, lesh 40 co-chaslys noa ta ginsh far-skeealyn Manninagh.",
"We created a lockdown collaborative video of the National Anthem in Manx, featuring singers of all ages based on and off the Isle of Man.","Chroo shin video co-obbragh jeh’n Arrane Ashoonagh ayns Gaelg marish arranee jeh caghlaaghyn eash, veih Mannin as buill elley.",
Nurturing creativity,Cummal seose croodaght,
Our young harp students performed as part of Edinburgh International Harp Festival’s virtual concerts.,Ren ny studeyrtyn aegey claasagh ain cloie ayns cuirraghyn-kiaullee er-linney jeh Feailley Eddyr-Ashoonagh Claasagh Doon-Eadjyn.,
"Our #treisht2020 projects helped develop innovate ‘Kiaull Cooyl’ backing tracks suitable for composition or improvisation, which have been used all around the world.",Va peeshyn dy chiaull cooyl jeant son #treisht2020 ta cooie son screeu kiaull ny cloie gyn-aarlaghey. Ta ymmyd er ve jeant jeu er fei-ny-cruinney.,
"We commissioned the creation of a new choral work in Manx Gaelic to celebrate the birth of St Columba for the inter-Gaelic year-long project, Colmcille1500.","Doardee shin peesh dy chiaull noa son coraaghyn ayns Gaelg ayns cooinaghtyn jeh çheet er y theihll Noo Collym son Colmcille1500, shallee un vlein.",
Marking special occasions:,Cowraghey laghyn er-lheh:,
"Our collaborative project with DESC, MNH and others marked the 75th anniversary of VE Day in the Isle of Man.","Ren shin jannoo shallee marish y DESC, MNH, as cooid elley ayns cooinaghtyn jeh’n wheiggoo vlein jeig as tree-feed neayr’s Laa VE.",
"We launched a Boaldyn competition to inspire new dances, songs and tunes themed around the May traditions in the Isle of Man.","Ren shin lhunney co-hirrey ‘Boaldyn’ dy ghreinnaghey sleih dy chroo daunseeyn, arraneyn, as carryn noa mychione tradishoonyn Mee ny Boaldyn ayns Mannin.",
"The bi-centenary of the first Manx music publication, The Mona Melodies, was celebrated by a special concert filmed in front of a live audience at Government House.","Ayns cooinaghtyn jeh’n chied lioar dy chiaull Manninagh, The Mona Melodies, va cuirrey-kiaullee er-lheh er ny chummal as filmit ayns persoon kione-fenish fakinee ec Government House.",
Listening to all our Island’s voices,Geaishtagh rish ooilley coraaaghyn yn Ellan ain,
We worked with People of Colour to record oral history conversations with young Manx people of colour reflecting on their experiences of growing up in the Isle of Man.,Dobbree shin marish People of Colour dy recortys shennaghys loayrit marish Manninee aegey nagh vel crackan bane oc as ad loayrt mychione ny cooinaghtyn oc er gaase seose ayns Mannin.,
We shared oral history interviews from a wide range of voices.,Rheynn shin recortyssyn shennaghys loayrit veih caghlaa dy choraaghyn.,
"Sharing the story of Manx culture with everyone, everywhere","Rheynn skeeal eiraght Manninagh marish dy-chooilley pheiagh, dy-chooilley voayl",
"Lockdown meant that there was a surge of international interest in Manx music, with performers and students all wanting to know more, and enjoying adding Manx music to their repertoire.","Kyndagh rish yn fo-ghlass, va mooadaghey syn earroo dy leih ayns cheeraghyn elley va geearree goaill greim er kiaull Manninagh. Va chammah cloiederyn as studeyryn booiagh dy gynsagh ny smoo dy chiaull.",
"Our Manx language lessons moved online and reached people all around the world, encouraging us to maintain a hybrid approach to our teaching.","Ren ny brastyllyn Gaelgagh ain goll er-linney as roshtyn sleih er fei-ny-cruinney. Ren shoh greinnaghey shin dy chummal rish gynsagh er yn aght shoh sy traa ry-heet, chammah’s ayns persoon.",
"Our innovative Bree weekend was able to meet in person and was a huge success, introducing school-aged children to Manx culture in a fun and engaging way.","Va shin abyl dy chummal yn jerrey shiaghtin Bree ain ayns persoon, as v’eh speeideilagh ass-towse. V’eh caa da cloan schoill cheet quail cultoor Manninagh er aght bioyr as taitnyssagh.",
We took time to develop a four-part adult language course to make it easier for people to learn in a structured and supportive way.,"Hug shin coorse noa Gaelgagh ayns kiare ayrnyn cour sleih aasit er y hoshiaght, nee jannoo eh ny sassey da sleih dy ynsagh er aght structuroil as fondagh.",
The Cooish Manx language festival offered a range of family-friendly events and activities which showed how accessible Manx is.,"Va caghlaa dy haghyrtyssyn as reddyn dy yannoo ec yn Chooish y vlein shoh va cooie da lughtyn-thie, soilshaghey cre cha roshtynagh as oddys y Ghaelg ve.",
We held Manx language Christmas song workshops to give people an accessible and fun way to access the language.,Chum shin lessoonyn er arranenyn Nollick Gaelgagh myr aght aashagh as taitnyssagh dy ghoaill toshiaght er gynsagh Gaelg.,
Helping others to learn about Manx culture,Cooney lesh sleih elley dy ynsagh mychione cultoor Manninagh,
We updated resources about folklore traditions and made them available online for free in order to support home-learning during lockdown and beyond.,"Ren shin noaghey ny couryn ain mychione cliaghtaghyn as far-skeealyn Manninagh as cur ad er-linney nastee cour sleih ta gynsagh voish yn thie choud’s va shin fo-ghlass, as son ymmyd sy traa ry-heet.",
"We gave translation support to Anne Cakebread’s Teach Your Cat Manx, which takes the Manx language to new audiences.",,Not translated in the original
Our monthly column in the Manx Independent told the stories of Manx music and associated traditions.,,Not translated in the original
"Regular newsletters for Manx music and dance and for the Manx language shared news, happenings, resources, and new research, to keep people up-to-date and to share a sense of community.","Hug shin magh screeunyn-naight mychione kiaull as daunsey Manninagh dy chur fys da sleih mychione naightyn, taghyrtyssyn, cooid-ynsee, as aa-ronsaghey noa, as dy chummal seose ennaghtyn dy cho-phobble.",
We published books such as:,Hug shin magh lioaryn lhied as:,
Paul Lebiedzinski’s selected poems: Until the Manxmen are driven away,Reih bardaght liorish Paul Lebiedzinski: Until the Manxmen are driven away,
Jeelane Tootagh – Diary of a Wimpy Kid by Jeff Kinney – translated into Manx,Jeelane Tootagh – Diary of a Wimpy Kid liorish Jeff Kinney er ny hyndaa dys Gaelg,
A success story for the Manx language,Skeeal dy speeideilys son y Ghlare Vanninagh,
"The language community has worked together for over 120 years to support, promote and celebrate Manx for everyone, everywhere.","Ta’n cho-phobble er n’obbragh cooidjagh rish ny smoo na shey feed blein dy chummal seose, cur er y hoshiaght, as feaillaghey y Ghaelg son dy-chooilley phieagh, dy-chooilley voayl.",
Highlights from grants awarded,Paart jeh ny toyrtyssyn s’cronnal jeh’n vlein argidoil shoh,
"29 grants totalling over £40,000 were awarded during the financial year","nuy toyrtyssyn as feed ta feeu ny smoo na £40,000 ooilley cooidjagh",
"Grants and underwriting provide financial assistance to individuals and groups who support, promote and develop aspects of Manx culture and cultural heritage.",Ta toyrtyssyn as raanteenyssyn currit magh dy chur cooney argidoil da persoonyn as sheshaghtyn ta cummal seose as cur er y hoshiaght cultoor as eiraght Manninagh.,
"Even a small grant award can have a huge effect when the knowledge, skills, and volunteer hours of community projects are factored in.","Foddee bree vooar ve ec ny toyrtyssyn sloo tra t’ad er nyn mooadaghey liorish schleiyn, traa, as tushtey y cho-phobble.",
"Grants are for projects that must be completed within two years, so some projects listed will have already been completed, and others will be started in coming months.","Shegin da shalleeyn ta toyrtyssyn currit daue ve cooilleenit cheu-sthie jeh daa vlein, myr shen, ta paart jeh ny shaleeyn ta imraait ayns shoh jeant hannah, as nee paart elley goaill toshiaght ayns ny meeghyn ry-heet.",
Developing skills and community outreach,"Cooney dy ynsagh schleiyn, as roshtyn magh gys y cho-phobble",
It is important that we support the development of skills as well as new ways to reach new audiences.,"T’eh scanshoil dy vel shin jannoo aghtyn noa dy roshtyn magh gys y cho-phobble, as cooney lesh sleih dy ynsagh schleiyn noa.",
Festivals and Events,Feaillaghyn as Taghyrtyssyn,
Festivals and events make for a rich and varied cultural life on our island – and so many are organised and delivered by volunteers.,"Ta feaillaghyn as taghyrtyssyn jannoo bea chultooroil yn ellan ain ny s’berchee, as ta ymmodee jeu er nyn livrey liorish arryltee.",
"The second wave of Covid in Spring 2021 had a knock-on effect again as many festivals and events were cancelled, postponed or had to move online.","Kyndagh rish y nah honn dy Chovid sy Niarragh jeh 2021, begin da ymmodee jeu ve scryssit, currit shaghey, ny goll er-linney.",
Those that did go ahead faced challenges in terms of logistics and unpredictable attendance numbers.,Begin dauesyn va cummit ayns persoon cur eddin da boiraghyn logisticagh as neu-hickyrys mychione yn earroo dy leih veagh ayn.,
"During this financial year Culture Vannin provided support for the following events, most of which were able to go ahead in some form:","Y vlein argidoil shoh ren Culture Vannin cummal seose ny taghyrtyssyn shoh heese, va’n chooid smoo jeu er nyn gummal ayns cummey ennagh:",
"Film, book and CD projects","Shalleeyn film, lioar, as CD",
"Our amazing cultural community creates new projects each and every year, and includes the work of researchers, writers and creatives at all levels:","Ta’n co-phobble cultooroil yindyssagh ain cur magh shalleeyn noa dy-chooilley vlein, as t’ad shoh goaill stiagh obbyr aa-ronseyderyn, screeudeyryn, as croodaghyn jeh dy-chooilley horch:",
RBV awarded to Peter Kelly,RBV er ny chur da Peter Kelly,
"The Manx New Year Honour of the RBV – or Reih Bleeaney Vanannan to give it its full title – has been awarded to architectural historian, Peter Kelly, for his lifelong contribution to Manx cultural heritage.",Va Reih Bleeaney Vanannan er ny chur mleeaney da’n shennaghyseyr ard-obbrinagh Peter Kelly son yn obbyr t’eh er n’yannoo son eiraght cultooroil Manninagh ayns earish e vea.,
"Peter is a well-known figure not only within Manx antiquarian and heritage circles, but also within the wider community.","Ta Peter ayns ard-ghoo cha nee ynrican da sleih ta graihagh er shennaghys as eiraght Manninagh, agh da’n slane cho-phobble.",
"He is recognised far and wide for his research, writing and case-work for the Isle of Man Victorian Society, for his tireless support for the protection and preservation of the architectural heritage of the Island, and he is in great demand for his entertaining and knowledgeable talks.","T’eh er ny voylley son yn obbyr echey er aa-ronsaghey as screeu son Sheshaght Victorian Vannin, as son yn obbyr yeidjagh echey cour coadey as freayl troggalyn shennaghyssagh yn Ellan; ta ny loayrtyssyn taitnyssagh as tushtagh dy mooar soit jeu neesht.",
"Spreading the word, no matter who the audience, has always been central to his work.",Ta skeaylley tushtey er ve ard-oyr yn obbyr echey.,
"Peter has taught formal classes, given countless lectures and guided tours, written booklets and newspaper articles, produced broadcasts for radio, and has been invited to appear on radio and television programmes that promote the Isle of Man and our cultural heritage, predominantly on a voluntary basis.","Ta Peter er n’ynsagh brastyllyn formoil, er n’yannoo lhaihaghyn as turryssyn erskyn-earroo, er screeu lioaryn giarey as articleyn pabyr-naightyn, er n’yannoo claareeyn radio, as er ghoaill ayrn ayns claareeyn radio as television ta moylley Ellan Vannin as yn eiraght cultooroil ain. T’eh er n’yannoo y chooid smoo jeh shoh myr arryltagh.",
"The year 2020 saw two milestones in what has been a lifelong passion for Peter: 60 years since an exhibition of Edwardian postcards at the Manx Museum coaxed him into the library where he has researched Manx buildings ever since, and 40 years since he penned the first newsletter for the Isle of Man Victorian Society, which he continues to this day.","Ayns 2020 va daa haghyrt mooar ayns bea Peter er nyn dayrn gys cooinaghtyn: Va 60 blein neayr’s v’eh cleaynit stiagh ayns Thie-Tashtee Vannin liorish taishbynnys jeh caartyn-post Edwardian, as 40 blein neayr’s screeu eh e chied screeuyn-naight son Sheshaght Victorian Vannin, red t’eh foast jannoo.",
"It was in 1975 that Peter was contacted by The Victorian Society of London, who asked him to assist them with a visit to the Isle of Man – he agreed, launching into what were then pioneering guided tours which inspired him to become Founding Chairman of the Isle of Man Victorian Society a year later.","Ayns 1975 ren Sheshaght Victorian Lunnin shirrey y cooney echey dy chur shilley er Ellan Vannin. Choard eh dy yannoo myr shen, as ren ny turryssyn speeideilagh ren eh leeideil daue greinnagh eh dy chur er undin Sheshaght Victorian Vannin un vlein ny sanmey.",
"Always conscious of reaching new audiences, Peter has authored booklets on Old Kirk Braddan, St Mary of the Isle, St Thomas’ Murals and two on Onchan.","Va Peter rieau aggindagh dy roshtyn magh dys feallagh noa, as t’eh er screeu lioaryn beggey mychione Shenn Cheeill Vraddan, Keeill Voirrey yn Ellan, Muralyn Keeill Homaase, as daa lioar mychione Skylley Connaghan.",
"He has written various articles and series for newspapers and journals over the years, including the weekly ‘Victorian Where is It?’ column in the Manx Star, ‘The Streets, Roads and Squares of Douglas’ in the Isle of Man Examiner (1999), articles on architectural subjects in Manx Life, The Manxman, The Manx Church Leader and Context, the journal of the Institute of Historic Building Conservation.","T’eh er screeu caghlaaghyn article son pabyryn naightyn as earish-lioaryn, goaill stiagh yn article shiaghtinoil ‘Victorian Where is It?’ ayns y Manx Star, ‘The Streets, Roads and Squares of Douglas’ ayns Isle of Man Examiner (1999), articleyn mychione cooishyn ard-obbrinagh ayns Manx Life, The Manxman, The Manx Church Leader as Context, earish-lioar yn Institute of Historic Building Conservation.",
"More recently, through his work for the Alliance of Building Conservation, he has contributed to the popular ‘Buildings at Risk’ series, launched in 2016.","T’eh er screeu son y strane dy articleyn ‘Buildings at Risk’, va lhunnit ayns 2016.",
"Peter’s voice is well-known not only on Manx Radio, where he has been a contributor for many decades – most notably as presenter of the long-running ‘Kelly’s Eye’ alongside the late David Callister – but also on BBC television and radio (World Service, BBC Radio Scotland, etc), Border Television and Channel 4.","Ta coraa Peter er ve cluinit er Radio Vannin son ymmodee bleeantyn – ren eh leeideil ‘Kelly’s Eye’ marish David Callister son ymmodee bleeantyn – as er television as radio BBC (World Service, BBC Radio Scotland, etc), Border Television as Channel 4.",
The list of societies that Peter has been involved with is also long and varied.,Ta Peter er ghobbragh marish ymmodee sheshaghtyn.,
"As a young man, he joined the Isle of Man Natural History and Antiquarian Society, the Manx Conservation Council, and the Friends of Manx Museum.","Tra v’eh aeg, ren eh joinal yn Isle of Man Natural History and Antiquarian Society, yn Manx Conservation Council, as Friends of Manx Museum.",
"He is a past Chairman and President of the Society for the Preservation of the Manx Countryside, and currently acts as their adviser.","T’eh er ve Caarliagh as Eaghtyrane yn Society for the Preservation of the Manx Countryside, as t’eh ec y traa t’ayn myr fer-coyrlee daue.",
He was a founder member of the Friends of Onchan’s Heritage and has been its Conservation Officer for 30 years.,"V’eh fer jeh ny chied olteynyn jeh Friends of Onchan’s Heritage, as t’eh er ve yn Conservation Officer son 30 bleeaney.",
"Between 1987 and 2002, he was a Tynwald-appointed member of The Advisory Council on Planning and the Environment, which involved writing up to one thousand letters per year on planning applications, as well as attending Reviews and Appeals.","Eddyr 1987 as 2002 v’eh pointit ny oltey jeh yn Advisory Council on Planning and the Environment, er-e-hon ren eh screeu ny smoo na thousane screeuyn dagh blein mychione yeearreeyn plannal, as goaill ayrn ayns chaglymyn aa-chlashtyn as peal.",
He is also a former President of the World Manx Association.,V’eh keayrt Eaghtyrane Sheshaght Vanninagh y Theihll.,
"In 1985, Peter was appointed Secretary of the Manx Heritage Foundation (now trading as Culture Vannin), and Co-ordinator for the Manx Heritage Year which took place in 1986.","Ayns 1985 va Peter pointit Screeudeyr Undinys Eiraght Vannin (ta nish goll fo Culture Vannin), as Co-oardagh Blein yn Eiraght ayns 1986.",
His inspirational work that year resulted in the formation of many of today’s heritage trusts.,Va kuse jeh ny treishtyn eiraght t’ayn nish currit er undin kyndagh rish yn obbyr yindyssagh echey y vlein shen.,
"When he retired as Secretary, he was appointed Honorary Heritage Consultant until his final retirement from the Foundation after 20 years of continuous service.","Tra hug eh seose oik y Screeudeyr, v’eh pointit Fer-Coyrlee Onnoroil son Eiraght derrey daag eh yn Undinys lurg 20 blein dy hirveish.",
In 1998 Peter was awarded the MBE for his services to conservation and the community.,Ayns 1998 hooar Peter MBE son yn obbyr echey cour freiltys as y co-phobble.,
He was appointed Captain of the Parish of Onchan in 2011 and plays an important role in keeping their website current.,"V’eh pointit Captan y Skeerey jeh Connaghan ayns 2011, as t’eh cooney dy reayll seose yn ynnyd-eggey oc.",
"Of all his achievements, it is his work on the built heritage of the Island that Peter is best known for.",She son yn obbyr echey er eiraght troggit yn Ellan smoo t’eh er enn da’n theay.,
"He is known internationally as an expert on Baillie Scott’s work in the Isle of Man, and has lectured both here and in the UK on his designs.","Ta ard-ghoo echey myr oaylagh er obbyr Baillee Scott ayns Mannin, as t’eh er loayrt my-e-kione ayns shoh as ayns y Reeriaght Unnaneyssit.",
