English,Manx,Notes
"     THIS Act confirms an agreement for the sale of the undertakings of the Manx Northern Railway Company and the Foxdale Railway Company respectively to the Isle of Man Rilway Company set out in the second schedule, and contains provisions for the transfer of the said undertakings and for the disposal of the purchase moneys.","     TA’N Slattys shoh janno shickyr yn coardailys son dy creck raad goaill ayns lane jeh yn Raadyiarnyn Twoaie as yn Raadyiarn Foxdale erlheh gys yn sheshaght Raadyiarn Ellan Vannin soit magh ayns yn nah rolley, as cummal kiarailyn son caghlaa as livrey harrish nyn lheid toyrtys jeh yn argid kionnaght.",
"The Isle of Man Tailway Company is authorized to raise additional capital, and has conferred on it additional powers to those contained in the Company’ Memorandum of Association in prior Acts.",Ta sheshaght Raadyiarn Ellan Vannin ayns phooar dy hroggal ny smoo dy argid as er cur er ny smoo dy phooar ny ta er ny Goaill ayns Slattys Toshee.,
"The Manx Northern Railway Company’s undertaking is released from any present or future liability under the deed of Government guarantee, and it is provided that such deed shall determine upon he completion of the sale and purchase.","Ta Sheshaght Raadyiarn y Twoaie Goaill ayns laue as livreit veih ve oolagh nish ny yn tra reheet fo yn Bargane Screeue Kiannoortys, as te kiarail dy bee yn bargane screeue cooilleenit jeh creck as kionnaght.",
"     The Royal assent to this Act was given by His Majesty in Council, at Buckingham Palace, on the 15th day of July 1904.","     Va’n coardail Reeoil gys y Slattys shoh currit Liorish E Ard Ooashley ayns Coonseil, ec y Quaiyl ec y  Plaase Buckingham, er y queigoo laa yeig jeh’n shiaghtoo vee, jeh’ nuy cheead yeig as kiare (1904).",
"THE HIGHWAYS (MOTOR CAR) ACT, 1905.","SLATTYS RAADYN VOOAREY (GREIE GLEASHAGHEY), NUY CHEEAD YEIG AS QUEIG (1905).",
This Act is to provide authorization of races with motor cars.,TA’N Slattys shoh kiarail rolaue dy chur pooar son raceyn lesh greinyn gleashaghey.,
"Section 3 enacts that the Highway Board may, upon application, by order, declare that any public road may be used for races with motor cars furing the whole, or part of any day or days, not ecxeeding six in the year. — (Sub-section 1.)","     Ta ayrn trass oardrail dy vod Boayrd y Raad Vooar, er hirrey, liorish oardyr, hoilshaghey magh dy vod raad mooar erbee ymmyd ve jeant jeh son raceyn lesh greienyn gleashaghey ooilley, ny ayrn, jeh laa ny laaghyn, nagh bee ny smoo ny shey ayns y vlein.",
"     Order to contain provisions as to suspension of other traffic, and for restriction of speed in populous places — (Sub-section 2.)","     Oardyr dy cummal kiarailyn mychione cumrail jeh marchanys elley, as lheittal yn siyr ayns boaylyn ta lane dy cummaltee.",
     Board may require deposit to defray cost of such order.— (Section 4.),     Foddee yn Boayrd shirrey gioal dy eeck yn sheeagh jeh yn argid baarit jeh’n oardyr.,
"     The powers of the Board under this Act are exercisable for one year only after the promulgation of the Act, unless the Tynwald Court, by resolution, expressly authorize the further exercise of the same.— (Section 5.)","     Ta pooaraghyn jeh yn Boayrd fo yn Slattys shoh dy ve fo currym son un blein ynrican lurg hoilshaghey magh jeh yn Slattys, mannagh jean Quaiyl y Tynwald, liorish aigney mie, dy hraastey chur phooar sodjey jeh’n lheid shen.",
"     The Royal assent to this Act was given by His Majesty in Council, at Buckingham Palace, on the 10th day of May, 1905.","     Va’n coardail Reeoil gys y Slattys shoh currit Liorish E Ard Ooashley ayns Coonseil, ec y Quaiyl ec y  Plaase Buckingham, er y jeihoo laa jeh yn  queigoo vee jeh yn vlein, nuy cheead yeig as queig (1905).",
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
