Speaker,Manx,English,SubStart,SubEnd,Notes
JK,"Geiyrt er yn, coraa shen edyr.","Following that, that voice at all.",251,255,
WC,Hmm.,Hmm.,255,256.5,
DF,Mmm.,Mmm.,256,258,
JK,"Shen yn oie va mee ayns Rhumsaa as ren mee cheet thie lesh Harry [?]Craine [?]reesht, as ren eh ginsh dom dy row mee geddyn markiaght thie lesh eh, as tra ren shin geddyn thie ren ad cur yn soilshey storrym dom son dy goll thie, cha row feer foddey aym dy goll, but ren mee goll trooid yn lheeanneeyn. As yn traa va mee sheese ec y lheeannee, oh, red goll-rish keead stundayrt dy, dy bayr beg.","That's the night I was in Ramsey and I came home with Harry [?]Craine [?]again, and he told me that I was getting a ride home with him, and when we got home they gave me the storm light to go home, I didn't have very far to go, but I went through the meadows. And the time I was down at the meadow, oh, something like a hundred yards of, of small lane.",258,308.3,
TB,She.,Yes.,308,309,
JK,"As va daa doarlish, daa giat ec y kione yn vayr, kione yn vayr as va, as va mee laccal goaill yn nane ayns y lheeannee as ren mee goaill yn nane ayns y vagher as ren mee shooyl mygeayrt yn vagher as ren mee cheet dys y boayl ren mee goll voish.","And there were two gaps, two gates at the end of the lane, end of the lane and I wanted to take the one in the meadow and I took the one in the field and I walked around the field and I came to the place I went from.",309.8,342,
DF,Haha.,Haha.,341.5,344.5,
WC,She.,Yes.,341.5,344.5,
JK,"As ayns, cha ren mee goaill yn aght, ren mee cheet edyr as ren mee goll, magh dys yn raad vooar. As va red shen goll-rish meeilley.","And in, I didn't take the way, I came at all and I went, out to the main road. And that was something like a mile.",344,358.4,
WC,Haha. Row?,Haha. Was it?,358,360.8,
JK,"As, ren mee cheet dys y bayr vooar as ren mee goaill yn, yn laue chiuttagh aym, ghooinney as lurg aym goll yn laa [sic] kiuttagh as ren mee shooyl son daa meeilley dys Skyll Andreays. As ren mee fakin ooilley y thieyn er y raad, as ren mee gra dys mee hene, ""ta shoh yn thie Juan's, as yn thie elley, Jem, as yn thie,"" as ren mee goll, thie shaghey yn cabbal as, va mee gra dys mee hene ""ta shoh yn cabbal"", as cha row mee abyl shassoo minnid ghooinney.","And, I came to the main road and I took the, my left, man, and after I went to the left and I walked for two miles to Kirk Andreas. And I saw all the houses on the road, and I said to myself, ""this is Juan's house, and the other house Jem, and the house"", and I went past the chapel and, I was saying to myself ""this is the chapel"", and I couldn't stand a minute longer man.",360.2,418.4,
WC,[laughs],[laughs],418,420,
JK,"Ren mee goll, as ren mee goll voish shen dys, voish Skyll Andreays sheese dys St. Judes as ren mee fakin yn keeill as ren mee chyndaa er my laue chiuttagh as ren mee cheet shaghey dys yn raad va goll dys Jurby as ren mee shooyl mysh meeilley, y raad shen, as ren my cassyn eisht geddyn sore, ren mee soie er y cleigh, as tra va mee soie ghaa ny three dy vinnidyn ren mee goll dy jannoo toshiaght elley dy goll thie. As va'n cassyn aym cha sore ghooinney cha row mee abyl dy shooyl.","I went, and I went from there to, from Kirk Andreas down to St Judes and I saw the church and I turned on my left and I came past to the road that was going to Jurby and I walked about a mile, that way, and my feet then got sore, I sat on the hedgebank, and when I was sitting two or three minutes I went to make another start to go home. And my feet were so sore man I wasn't able to walk.",418.8,472,
WC,Oh?,Oh?,471.5,473,
TB,Dy jarroo?,Indeed?,471.5,473,
JK,"As ren mee goaill yn braagyn jeem as cur ad er yn dreeym aym, as ren mee shooyl yn daa veeilley thie ayns my oashyryn. ","And I took off my shoes and I put them on my back, and I walked the two miles home in my socks.",472.4,487.5,
?,[laughs],[laughs],487,489,
WC,Dy jarroo ghooinney!,Indeed man!,487,488.6,
TB,[laughs],[laughs],488.4,489.4,
DF,Mmm.,Mmm.,491,492,
?,[laughs],[laughs],491.5,492.8,
JK,"As, yn voghree, ren mee girree ayns y voghree v'ad ooilley ersooyl dy lhie yn traa ren mee geddyn thie as ren mee goaill my shibbyr as ren mee goll dys y lhiabbee as ayns y voghree va daa vlister mooar er y boynyn aym goll-rish ...","And, in the morning, I got up in the morning they had all gone to bed when I got home and I had my supper and I went to bed and in the morning there were two blisters on my heels like ...",491.5,514,
WC,[laughs],[laughs],512,514,
JK,Oh goll-rish lieh-ooh.,Oh like half an egg.,514.6,518.6,
WC,Dy jarroo!,Indeed!,518,519.3,
DF,Ahuh.,Ahuh.,519.2,520,
JK,"As ta mee, va mee foarst giarrey, err, boyn jeh yn daa cass ass my braag, as goll mygeayrt myr shen as, ren mee cheet, dy gobbyr ooilley yn laa.","And I, I had to cut, err, a heel of both feet out of my shoe, and goll around like that and, I came, to work all day.",519.1,541,
WC,Ren?,Did you?,542,543,
JK,"As ren mee cheet thie as goll dy lhie as yn voghree, va'n blisteryn ooilley ersooyl ghooinney cha row oo rieau fakin, cha row oo rieau er smooinaghtyn dy row red erbee er ad.","And I came home and went to bed and in the morning, the blisters were all gone man you were never seeing, you were never thinking that anything was on them.",542,556,
DF,Huh.,Huh.,555.3,557.3,
JK,"Va shen, eh hene ny red mooar.","That was, itself a big thing.",557,561,
WC,Hmm. Oh ta ram reddyn quaagh ayn ghooinney!,Hmm. Oh there are lots of strange things man!,560,566,
JK,"Oh as, as va shen reddyn quaagh dy liooar.","Oh and, and those were pretty strange things.",565.8,570.5,
WC,"Oh she, va, dy jarroo.","Oh yes, they were, indeed.",570,573,
JK,Va.,They were.,573,574,
WC,"Va. Oh, cha ren mish rieau fakin ny ferrishyn.",Yes. Oh I never saw the fairies.,573.6,579,
JK,"Voish yn traa v'ad cummal yn margey ayns Balley Laghey, ta keeadyn as keeadyn as thousaneyn cheet, voish Nerin as Olbynee as boaylyn myr shen.","From the time they were holding the market in Ballaugh, hundreds and hundreds and thousands come, from Ireland and Scotland and places like that.",579,594.1,
WC,Row?,Were they?,594.1,595,
WR,Row ad?,Were they?,594.1,595,
JK,Ta.,Yes.,595,596,
DF,Mmm.,Mmm.,596,597.5,
JK,"As bee ad, bee shen ec, err, kione yn keead vlein.","And they will be, that will be at, err, the end of the century.",597.5,604.3,
WR,She?,Yes?,604.3,605.5,
WC,Mmm?,Mmm?,605,606,
WC,"R-, ren ad cheet getlagh?",Did they come flying?,605,608,
JK,"As, as traa erbee, ren ad ooilley cheet getlagh ta mee smooinaghtyn.","And, and any time, they all came flying I think.",607,613,
WC,Ren?,Did they?,614,616,
JK,Va.,Yes.,616.4,617.5,
WC,As c'raad v'ad cummal ayns shen ghooinney?,And where were they living there man?,616,618.2,
JK,"Oh v'ad cummal ayns thieyn va jeant ec ad, ec y ferrishyn.","Oh they were living in houses made by them, by the fairies.",618.2,623.5,
WC,Row?,Were they?,623,624,
JK,Mmm. T'ad jannoo y thieyn jeh geay ta mee smooinaghtyn.,Mmm. They make the houses of wind I think.,623.8,629.8,
WC,[laughs],[laughs],629.5,630.5,
JK,"Yn geay t'ayns, ayns y curraghyn ghooinney.","The wind that is in the, in the Curraghs man.",630,635,
WC,Mmm.,Mmm.,635,636,
JK,"Son err, feiyr ny, feiyr erbee, ny red erbee cheet er ad, nee yn thieyn as ooilley goll ersooyl [coughs].","For, err, noise or, any noise, or anything come on them, the houses and all will go away [coughs].",635.5,644.5,
WC,Row?,Were they?,644,645.5,
JK,[coughs],[coughs],644.5,647,
DF,Hmm.,Hmm.,647,649,
JK,"As t'ad cheet daa laa roish yn Ollick. Shen yn traa t'ad cheet. As t'ad, yn laa hoshiaght t'ad jannoo thieyn as, as jannoo dy chooilley sorch dy reddyn myr shen son dy baghey ayn as t'ad, yn laa elley t'ad jannoo keeillyn, as cabbalyn as jannoo skynnaghyn as jannoo gollageyn as jannoo dy chooilley sorch dy red as err, t'ad jannoo yn, t'ad jannoo ad shen ass yn cabbag yn duillagyn yn cabbag ta'n, gobbyr son shen.","And they come two days before Christmas. That's the time they come. And they, the first day they make houses and, and make every sort of things like that for living in and they, the other day they make churches, and chapels and making knives and making pitchforks and making every sort of thing and err, they make the, they make them out of the dock, dock leaves, the, is working for that.",653,707.2,
WC,Oh?,Oh?,707.2,708,
JK,She. ,Yes.,708,709,
WC,Mmm.,Mmm.,709,711,
JK,"As t'ad goaill yn, t'ad goaill yn sthimmyn cabbag son dy jannoo yn, yn skynn as yn gollageyn as ooilley y reddyn shen.","And they take the, they take the dock stems to make the, the knife and the pitchforks and all those things.",714,730,
WC,Dy jarroo?,Indeed?,730,731,
JK,Yn cappanyn t'ad jannoo ass yn duillagyn.,The cups they make out of the leaves.,730.4,734,
WC,Hmm.,Hmm.,734,735,
WC,Hmm.,Hmm.,737,739,
JK,"As eisht, ta Laa yn Ollick, t'ad ooilley goll dy keeill. Cha nel ad gobbyr erbee as, yn laa shen, as yn laa sh- lurg shen see-, t'ad jannoo yn boayl son dy baghey. Jannoo dy chooilley sorch dy, dy tentyn as son dy, son dy chreck reddyn millish er as, ooilley sorch dy reddyn myr shen, reddyn son y thieyn as, as eisht yn laa, yn laa lurg shen, t'ad cummal yn margey. As nee oo fakin ayns y voghree keeadyn er cheet voish yn boaylyn mygeayrt as ollagh ec ad as cabbylyn ec ad as keyrraghyn as goayryn as muckyn as dy chooilley sorch dy reddyn.","And then, there's Christmas Day, they all go to church. They don't work at all and, that day, and that day, the day after that they make the place for living. Making every sort of, of tents and for selling sweet things on and, every sort of things like that, things for the houses and, and then the day, the day after that, they hold the market. And you will see in the morning hundreds have coe from the places around and they had cattle and they had horses and sheep and goats and pigs and every sort of things.",739,805.8,
WC,Hmm.,Hmm.,805.3,806.3,
JK,Paart cur lesh conningyn paart elley as moddeeyn ec ad dy chreck as ooilley sorch dy reddyn ec ad.,Some bringing rabbits others had dogs to sell and they had every sort of things.,806.3,818.6,
WC,Mmm.,Mmm.,818,820,
JK,"As ta as, ta shen goll dy er t'ad creck as creck, creck son yn laa dys yn fastee [sic] as, ayns yn fastee [sic] va fer ennagh, va fer beg cheet harrish yn lheeanee as ren eh briaght dooinney elley ""C'red traa t'eh dooinney?"", ""Oh t'eh kiare er y chlag,"" dooyrt eh, ""as cha nel builley bwoailt foast."" As ren ad goll ersooyl as va maidjey liauyr er y dreeym, er y geaylin echey, as yn dooinney hoshiaght ren eh cheet er, ren eh cur snip er y cleaysh da lesh yn maidjey, as ren eh cur ooilley yn margey ayns aile v'ou er smooinaghtyn.","And that, that goes on they sell and sell, sell for the day until the afternoon and, in the afternoon some fellow was, a small fellow was coming over the meadow and he is asked another man ""What time is it man?"", ""Oh it's four o'clock,"" he said, ""and not a blow thrown yet."" And they went away and there was a long stick on his back, on his shoulder, and the first man he met, he gave him a clip on the ear with the stick, and he put all the market on fire you'd have thought.",822,883.5,
WC,Hah aye.,Hah aye.,883,884,
JK,"As cha row veg as, feiyr, buillaghyn marish yn laue, as maidjaghyn as dy chooilley sorch dy red. As ren shen goll er son oor ny red goll-rish shen as eisht ren ad ooilley gaase feagh as ren ad goll thie. As va'n shenn sleihyn shoh yn feallee Manninagh v'ad gra, ""Ta obbyr mooar jeant [?]ec shin jiu ta shin er gagglagh ooilley yn, ooilley yn feallee joarree ersooyl.""","And there was nothing but noise, blows with the hand, and sticks and every sort of thing. And that went on for an hour or something like that and then they all became quiet and they went home. And the old peoples, the Manx folk, they'd say ""There's great work we've done today, we have scared all the, all the foreign folks away.""",883.7,930,
DF,Hmm.,Hmm.,930,932,
TB,"Va ram Gailck, bee jeeill jeant oc.","There was lots of Manx, they will have done damage.",932.1,935.5,
JK,"As err, ""Lhig shin geam yn piper stiagh dy jannoo oie daunsey,"" dooyrt yn shenn ven. As shen va jeant as v'ad daunsey ooilley'n oie.","And err, ""Let's call the piper in to make a night of dancing,"" the old woman said. And that was done and they were dancing all night. ",936,954.5,
WC,Row?,Were they?,953.7,955,
JK,As ren mee cheet ersooyl ayns y voghree as faagail ad.,And I came away in the morning and left them.,954.9,959.7,
WC,[laughs],[laughs],959.2,961.2,
WR,Hmm.,Hmm.,961.2,962.1,
WC,Mmm.,Mmm.,962.1,963.2,
DF,"Ah, shen skeeal mie ghooinney.","Ah, that's a good story man.",963,966.5,
WC,She.,Yes.,966.3,967,
TB,Haha jeeaghyn myr [?]shiuish.,Haha seems like [?]you.,966,969,
WC,She.,Yes.,968,969,
JK,"Shen red, shenn red ta mee er clashtyn.","That is something, an old thing I have heard.",968,971,
WC,Ta?,Yes?,970.7,972,
DF,T'ou er clashtyn shen eisht?,You've heard that then?,971,973,
WR,Ta.,Yes.,972,973,
JK,Ta.,Yes.,972.7,974,
WC,"Cha nel monney ferrishyn ayns ny sleityn edyr, ta mee er clashtyn.","There aren't many fairies in the mountains at all, I have heard.",974,979.5,
JK,Oh cha nel monney.,Oh not many.,979,981,
DF,Ta'n Dooinney Oie ayns shen ghooinney.,The Night Man is there man.,981,984,
JK,"She, as yn Fynnoderee.","Yes, and the Fynnoderee.",984,986.6,
DF,"Fynnoderee, as yn Lhiannan-Shee.","Fynnoderee, and the Fairy Lover.",986.2,988.6,
JK,Yn Lhiannan-sheeyn as Fynnoderee as ...,The Fairy Lovers and Fynnoderee and ...,988.6,992,
DF,Ren shiu rieau fakin adsyn?,Did you ever see them?,991,993.4,
JK,C'red?,What?,993.4,994.6,
DF,"Ren shiu rieau fakin yn Dooinney Oie as yn Lhiannan-Shee goll mygeayrt? Err, va'n Dooinney Oie ayns ny sleityn as v'eh geamagh ooilley yn oie as ...","Did you ever see the Night Man and the Fairy Lover going about? Err, the Night Man was in the mountains and he was calling all the night and ...",994,1005.5,
JK,"Ta, as v'eh geam, ta mee er clashtyn eh geam.","Yes, and he was calling, I have heard him calling.",1004,1008.5,
DF,Vel?,Have you?,1008,1009,
JK,Va.,Yes.,1009,1009.8,
DF,"V'eh cowrey jeh drogh emshyr nagh row eh? T'ad, v'ad gra dy row eh cowrey jeh drogh emshyr.","It was a sign of bad weather wasn't it? They are, were saying that it was a sign of bad weather.",1009.4,1019,
JK,Drogh [?]ingin.,Bad [?]claw.,1019,1021,
DF,"Drogh emshyr, tra va'n Dooinney Oie geamagh ayns ny sleityn as ...","Bad weather, when the Night Man was calling in the mountains and ...",1020.5,1025,
JK,"Oh va, va, va, v'eh [?]ram.","Oh yes, yes, yes, he was a [?]lot.",1025,1029.5,
DF,Va ram geay ayn as va ooilley yn sleih goaill aggle atchimagh.,There was lots of wind and all the people were terribly frightened.,1026,1030.6,
JK,Va.,Yes.,1030.6,1032,
WC,As ta'n Tarroo Ushtey neesht.,And the Water Bull is too.,1032,1036,
JK,Yn oor va'n sterrym cheet.,The hour the storm was coming.,1033,1036,
DF,"She, tra va'n sterrym cheet, shen eh.","Yes, when the storm was coming, that's it.",1036,1039.5,
JK,She.,Yes.,1038.6,1040,
DF,She.,Yes.,1039.9,1041,
WR,"Nagh r-, nagh row ny ferrishyn baghey fo yn droghad Balley Laghey?",Didn't the fairies used to live under Ballaugh bridge?,1041,1046,
JK,"Oh va shen yn traa v'ad goll dys y, dys y, geddyn yn scaddan dys Purt ny Hinshey.","Oh that's the time they'd go to the, to the, to get the herring to Peel.",1046,1053,
DF,"Row? Quoi, ny ferrishyn?","Was it? Who, the fairies?",1053,1057,
JK,Ferrishyn fo droghad Balley Laghey. ,Fairies under Ballaugh bridge.,1057,1060,
DF,"V'ad, row adsyn geddyn scaddan voish Purt ny Hinshey?","They were, were they getting the herring from Peel?",1060,1064,
JK,"Oh cha row, cha row, oh v'ad, v'ad ooilley jeh'n twoaie goll ...","Oh no, no, oh they were, they were all from the north going ...",1063,1070,
DF,"Oh, jeh'n twoaie? Nee?",Oh from the north? Is it?,1068.5,1072,
JK,"... dys Purt ny Hinshey. Va laa cheet v'ad ooilley ginsh daue ""each"" elley.",... to Peel. A day was coming and they were all telling to each other.,1071.4,1081,
WC,Ta.,Yes.,1080.4,1082,
JK,"As v'ad jannoo laa as v'ad ooilley goll. V'ad, v'ad toiggal feer vie yn, yn laa dy goll son v'ad geddyn scaddan dy liooar va'n 'grease' ec y vullagh v'ad gra as frassyn beg dy ceau.","And they'd make a day and they'd all go. They'd, they'd understand very well the, the day to go for they would find plenty of herring the grease was at the surface they'd say and little showers of rain.",1081.8,1103.9,
WC,Hmm.,Hmm.,1102.8,1104.9,
JK,"As v'ad goll dy, err, dys Purt ny Hinshey dy geddyn scaddan, as un laa v'ad goll, feedyn jeh ad, v'ad goll voish Skylley Breejey as voish Skyll Andreays as voish Jurby as voish dy chooilley skeer [sic] mygeayrt yn twoaie. As v'ad goll un voghree as v'ad goll son Balley Laghey as v'ad geam each elley ""cha jean shin goaill jough erbee ayns Balley Laghey yn voghree shoh nee shin geddyn dy liooar yn traa nee shin geddyn dys Purt ny Hinshey ayns Thie Juan Vaare"", thie ...","And they'd go to, err, to Peel to get herring, and on day they'd go, scores of them, they'd go from Kirk Bride and from Kirk Andreas and from Jurby and from every parish around the north. And they'd go one morning and they'd go for Ballaugh and they'd call each other ""we won't have any drink in Ballaugh this morning we will get plenty when we get to Peel in John Baare's House."" A house ...",1103.9,1158,Thie Juan Vaare (Broderick)
WC,Oh.,Oh.,1156.5,1162.6,
JK,"As, cha row ad goll harrish un droghad, paart jeh ad, va red goll-rish keead ny, ny smoo harrish yn droghad as, ren y ferrishyn cheet magh as cabbil, maidjaghyn cam ec ad as v'ad cur y maidjaghyn cam ayns yn lanketyn yn cabbil as cur lesh ad back dys thie, yn thie-oast. Va daa thie-oast ayn ayns y laa shen.","And, they wouldn't go over any bridge, some of them, there were something like a hundred or, more over the bridge and, the fairies came out and horses, they had bent sticks and they'd put the bent sticks in the lankets of the horses and bring them back to the, the inn. There were two inns in those days.",1162.4,1199.9,
WC,Oh row?,Oh were there?,1199.8,1202,
JK,"As yn red hoshiaght v'ad toiggal, v'ad soie er y cart ec y droghad, ec y dorrys yn thie-oast as va'n ferrishyn lhie, lhie er y dorrys sheese ""cheet er y cosh, dooinney"", ""geddyn er y cosh, son ta'n deiney shoh laccal jough.""","And the first thing they'd understand, they'd sit on the cart at the bridge, at the door of the inn and the fairies were lying, lying on the door down below ""get up man"", ""get up, for these men want a drink.""",1202,1229.1,
WC,[laughs],[laughs],1229,1230.8,
JK,"As, yn traa v'ad, ren ad geddyn yn jough, va paart jeh ad geddyn daa phynt as paart elley geddyn ny smoo. As v'ad geam da y cheilley yn traa v'ad goll ersooyl ""ta'n, ta'n ferrishyn er goaill ooilley yn soo as yn jough jiu, cha nel monney faagail son yn, as, as ushtey.""","And, when they'd, they got the drink, some of them would get two pints and others would get more. And they'd call to each other when they were going away ""the, the fairies have taken all the juice and the drink today, there's not much left for the, but, but water.""",1230.7,1266,
WC,Dy jarroo ghooinney?,Indeed man?,1266.1,1268.4,
TB,Cha row ad feer lajer eisht.,They weren't very strong then.,1267.8,1270.5,
JK,Cha row. Va ooilley yn soo goit ass ec y ferrishyn.,They weren't. All the juice was taken out by the fairies.,1270.3,1274.5,
WC,[laughs] Dy jarroo.,[laughs] Indeed.,1274.2,1275.5,
TB,Ooilley spooyteraght faagit.,All unfit ale left.,1275,1277.4,
JK,Va.,Yes.,1277.2,1279,
WC,Ta.,Yes.,1278,1280.3,
TB,"Huh hum. V'ad deiney creoi, ny ferrishyn.","Huh hum. They were hard men, the fairies.",1280,1284,
JK,"Oh, ta, t'ad deiney creoi ta.","Oh, yes, they are hard men, yes.",1283.8,1286.6,
WC,Ta.,Yes.,1286.2,1287.5,
TB,Uh hum.,Uh hum.,1287,1288.5,
WC,Ren shiu rieau fakin yn Tarroo Ushtey ghooinney?,Did you ever see the Water Bull man?,1287,1291.9,
