Manx,English,Diplomatic,Notes
"     Ayns traa gerrid haink eh seose er Craueyn Yiarn as ren eh goll shaghey echey. Ayns dy chooilley voayl va’n raad meeley va’n Boddagh ceau lane barroo dy laagh jeh e vonnyn ec dy chooilley chesmed, seose er e ghreeym gys va’n cooat mooar echey cooadit lesh voish e gheayltyn sheese. ","     In a short he caught up with Iron Bones and he went past him. In every place where the road was soft the Boddagh threw up a full barrow of mud from his heels at every step, up on his back until his big coat was covered with it from his shoulders down. ",ayns tra gherryd haink eh seose er craueyn yarn as ren eh gholl shaghey eck eh. ayns dy chooilley voayl va yn raaid meeley va’n Boddagh cheau lane barroo dy laagh jeh y vonnyn eck dy chooilley chesmod seose er y greem gys va’n cooit mooar eck eh coidyt lesh voish y ghyltyn sheese. ,
"      Fy-yerrey haink yn Boddagh gys boayl va ymmodee dressyn gaase rish ny cleigh, as ghow eh toshiaght dy heih smeir-ghoo, as v’eh gee paart jeu, as cur yn chooid elley ayn poshagyn e chooat mooar. Haink Craueyn Yiarn seose er tra v’eh teih ny meir, as hie eh shaghey yn Boddagh, cha ren yn Boddagh ghoaill bagh jeh son v’eh teih smeir ec yn tra hie Craueyn Yiarn shaghey. ","     Finally, the Boddagh came to a place where there were many brambles growing along the hedges, and he started to mix blackberries, and he was eating some of them, and putting the rest in the pockets of his big coat. Iron Bones came up on him when he was picking the ???, and he went past the Boddagh. The Boddagh didn’t observe him because he was picking berries at the time Iron Bones went past. ","fy-yerrey haink yn Boddagh gys boayl va ymmydee dressyn gaase rish ny chleigh, as ghow eh toshagh dy heigh smear ghoo, as ve gee paart jiu, as cur yn chooig elley ayn foshagyn y cooit mooar. Haink craueyn yarn seose er tra ve teigh ny mear, as hie eh shiaghey yn Boddagh, cha ren yn Boddagh ghoail bagh jeh son ve teigh smear eck yn tra hie craueyn yarn shaghey. ",
"     Tra va ny poshagyn echey lane smeir-ghoo nagh jinnagh ad cummal ny smoo ren eh smooinaght dy row Craueyn Yiarn ersooyl foddey er yn raad, eisht ren yn Boddagh roie geiyrt er feer syrragh as ayns traa gerrid haink eh seose rish Craueyn Yiarn reesht, hie eh shaghey echey as ren cummal roie gys meeiley ny jees er kione Craueyn Yiarn, eisht ren eh goaill e hraa as cha row eh ayns lheid yn siyr er yn oyr dy row eh hoshiaght roish Craueyn Yiarn. Ren eh smooinaght er ny smeir-ghoo, as ren eh cur e laue ayns poshag e chooat dy ghoaill lane doarn, agh va’n phoshag ersooyl. Eisht ren eh cur e laue ayns yn phoshag elley, agh va’n phoshag shen ersooyl myrgeddin. Ren trimmid ny smeir-ghoo raipey ny poshagyn ass yn chooat as va’d caillit er yn raad, as cha ren eh gennaghtyn dy row ad caillit gys chur eh e laueyn ayndoo. Eisht dooyrt eh rish hene dy beagh eh accryssagh roish yinnagh eh roshtyn gys kione y yurnaa, as dy beagh eh ny share da goll dy yeeaghyn son e phoshagyn. Myr shen, ren eh chyndaa mygeayrt as goll dy yeeaghyn son e phoshagyn.","     When his pockets were full of blackberries so that they wouldn’t hold any more he thought that Iron Bones was gone a long way on the route, then the Boddagh ran following him very hastily and in a short while he came up to Iron Bones again, he went past him and kept running until a mile or two in front of iron Bones, then he took his time and he wasn’t in such a hurry, because he was ahead of Iron Bones. He thought about the blackberries, and he put his hand in the pocket of the pocket of his coat to take a fistful, but the pocket was gone. Then he put his hand in the other pocket, but that poscket was gone too. The weight of the blackberries ripped the pockets out of the coat and they were lost on the route, and he didn’t realise that they were lost until he put his hands in them. Then he said to himself that he would be hungry before he would reach the end of the journey, and that it would be better for him to go to look for his pockets. So he turned around and went to look for his pockets. ","Tra va ny foshagyn eck eh lane smearghoo nagh jeanagh ad commal ny smoo ren eh smooinnaght dy row craueyn yarn ersooyl foddey er yn raaid, esht ren yn Boddagh roie giyrt er feer syragh as ayns tra gherryd haink eh seose rish craueyn yarn reesht, hie eh shaghey eck eh as ren cummal roie gys meeilley ny jeese er kione craueyn yarn, esh reh eh ghoaill y chra as cha row eh ayns lheid yn siyr er yn oyr dy row eh hoshaght rosh craueyn yarn, ren eh smooinniaght er ny smearghoo, as ren eh cur y laue ayns foshag y cooit dy ghoaill lane dhorn, agh va’n foshag ersooyl, esht ren eh cur y laue ayns yn foshag elley, agh va’n foshag shen ersooyl morgheddyn. ren trymmyd ny smearghoo raipey ny foshagyn ass yn cooit as va’d callyt er yn raaid, as cha ren eh gennaghtyn dy row ad callyt gys chur eh y laueyn ayndoo. Esht dooyrt eh rish hene dy bagh eh acrysagh rosh yannagh eh reshtyn gys kione y yurnaa, as dy bagh eh ny share da gholl dy yeeghyn son y foshagyn. Mor shen ren eh chyndaa mygeayrt as gholl dy yeeaghyn son y foshagyn, ",
"     Myr ve çheet reesht er yn raad ren eh meeiteil Craueyn Yiarn roie er e hoshiaght as ren eh briaght jeh ren eh fakin ny poshagyn echeysyn boayl erbee er yn raad. Cha ren eh fakin poshagyn erbee dooyrt Craueyn Yiarn, agh ren eh fakin daa phoagey ny lhie er yn raad mysh queig meeilley er e chooylloo. “Shen va ny poshagyn aym’s!” dooyrt yn Boddagh, eisht ren eh siyr dy gheddyn ad, as tra haink eh gys e phoshagyn ren eh goaill unnane fo dagh roih as goaill toshiaght dy roie reesht. Cha ren eh cur veg dy geill da smeir-ghoo ny sodjey, gys haink eh seose er Craueyn Yiarn reesht. ","     As he was coming again on the route he met Iron Bones running ahead and he asked him if he saw his pockets anywhere on the way. He didn’t see any pockets, said Iron Bones, but he saw two bags lying on the road about a mile behind. “Those were my pockets!” said the Boddagh, then he hurried to get them, and when he came to the pockets he took one under each arm and started to run back. He paid no attention to blackberries any longer, until he caught up with Iron Bones again.     ","mor ve cheet reesht er yn raaid ren eh meeitteil craueyn yarn roie er y hoshaght as ren eh briagh jeh ren eh fakin ny foshagyn eckysyn booyl erbee er yn raaid, cha ren eh fakin foshagyn erbee dooyrt craueyn yarn agh ren eh fakin daa poagey ny lhie er yn raaid mysh queig veeiley er y choolloo shen va ny foshagyn ayms dooyrt yn Boddagh, esht ren eh siyr dy gheddyn ad, as tra haink eh gys y foshagyn ren eh ghoaill unnane fo dagh ree as ghoaill toshagh dy roie reesht cha ren eh cur veg dy geall da smearghoo  ny sodjey, gys haink eh seose er craueyn yarn reesht. ",
"     Cha ren red erbee elley taghyrt da yn Boddagh dy cumrail eh er yn chooid elley jeh yn raaid as ren eh geddyn gys kione y yurnaa mysh daa oor roish Craueyn Yiarn, as dooyrt eh rish yn sleih va cummal ayns yn valley beg, va ec kione yn jurnaa dy choyrt lesh huggey lane poagey dy garvain as saagh mooar dy chur yn gairvain ayn. Myr shen, chur yn sleih lhieu huggey yn poagey dy gharvain corkey as yn saagh mooar dy choyrt yn garvain ayn, eisht ren eh deayrtey yn garvain ayns yn saagh as folmagh ny poshagyn dy smeir-ghoo ayn myrgheddin, as maastey ad ooilley cooidjagh, eisht ghow eh toshiaght dy ee lesh dagh laue feer jollyssagh gys honnick eh Craueyn Yiarn çheet dy feer lhiastey as croobagh dy mie. As va’n Boddagh gee as cur shilley lesh Craueyn Yiarn, as ec dy chooilley lane doarn v’eh gee as tra ren Craueyn Yiarn roshtyn va ooilley eeit agh un lane doarn, ren eh ceau shen er as chyndaa mygeayrt. Eisht va Craueyn Yiarn eginit dy gholl er boayrd yn lhong, as goll roish. ","     Nothing else at all happened to the Boddagh to hinder him on the rest of the way and he got to the end of the journey about two hours before Iron Bones, and he said to the people who were living in the village that was at the end of the journey, to bring him a full bag of groats and a big vessel to put the groats in. So the brought him the bag of oat groats and the big vessel to put the groats in, then he poured the grouts into the vessel and emptied the pockets of blackberries in it too, and mixed them all together, then he started to eat with two hands, very greedily, until he saw Iron Bones coming very slowly, and pretty well lame. And the Boddagh was eating and casting an eye towards Iron Bones and at every fistful he was eating and when Iron Bones arrived all was eaten except one fistful, he threw that at him and turned around. Then Iron Bones was compelled to go onboard the ship and go on his way. ","Cha ren re erbee elley taghyrt da yn Boddagh dy comraill eh er yn chooid elley jeh yn raaid as ren eh gheddyn gys kione y yernaa mysh daa ooir rosh craueyn yarn, as dooyrt eh rish yn sleih va cummal ayns yn balley beg, va eck kione yn jurnaa dy churt lesh hug eh lane poagey dy gorvane as syagh mooar dy chur yn gorvane ayn. mor shen chur yn sleik lieu hug eh yn pogey dy gorvan corkey as yn siagh mooar dy churt yn gorvane ayn, esht ren eh deayrtey yn gorvane ayns yn siagh as folmagh ny foshagyn dy smair ghoo ayn morgheddyn as maastey ad ooilley cudjagh, esh ghow eh toshaght dy ee lesh dagh laue feer jollysagh gys honnick eh craueyn yarn cheet dy feer lhastey as crubagh dy mie, as van Boddagh gee as cur shilley lesh craueyn yarn ec dy chooilley lane dhorn ve gee as tra ren craueyn yarn roshtyn va ooilley yt agh un lane dhorn, ren eh cheau shen er as chyndaa mygeayrt. Esht va craueyn yarn eginyt dy gholl er boayrd yn lhong, as gholl rish ","ren+ chyndaa mygeayrt— Broderick gives an alternative interpretation, that suggests two instances of ommitted eh;  ren+ eh chyndaa eh mygeayrt— ‘(it) turned (him) around’."
"     Tra va’n lhong goll magh ass Diblyn ren yn Boddagh chur e chass noi’n jerrey eck as cur phutt mooar jee as ren ee gholl shiaght veeiley lesh yn phutt shen as va Nerin seyr. V’eh smooinit dy re boddagh yn cooat lechagh va Manninagh Beg Mac-y-Lir,  as my v’eh bio traa shen t’eh feer licklee dy vel eh er-mayrn foast.","     When the ship was going out of Dublin the Boddagh put his foot against her stern and gave her a big push, and she went seven miles with that push and Ireland was free. It was thought that the Muddy Coat Boddagh was Manannan Beg Mac-y-Lir, and if he was alive then it is very likely that he is surviving yet.","Tra va’n lhong gholl magh as  Diblyn ren yn Boddagh chur y chass noi yn jerrey eck as chur putt mooar jee as ren ee gholl shiaght veeiley lesh yn putt shen as va nheryn seyr. Ve smoinnyt dy re boddagh yn cooit lechagh va man?nagh (the letter representing the mid position vowel is opaque; perhaps i, perhaps o ) beg mack y leer as mor ve bio tra shen te feer lickly dy vel eh ermarn foast.",
,,,
,,,
,,,
,,,
,,,
