Manx,English,Notes,,,
"Va’n sorçh cair dy myrrh gaase ayns garey ben Juan Mooar, as dooyrt ee dy row ee er n’akin eh çheet ayns blaa keayrt ny ghaa. ","It was the right kind of myrrh, growing in Big John’s wife’s garden, and she said that she had seen it flower many a time. ",,,,
Va ymmoddee ’neenyn as guillyn goll hug yn thie eck mysh ’nane jeig er y chlag fastyr shenn Laa yn Ollick. ,Many boys and girls went to her house about eleven o’clock on Old Christmas Eve. ,,,,
"Va’n oie rioagh, as nagh row lane soilshey er yn eayst. ","It was freezing, and there was not much moonlight. ",,,,
"Va ben Juan ny ben feer chrauee, as va shin kiaulleeagh carvalyn yn Ollick dy cheau yn traa. ","John’s wife was a very religious woman, and we were singing Christmas Carols to pass the time.",,,,
"Ren ben Juan jeeaghyn dooin yn voayl va’n lhuss gaase, as ren ee scrapey yn ooir voish yn lhuss, son cha row eh monney erskyn y thalloo. ","John’s wife showed us where the “herb” was growing, and she scraped the mould from the herb, for it was not much above the ground. ",,,,
"Va londeyr eck, as hie ee magh dy yeeaghyn cre’n aght ve1 geddyn er dy chooilley jeih minnidyn, ny kiarroo oor.","She had a lantern, and she went out to see how it was getting on every ten minutes or quarter of an hour.",,,,
     Ve traa feer neu-aashagh maree tra hie shin geiyrt urree ec mean oie.,It was a very uneasy time with her when we went after her at midnight. ,,,,
Agh cha voddagh shin fakin veg dy chaghlaa ayn.,But we could not see any change. ,,,,
Ren shin fieau oor elley smooinaghtyn nagh row yn traa kiart.,"We waited another hour, thinking it was not the right time. ",,,,
"Ren yn çhenn ven goaill lane yindys cre v’er jeet harrish, son dooyrt ee dy vel ee er n’akin eh keayrt ny ghaa.","The old woman wondered much what had come over it, for she said she had seen it many a time. ",,,,
Hie shin ooilley thie jerkal as mollit.,We went all home hoping and disappointed.* ,,,,
,*ie With disappointed hopes.,,,,
"Agh, moghrey laa ny vairagh, ren shin clashtyn tra hie ben Yuan Mooar ersooyl ayns yn gharey moghrey er giyn, ren ee fakin dy ren yn myrrh blaaghey lurg ooilley. ","But, on the morning of the next day we heard that when Big John’s wife had gone into the garden next morning, she saw that the myrrh had flowered after all. ",,,,
"Hug ee fys gys paart dy feallagh aegey, as ren ad ooilley soiaghey jeh.","She sent word to some of the young people, and they were all satisfied. ",,,,
"     Lurg da ooilley ny feallagh elley er gholl ersooyl, hie mee reesht hug yn gharey marish fer elley, as ren mee fosley sooil yn vlaa, as honnick mee duillagyn noa.","After all the others had gone away, I went again to the garden with another, and opened the sheath of the flower, and I saw the new leaves.",,,,
"     Lane bleeantyn lurg shoh ren mee jannoo yn un red gys yn lhuss ayns garey Juan Cannell, er yn voghrey jeh’n astyr shenn Laa yn Ollick as honnick mee ny blaaghyn noa ec y traa shen.","Many years after this I did the same thing to the herb in John Cannell’s garden, on the morning of the eve of Old Christmas Day, and I saw the new buds at that time. ",,,,
Ta blaaghey yn myrrh fosley yn tooill er y vullaght as yn vlaa noa cheet rish.,"The flowering of the myrrh is opening of the sheath at the top, and the new bud appears. ",,,,
"Va paart jeh ny blaaghyn currit lesh hyms voish Yn Owe er shenn Laa yn Ollick, agh v’ad duillagyn noa gollrish yn feallagh elley.","Some of the flowers were brought to me from The Howe on Old Christmas Day, but they were new leaves like the others.",,,,
"Va’n astyr shenn Laa yn Ollick Jesarn yn vlein shen, as er shenn Laa yn Ollick ayns yn Chabbal dooyrt peccagh ennagh dy negin da ve yn laa cair, son dy ren yn myrrh blaaghey riyr.","Old Christmas Eve that year was on a Saturday, and on Old Christmas Day in the chapel a person said it must be the right day, because the myrrh had flowered last night (night before). ",,,,
"Yn dooinney ren fosley sooill yn vlaa, tra cheayll eh, v’eh agglit, as dooyrt eh dy ghow eh cha (wheesh) nearey jeh hene nagh row fys echey cre dy yannoo.","The man who opened the sheath of the bud, when he heard it, was frightened, and he said he was so ashamed of himself that he did not know what to do.",,,,
"Ta mee er ve freayll arrey er yn oie cheddin er ny shellanyn çheet magh, agh cha darragh ad magh fegooish bwoalley yn chishan shellan.","I have been keeping watch on (watching) the same night the bees coming out, but they would not come out without hitting the hive. ",,,,
"Ta mee er clashtyn sleih gra dy vel ny stuit goll er nyn ghlioonyn ec y traa cheddin, agh cha vel ad jannoo eh agh tra t’ad boirit, as cha vel agh paart jannoo eh ec yn traa shen.","I have heard people say that the bullocks go on their knees at the same time, but they do notvdo so but when they are bothered, and only some of them do it then.",,,,
YN QUAALTAGH,THE QUAALTAGH (First-Foot) ,,,,
Yn chied phyagh ta çheet er essyn y dorrys ayns yn vlein noa ayns Mannin t’eh enmyssit “Yn Quaaltagh”. ,The first person who comes on the sole of the door in the new year in the Isle of Man is called “The Quaaltagh” (meeter). ,,,,
"Ta’n chied phyagh nagh vel jeh’n lught thie, as er yn obbyr echey hene. ","It is the first person not of the household, and on his own work (business). ",,,,
"Ren shenn sleih goaill baght my va’n peiagh dorraghey, ny aalin, va’n trie ny coshey echey ard ny injil, v’eh berçhagh ny boght, dy yannoo faishnaghyn daue hene.","The old people took notice (view) if the person was dark or fair, his instep high or low, if he were rich or poor, to foretell their luck. ",,,,
"Va jough dy lhune, ny dy jough lajer elley, ny paart jeh red erbee ta goll, arran, praasyn as skeddan currit da.","A drink of ale, or of other strong drink, or some of anything that was going, bread, potatoes, and herring, was given to him. ",,,,
"Va persoon erbee nagh ren freayll yn çhenn cliaghtey liorish cur red ennagh, v’eh coontit feer voal. ",Any person who did not keep up the old custom by giving something was considered very mean. ,,,,
"Te er jeet dy ve drogh cliaghtey, son ta paart dy leih goll mygeayrt veih thie dy hie, as t’ad gaase scooyrit.","It has come to be a bad custom, for some people go about from house to house, and they get drunk.",,,,
"V’ad cliaghtey cur greesagh voan, ny greesagh gheayl, er yn çhiollagh. ","They used to put turf ashes, or ashes of coal, on the hearth. ",,,,
V’ad jeeaghyn son cowrey coshey.,They looked for a footmark. ,,,,
"Va cowrey coshey goll magh monney baase, as va cowrey coshey çheet stiagh monney poosey.","A footmark going out was a sign of death, and a footmark coming in was a sign of marriage. ",,,,
YN UNNYSUP,THE ‘DESERVING’,,,,
Ta’d gra dy vel ad goll er yn “unnysup”. “Red erbee sailliu cur dooinyn.”,They say that they are going on the “deserving.” “Anything you wish to give us.” ,,,,
"     Ve ec y toshiaght yn eeck currit da’n viol cloieder son yn chirveish echey ec oanluckyn, farraghyn, poosaghyn, as feaillaghyn, as ve cha booiagh currit da as leagh yn taggyrt. ","At first it was the payment given to the fiddler for his service at burials, wakes, marriages, and feasts, and it was as cheerfully given to him as the payment of the parson. ",,,,
"Ve lurg shen cheet dy ve red erbee va cliaghtey, va shiu toilliu.","After that it became anything customary, which you deserved. ",,,,
"Ve mennick eeckit ec y traa, mannagh row eh eeckit hie eh reesht gys y thie dy gheddyn eh. ","It was often paid at the time, but if it was not, he came again to the house to get it. ",,,,
Tra v’eh eeckit ve cliaghtey dy ve meer dy argid.,When it was paid it used to be a piece of silver. ,,,,
"Er y twoaie,* va’d genmys eh “Yn Wandescope”. Ny “guillyn baney,” “guillyn sheig yn drean,” as “quaaltaghyn” hooar ad yn unnysup. ","In the North* they called it “The Wandescope.” The “White Boys,” the “Hunt the Wren Boys,” and “Quaaltaghs” received the “desert.”",,,,
* Jeh’n Ellan.,* Of the Island,,,,
Ta mee er chlashtyn my yishig vooar gra dy row ny briwnyn eeckit lesh yn unnysup. Va’n leigh ec y traa shen leigh chleeau. ,I have heard my grandfather say that the deemsters were paid by the “deserving.” The law at that time was breast-law. ,,,,
Ta ny Briwnyn ny feallagh s’jerree jeh ny Druee1.,The deemsters are the last of the Druids.,,,,
SHELG YN DREAN,HUNTING THE WREN ,,,,
"Va keayrt dy row shenn skeeal dy row yn sheean va jeant ec y drean er kione dollan chiaullee, tra va ny sidooryn Sostnagh as Manninagh ayns Nherin, ren eh dooishtey seose yn fer va freayll arrey, ren sauail ad ve goit gyn-yss daue lesh ny Yernee, ayns yn Irreemagh Yernee, as va’n oyr da Shelg yn Drean er Laa Noo Steaon. ","There was once an old story that the noise made by the wren on the end of a drum, when the English soldiers and Manx (fencibles) were in Ireland, which woke up the man who was keeping watch (sentry), saved them from being taken unawares by the Irish, in the Irish Rebellion, and was the cause of hunting the wren on St. Stephen’s Day. ",,,,
"Ve yn credjue oc dy jinnagh eh cur lesh aigh vie dy ren eh cur er shenn gheiney as guillyn aegey dy roie geiyrt er, harrish cleiee as jeeigyn, derrey veagh eh tayrit. ","It was the belief that it would bring good luck that made old men and young boys run after it, over hedges and ditches, until it would be caught. ",,,,
"Yn dooinney ren tayrtyn eh va’n dooinney mooar jeh’n laa ec yn traa shen, as cur eh lesh aigh vie da ooilley yn vlein. ","The man who caught it was the great man of the day at that time, and it brought him good luck the whole year. ",,,,
"Va’n ushag veg dy kiaralagh tashtit, as currit lesh er boayrd vaatey gys yn skeddan son aigh vie. ","The little bird was carefully kept, and brought on board the boat to the herrings (herring fishing) for good luck.",,,,
Va paart jeh ny fedjagyn currit da sleih elley as ren paart freayll fedjag ayns yn sporran oc.,"Some of the feathers were given to other people, and some kept a feather in their purse. ",,,,
"     Va’n drean beg currit er maidjey eddyr daa ghuilley, er meer dy villey-juys chianglt lesh ribbanyn, son cowrey jeh’n immeaght mie oc, as ayns cooinaghtyn jeh’n aigh vie t’eh er chur lesh ayns laaghyn foddey er-dy- henney. ","The little wren was placed on a stick between two boys, on a piece of fir tree tied with ribbons, for a sign of their good going (success), and in remembrance of the good luck it had brought in days long ago. ",,,,
"Va trass ghuilley as v’eh coodit lesh lieen, as yn eddin echey jeant dhoo, as va dossan dy lhuss kiangit cooidjagh son dy yannoo famman çheuchooylloo. ","There was a third boy, and he was covered with a net, and his face made black, and a bunch of leeks tied together to make a tail behind his back. ",,,,
"Hug eh lesh lorg liauyr son maidjey, as ren eh freayll traa lesh yn arrane. ","He carried a long pole for a stick, and he kept time with the tune. ",,,,
Va’n drean shelgit ayns Nherin son dy row ad smooinaghtyn dy row eh fer-obbee.,The wren was hunted in Ireland for (because) they thought he was a “buitch” (witch).,,,,
"Ec yn Ollick, va guillyn aegey cliaghtey goll mygeayrt lesh nyn eddinyn jeant dhoo, as bayrnyn bane mraane, as apyrnyn orroo, daunsin as kiaulleeagh, “Roie ! ben Juan Tammy!”","At Christmas young boys used to go about with their faces made black, and women’s white caps and aprons on them, dancing and singing, “Run ! John Tommy’s wife.”",,,,
YN GIENSE,THE GIENSE,,,,
"     Va’n “Giense” feailley v'ad freayll ec yn oie, boayl va ny ‘neenyn aegey as ny guillyn aegey meeteil son daunsin. ","     The “Giense” was a feast kept at night, where young men and young women met for dancing. ",,,,
"Yn bun fockle voish “gien”, ben, as “oieys”, oie.","The root of the word was “gien,” a woman, and “oieys” night.",,,,
"Foddee eh ve bun fockle jeh “unnysup,” cheet voish yn “ob,” ny “obbyr,” jeant liorish yn viol cloieder ec yn ghiense, bastaghyn, poosaghyn, farraryn, oanluckyn, as feaillaghyn. ","It may be that the root of “unnysup” comes from the “ob,” or “obbyr” (work) done by the fiddler at the “giense” (nightly feast), baptisms, marriages, wakes, funerals, and feasts. ",,,,
"“Gien,” “oieys,” as “ob, ny “obbyr,” ta shen “giense ob,” ny “unnysup” Hooar eh meer dy argid son yn obbyr echey, cha beg ny wheesh as bailleu cur da.","“Gien,” “oieys, and “ob” or “obbyr,” that is “giense ob” or “unnysup.” He got a piece of silver for his work, as little or as much as they would like to give him.",,,,
Va mainshter yn ghiense yn fer dy reih yn leggad ec yn daunse. ,The master of the feast was the person to choose the partner at the dance. ,,,,
"Va ny keayrtyn yn vainshter as v’eh inshit da dy chur ny piyryn aggairagh cooidjagh, son shen v’eh geddyn leagh, as veagh shoh oyr dy ve neu-aasal, as cree çhing, son va dagh fer booiagh geddyn yn ’neen echey hene, ny yn nane bliak lesh.","Sometimes the master was told to put the wrong pairs together, for that he would get a price (bribe), and this was a cause of uneasiness and heart-sickness, for each one was wishful to get his own girl, or the one he liked. ",,,,
"“Eaisht jee, as clasht jee, as cur jee my-ner. Ta N. as M. legadyn son yn vlein shoh, as ny sodjey my oddys ad cordail Moylley as soylley, jingey as pronney.”","“Listen, hearken, and take notice. N. and M. are partners for this year, and longer if they can agree. Praise and enjoy, press and eat your fill.”",,,,
"Va’n ghiense cummit er fastyr shenn Laa yn Ollick, as cre erbee yn leggad ren yn vainshter cur da fer, v’eh smooinit dy reayll ee son yn slane vlein.","The giense was held on the eve of Old Christmas Day, and whoever was the partner the master gave to one, he was thought to keep her for the whole year.",,,,
     Ta skeeal mysh shenn shaner Juan Sam. ,     There is a story about John Sam’s great- grandfather. ,,,,
V’eh ec farrar ec Ballacriy. ,He was at a wake at Ballacriy.,,,,
"V’eh eeder jollyssagh, as gee eh wheesh gys derrey huitt eh jeh’n stoyl v’eh ny hoie er, as haink eh dy ve feer ching. ","He was a greedy eater, and he ate so much that he fell off the stool he was sitting on, and he became very sick.",,,,
Va ooilley yn sleih ayns y thie smooinaghtyn dy row eh paartail.,All the people in the house thought he was going to die.,,,,
"Dooyrt y ven-oast rish yn viol cloieder, “Dooar oo yn unnysup yn chubeyr myleeaney ?”","The hostess said to the fiddler, “Didst thou get the ‘unnysup’ (thy deserving) from the cooper this year ?” ",,,,
"“Cha dooar,” dooyrt yn viol cloieder. “Nish yn traa ayds. Foshil yn sporran echey as gow eh nish.”.","“I did not,” said the fiddler. “Now is thy time. Open his purse and take it now.”",,,,
"Va’n unnysup red va sleih cur da ny ylleyderyn moghey, ny mummeryn, ny guillyn vaney, ny quaaltaghyn, ny guillyn Shelg yn drean, ny guillyn Hop tu Naa.","The “unnysup” was what people gave to the early callers (waits), mummers, White Boys, Quaaltaghs, Hunt the Wren Boys, and Hop dy Nai. ",,,,
"“My ta shiu goll dy chur red erbee dooin cur dooin eh ec keayrt, er nonney bee mayd ersooyl lesh soilshey yn eayst.”","“If you are going to give us anything, give us it soon, or we shall be away with the light of the moon.” ",,,,
"Oddagh eh ve jough lhune, skeddan hailjey, eeast, arran as caashey, braghtan, ny red erbee bailliu cur daue.","It might be ale, salt herrings, fish, bread and cheese, a butter cake, or anything you liked to give them.",,,,
"Haink eh lurg shen dy ve red erbee va shiu toilliu,* son dooyrt ad tra yinnagh pyagh erbee jannoo aggair, “Veryms unnysup dhyt.” ","It came afterwards to be anything you deserved,* for they said when any person did anything wrong, “I will give thee the ‘unnysup’ (what you deserve).” ",,,,
* kerraghey,* Punishment.,,,,
Ta’n oie jeh’n ghaa yeigoo laa jeh’n chied vee jeh’n gheurey ta’n toshiaght jeh’n1 vlein ny ashoonyn Gailckagh. ,The eve of the twelfth day of the first month of winter (November) is the beginning of the year of the Celts.,,,,
"Bollagh ny guillyn aegey goll mygeayrt er yn oie shen kiaulleeagh shenn arrane as drane, “Hop ! ta’n Nai.”",Young boys used to go about on that night singing an old song and rhyme “Hop ta’n Nai.”,,,,
"Va shenn ghooinney, enmyssit Illiam y Duke, va ynsit ayns ooilley shenn skeeallyn Manninagh, as dinsh eh dooys, mysh jeih bleeaney as daeed er-dy-henney, dy row eh smooinaghtyn dy row ny focklyn “Noght ta’n Oie,” as dy row eh boggey son yn çheet stiagh yn vlein noa. ","An old man, called William Duke, who was learned in all old Manx stories, told me, about fifty years ago, that he thought the words were “To-night is the night,” and that it was joy for the coming in of the new year. ",,,,
"Son dy row yn fastyr as yn moghrey yn chied laa, as va’n astyr toshiaght yn laa.","For the evening and the morning were the first day, and the evening was the beginning of the day.",,,,
Te goll rish “Blein maynrey noa” ayns Baarle. ,It is like “Happy New Year” in English. ,,,,
Ta’n laa enmyssit “Laa Houney.” ,The day is called Hollantide Day. ,,,,
"Cha vel fys am quoi va Souney, agh beign da er ve nane jeh ny nooghyn.","We do not know who was Souney, but he must have been one of the saints. ",,,,
"Ta’n traa jeh’n vlein enmyssit Martinmas ayns Baarle, as foddee “Souney” er ve enmyssit “Martin,” son ta Martin nane jeh ny shey enmyn shinney ayns Mannin.","The time of the year is called Martinmas in English, and “Souney” may have been the name of “Martin,” for Martin is one of the six oldest names in the Isle of Man. ",,,,
Ayns Nalbin ta’n oie enmyssit “Hallow E’en.”,In Scotland the night is called Hallow E’en.,,,,
"Ren ny ashoonyn Gailckagh credjal dy ren reddyn ta ry-heet ceau caslys roue ro laue, as va ny Manninee booiagh dy gheddyn faishnaghyn inshit daue, as er yn oie shoh v’ad jannoo ymmyd jeh ooilley ny aghtyn va fys oc er.  ","The Celts believed that things to come cast their shadows before them beforehand, and the Manx were fond of getting fortunes told to them, and on this night they used all the methods they knew.",,,,
"Ren ad jannoo ymmyd jeh ooilley ny shenn chliaghtaghyn imraait liorish Bobby Burns, ayns yn arrane echey “Hallow E’en.”","They used all the old customs mentioned by Bobby Burns, in his poem "" Hallow E’en."" ",,,,
"Shegin da “Noght ! ta’n Oie” ve feer shenn, son ta’n chiaulleeaght ayns yn Mode Dorian.","“To-night is the night”  must be very old, for the tune is in the Dorian Mode. ",,,,
"Ren wee screeu eh veih’n choraa chiaullee Hom Kermode, Bradda.","I took it down from the singing (voice) of Thomas Kermode, Bradda. ",,,,
"Ren eh coayl shilley ny sooillyn echey lurg yn vreck wooar tra v’eh feer veg, as v’eh eignit dy yannoo ymmyd jeh ny cleayshyn echey ayns ynnyd ny sooillyn echey. ","He lost the sight of his eyes after small-pox when he was very little, and he was obliged to use his ears in place of his eyes. ",,,,
"Va cooinaghtyn yindyssagh mie echey, as v’eh mie dy chiaulleeagh, as va enn echey er yn ghlare Vanninagh feer vie.","He had a wonderfully good memory, and he was good to sing, and he knew the Manx language very well. ",,,,
"Ta’n chooid smoo jeh ny focklyn as arraneyn ta ayms goit sheese veih’n chiaulleeaght echey, as ren mee ceau lane ooraghyn maynrey ayns screeu ad sheese.","The greater part of the words and songs that I have are taken down from his singing, and I spent many happy hours in writing them down.",,,,
"Ga dy row eh doal, ren eh tannaghtyn ec yn obbyr echey myr eeasteyr son ymmoddee bleeantyn.","Although he was blind, he continued at his work as a fisherman for many years.",,,,
"Va lane tushtey echey, as ta mish lhiastyn lane da son yn tushtey t’eh er choyrt dou er bea ny Manninee ayns toshiaght yn nuyoo cheead yeig blein.","He had great intelligence, and I owe him a great deal for the knowledge he has given me of the life of the Manx at the beginning of the nineteenth century.",,,,
T’eh toilliu shoh dy reayll eshyn ayns cooinaghtyn.,He deserves this to preserve his memory.,,,,
HOP ! TA’N OlE,HOP ! THE NIGHT. TO-NIGHT IS THE NIGHT ,,,,
Hop ! ta’n oie. Noght oie Houney. ,Hop ! ta’n oie. To-night is Hollantide Night. ,,,,
Hop ! ta’n oie. Mairagh Laa Houney. ,Hop ! ta’n oie. To-morrow is Hollantide Day. ,,,,
Hop ! ta’n oie. Kellagh as kiark.,Hop ! ta’n oie. Cock and hen. ,,,,
Hop ! ta’n oie. Shibbyr y gounee. ,Hop ! ta’n oie. Supper of the heifer. ,,,,
Hop ! ta’n oie. Cre’n gauin gow mayd? ,Hop ! ta’n oie. What heifer shall we take? ,,,,
Hop ! ta’n oie. Yn gauin beg breck. ,Hop ! ta’n oie. The little spotted heifer. ,,,,
Hop ! ta’n oie. Kerroo ayns y phot. ,Hop ! ta’n oie. Quarter in the pot. ,,,,
Hop ! ta’n oie. Vlayst mee yn vroit. ,Hop ! ta’n oie. I tasted the broth. ,,,,
Hop ! ta’n oie. Scold mee my scoarnagh. ,Hop ! ta’n oie. I scalded my throat. ,,,,
Hop ! ta’n oie Roie mee gys y chibbyr. ,Hop t ta’n oie. I ran to the well. ,,,,
Hop ! ta’n oie. Diu mee my haie. ,Hop ! ta’n oie. I drank my fill. ,,,,
Hop ! ta’n oie. Eisht cheet ny yei. ,Hop ! ta’n oie. Then coming back. ,,,,
Hop ! ta’n oie. Veeit mee poul kayt. ,Hop ! ta’n oie. I met a pole-cat. ,,,,
Hop ! ta’n oie. Ren eh scryssey ,Hop ! ta’n oie. He grinned. ,,,,
Hop ! ta’n oie. Ren mee roie.,Hop ! ta’n oie. I ran. ,,,,
Hop ! ta’n oie. Roie mee gys Nalbin. ,Hop ! ta’n oie. I ran to Scotland. ,,,,
Hop ! ta’n oie. Cre naight ayns shen? ,Hop ! ta’n oie. What news there?,,,,
Hop ! ta’n oie. Yn cheeaght va traaue. ,Hop ! ta’n oie. The plough was ploughing. ,,,,
Hop ! ta’n oie. Ny cleain va cleiee. ,Hop ! ta’n oie. The harrows were harrowing. ,,,,
Hop ! ta’n oie. Va ben aeg giarey caashey. ,Hop ! ta’n oie. A young woman was cutting cheese. ,,,,
Hop ! ta’n oie. Yn skynn va geyre.,Hop ! ta’n oie. The knife was sharp.,,,,
Hop ! ta’n oie. Yiare ee e mair. ,Hop ! ta’n oie. She cut her finger.,,,,
Hop ! ta’n ok. Lhap ee ‘sy clooid. ,Hop ! ta’n oie. She wrapped it in a cloth.,,,,
Hop : ta’n oie. Ghlass ee eh ‘sy choir. ,Hop ! ta’n oie. She locked it in a chest. ,,,,
Hop ! ta’n oie. Ren eh sthock as stoyr. ,Hop ! ta’n oie. It made stock and store. ,,,,
Hop ! ta’n oie. Three kirree keeir. ,Hop ! ta’n oie. Three brown sheep,,,,
Hop ! ta’n oie. Va ec Illiam yn Oe. ,Hop ! ta’n oie. Had William the grandson. ,,,,
"My ta shiu cur veg dou, ","If you give me anything, ",,,,
"Cur eh dou nish, ","Give it me soon, ",,,,
Son ta mish laccal goll thie ,For I want to go home ,,,,
Lesh soilshey yn eayst. ,With the light of the moon. ,,,,
Hop ! ta’n oie,Hop ! ta’n oie,,,,
"Er Laa Houney hie ny guillyn ayns garaghyn as ny magheryn, as ren ad tayrn cabbash as cassyn cabbash, as eisht goll mygeayrt bwoalley ny dorrysyn.","On Hollantide Eve boys went into gardens and fields, and pulled cabbage and cabbage stalks, and then went about beating the doors.",,,,
"Va ‘neenyn aegey as guillyn aegey chymsagh dy cheilley dy yannoo giense, as v’ad cliaghtey dy phrewal caghlaaghyn dy aghtyn dy gheddyn magh faishnaghyn.","Young girls and young boys gathered together to make a spree, and they used to try different ways of finding out fortunes.",,,,
"Tra v’ad er phrowal ooilley ny saaseyn va fys oc er, hie ny ‘neenyn dy uinney yn soddag valloo.","When they had tried all the ways (methods) they knew, the girls went to bake the dumb cake. ",,,,
"Cha row pyagh erbee dy loayrt un ockle, as va dy chooilley nane dy chooney dy yannoo yn teayst. ","Nobody was to speak one word, and every one was to help in making the dough. ",,,,
"Ve fuinnit er yn ghreesagh, ny er yn losht.","It was baked on the ashes, or on the bake stone (griddle).",,,,
"Tra ve fuinnit, ve brisht seose, as va dagh ‘neen meer eck jeh.","When it was baked, it was broken up, and each girl had a piece of it. ",,,,
"Hie ee dy lhie shooyll goll y yerree, as yinnagh ee fakin caslys jeh’n ghraihder eck ayns ashlish","She went to bed walking backwards, and she would see a sign of her lover in a dream.",,,,
"Tra nagh ren ad fuinney yn soddag valloo, ren ad gee skeddan hailjey, ayns yn un aght, as yinnagh eh jannoo kiart cha mie.","When they did not bake the dumb cake, they ate a salt herring, in the same way, and it would do quite as well.",,,,
"     Ta’n chliaghtey cur hibbin, hollin, as hilley millish, ayns ny thieyn ec yn Ollick cheet veih ny Drui.","     The custom of putting ivy, holly, and bay-leaf in the houses at Christmas comes from the Druids.",,,,
"V’ad smooinaghtyn dy row ny spyrrydyn, va freayll ad geayney fegooish fioghey, yinnagh freayll ny thieyn, as adsyn va cummal ayndoo sauchey cour yn gheurey.","They thought that the spirits, that kept them green without withering, would keep the houses, and those that were living in them, safe for the winter.",,,,
"Ren ny ashoonyn quaagh freayll yn ard eailley ec yn traa s’girrey jeh’n vlein, as ren ad genmys eh “Saturnalia”.","The foreign nations kept their high feast at the shortest time of the year, and they called it “ Saturnalia”.",,,,
"Ve ec y traa va’n ghrian jeeaghyn dy ve coayl yn varriaght, as eisht ghow ee toshiaght dy irree reesht.","It was at the time the sun seemed to be losing the victory, and then it began to rise again.",,,,
Va’n feailley shoh toshiaght yn Ollick. ,This feast was the beginning of Christmas. ,,,,
"Ren ny creesteenyn ghoaill toshiaght dy reayll yn eailley ocsyn ec yn un hraa, as va’d ooilley goaill emshir feailley cooidjagh ayns [ny] shenn hraaghyn.","The Christians began to keep their feast at the same time, and they all took holiday together in the old times.",,,,
"Va kainleyn losht feiy laa er Laa yn Ollick, myr cowrey soilshey yn theill, imraait liorish y Noo Ean y Tushtalagh.","Candles were burnt all day on Christmas Day, as a sign of the light of the world, mentioned by Saint John the Evangelist.",,,,
