English,Manx,Notes
"“I thank the Hon. Member of the Legislative Council, Mrs Maska for her invitation, I believe, to a dance! (Laughter) If she would let me know the time and place I will see if I can accede to that kind invitation. But both her and the Hon. Member sat next to me, Mr Thomas, allude to the problem that the arts and culture are facing at the moment. I understand there is a funding crisis in that area, and clearly this is another challenge that we will need to look at. But I am willing to discuss the problems in greater depth …. the word ‘innovation’ is going to have to be a solution to understanding how funding can be restored or partially restored … Culture Vannin and the groups, and the artistic and heritage sector can find the money and means to be able to get a platform to continue on into the future, in whatever format that may look like.”","“Ta mee cur booise da Oltey Onnoroil y Choonceil Slattyssagh, Mrs Maska son cuirrey mee, ta mee credjal, dy ghaunsey! (Gearaghtee) My ver ee fys dou cre’n traa as boayl nee’m jeeaghyn voddym soiaghey jeh’n chuirrey chenjal eck. Agh ren ish as yn Oltey Onnoroil ta ny hoie er gerrey dou, Mr Thomas, gimraa yn boirey shoh t’ec ellynyn as cultoor ec yn traa t’ayn. Ta mee toiggal dy vel çhennid argidoil syn ard shen, as shoh cooish elley shegin dooin jeeaghyn er. Ta mee aarloo dy haggloo mychione y chooish shoh ny sodjey … shegin da ‘smooinaghtyn noa’ ve ayrn jeh’n eaysley er toiggal kys oddys yn çheet-stiagh v’er ny lhiassaghey, ayns ayrn ny ayns y clane … myr shen dy vod Culture Vannin as sheshaghtyn ellyn as eiraght elley geddyn yn argid t’ad feme dy hannaghtyn dy obbragh sy traa ry-heet, ayns cre-erbee yn cummey oddagh shen y ve.”",
"In closing, continuing thanks to the Director and development officers, Hon Treasurer, board colleagues and Culture Vannin partners in the community for their dedication and commitment; and special thanks to Culture Vannin’s Yn Greinneyder Adrian Cain who is continuing his career nearby after many years of glorious service and achievement for Culture Vannin and the Manx language.","Er-jerrey, baillym booise y chur reesht da’n Stiureyder as ny fir-oik vishee, yn Tashteyder, olteynyn y ving, as sheshaghyn co-phobble elley Culture Vannin son y jeidjys as jeeanid oc. Baillym booise er-lheh y chur da Adrian Cain ta gimmeeaght voin dy obbragh er-gerrey lurg ymmodee bleeantyn dy hirveish gloyroil son Culture Vannin as y ghlare Vanninagh.",
And I end with a repeat of some statements in which I believe ever more passionately.,Verym kione er shoh lesh paart dy ghoan ta mee credjal ny s’jeeaney na va mee rieau.,
"Firstly, Manx culture is valuable for its own sake, and it is also one of the essential ingredients for the Island’s social and economic health.","Sy chied ynnyd, ta cultoor Manninagh leaghoil er y choontey echey hene, chammah son dy vel eh ny ayrn scanshoil jeh slaynt sheshoil as argidoil yn Ellan.",
"Secondly, it shapes who we are as a nation, and provides the story we tell about ourselves to others, both nationally and internationally.","Sy nah ynnyd, t’eh cur cummey da’n ashoon ain, as cur dooin yn skeeal shen ta shin ginsh mychione ain hene da sleih elley ayns shoh as ayns çheeraghyn elley.",
"And thirdly, culture is about the doing of it, the practising of cultural activity. I hope that Culture Vannin can encourage an ever greater focus on this aspect of culture, in our community, in our economy and – very importantly – in our public service.","Sy trass ynnyd, ta cultoor mychione jannoo – cur rish jannooghyn cultooroil. Ta mee treishteil dy vod Culture Vannin greinnaghey sleih dy chur tastey smoo da ayrn shoh y chultoor, ayns y cho-phobble, ayns y tarmaneys, as – erskyn ooilley – ayns ny shirveishyn theayagh ain.",
"Mannin aboo! Manx culture for everyone who chooses to live and work in our special island, and for those who appreciate and practise it around the world!","Mannin aboo! Cultoor Manninagh son dy-chooilley pheiagh ta beaghey as gobbragh er yn Ellan yindyssagh ain, as son oc ooilley ta cur rish eh er feai ny cruinney!",
,Gura mie eu!,Not translated in the original
Chris Thomas MHK,Chris Thomas MHK,
,"Caairliagh, Culture Vannin",Not translated in the original
WHO WE ARE AND WHAT WE DO,QUOI TA SHIN AS CRE TA SHIN JANNOO,
"The Manx Heritage Foundation trading as Culture Vannin is a registered charity established by the Manx Heritage Foundation Act (1982). We support and promote Manx culture by partnering with the community, Government agencies and business in order to fulfil the objects of our founding legislation. Communication, education and accessibility are key to our remit, and our development work for Manx language, Manx music and dance, and online and educational resources makes sure that is possible.","Ta Undinys Eiraght Vannin, dellal fo’n ennym Culture Vannin, ny sheshaght yiastyllagh recortyssit va currit er undin liorish Slattys Undinys Eiraght Vannin (1982). Ta shin cummal seose as cur er y hoshiaght cultoor Ellan Vannin liorish jannoo parteeassyn marish y cho-phobble, rheynnyn Reiltys as dellalyn dy chooilleeney ny currymyn ain ta imraait sy clattys. Ta co-loayrtys, ynsaghey as roshtynys feer scanshoil ayns cooilleeney ny currymyn shoh, as ta’n obbyr ain son glare, daunsey as kiaull Ellan Vannin, marish ny couryn er-linney as cooid-ynsee ain, jannoo shickyr dy vodmayd jannoo shoh.",
"We support grassroots projects through a grants scheme, and delight in how the time, knowledge, skill and enthusiasm of those involved with our culture applies a multiplier effect to what are often modest grants.","Ta shin cummal seose shalleeyn grassroots trooid system dy hoyrtyssyn, as ta shin goaill boggey ayns kys ta leagh ny toyrtyssyn shoh, ta dy mennick beg, er ny mooadaghey liorish yn tushtey, schleie, jeeanid as traa jeusyn ta gobbragh dy jeidjagh son y chultoor ain.",
OUR CULTURAL CENTRE,YN YNNYD CULTOOROIL AIN,
"Our cultural centre in St John’s houses our offices as well as an exhibition space and shop relating to Manx culture and to Tynwald in particular. Moreover, the space is used in evenings and at weekends as a venue for adult language classes, music rehearsal space for young people, and much, much more. It is a place to come to find out about Manx culture; it is a destination for our intangible cultural heritage.","Ta’n ynnyd cultooroil ain ayns Balley Keeill Eoin cummal offishyn, shapp, as shamyr haishbynys mychione cultoor Manninagh, as er-lheh mychione Tynvaal. Marish shen, ta’n room er ny usal syn astyr as ec yn jerrey shiaghtin cour brastyllyn Gaelgagh son sleih aasit, myr boayl da sleih aegey dy chliaghtey kiaull, as caghlaaghyn red elley. She boayl son gynsagh mychione cultoor Manninagh t’ayn, as boayl feer scanshoil son nyn eiraght cultooroil.",
DEVELOPMENT WORK – some HIGHLIGHTS,OBBYR VISHEE – PAART DY HALLEEYN CRONNAL,
"Partnerships with the community make our development work really sing! We offer support and advice nationally and internationally, hosting visits of cultural creatives, researchers and journalists who are all interested in the exciting story of Manx language and culture. Culture is at the heart of our Island life, it’s what connects us, it’s how we express who we are.","Ta ny parteeassyn ta shin jannoo marish y cho-phobble cur bree da’n obbyr-vishee ain. Ta shin çhebbal cooney as coyrle ayns Mannin as er feai ny cruinney, goltaghey crooderyn cultooroil, aa-ronseyderyn, as naighteyryn ta sym oc er skeeal glare as cultoor Ellan Vannin. Ta cultoor yn cree jeh bea nyn Ellan; t’eh kiangley shin cooidjagh, as cooney lhien dy hoilshaghey quoi ta shin.",
"This year, with support from the bona vacantia fund, we were able to embark on exciting joint projects with IOM Arts Council to celebrate Biosphere Isle of Man. For the first time, we employed a graduate intern who worked on a series of projects under the umbrella title Mann’s Green Footsteps.","Y vlein shoh ren shin jannoo ymmyd jeh’n tashtey-argid bona vacantia dy ghoaill ayns laue shalleeyn greesagh noa marish Coonceil ny Hellynyn dy eaillaghey Biosphere Vannin. Son y chied cheayrt ren shin failley obbree tammyltagh as degree eck, ren gobbraghey er shiartanse dy halleeyn hie fo’n ennym Mann’s Green Footsteps.",
We launched our Mann’s Green Footsteps project and website…,Ren shin lhunney shallee as ynnyd-eggey Mann’s Green Footsteps,
"Poetry Map: A successful collaboration with Biosphere IOM, creating an interactive map of the Isle of Man populated with poems submitted by the public",Kaart-çheerey Bardaght: ren shin co-obbraghey marish Biosphere IOM dy yannoo kaart-çheerey eddyr-obbragh jeh Mannin as daneyn er va currit stiagh liorish y theay,
"A million views: our films were watched over a million times on YouTube last year, led by ‘The Secret 1800s Bank Vault in Castletown’ which became the first to reach 1,000,000",Million dy hillaghyn: va ny videoyn ain jeeaghit orroo erskyn million keayrt y vlein shoh chaie. She ‘The Secret 1800s Bank Vault in Castletown’ va’n chied video ain dy chosney million shilley,
Film Night: A highly successful sell-out evening of Culture Vannin films in Peel,Oie film: oie dy ilmyn Culture Vannin ayns Purt ny Hinshey va creckit ass,
"Innovative films: collaboration between Mera Royle and Brook Wassall, ‘Cornaa’ shortlisted in the Celtic Media Festival",Filmyn noa: va film jeant liorish Mera Royle as Brook Wassall enmyssit Cornaa teiyt son rolley giare yn Eailley Media Celtiagh,
Newspaper articles: A year of monthly feature articles on Manx folklore published in the Manx Independent,Articleyn pabyr naight: peesh dagh mee sy Vanninagh Seyr mychione shenn chliaghtaghyn Manninagh,
Celton Manx music and dance in residential homes:  www.manxmusic.com/news_story_602496.html,Kiaull as daunsey ayns thieyn-boandyrys er ny chummal seose liorish Celton Manx www.manxmusic.com/news_story_602496.html,
Neear-Nesin: the commissioned Breton-Manx Collaboration was premiered at Yn Chruinnaght Celtic Gathering (July 2019) to a standing ovation…,Neear-Nesin: co-obbraghey Breton-Manninagh va lhunnit ec yn Chruinnaght (Mee S’jerree yn Touree 2019) as va dy mooar soit jeh,
We published books and released music online such as:,Ren shin clou lioryn as cur magh kiaull er-linney goaill stiagh:,
"Ghosts, bugganes and fairy pigs","Ghosts, bugganes and fairy pigs",
Gaelg as Fishig: skeeal my vea – Brian Stowell’s autobiography in Manx,Gaelg as Fishig: skeeal my vea – skeeal bea Vrian Stowel er ny screeu liorish hene,
A Thousand Years in Man – new translation by Jennifer Kewley,A Thousand Years in Man – çhyndaays noa liorish Jennifer Kewley,
Quiet Way Song Cycle for solo voice & piano by Patricia Cullen,Quiet Way Kiarkyl dy arraneyn son coraa as piano liorish Patricia Cullen,
Nollick Ghennal - Songs in Manx for Christmas,Nollick Ghennal - Songs in Manx for Christmas,
Manx dance instruction films (online),Filmyn ynsee daunsey (er-linney),
Manx music for guitar (online),Kiaull Manninagh son y guitar (er-linney),
Connecting and communicating,Co-chiangley as co-loayrt,
We worked closely with partners such as:,Dobbree shin marish sheshaghyn lhied as:,
"Department of Education, Sport and Culture, especially IOM Arts Council and the Education Improvement Service","Y Rheynn son Ynsaghey, Spoyrt as Cultoor, er-lheh Coonceil ny Hellynyn as yn Çhirveish-Vishee Ynsee",
"Department for Enterprise, especially Visit Agency and Creative Industries (Digital and Business agencies)","Y Rheynn Dellalys, er-lheh Visit Agency as jeidjyssyn crooagh (corpyn bun-earrooagh as dellal)",
"Department for the Environment, Food and Agriculture: Biosphere Isle of Man","Y Rheynn son yn Çhymmyltaght, Bee as Eirinys: Biosphere IOM",
Manx National Heritage,Eiraght Ashoonagh Vannin,
to deliver:,dy livrey:,
National Development Strategy for Culture and the Arts 2017-2027,Strateysh Bishee Ashoonagh son Cultoor as ny Hellynyn 2017-2027,
Manx Language Strategy 2017-2021,Strateysh son y Ghaelg 2017-2021,
"Building Conservation Forum, which works to identify ways in which to promote and protect the Island’s historic built environment.","Forum son Freiltys Troggalyn, ta jeeaghyn er aghtyn dy cummal seose as coadey troggalyn shenaghyssagh yn Ellan.",
A success story for our Manx Year resources,Va couryn y Vlein Vanninagh ain dy mooar soit jeu,
GRANTS,,Not translated in the original
"Even a small grant award can have a huge effect when the knowledge, skills and volunteer hours of the community are factored in to projects","Ta tushtey, schleieyn, as ooryn arryltagh y cho-phobble cur bree mooar da toyrtyssyn cre erbee cha beg.",
38 grants were awarded during the financial year.,Va 38 toyrtyssyn currit magh ayns y vlein argidoil shoh.,
"Due to the outbreak of Covid-19, some festivals and events had to be moved online or were cancelled or postponed. Any returned grant money was re-purposed for our innovative #treisht2020 projects which are detailed later in the report.","Kyndagh rish Covid-19, begin da paart dy eaillaghyn as taghyrtyssyn ve cummit er-linney, scryssit, ny lhiggit shaghey. Va argid toyrtys erbee va çhyndaait dooin er ny usal reesht cour ny shalleeyn #treisht2020 ain ta imraait ny sanmey sy tuarystal shoh.",
Festivals and events – supporting the cultural community,Feaillaghyn as taghrytyssyn – cummal seose y co-phobble cultooroil,
"Festivals and events, organised by volunteers, make for a rich and varied cultural life on our Island:","Ta feaillaghyn as toyrtyssyn, reaghit liorish arryltee, jannoo bea cultooroil yn ellan ain ny s’berçhee as ny ’symoil:",
IOM Flower Festival – literature and website,Feailley ny blaaghyn Vannin – cooid prentit as ynnyd-eggey,
Yn Chruinnaght Celtic Gathering festival,Yn Chruinnaght Celtic Gathering,
Oie Voaldyn Manx fire festival,Feailley aile Oie Voaldyn,
Manx Litfest,Manx Litfest,
Shennaghys Jiu Celtic Youth festival,Feailley aegid Celtiagh Shennaghys Jiu,
Great Manx ShinDig,Great Manx ShinDig,
Arrane son Mannin song competition,Co-hirrey kiaulleeaght Arrane son Mannin,
Manx Bard – contribution towards Manx Youth Bard stipend,Bardagh Manninagh – argid cour faill y Vardagh Aegid Manninagh,
Visit of storyteller to Erin Arts Centre,Skeealeyder hug shilley er Ynnyd Ellynyn Phurt Çhiarn,
Peel Carnival,Carnival Phurt ny Hinshey,
Hop tu Naa event at Jurby,Taghyrtys Hop tu Naa ayns Jurby,
Developing skills and community outreach,Bishaghey schleieyn as gobbragh sy cho-phobble,
It is important that we support the development of skills as well as new ways to reach new audiences:,"T’eh feer scanshoil dooin cooney lesh sleih dy vishaghey ny schleieyn oc, chammah’s feddyn saaseyn noa dy roshtyn magh dys sleih noa:",
Other Island community project,Shallee co-phobble Other Island,
Cathedral IOM 40th anniversary exhibition,Taishbynys daaed blein jeh Cathedral IOM,
Nelly Brennan Garden for DHSC,Garey Nelly Brennan son Rheynn Slaynt as Kiarail y Theay,
Sophia Goulden maquette,Maquette Sophia Goulden,
Isle of Pride Youth Event involving Manx bands,Taghyrtys Aegid Isle of Pride goaill stiagh possanyn-kiaullee Manninagh,
Lime Mortars Symposium attendance,Co-haglym Mortar Eayll,
Restoration of Goods Van G1 for IOMSRA,Jannoo Van Cooid G1 ass y noa son IOMSRA,
Manx herbs and folklore workshops,Brastyllyn mychione lussyn as skeealyn tradishoonagh Manninagh,
Mooinjer Veggey Manx language books,Lioaryn Gaelgagh son Mooinjer Veggey,
Manx Youth Bard stipend,Bardagh Manninagh – argid cour faill y Vardagh Aegid Manninagh,
Marown School low whistle for folk group,Feddan mooar son possan kiaull theay scoill Varooney,
"Film, book and CD projects","Shalleeyn film, lioar, as CD",
We support our exciting creative cultural community to produce new contributions to Manx culture. This includes the work of researchers at all levels:,Ta shin cummal seose yn co-phobble cultooroil crooagh as greesagh ain dy chur lesh reddyn noa dys cultoor Manninagh.,
Centre for Manx Studies – two volume A New History of the IOM Vol 4,Y Laare Studeyrys Manninagh – A New History of the IOM Vol 4,
Book about Charlotte de la Tremouille,Lioar mychione Charlotte de la Tremouille,
Illustrations for book on 7th Earl of Derby,Jallooyn son lioar mychione yn çhiaghtoo Eearley Derby,
David Kilgallon and Tomas Callister CD project,Shallee CD liorish David Kilgallon and Tomas Callister,
St German’s Cathedral choir CD,CD liorish choir Keeill Charmane,
Harp pick-up,Pick-up son claasagh,
Mark E Moon travel to perform at music event,Mark E Moon dy hroailt as cloie ec taghyrtys kiaullee,
Manx National Youth Band – film documenting their history,Film mychione shennaghys y Manx National Youth Band,
Jinny the Witch and the Magic tunnel bilingual book,Jinny y Wuitçh as y Thollane Obbee – lioar ayns Gaelg as Baarle,
Living with the Sea book,Beaghey marish y cheayn,
Ballure book,Lioar mychione Ballure,
Poetry of Simon Maddrell,Daneyn Simon Maddrell,
Film about history of LGBTQ+ rights,Film mychione shennaghys cairyn LGBTQ+,
Songs of Tagore in Manx and Bengali,Arraneyn Tagore ayns Gaelg as Bengali,
Manx National Youth Band 50th anniversary music commission,Peesh dy chiaull oardrit son 50 bleeaney jeh’n Manx National Youth Band,
#treisht2020 projects – re-purposing grants from cancelled events,Shalleeyn #treisht2020 – aa-usal toyrtyssyn veih taghyrtyssyn scryssit,
"In response to the urgent need to provide projects for cultural and creative self-employed workers during the COVID-19 public health situation, officers and board members worked together to develop the #treisht2020 projects. Both the sense of purpose and the financial reward that projects and commissions would bring were considered essential in keeping people actively engaged with Manx culture and, in some cases, small businesses open.","Kyndagh rish çhennid slaynt theayagh Covid-19, va feme er shalleeyn son obbreeyn crooagh as cultooroil ta gobbragh daue hene, dy chooney lhieu cummal seose ad hene. Dy reggyrt yn feme shoh ren fir-oik as olteynyn bing Culture Vannin gobbragh ry-cheilley dy chur ny shalleeyn #treisht2020 er y hoshiaght. Ren ny shalleeyn cur leagh argidoil da ny hobbreeyn shoh as cur ard-oyr da’n obbyr oc. V’ad chammah’s shen feer scanshoil ayns cooney lesh sleih dy hannaghtyn dy ghoaill ayrn ayns cultoor Manninagh, as ny cheayrtyn cooney lesh businessyn beggey dy hannaghtyn foshlit.",
"treisht means trust, hope or confidence in Manx.",,Not translated in the original
RBV awarded to Stephen Miller,RBV currit da Stephen Miller,
The Reih Bleeaney Vanannan award for 2020 recognised the scholarship and dedication to Manx folklore and culture of Stephen Miller.,Ren yn aundyr Reih Bleeaney Vanannan 2020 moylley Stephen Miller son e scoillaraght as e yeeanid son cultoor as tradishoonyn Ellan Vannin.,
"A dedicated researcher into Manx folklore, folksong, and folk dance, as well as the figures and collectors involved with the Celtic revival, Stephen’s time, energy and expertise working on precious archives in the Manx Museum and beyond for over forty years have resulted in an extremely impressive body of work in the field of Manx and Celtic Studies which he continues to share freely online, in print and in person.","Ta Stephen ny aa-ronseyder feer jeidjagh er skeealaght, kiaulleeaght, as daunsey Manninagh, chammah’s er persoonyn as çhymseyderyn bentyn da’n aa-vioghey Celtiagh. Rish ny smoo na daeed blein t’eh er n’yannoo ymmyd jeh’n traa as tushtey echey dy ronsaghey tashtaghyn-recortys ayns Thie Tashtee Vannin as buill elley. T’eh er chur magh cooid vooar dy scoillaraght mychione cooishyn Manninagh as Celtiagh, as er rheynn eh ooilley dy seyr er-linney, ayns prent, as ayns persoon.",
