English,Manx
"     Fingal rushed, in all His arms, wide-bounding over Turthor’s stream, that sent its sullen roar, by night, through Gormals misty vale.","     Roie Fingal dy-tappee, ayns ooilley’n eilley echey, lheimyraght dy-lhean harrish strooan Turthot, dy dug e buirroogh groamagh, er-oie, trooid glion chayagh Ghormal."
"A moonbeam glittered on a rock; in the midst stood a stately form; a form with flowing locks, like Lochlin’s white-bosomed maids.","Hoilshee’n rehollys dy-gial er creg; hass ’sy veanjee tuarystal stoamey ; tuarystal lesh skeogyn etlagh, gollrish ny caillinyn bane-oghrishagh Loghlin."
"Unequal are her steps, and short.","Neuchorrym ta ny kesmadyn eck, as giare."
She throws a broken song on wind.,T’ee ceau arrane brisht er y gheay.
At times she tosses her white arms: for grief is dwelling in her soul.,Ec keayrtyn t’ee ceau mygeayrt e roihaghyn baney: son ta seaghin baghey ayns e hannym.
"     “Torcul-torno, of aged locks!”she said, “where now are thy steps, by Lolan?","     “Torcul-torno, jeh skeogyn eashit!” dooyrt ee, “cre vel nish dty chesmadyn-coshey, rish Lulan?"
"Thou hast failed at thine own dark streams, father of Conban-cârgla! But I behold thee, chief of Lulan, sporting by Loda’s hall, when the dark-skirted night is rolled along the sky.—","T’ou er failleil ec ny strooanyn dooey lhiat-hene, ayr Chonban-cârgla ! Agh ta mee cur oo my-ner, ard-er dy Lulan, jannoo reaïd rish halley Loda, tra ta’n oie keeir-çhemmallagh rowlit fud y speyr."
Thou sometimes hidest the moon with thy shield.,Keayrtyn t’ou follaghey yn eayst lesh dty scaap.
I have seen her dim in heaven.,Ta mee er vakin ee dullyr ayns niau.
"Thou kindlest thy hair into meteors, and sailest along the night.","T’ou foaddey dt’ olt gys drilleenyn-aeragh, as shiaulley fud-ny-hoie."
"Why am I forgot, in my cave, king of shaggy boars?","Cre’n-fa ta mee jarroodit, ’syn ooig aym, ree jeh purryn geayshteenagh?"
Look from the hall of Loda on thy lonely daughter.” ,Jeeagh veih’n halley Loda er dt’ inneen ny-lomarcan.” 
,
"     “Who art thou,” said Fingal, “voice of night?” She, trembling, turned away. ","     “Quoi t’ou,” dooyrt Fingal, “coraa jeh'n oie?” "
,"Ish, er-creau, hyndaa ersooyl. "
"“Who are thou, in thy darkness?”","“Quoi t’ou, ayns dty ghorraghys?”"
     She shrunk into the cave. ,Hooar ee back ’syn ooig.
     The king loosed the thong from her hands. He asked her about her fathers. ,     Deayshil y ree yn yeeal ’er e laueyn. Denee eh jee mysh e ayraghyn.
"     “Torcul-torno,” she said, “once dwelt at Lulan’s foamy stream: he dwelt—but now, in Loda’s hall, he shakes the sounding shell.","     “Torcul-torno,” dooyrt ee, “keayrt vagh eh ec y strooan keshagh Lolan: vagh eh—agh nish, ayns halley Loda, t’eh coyrt y tlig sheeanagh er-creau."
He met Starno of Lochlin in war: long fought the dark-eyed kings.,Hie eh ny quail Starno dy Loghlin ayns caggey; chaggee ny reeaghyn doo-hooillagh rish foddey.
"My father fell, in his blood, blue-shielded Torcul-torno!","Huitt m’ayr, ayns e uill, Torcul-torno gorm-scaapagh!"
"By a rock, at Lulan’s stream, I had pierced the bounding roe.","Ec creg, ec strooan Lulan, va mee er vroddey y feeaih clistal."
My white hand gathered my hair from off the rushing winds.,Hymsee my laue vane m’olt ersooyl veih sheebane y geayee.
I heard a noise. Mine eyes were up. My soft breast rose on high.,Chluin mee tarmane. Va my hooillyn troggit. Dirree my chleeau stoamey.
"My step was forward, at Lulan, to meet thee, Torcul-tarno!","Va my chesmad er my hoshiaght, ec Lulan, dy heet dty whail, Torcul-torno!"
"It was Starno, dreadful king ! His red eyes rolled on me in love.","She Starno v’ayn, ree agglagh! rowl e hooillyn jiargey orrym er cannoo."
Dark waved his shaggy brow above his gathered smile.,Heeb y folt casagagh dhoan er e oaie erskyn e smooir çhymsit.
"Where is my father, I said, he that was mighty in war?","Cre vel m’ayr, dooyrt mee, eshyn va niartal ayns caggey?"
"Thou art left alone among foes, O daughter of Torcul-torno!","T’ou faagit dty lomarcan ny-vud noidyn, O inneen Horcul-torno!"
He took my hand. He raised the sail. In this cave he placed me dark.,"Ghow eh my lane, Hrog eh y shiaull. Hug eh mee ayns ooig y shoh."
"At times he comes, a gathered mist. He lifts before me my father’s shield.",Ec keayrtyn t’eh çheet gollrish kay. T’eh troggal scaap my hayrey kiongoyrt rhym.
"But often passes a beam of youth, far distant from my cave. ","Agh ta mennick goll shaghey scell d’aegid, foddey jeh veih m’ooig. "
The son of Starno moves in my sight. He dwells lonely in my soul.”,Ta’n mac Starno gleayshaghey ayns my hilley. T’eh baghey ny-lomarcan ayns m’annym.”
"     “Maid of Lulan,” said Fingal, “white-handed daughter of grief! a cloud, marked with streaks of fire, is rolled along thy soul.","     “Caillin dy Lulan,” dooyrt Fingal, “inneen fynn-laueagh dy hrimshey! ta bodjal, cowrit lesh scheimeigyn d’aile, rowlal ny-vud m’annym."
Look not to that dark-robed moon; look not to those meteors of heaven.,Ny jeeagh er eayst keeir-cloagagh y shenn; ny jeeagh er ny meiteyryn shen veih niau.
"My gleaming steel is around thee, the terror of thy foes!","Ta my staillin falleayshagh mygeayrt-y-mood, yn aggle jeg dty noidyn!"
"It is not the steel of the feeble, nor of the dark in soul!","Cha nee staillin jeh ny annooinee eh, ny jeu ta keeir ayns annym!"
The maids are not shut in our caves of streams.,Cha vel ny caillinyn doont ayns nyn ooigyn jeh strooanyn.
They toss not their white arms alone. They bend fair within their locks above the harps of Selma.,"Cha vel ad ceau nyn roihaghyn baney mygeayrt nyn-lomarcan, t’ad croymmey aalin ayns nyn skeoeyn erskyn ny claasee Selma."
Their voice is not in the desert wild. We melt along the pleasing sound!”,"Cha vel nyn goraa ayns yn eaynagh, Ta shin lheie lesh y vingys eunyssagh!”"
"     Fingal again advanced his steps, wide through the bosom of night, to where the trees of Loda shook amid squally winds.","     Hie Fingal er-e-hoshiaght reesht, feayn fud oghrish ny hoie, gys raad va biljyn dy Loda er-creau mastey geayaghyn screeagh."
"Three stones, with heads of moss, are there; a stream, with foaming course: and dreadful, rolled round them, is the dark-red cloud of Loda. ","Ta three claghyn, lesh king keynnee, aynshen, - strooan lesh coorse keshagh: as agglagh, rowlit mygeayrt-y-moo, ta’n bodjal jiarg dullyragh dy Loda. "
"High from its top looked forward a ghost, half-formed of the shadowy smoke. ","Heose er e vullagh va jeeaghyn magh ny scaan, lieh-cummit lesh jaagh kayagh. "
"He poured his voice, at times, amidst the roaring stream.","Gheayrt eh e choraa, ec keayrtyn, sy mean jeh ny strooanyn buirroogh."
"Near, bending beneath a blasted tree, two heroes received his words:","Faggys, croymmey fo billey shirkit, hooar daa ghunnalagh e ocklyn:"
