English,Manx
"27.— The Old Age Pensions and National Health Insurance Act Amendment Act, 1921.",Yn Slattys Toyrtyn Shenn Eaysh as Coadey son Aslaynt Ashoonagh Lhiasaghey Nuy Cheead Yeig Nane as Feed.
"The object and purport of this Act are to abolish local Parish Committees and amend the Old Age Pensions and National Health Insurance Act, 1920.",Ta’n aigney as y chooish jeh’n Slattys shoh dy yiooldey Buird-toyrtyn ymmydagh [sic] as dy lhiasaghey yn Slattys Toyrtyn Shenn Eaysh as Coadey noi Aslaynt Ashoonagh Nuy Cheead Yeig as Feed.
"28.— The Fertilisers and Feeding Stuffs Act, 1921.",Yn Slattys Stooaghyn Toraghey as Beiyagh Nuy Cheead Yeig Nane as Feed.
The object and purport of this Act are to require sellars of artificial fertilisers and artificially prepared foods for animals to declare the nature and percentages of the constituents thereof.,Ta’n aigney as y chooish jeh’n Slattys shoh dy eginagh creckeyderyn jeh stooghyn mestit son toraghey thalloo as beaghey maase dy hoilshaghey ro-laue cre’n keint as cre wheesh reddyn t’ad jeant jeh.
"29.— The Government Chaplaincies Act, 1921.",Yn Slattys Lhiasaghey Nuy Cheead Yeig as Feed.
The object and puport of this Act are to abolish the Government Chaplaincies and to commute the responsibilities of the Crown.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chur-lesh gys jerrey ny Cabbalyn Kiannoortys as dy choonrey son argid ny currymyn jeh’n Crooin.
"The Royal Assent to the preceeding Acts was given by his Majesty in Council at the Court at Buckingham Palace, on the dates set out hereunder :—",Va’n choardail Reeoil currit gys ny Slattysyn roie soit magh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ec yn Plaase Buckingham er ny laghyn fo soit magh :—
,
"To Acts Nos. 1, 2, and 3 ... ... ... 13th October 1920.","Gys Slattysyn 1, 2, as 3 ... ... ... 13oo Xoo 1920."
To Acts No. 4 ... ... ... 9th November 1920.,Gys Slattys 4 ... ... ... 9oo XIoo 1920.
To Acts No. 5 ... ... ... 3rd December 1920.,Gys Slattys 5 ... ... ... 3oo XIIoo 1920.
"To Acts Nos. 6 and 7 ... ... ... 14th February, 1921.",Gys Slattysyn 6 as 7 ... ... ... 14oo IIoo 1921.
"To Act No. 8 ... ... ... 9th March, 1921.",Gys Slattys 8 ... ... ... 9oo IIIoo 1921.
"To Acts Nos. 9 and 10 ... ... ... 24th March, 1921.",Gys Slattysyn 9 as 10 ... ... ... 24oo IIIoo 1921.
"To Act No. 11 ... ... ... 22nd April, 1921.",Gys Slattys 11 ... ... ... 22oo IVoo 1921.
"To Acts Nos. 12, 13, 14, 15, 16, and 17 ... 27th May, 1921.","Gys Slattysyn 12, 13, 14, 15, 16, 17 ... ... ... 27oo Voo 1921."
"To Acts Nos. 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, and 29 ... ... 27th June, 1921.","Gys Slattysyn 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, as 29 ... ... ... 27oo VIoo 1921."
