English,Manx,Notes
"1 I sing th’ almighty power of God,","Yn Ooilley-niartal t’er dy rieau,",
"That made the mountains rise,","Nee’ms soilshagh magh e phooar,",
"That spread the flowing seas abroad,","Eh ta er hroggal seose dagh slieau,",
And built the lofty skies!,As skeaylley’n faarkey mooar!,
2 I sing the wisdom that ordain’d,Da’n Jee smoo creeney dy row booise,
The sun to rule the day;,Hug dooin y ghrian ’sy laa;,
"The moon shines full at his command,","Yn eayst as ny rollageyn neesht,",
And all the stars obey.,Ta bi’lagh da ’choraa.,
"3 I sing the goodness of the Lord,","Booise dy row da son mess yn ooir,",
That fill’d the earth with food;,As son e vyghyn veiygh;,
"He form’d the creatures with his word,","Yn Jee ren caidey dagh cretoor,",
And then pronounced them good.,Esht dooyrt dy row ad mie.,
"4 Lord, how thy wonders are display’d",Hiarn s’mooar dty yindys ta my hooill,
Where’er I turn mine eye!,Dy kinjagh cur-my-ner!,
"If I survey the ground I tread,","Fakin yn ooir er ta mee shooyl,",
Or gaze upon the sky!,Ny jeaghyn seose ’syn aer!,
"5 There’s not a plant or flow’r below,","[7] Dy chooilley losserey ta gaase,",
But makes thy glories known;,T’ad ginsh dty schlei gloyroil;,
"And clouds arise, and tempests blow,",Geayghyn as sterrym cheet er-ash,
By order from thy throne.,Ec sarey veih dty stoyl.,
6 Creatures (as num’rous as they be),Cretooryn (jeh dy chooilley ghooie),
Are subject to thy care;,T’ad ooilley fo ’chairail;,
There’s not a place where we can flee,"Voish fenish Yee cha vod mayd roie,",
But God is present there.,Ny shilley’n Chiarn scapail.,
"7 In Heav’n he shines with beams of love,","Ayns niau ta soilshit graih yn Chiarn,",
With wrath in Hell beneath!,Ayns niurin kerragh trome!,
"’Tis on his earth I stand or move,","Lesh Jee yn ennal ta mee tayrn,",
And ’tis his air I breathe.,As lesh yn ooir ta foym.,
"8 His hand is my perpetual guard,",E choadey ta cur lesh mee trooid,
He keeps me with his eye:,Dangeyryn er dagh cheu;,
Why should I then forget the Lord,Kys yinnin eisht yn Chiarn yarrood,
Who is for ever nigh?,Ta sheer cha faggys dou?,
,,
SONG III.,HYMN III.,
Praise to God for our Redemption.,Moylley son nyn Gionnaghey-reesht.,
"1 Blest be the wisdom, and the pow’r,",Gloyr gys y Jee dy ghrayse as pooar,
"The justice and the grace,",Dy chreenaght as dy ghraih;,
"That join’d in counsel to restore,",Hooar magh yn saase ayns chymmey vooar,
And save our ruin’d race.,Dy chosney peccee hreih.,
"2 Our father ate forbidden fruit,","Son liorish peccah nyn chied ayr,",
And from his glory fell;,V’eh hene as ooilley ’chloan,
And we his children thus were brought,"Ny lhie fo deyrey, ayns danjeyr",
"To death, and near to Hell.",Jeh treihys fegooish kione.,
3 Blest be the Lord that sent his Son,[8] Gloyr gys nyn Jiarn ghow chymmey j’in,
To take our flesh and blood;,As ghow nyn veill as fuill;,
"He for our lives gave up his own,",As ren coyrt sheese e vioys hene,
To make our peace with God.,Son bioys seihll peccoil.,
"4 He honour’d all his Father’s laws,",Dreil eh slane saraghyn e Ayr;,
Which we have disobey’d;,E uill son ain ren roie;,
"He bore our sins upon the cross,",Kionnaght saualtys dooin dy deyr,
And our full ransom paid.,Treinit er crosh dy fuigh.,
5 Behold him rising from the grave:,"Agh jeeagh ec girree, as cre’n ghloyr",
Behold him rais’d on high:,T’eh ayn ec laue yesh Yee;,
"He pleads his merits there, to save","Loayrt er nyn son, dy gheddyn foayr",
Transgressors doom’d to die.,Da ard vee-viallee.,
"6 There on a glorious throne he reigns,","Ny hoie er stoyl dy vyghyn t’eh,",
And by his pow’r divine,As coyrt neose cooney huin;,
Redeems us from the slavish chains,"Gialdyn veih peccah shin livrey,",
Of Satan and of sin.,As feaysley bra ’chur dooin.,
"7 Thence shall the Lord to judgment come,","Tra nee yn Chiarn ayns briwnys soie,",
"And, with a sov’reign voice",As geam lesh ard choraa,
"Shall call, and break up every tomb,","“Irree-jee virroo,” eisht cloan Yee",
While waking saints rejoice.,Ver oltagh gennal da.,
8 O may I then with joy appear,O giall dou Hiarn lesh cree gerjoil,
"Before the Judge’s face,","Dy chur-my-ner dty oaie,",
"And, with the bless’d assembly there,","As marish nooghyn troggal kiaull,",
Sing his redeeming grace.,Arraneyn jeh dty ghraih.,
,,
SONG IV.,[9] HYMN IV.,
Praise for Mercies Spiritual and Temporal.,Moylley son ymmodee myghynyn.,
1 Whene’er I take my walks abroad,"Tra ta mee mooie as shooyl ’sy traid,.",
How many poor I see;,Nagh mooar dy voghtyn hee’m;,
What shall I render to my God,"Hiarn verrym gloyr da’n ennym ayd,",
For all his gifts to me?,Ta cha kiarailagh jeem.,
"2 Not more than others I deserve,",Ta beaghey mish ta cha neu-feeu,
Yet God has given me more;,Lesh palchey nheeghyn mie;,
"For I have food, while others starve,","Tra ta ny keeadyn boght goll-nieu,",
Or beg from door to door.,As shooyll veih thie dy thie.,
3 How many children in the street,Choud as ta paitchyn boghtey neeisht,
Half naked I behold;,Shooyl rooisht yn derrey-lheh;,
"While I am cloth’d from head to feet,","Ta coamrey ayms veih heose gys heese,",
And cover’d from the cold!,Dy reayll mee stoot[1] as chea.,[1] stoot] cf. Anglo-Manx stout ‘well in health’.
"4 While some poor wretches scarce can tell,",Nagh nhymmey boght ta gra “cha s’aym,
"Where they may lay their head,","Cre’n boayl yioym fastee hie,”",
"I have a home wherein to dwell,","Agh er my hons ta cummal aym,",
And rest upon my bed.,As lhiabee er-dy lhie.,
"5 While others early learn to swear,","Nagh leah ta paitchyn gynsagh craid,",
"And curse, and lie, and steal,","Ginsh vreagyn, gied, as loo;",
"Lord, I am taught thy name to fear,","Agh ta mish er my ynsagh aeg,",
And do thy holy will.,My churrym ayns dty ghoo.,
"6 Are these thy favours, day by day","Neayr ta dty vieys dooys fordrail,",
To me above the rest?,"Lane giootyn as vondeish,",
"Then let me love thee more than they,","Lesh slane my chree nee’m goaill kiarail,",
And try to serve thee best.,Dy jean-ym oo herveish.,
,,
SONG V.,[10] HYMN V.,
Praise for Birth and Education in a Christian Land.,Moylley son Bea as Ynsagh ayns Cheer Chreestee.,
"1 Great God, to thee my voice I raise,","Ta laghyn m’aegid cair dhyt Hiarn,",
To thee my youngest hours belong;,Eisht hoods nee’m troggal my choraa;,
"I would begin my life with praise,","Moghey gys dt’ ennym goaill arrane,",
Till growing years improve the song.,As gaase ny stroshey gour y traa.,
2 ’Tis to thy sov’reign grace I owe,Goym rish dty ghrayse hug toshiaght dow,
"That I was born on British ground,","Fo reiltys vannee George nyn Ree,",
"Where streams of heav’nly mercy flow,","Cheer lane dy vannaghtyn veih niau,",
And words of sweet salvation sound.,As sheean gerjoil saualtys Yee.,
3 I would not change my native land,Son ooilley’n airh ta ayns Peru,
"For rich Peru, with all her gold:",Cha jinnin cheer my ghooie chaghlaa;,
"A nobler prize lies in my hand,",Son ayns my laue ta leagh my s’feeu,
Than East or Western Indies hold.,Na ooilley berchys India.,
4 How do I pity those that dwell,"Cre’n chymmey t’aym jeh cloan sheelnaue,",
Where ignorance or darkness reigns;,"T’ayns dorraghys mee-hushtey freilt,",
"They know no Heav’n, they fear no Hell,","Gyn Niau ny Niurin soilshit daue,",
"Those endless joys, those endless pains.",Boggey ny trimshey seihll ry-heet.,
"5 Thy glorious promises, O Lord,",Hiarn lesh dty yialdynyn gloyroil,
Kindle my hopes and my desire;,My hreisht as yearree t’er ny hiow;,
While all the preachers of thy word,As dty hirveishee dy breeoil,
Warn me to ’scape eternal fire.,Coyrt raue dou chea veih ainle[2] toyrt-mow.,[2] It is rare in the 19th century to find aile ‘fire’ spelt ainle.
"6 Thy praise shall still employ my breath,",Choud as veem bio dhyt verrym booise,
Since thou hast mark’d my way to Heav’n;,T’er nynsagh mee ’sy raad gys niau:,
"Nor will I run the road to death,",Chamoo nee’m shooyl y raad gys baase,
And waste the blessings thou hast giv’n.,Ny jummal bannaghtyn dty laue.,
,,
SONG VI.,[11] HYMN VI.,
Praise for the Gospel.,Moylley son y Sushtal.,
"1 Lord, I ascribe it to thy grace,","Jeh Hewnyn ny Ashoonyn-quaagh,",
"And not to chance, as others do,","Cha row mee ruggit stiagh ’sy theihll,",
"That I was born of Christian race,","Jeh kynney Creestee, Hiarn t’aym baght",
And not a Heathen or a Jew.,Dy nee dty ghrayse ren shen phointeil.,
"2 What would the ancient jewish kings,","Cre’n leagh va reeaghyn Israel,",
"And jewish prophets once have giv’n,","As ny phaderyn neesht er choyrt,",
"Could they have heard these glorious things,","Son clashtyn Yeesey Creest preacheil,",
"Which Christ reveal’d, and brought from  Heav’n?",Ny goan gerjoilagh v’eh dy loayrt.,
"3 How glad the heathens would have been,","Ashoonee-whaagh er feïe yn ooir,",
"That worshipp’d idols, wood and stone,","Gys jeeghyn jalloo croymmey sheese,",
"If they the book of God had seen,","Cre’n oyr ve daue dy voggey mooar,",
Or Jesus and his Gospel known!,’Beagh toiggal oc jeh sushtal Chreest.,
"4 Then if the Gospel I refuse,","My nee’ms noi’n sushtal girree magh,",
How shall I e’er lift up mine eyes?,Cre’n jerkal oddys v’aym jeh leih:,
"For all the Gentiles and the Jews,","Ny Hewnyn as Ashoonyn-quaagh,",
Against me will in judgment rise.,Nee girree seose ayns briwnys m’oï.,
,,
SONG VII.,HYMN VII.,
The Excellency of the Bible.,Feeuid ny Scriptyryn Casherick.,
"1 Great God, with wonder and with praise,",Yee vooar lesh yindys as lesh booise,
On all thy works I look;,Hee’m shen ny t’ou er chroo;,
"But still thy wisdom, power, and grace,",Dty phooar dty ghrayse as creenaght neeisht,
Shine brightest in thy Book.,"Ny s’baghtal ayns dty Ghoo,",
"2 The stars that in their courses roll,","[12] Rollageyn sollys roie nyn goorse,",
Have much instruction giv’n;,Ta coyrt lane ynsagh dou;,
But thy good word informs my soul,Agh she dty ghoo ta soilshagh dooys,
How I may climb to Heav’n.,Cre’n aght dy chosney niau.,
"3 The fields provide me food, and shew","Ny magheryn trooid bannaght Yee,",
The goodness of the Lord;,Voue ta nyn meaghey cheet;,
But fruits of life and glory grow,Ta mess dy ghergagh as dy hee,
In thy most holy Word.,’Sy Ghoo smoo casherick.,
"4 Here are my choicest treasures hid,","She ayn ta berchys flaunyssagh,",
Here my best comfort lies:,My stoyr nagh jean failleil:,
"Here my desires are satisfy’d,","My yeearree te dy yannoo magh,",
And hence my hopes arise.,As bioghey my hreishteil.,
"5 Lord, make me understand thy law;","Ynsee mee ayns dty leighyn Hiarn,",
Shew what my faults have been;,Cre wheeish my loghtyn dt’oï,
And from thy Gospel let me draw,"Lhig dou veih’n sushtal grayse y hayrn,",
Pardon for all my sin.,Liorish t’ad er ny leih.,
6 Here would I learn how Christ has dy’d,Te soilshagh cre hur Yeesey Creest,
To save my soul from Hell:,Dy reayll mee veih toyrt-mow;,
Not all the books on earth beside,Lioar elley cha vel ayn ta ginsh,
Such heav’nly wonders tell.,Niaght cha gerjoilagh dou.,
"7 Then let me love my Bible more,",Lesh graih as boggey ayns my chree,
And take a fresh delight,Lhig dooys dty Ghoo y lhaih,
"By day to read these wonders o’er,","Lesh smooinaght dowin recortys Yee,",
And meditate by night.,Y ronsagh laa as oie.,
,,
SONG VIII.,[13] HYMN. VIII.,
Praise to God for learning to read.,Moylley gys Jee son ynsagh dy lhaih.,
1 The praises of my tongue,Yee gys yn ooashley ayd,
"I offer to the Lord,",My hengey ghow’s arrane:,
"That I was taught, and learnt so young,","Dy row mee er my ynsagh aeg,",
To read his holy Word.,Dy lhaih ayns Goo yn Chiarn.,
2 That I am brought to know,"Dy ren me gheddyn fys,",
"The danger I was in,","Dy row my stayd feer treih,",
"By nature and by practice too,","Ec peccah goit ayns cappeeys,",
A wretched slave to sin.,Fo mollaght trome y leigh.,
3 That I am led to see,Dy dhooar mee toiggal jeh,
I can do nothing well;,"My chairys hene, fardail:",
And whither shall a sinner flee,As O quoi gys nee’n peccagh chea,
To save himself from Hell?,Coal-anmey dy scapail?,
"4 Dear Lord, this book of thine",Agh ayns dty Hushtal Hiarn,
"Informs me where to go,","T’ou hene er chuirrey mee,",
"For grace to pardon all my sin,","As gra rhym, cheet gys y farrane,",
And make me holy too.,Dy voddym v’er my nhiee.,
5 Here I can read and learn,"’Sy Tushtal fod mayd lhiah,",
"How Christ, the Son of God,","Jeh Creest ghow chymmey j’in,",
Did undertake our great concern;,"Kys ren e uill ayns strooanyn roie,",
Our ransom cost his blood.,As shen dy chionnagh shin.,
"6 And now he reigns above,","Ga nish ayns gloyr t’eh reill,",
He sends his Spirit down,T’eh coyrt e spyrryd mie,
"To show the wonders of his love,","Dy skeaylley’n Sushtal trooid y theihll,",
And make his Gospel known.,As yindyssyn e ghraih.,
"7 O may that Spirit teach,",[14] Yn goo t’er ny phreacheil,
And make my heart receive,"Cur fraue da ayns my chree,",
"Those truths which all thy servants preach,",Lesh bree yn Spyrryd Noo ta reill,
And all thy saints believe.,Ayns ooilley nooghyn Yee.,
8 Then shall I praise the Lord,"Hiarn nee’ms y voylley oo,",
"In a more chearful strain,","As verrym booise creeoil,",
"That I was taught to read his word,","Shen ren mee ’ynsagh ayns dty Ghoo,",
And have not learnt in vain.,Nagh phrow eh neu-vessoil.,
,,
SONG IX.,HYMN IX.,
The All-seeing God.,Cha vel nhee erbee keillit voish Jee.,
"1 Almighty God, thy piercing eye","Fo coodagh dorraghey ny hoie,",
"Strikes thro’ the shades of night,","T’ou fakin shin O Yee,",
And our most secret actions lie,"As ny lhie foshlit roish dty oaie,",
All open to thy sight.,Ta smooinaghtyn nyn gree.,
"2 There’s not a sin that we commit,","Dy chooilley pheccah ren shin rieau,",
"Nor wicked word we say,","Ny goan va jeh fardail,",
But in thy dreadful book ’tis writ,"T’ayns coontey agglagh er ny scrieu,",
Against the judgment-day.,Ayns briwnys hig nyn gwaill.,
3 And must the crimes that I have done,As bee my oiljyn focklit magh,
Be read and publish’d there?,Roish cummaltee yn ooir?,
"Be all expos’d before the sun,","As ooilley’n cheshaght flaunyssagh,",
While men and angels hear?,Ec briwnys yn laa mooar?,
"4 Lord, at thy foot asham’d I lie,","Hiarn ymmyrk lesh my accan faase,",
Upward I dare not look;,Ta shirrey hood son foayr;,
"Pardon my sins before I die,","Pardoon my loghtyn roish yioym baase,",
And blot them from thy book.,As doll ad ass dty lioar.,
5 Remember all the dying pains,"[15] O cooinnee Er ren kionnaght mee,",
"That my Redeemer felt,",Lesh lheid ny pianyn geyre;,
"And let his blood wash out my stains,",As lhig da ’uill my annym nhiee,
And answer for my guilt.,Veih loght m’y yannoo seyr.,
6 O may I now for ever fear,"Dy bragh lhig dou veih peccah chea,",
"T’ indulge a sinful thought,","Eer veih drogh smooinaghtyn,",
"Since the great God can see and hear,","Son dy jean Jee goaill tastey jeh,",
And writes down ev’ry fault.,As ’reayll ayns cooinaghtyn.,
,,
SONG X.,HYMN X.,
Solemn Thoughts of God and Death.,Smooinaghtyn arrymagh mychione Jee as baase.,
"1 There is a God that reigns above,","Yn Jee ta er yn yrjey reill,",
"Lord of the heav’ns, and earth, and seas:",Chiarn niau as thalloo as y keayn;,
"I fear his wrath, I ask his love,","Er son e ghraih ta m’ annym prayll,",
And with my lips I sing his praise.,As goaill arrane gys ’ennym beayn.,
"2 There is a law which he has writ,","Yn leigh reeoil t’eh hene er scrieu,",
To teach us all what we must do:,Ayns shen ta slane nyn gurrym lhie;,
"My soul, to his commands submit,","Ta m’annym crommey gys e Ghoo,",
"For they are holy, just, and true.","Ta cairagh, casherick, as mie.",
"3 There is a Gospel of rich grace,","Agh sushtal Chreest yn stoyr dy ghraih,",
Whence sinners all their comfort draw:,"Voish fod mayd gerjagh bra y hayrn,",
"Lord, I repent, and seek thy face,","Lesh arrys ta mee guee son leih,",
For I have often broke thy law.,Son brishey annaghyn y Chiarn.,
"4 There is an hour when I must die,","Ta oor y vaaish er gerrey neesht,",
Nor do I know how soon ’twill come;,"Ny sneissey dooin na od mayd ghra,",
"A thousand children, young as I,","O shimmey ta ny saa na mish,",
Are call’d by death to hear their doom.,Eit gys nyn gronney son dy bra.,
"5 Let me improve the hours I have,","[16] Lhig dooys my hraa vaarail dy cooie,",
Before the day of grace is fled:,Choud as ta’n imbagh vannee ayn:,
"There’s no repentance in the grave,","Son cha vel arrys ayns yn oaie,",
No pardons offer’d to the dead.,Chamoo ta myghin ny pardoon.,
"6 Just as a tree cut down, that fell","Myr billey lhieggit lesh y teigh,",
"To north or southward, there it lies;","Ta tuittym lesh y twoaie ny jiass,",
"So man departs to Heaven or Hell,","Ta dooinney maynrey neesht ny treih,",
Fix’d in the state wherein he dies.,Myr ta e stayd tra yiow eh baase.,
,,
SONG XI.,HYMN XI.,
Heaven and Hell.,Niau as Niurin.,
1  There is beyond the sky,"Ta niau erskyn yn aer,",
A heav’n of joy and love;,"Dy ghloyr nagh jean failleil,",
"And holy children, when they die,",Lurg baase ayns fenish Jee yn Ayr,
Go to that world above.,Nee paitchyn crauee reill.,
"2  There is a dreadful Hell,","Ta niurin agglagh ayn,",
And everlasting pains:,"Dy phian as kerragh deiwil,",
There sinners must with Devils dwell,Raad vees drogh yiantee ayns pryssoon,
"In darkness, fire, and chains.",Dy horchagh marish Jouill.,
3  Can such a wretch as I,Kys oddyms dreih peccoil,
Escape this cursed end?,Scapail yn kerragh trome?,
"And may I hope, whene’er I die,","As geddyn baase ayns treisht gloyroil,",
I shall to Heav’n ascend?,Ny niaughyn fosley roym?,
"4  Then will I read and pray,","Nee’m liassaghey my vea,",
While I have life and breath;,Nee’m prayll as lhaih yn Goo.,
"Lest I should be cut off to-day,",Nagh beem doaltattym giarit jeh,
And sent t’ eternal death.,As currit gys toyrt-mow.,
,,
SONG XII.,[17] HYMN XII.,
The Advantages of early Religion.,Vondeish yn chraueeaght moghey.,
1 Happy the child whose tender years,Oh s’maynrey’n lhiannoo ta goaill coyrle,
Receive instruction well:,"Dy hooyl ’sy raad dy ghrayse,",
"Who hates the sinner’s path, and fears","Nagh vel goll marish sleih peccoil,",
The road that leads to Hell.,Ta er y raad gys baase.,
"2 When we devote our youth to God,",Yn aegid ta lesh slane nyn gree,
’Tis pleasing in his eyes;,"Ec eam y Chiarn chyndaa,",
"A flower, when offer’d in the bud,",T’ ad oural taitnyssagh da Jee,
Is no vain sacrifice.,Ta chebbit ayns nyn mlaa.,
"3 ’Tis easier work, if we begin",Ta’n aegid feddyn obbyr Yee,
To fear the Lord betimes;,"Dy heet dy aashagh lhieu,",
"While sinners that grow old in sin,",Agh ec ny shenn mee-viallee,
Are harden’d in their crimes.,Ta creoghys cree as geu.,
"4 ’Twill save us from a thousand snares,",Cre whilleen ribbey t’ad scapail,
To mind religion young;,Ta shirrey’n Chiarn ayns traa;,
"Grace will preserve our following years,","Ta grayse Yee gerjagh daue fordrail,",
And make our virtue strong.,As bishagh gour y laa.,
"5 To thee, Almighty God, to Thee,","O gow rooin paitchyn boghtey Hiarn,",
Our childhood we resign;,"Ta chymney hood shin hene,",
’Twill please us to look back and see,Dy vod yn gerjagh shoh ve ain,
That our whole lives were thine.,Dy vel oo soiagh j’in.,
6 Let the sweet work of pray’r and praise,Nyn ennal aeg nee shin vaarail,
Employ my youngest breath;,"Coyrt moylley son dty ghrayse,",
"Thus I’m prepar’d for longer days,","Son laghyn smoo t’ou shin kiarail,",
Or fit for early death.,Ny cooie dy gheddyn baase.,
,,
SONG XIII.,[18] HYMN XIII.,
The Danger of Delay.,Gaue jeh lhiggey shaghey.,
"1 Why should I say, “’Tis yet too soon","Te foast ro-leah kys yinnin gra,",
To seek for heav’n or think of death?”,Dy yannoo shickyr eiraght niau ?,
"A flow’r may fade before ’tis noon,","Ta’n losserey fioghey roish munlaa,",
And I this day may lose my breath.,As foddyms baase y gheddyn jiu.,
"2 If this rebellious heart of mine,",My vee’ms mee-viallagh da eam,
"Despise the gracious calls of Heav’n,","Graysoil y Chiarn, cheet hym veih niau,",
"I may be harden’d in my sin,","Foddee eh mee aagail dou hene,",
And never have repentance giv’n.,As arrys gyn dy bragh ’choyrt dou.,
"3 What if the Lord grow wroth and swear,","My nee’ms meerooise er lhaih e ghoo,",
"While I refuse to read and pray,","Gyn shirrey ’vyghin dy heet hym,",
That he’ll refuse to lend an ear,"Foddee yn Chiarn ayns corree loo,",
To all my groans another day.,Tra yinnins prayl nagh neaisht eh rhym.,
"4 What if his dreadful anger burn,",Nish tra t’eh chebbal dou e ghraih,
"While I refuse his offer’d grace,","As mish cur shaghey ayns meerioose,",
"And all his love to fury turn,","Cre my nee ’chorree lostey m’oï,",
And strike me dead upon the place!,As eisht m’y varroo ayns jymmoose?,
5 ’Tis dang’rous to provoke a God!,"Pooar yindyssagh yn Jee gloyroil,",
His pow’r and vengeance none can tell;,As e yymmoose quoi oddys ginsh?,
One stroke of his almighty rod,"Ta abyl stroie ayns meekey sooill,",
Shall send young sinners quick to Hell.,Eer gys y niurin sodjey sheese.,
6 Then ’twill for ever be in vain,Eisht cha bee jerkal dou ny smoo,
To cry for pardon and for grace;,"Dy chosney myghin ny erreeish,",
"To wish I had my time again,","Dy akin eddin my Er-croo,",
Or hope to see my Maker’s face.,Ny’n traa ta cail’t y chosney reesht.,
,,
SONG XIV.,[19] HYMN XIV.,
Examples of early Piety.,Sampleyryn dy chraueeaght moghey.,
1 What bless’d examples do I find,Shimmey sampleyr ta ain er-mayrn,
"Writ in the word of truth,","’Sy Ghoo, raad ta shin lhaih,",
Of children that began to mind,"Cloan chrauee ren shirveish y Chiarn,",
Religion in their youth!,Yn traa v’ ad aeg as meiygh.,
"2 Jesus, who reigns above the sky,","Yeesey ta harrish ooilley reill,",
"And keeps the world in awe,","E ghloyr erskyn yn aer,",
"Was once a child as young as I,","V’eh keayrt ny lhiannoo aeg ’sy theihll,",
And kept his Father’s law.,As dreill eh leigh e Ayr.,
"3 At twelve years old he talk’d with men,","Resooney neesht rish ny fir-reill,",
"(The Jews all wond’ring stand,)","Ec daa vlein-jeig dy eash,",
"Yet he obey’d his mother then,","Tra haink e voir ’sleah hug eh geill,",
And came at her command.,Dy eeck jee biallys.,
"4 Children a sweet hosanna sung,","Ren paitchyn crauee goaill arrane,",
And blest their Saviour’s name;,"Hosanna gys nyn Ree,",
"They gave him honour with their tongue,","Tra ghooisht Fir-ynsee seose argane,",
While Scribes and Priests blaspheme.,Loayrt mollaghtagh noi Jee.,
5 Samuel the child was wean’d and brought,Cha leah’s va Samuel charbaait,
To wait upon the Lord;,"V’eh chebbit gys’Er-croo,",
Young Timothy betimes was taught,"As Timothy mychione te rait,",
To know his holy word.,V’eh ynsit ayns y ghoo.,
6 Then why should I so long delay,"Nagh lhig dou ’n obbyr y aagail,",
What others learnt so soon?,"Shen ren ad shoh ayns traa,",
I would not pass another day,"Ny un laa elley y vaarail,",
Without this work begun.,Fegooish cur toshiaght da.,
,,
SONG XV.,[20] HYMN XV.,
Against Lying.,Noi ginsh vreagyn.,
1 O ’tis a lovely thing for youth,Cre red graihoil ta paitchyn aeg,
To walk betimes in wisdom’s way;,"T’ ayns aggle Yee nyn mea leeideil,",
"To fear a lie, to speak the truth,","T’ad firrinagh, cha n’ insh ad breg,",
That we may trust to all they say.,As fod mayd shen t’ ad gra hreishteil.,
"2 But liars we can never trust,","Cha vod mayd breagerey hreishteil,",
Tho’ they should speak the thing that’s true;,"Cre theihll cha firrinagh t’eh loayrt,",
"And he that does one fault at first,","T’eh hoshiaght oolee jeh failleil,",
"And lies to hide it, makes it two.",As coodagh shen lesh breagyn-toyrt.,
"3 Have we not known, nor heard, nor read,","Ayns Goo yn Chiarn raad ta shin lhaih,",
How God abhors deceit and wrong?,"Ta coontey baghtal er ny reayll,",
"How Ananias was struck dead,","Jeh Ananias hie er stroie,",
Caught with a lie upon his tongue?,Goit lesh y vreg cheet ass e veeal.,
"4 So did his wife Sapphira die,",Cre’n baase doaltattym hooar e Ven!,
When she came in and grew so bold,"Nagh daaney as molteyragh v’ee,",
As to confirm that wicked lie,"Dy hickyragh yn volteyrys shen,",
That just before her husband told.,Va oyr jeh baase e sheshey roïe.,
5 The Lord delights in them that speak,"Ta’n Chiarn goaill taitnys ayns y chloan,",
The words of truth; but ev’ry liar,"Ta ginsh yn irrin voish nyn gree,",
Must have his portion in the lake,Agh yiow dagh breagerey e chron,
That burns with brimstone and with fire.,’Sy logh dy aile fud niurinee.,
"6 Then let me always watch my lips,","Eisht lhig dooys smaghtaghey my veeal,",
"Lest I be struck to death and Hell,","Nagh bee ’m gys Niurin currit sheese,",
Since God a book of reck’ning keeps,Son dy vel Jee ayns coontey freayll,
For ev’ry lie that children tell.,Ny breagyn shen ta paitchyn ginsh.,
,,
SONG XVI.,[21] HYMN XVI.,
Against Quarrelling and Fighting.,Noi streeu as tuittym magh.,
"1 Let dogs delight to bark and bite,","Cretooryn beishtagh ayns y theihll,",
For God hath made them so;,"Pointit myr shen dy ve,",
"Let bears and lions growl and fight,",As moddee ghewil ta ayns y cheyll,
For ’tis their nature too.,Yn dooghys shen t’ad jeh.,
"2 But, children, you should never let","Agh lhig da cloan dy kinjagh streeu,",
Such angry passions rise;,"Dy ve jeh aigney share,",
Your little hands were never made,"Son cha vel gioot ny laueyn eu,",
To tear each other’s eyes.,Dy gheayrtey fuill nyn mraar.,
"3 Let love through all your actions run,","Baghey ayns graih gys dagh unnane,",
