Manx,English
"Yn Mayll deeck dagh unnane ass e Cheer,","The rent each landholder paid to him was,"
Va bart dy Leaogher-ghlass dagh bleiu;,A bundle of coarse meadow grass yearly;
"As eisht shen orroo d’eeck myr keesh,","And that, as their yearly tax,"
"Trooid magh ny Cheery dagh Oie-Lhoine,",They paid to him each midsummer eve.
7,7
"Paart ragh lesh y Leoagher seose,",Some would carry the grass up
Gys yn Slieau mooar ta heose Barrool;,To the great mountain up at Barrule:
"Paart elley aagagh yn Leoagher wass,","Some others would leave the grass below,"
Ec Mananan erskyn Keamool.,"With Mannanan’s self, above Keamool."
8,8
"Myr shen eisht ren adsyn beaghey,",Thus then did they live; 
O er-lhiam pene dy by-veg nyn Geesh;,"O I think their tribute very small,"
"Gyn Kiarail as gyn Imnea,","Without care and without anxiety,"
Ny doggyr dy lhiggey er nyn Skeeys.,Or hard labour to cuase weariness.
9,9
"Eisht haink ayn Parick nyn meayn,",Then came Patrick into the midst of them:
"She Dooinney-noo v’eh lane dy Artue,","He was a saint, and full of virtue,"
"Dimman eh Mannanan er y Tonn,","He banaished Mannanan on the wave,"
As e ghrogh Vooinjer dy lieh-chiart.,And his evil servants all dispersed.
10,10
"As jeusyn ooilley dy row olk,","And of all those who were evil,"
Orroo cha ren eh veg y Ghrayse;,"He showed no favour or kindness,"
"Dy row jeh sluight ny Buch-chrout,","That were of the seed of the conjurers,"
Nagh ren eh stroie as coyrt dy baase.,But what he destroyed or put to death.
11,11
"Vannee eh’n Cheer veih Kione dy Kione,","He blessed the country from end to end,"
As rieau cha daag eh Boght ayn-jee;,And never left a beggar in it:
"Dy row jeh lhuirid Lhannoo beg,","And, also, cleared off all those"
Dy dob rieau dy ve ny Creestee.,That refused or denied to become christians.
12,12
"Shen myr haink y chied Chredjue Mannin,","Thus it was that christianity first came to Man, "
Ec Parick Noo er ny chur ayn;,"By Saint Patrick planted in,"
"As Creest dy niartagh aynin eh,","And to establish Christ in us,"
As neesht myrgeddin ayns nyn Gloan.,And also in our children.
13,13
"Eisht vannee Parick Karmane noo,","He then blessed saint German,"
As daag eh eh nyn Aspick ayn;,"And left him a bishop in it,"
"Dy niartagh yn Credjue ny smoo as ny smoo,","To strengthen the faith more and more,"
As Cabballyn ren eh anrick ayn.,And faithfully built chapels in it.
14,14
"Ayns dagh treen Balley ren eh unnane,",For each four quarterlands he made a chapel
Da’n Sleih shen-ayn dy heet dy ghuee;,For people of them to meet to prayer;
"Myrgeddin ren eh Keeil Charmane,","He also built German Church, in Peel Castle,"
Ta ayns y Pheeley foast ny soie.,Which remaineth there until this day.
15,15
"My dug Karmane er e Obbyr kione,","Before German had finished his work,"
Hug Jee fys er as hooar eh baase;,"God sent for him, and he died,"
Myr shoyn diu hene yn Chaghter chion,"As ye, yourselves, know that this messenger,"
Cha vel fer ain hed jeh lesh Saase.,Cannot be put of by using means. 
16,16
"Hooar eshyn baase as t’eh ny lhie,","He died, and his corpse was laid,"
Raad by vooar y treih ve cha leah er n’in shley,"Where a great bank had been, but seen was levelled;"
"Crosh dy Chlagh te’c e gha Chass,",A cross of stone is set at his feet
Ayns e Cheeill hene foast ayns y Pheeley.,"In his own church, in Peel Castle."
17,17
"Eisht hank Maughold ayn myr beer,","Then came Maughold, we are told,"
As ghow eh Thalloo ec y Chione;,And came on shore at the Head;
"As hrog eh Keeill as Rollick mygeayrt,","And he built a church and yard around,"
Yn Ynnyd by-vian lesh beaghey ayn.,At the place he thought to have his dwelling.
18,18
"Ny Cabballyn doardee Karmane noo,","The chapels which Saint German ordered,"
Da’n Sleih Shen-ayn dy heet dy ghuee;,"For the people to come to prayers in them,"
"Hug Maughold shiartanse jeu ayns Unnane,","Maughold put a parcel of them into one,"
As myr shen ren eh Skeeraghyn cooie.,And thus made regular parishes.
19,19
"Hooar Maughold baase as t’eh ny lhie,",Maughold died and he is laid
Ayns e Cheeill hene neesht ec y Chione;,"In his own church too, at the Head;"
"As y nah aspick haink ny-yei,","And the next bishop who came after,"
Myr share shioune dooys she eh va Lonnan.,"To the best of my knowledge, was Lonnan."
20,20
Connanghan yn nah er eisht haink ayn;,"Connaghan then came next,"
A haink Marooney reesht yn trass;,And then Marown the third;
T’ad shen nyn droor ayns Keill Marooney,"There all three lieth in Marown,"
As ayns shen vees ad dy bra vaght.,And there forever lieth unmolested.
21,21
"Nish lhig mayd shaghey ny Deiney-noo,","Now we will pass by these holy men,"
"As chymney mayd nyn Anmeenyn gys Mac Yee,","And commit their souls to the Son of God,"
"Cha nheeu Fir agglish voylley ny smoo,",It profiteth not to praise them more
Derrey hig ad fenish Ree dagh Ree.,Until they appear before the King of Kings.
22,22
"Myr shen eisht ren adsyn beaghey,","Thus then did they live or pass their time,"
Gyn Dooinney ayn yinnagh orroo corree;,"No man that would molest or anger them,"
"Agh goll dy gheddyn pardoon veih’n Raue,","But going to get a pardon from Rome,"
Er-derry haink eh huc Ree GORREE.,Until there came to them King Gorree.
23,23
"Lesh e Lhuingys hrean as Pooar y Ree,","With his strong ships and king’s command,"
As ghow eh Thalloo ec y Laane;,And came on shore at the Laane;
"Shen y chied er ec row rieau ee,","He was the first that ever had it,"
Dy ve ny Ree er yn Ellan.,To be a King of the Island.
24,24
"Cha geayll mee dy ren eh skielley ec Purt,","I never heard that he did any injury at a harbour,"
Chamoo ren eh marroo ayn jee;,Neither did he kill any in the Island;
"Agh aym sis dy daink jeh Sluight,","But I know that there came of his race, "
Three Reeaghyn jeig jeh Ree GORREE.,Thirteen Kings of King Gorree.
25,25
"Eisht haink ayn Quinney as haink ayn Quaill,","Then came Quinney, and then came Quayle,"
Haink towse dy Lheigh as Reill ayn jee;,"There came a measure of law and rule,"
Ny Keeshyn mooarey as y Mayll,"With greater taxes and greater rents,"
Vees dy hirrey dy bragh er Dooinney dy bee.,That will forever be demanded of the men that be.
26,26
"My ta red erbee jannoo Skielley diu,","If anything doeth you harm,"
Cur-jee nyn Mollaght er Mannanee;,Give your curse upon the Manksmen;
She ad by-vessey da’n Ellan Sheeant,"They were the worst for the enchanted Island,"
Ec dagh drogh Leigh ’yannoo ayn jee.,By making each bad law in her.
27,27
"Eisht haink ayn Ollister mooar Mac Ree Albey,","Then came Great Ollister, son of the King of Scotland,"
Lesh Lhuingys hrean dy braue ayn jee;,With strong shipping he bravely came;
"As er-lhiam pene dy by-voo lesh Foalsaght,","But I think myself it was more by falsehood,"
Cha nee lesh Dunnallys smoo chragh eh ee.,And not by courage he made most havoc.
28,28
"Cha daag eh bio jeh sluight y Ree,","He left not living, of the King’s seed,"
Mac ny Inneen d’ymmyrkey Kiona;,A son or daughter to carry his head;
"Agh un Unnane myr baare dod ee,","Excepting one, who, as best she could,"
Hie dy hirrey Cooney gys Ree Goal.,Went to seek for help to the King of France.
29,29
"O Albanee my vow uss feeu,","O, Scotchman, if thou wert worthy,"
As dy Haghter ec dy heet ayn;,"And as a messenger when thou didst come,"
"Cammah nagh durree oo as ve dy Ree,","Why didst thou not stop and be our king,"
"Myr vow O ree, as Mac Ree Laughlin.","As thou, O, King, wert son of king Laughlin."
30,30
"Agh s’beg eh lhiam, dy veg eh lhiat,","But I care but little, that hou thought’st it little,"
"Ny Fee ’ve rock, rock erskyn dy Ching;","The ravens to croak, croak above thy head,"
Agh lhig dooys loayrt jeh’n Inneen gring,"But let me speak of the mentioned girl,"
Neeayr as nagh daag oo bio agh ee;,Since thou didst not leave alive but she;
"Haink jeh Sluight Ree Laughlin,","Of all the seed of  King Laughlin,"
As v’ee Inneen da Ree Gorree.,And she was daughter to King Gorree.
31,31
"Chia leah as chragh y Noid y Cheer,","As soon as the enemy spoiled the country,"
Nagh jagh eh roish as daag eh ee;,Did he not go away and leave it? 
"Myr yinnagh y Sowin choo rish e Quallan,","As the she greyhound would do with her whelp,"
Eh aagail ny lhie er Beggan Bree. ,And leave him lying with little strength.
32,32
"Cha leah as chragh y Noid y Cheer,","As soon as the enemy spoiled the country,"
Nagh jagh eh roish noon gys Nolbin;,Did he not go over to Scotland?
"As ghow ish Lhuingys neesht myr beer,","And she too shipping, and to the best that I know,"
As hie ee rhimbee gys Ree Hocsyn.,And she went over to the King of England.
33,33
"Cha leah as raink ee gys y Choort,","As soon as she arrived at court,"
Ren eh j’ee soiagh dy feer choar;,"He entertained her with great kindness,"
"As daa ny Deiney haink maree,","And to the men that came with her,"
Hug y Ree palchey dargid’s d’oar.,He gave plenty of silver and gold.
34,34
"Nagh ren eh fenaght j’ee quoi v’ee,","He then asked her who she was,"
Ny cre vo heilkin gys e Choort;,Or what was her business to the court?
"Ta mish dooyrt un Inneen da Ree,","She answered, I am a King’s daughter,"
"Erreish ve Spooilt, as gyn Kiannoort.","I have been robb’d, and without a protector."
35,35
"She mysh dty Vyghin as dty Ghrayse,","It is to thy mercy and thy grace,"
"Ta mish nish lhoobey hoods, O Ree;","That I do humbly sue to thee, O King;"
"Cha vel mee geearree Mie ny Maase,","I do not ask for good or wealth,"
"Agh geearee ort dty Chymmey, Ree.","But crave of thee for thy pity, O King."
36,36
"She dty Vea hooin, dooyrt Ree Hoscyn, ","Welcome to us, says the King of England,"
As ren eh poosey ish myr beeu;,"And he married her very soon,"
"Vee Sluight Laughlin, Inneen Gorree,","She was of the seed of Laughlin, the daughter of King Gorree,"
Rish Sir William dy Vountegue.,By Sir William de Montague.
37,37
"Eisht Sir William va Ree Vannin,","Then Sir William was King of the Isle of Man,"
Cha hoie eh jee agh beggan feeu;,"But he thought but little of it,"
"Son chreck eh ee, as ghow eh Maase,","For he sold it, and bought cattle,"
O ree red bastagh dy ren rieau.,Which was a pity that ever he did. 
38,38
"Rish yn Chiarn Scroop chreck eshyn ee,",To Lord Scroop he sold it;
O ree nagh moal hug saynt da Maase;,"O King, how simple to covet cattle;"
"Ga ve ayns foayr mooar rish y Ree,","Altho’ he was in great favour with the King,"
Gerrit ny-yei hur eshyn baase.,It was but a short time until he suffered death.
39,39
"Agh fys nyn Gooishyn cha vel aym,","But their matters I do not know,"
Lhig dauesyn sailliu fysseree;,Let those who please prophesy; 
"Agh aym ta sys er shoh dy feer,",But this I know right well;
Dy row lane Maase seihlt ec y Ree.,That the King had a vast number of cattle.
40,40
"Haink yn Ellan eisht gys y Ree,","Then the Island came to the King,"
"Conaant Scroop myr shoh dy jarroo,","Scroop’ss covenant appointed so,"
Nagh beagh ny sodjey echey j’ee,"That he should have no more of it, "
Ny veagh e vio-hys er y Thalloo.,Than during his life on Earth. 
41,41
"Haink yn Ellan reesht gys y Ree,",The Island then came to the King;
As mooar y bree cha row echey ayn;,But he had no great authority in it;
"Hug eh da Earl Northumberland ee,",Because he gave it to the Earl of Northumberland;
Agh cha dug eh ee da e Chloan.,But he did not give it to his children.
42,42
"Adsyn veagh dunnal ayns Caggey,",Those who would be courageous in wars
Yioghe ad Giootyn mooar myr bailliu;,They get great presents if they would;
"Agh ayns Caggey mooar Sal’sbury,","But in the great war at Salisbury,"
Va Earl Northumberland er ny varroo.,The Earl of Northumberland was killed.
43,43
"Quoi hagher eisht gys y Vagher,","Who happened then to come to the field,"
Agh Sir Juan Stanley cosney Bwoid;,"But Sir John Stanley, well fitted;"
"Myr by-vannee haink er y Laa,","As that day proved a blessing to him,"
Lesh e Chliwe geyre ve sheer goll trooid.,As he went by with his sharp sword.
44,44
"My Ree, by-veg er hene nyn Mea,","My King, he lttle thought of life,"
Yiaragh eh Dooinney sheese dyn Glare;,"He would cut a man down without speaking,"
"Varragh eh lesh un vuilley Shleiy,",He would with one blow of spear;
Cabbyl as Dooinney gys y Laare.,Take to the ground both man and horse.
45,45
"Cre dy aase veagh Claiggin e Ching,",Whatever growth his head might be;
Gyn King cha ragh eh-ass;,Without heads he would not go away;
"Ny cre by eillit veagh e Ghreem,","Or however harnessed his back might be,"
Roashagh e Chliwe geyre e Chress.,His sharp sword would reach his girdle.
46,46
"Tra scuirr y Magher, as ghow eh fea,","When the field was quiet and had taken rest, "
Eisht boggey mooar ayn hene ghow’n Ree;,There the king rejoiced greatly himself;
"As deie eh huggey Sir Juan Stanley,","And he called to him Sir John Stanley,"
Dy ghoaill eh Leagh jeh Maase as Nhee.,To take his pledge of cattle and goods.
47,47
"Kyndagh dy vel uss er my rere,","Because thou hast served me well,"
"Sheer cosney Bwoid dooys, as dhyt hene;",And gained booty for me and for thyself;
Gow son dy Leagh Ellan Vannin,"Take for thy portion the Isle of Man,"
Son Leagh dy hogher dy bragh beayn.,To be for thee and thine for ever.
48,48
Shen myr haink yn Ellan gys nyn Laue,"Thus the Island came to their hands,"
As shen myr haink Clein Stanley ayn;,And thus the Stanley’s name came in;
"As Ree lurg Ree freayal shin veih Gaue,","And King after King keeping us from danger,"
As mooarane Bleeantyn Chiarnane ayn.,And many years Lords in it.
49,49
"Eisht tra hooar Sir Juan Stanley baase,","Then, when Sir John Stanley died,"
Haink reesht Sir Juan geiyrt er e Vac;,"Then came again Sir John, his son,"
"Va mooarane Blein heear ayns Neirin,",Who had been many years in Ireland;
Ny Lieutenant feer ooasse oc.,A very noble Lieutenant there.
50,50
"Eisht haink Thomase Derby Ruggerey Ree,","Then came Thomas Derby, born King,"
Eh-hene va ceau yn Cribble Oar;,’Twas he that wore the golden crupper;
"Cha row un Chiarn ayns Socsyn ’sthie,",There was not one Lord in England itself
"Lesh whilleen Gymman-glioon cheet ny chear,",With so many knee-guineamen coming in his country.
51,51
"Er Albanee chooilleen eh Clea,",On Scotchmen he avenged himself;
As hie eh noon gys Keel choobragh;,"And he went over to Kirkcubright,"
"As ren eh lheid y chladdagh Thie’n,","And he made such havoc of houses,"
Dy vel paart ayn foast gyn Mullagh.,That some of them are yet unroofed.
52,52
"Nagh bwaagh shen dasyn Dooiney-aeg,",Was not that pretty in a young man
Yn Clea chooilleen my by-vooar e Ghraine;,"To revenge himslef while he was but young,  "
"Roish haink rieau er o Ghob Faasaag,","Before he beard had grown round his mouth,"
As e gheiney ’chur lesh as dy slane.,And to carry his men home with him whole.
53,53
"Ayns un Thousane Queig Cheead as Shiaght,","In one thousand five hundred and seven,"
She ayns Mee ny Boaldiney ve;,"And it was in the month of May,"
"Ghow eh Thalloo ayns Roonyssvie,","He came on shore at Derbyhaven,"
Er Boirey’n Theay hug eh slane Fea.,And put a full end to the commotion of the public.
54,54
"Lheid y Thie as dreill eshyn hene,","Such a house as he kept himslef,"
Dy Ree ny Ruggerey dy hreg ny nrean;,"For a King, or down to a low degree,"
"Cha vaik sleih lhied rish Milley Blein,","People never saw for countless years,"
Chamoo hee reesht ’syn Earish ain.,Neither will again in our days.
55,55
"Agh arragh dy voylley cha jean yms ny smoo,",But any more praise I will not give
Choud as sbooie dooiney seanish my Hooill;,"So long a I live among men,"
"Er-aggle dy dagher daue rhym y ghra,",For fear they may tell me
Dy nee son Leagh vein sheer brinooile.,That it is for gain I make so much flattery.
56,56
Agh faag-ym da’n nagh Ghooinney hig my Yei,But I leave the man that cometh after me
Dy voylley hene  myr sheagh chur da;,To praise him as he will find him worth;
"Tra vees e Chress ny lhie ’syn oaie,","When his crest will be laid in the grave,"
Yiew’n Dooinney Bwoid myr sheagh cur da.,He will get the glory he deserveth to have.
