English,Manx
The object of the Act is to consolidate and amend the law as to cattle diseases.,Ta aigney yn Slattys dy unnaneysey yn leigh bentyn rish dourinyn maase.
The ROYAL ASSENT to the following Acts was given on the dates set out hereunder:—,Va’n Choardail Reeoil currit gys ny Slattysyn goll roie er ny laghyn fo soit magh.
,
"No. 1, at Buckingham Palace ... 7th May, 1928.",Earroo 1 ec y Plaase Buckingham ... 7oo Boaldyn 1928
"No. 2, at Buckingham Palace ... 30th July, 1928.",Earroo 2 ec y Plaase Buckingham ... 30oo VIIoo 1928
"No. 3, at Buckingham Palace ... 20th November, 1928.",Earroo 3 ec y Plaase Buckingham ... 20oo XXoo 1928.
"No 4, at Buckingham Palace ... 29th January, 1929.",Earroo 4 ec y Plaase Buckingham ... 29oo V1d 1929.
"Nos. 5, 6, 7, at the Council Chamber, Whitehall ... 1st March, 1929.","5, 6, as 7 ec y Shamyr Coonceil, Halley Bane ... 1d IIIoo 1929."
"Nos. 8, 9, 10, 11, 12, 13, 14, 15, and 16 at the Court of St. James’ ... 7th May, 1929","8, 9, 10, 11, 12, 13, 14, 15, as 16 ec yn Cooyrt Noo Yamys ... 7oo Boaldyn 1929."
"No 17 at the Court of St. James’ ... 10th May, 1929.",17 ec yn Cooyrt Noo Yamys ... 10oo Boaldyn Boaldyn 1929.
