English,Manx,Notes
"15. ‘She’, the assertive verb ‘to be’, meaning ‘Tis’, the negative of which is ‘Cha nee’.",,
"19. ‘marym’, most propositions combine with the personal pronouns giving a special form for each person. Note also that ‘marym, mayrt, marish,’ etc., mean, ‘along with’, ‘in company with’, as opposed to ‘lesh’ which usually implies possession.",,
"20. ‘edyr’, an interjection often used in Manx idiom. ",,
"‘dy-valley ', the word ‘balley’ means a place, town, homestead or farm, and ‘Dy-valley’ is the adverbial form. ‘Thie’ = house or home, and is used adverbially without ‘dy’, as in No. 10.",,
Lesson 2,,
"1. Good afternoon, Mr. Quilliam.","1. Fastyr mie eu, Vainshter Quilliam.",
"2. Good evening, John boy, aren’t you going to school ?","2. Fastyr mie, Yuan bhoy, nagh vel oo goll dy scoill?",
"3. No, we have a holiday.","3. Cha nel, ta laa-feailley ain.",
"4. That’s good, and there’s a fine day in.","4. S’mie shen, as ta laa braew ayn.",
"5. Yes, a fine sunny day.","5. Ta, laa braew grianagh.",
6. What’s that you say? I don't hear very well.,6. Cre shen t’ou gra ? Cha nel mee clashtyn feer vie.,
[NE: What’s that you’re saying? I can’t hear very well.],,
7. I say that it’s a fine sunny day.,7. Ta mee gra dy vel laa braew grianagh ayn.,
"8. Yes indeed, but it is cold.","8. Ta dy jarroo, agh te feayr.",
"9. Where’s your dad, Johnnie?","9. C’raad ta’n jishag ayd, Yuan ?",
10. He’s away in Liverpool.,10. T’eh ersooyl ayns Liverpool.,
[NE: He’s gone to Liverpool],,
11. What is he doing there ?,11. C’red t’eh jannoo ayns shen?,
12. He is buying a horse.,12. T’eh kionnaghey cabbyl.,
13. But hasn’t he two horses ?,13. Agh nagh vel daa chabbyl echey?,
[NE: But hasn’t he got two horses?],,
"14. Yes, but the black horse is growing old.","14. Ta, agh ta’n cabbyl dhoo g’aase shenn.",
"[NE: Yes, but the black horse is getting old.]",,
15. I hear that there’s a new horse at the Ballaskeg too.,15. Ta mee clashtyn dy vel cabbyl noa ec y Valleyskeag neesht.,
[NE: I hear the farmer at Ballaskeag has a new horse too.],,
16. I was hearing yesterday that he had a big grey horse.,16. Va mee clashtyh jea dy row cabbyl mooar glass echey.,
[NE: I heard yesterday that he had a big grey horse.],,
17. Look! Who’s that on the mountain?,17. Jeeagh! Quoi shen er y clieau? ,
"18. It’s Tom Pheric you’re seeing, he’s putting a sight on his sheep.","18. She Thom Pheric t’ou fakin, t’eh cur shilley er ny kirree echey.",
"[NE: It’s Tom Pheric you can see, he’s gone to see his sheep.]",,
19. Has he many sheep this year?,19. Vel monney kirree echey mleeaney?,
[NE: Does he have many sheep this year.],,
"20. Not many, a lot were lost in the snow.","20. Cha nel monney, va ram caillt ayns y sniaghtey.",
Notes on Lesson 2.,,
"1. & 2. There is no word for afternoon’ in Manx. ‘Fastyr’ is used for any time after mid-day until nightfall. Note also the vocative case when addressing a person, which causes aspiration in certain initial consonants; hence M to V in Vainshter, and J to Y in Yuan.",,
"3. ‘Laa-feailley’ = literally, a feast day, as were all the oldtime ‘holy’ days.",,
4. S’mie = a contraction of ‘she mie’ = ’Tis good. Many idiomatic com­ binations of the assertive verb ‘she’ and adjective or proposition are found in all Gaelic languages.,,
"6. ‘feer’ =v ery, truly; one of the prefixed adjectives causing aspiration in the noun.",,
"7. ‘feayr’, pronounced ‘foor’, or ‘fuar’ as in Erse and Scots Gaelic, though in the West and North of the Island it sounds like ‘feer’ or the German ‘fur’.",,
"13. Two, in counting is ‘jees,’ but ‘daa’ is the adjective and is followed by the singular noun, not plural as in English. It also causes aspiration.",,
"15. Note the article before ‘Ballaskeg.’ (The Ballaskeg.) This could mean of course, the Hawthorn Farm, but colloquially would refer to the man who owned or farmed Ballaskeg. ‘neesht’ = also, too; and pronounced ‘n’yiss’.",,
"Much, many.= mooaran or ymmodee, but in the negative or interrogative, ‘monney’ is used. ‘Ram’ = a lot. This is a word commonly used, though not given in any dictionary.",,
Lesson 3,,
Baarle,,
1. Have you any news?,1. Vel naight erbee eu?,
[NE: Got any news?],,
2. No. Have you anything new?,2. Cha nel. Vel red er bee noa euish?,
[NE: No. Have you got any news?],,
3. I have nothing new.,3. cha nel veg noa aym.,
[NE: There’s nothing new at me.] ,,
"4. Have you·any money, then?","4. Vel argid erbee euish, eisht ?",
"[NE: Do you have any money, then?]",,
5. I haven’t a penny.,5. Cha nel ping aym.,"[7] [gad] a rope, a withe made of heath or ling."
[NE: I don’t have a penny.],,
6. Thou’re as poor as a church mouse then?,6. T’ou cho boght as lugh killagh eisht?,
"[NE: You’re as poor as a church mouse, then?]",,
"7. I don't know, ‘tis not he who has little who is poor, but he who desires more.’","7. Cha s’ayms, ‘cha nee eshyn ta red beg echey ta boght, agh eshyn ta geearree ny smoo.’",
"[NE: I dunno, someone who hasn’t got much isn’t poor, it’s someone who desires more (than he has).]",,
"8. That was well said, boy.","8. Va shen grait dy-mie, bhoy.",
9. Money is not everything.,9. Cha nel argid dy chooilley nhee.,
"10. John Tom has plenty of money, and look how miserable he is.","10. Ta palchey argid ec Juan Thom, as jeeagh cho treih as t’eshyn.",
Were you ever in his house?,11. Row shiu rieau ayns y thie echey?,
[NE: Have you ever been in his house?],,
"12. No, but I hear that he is living like a pig.","12. Cha row, agh ta mee clashtyn dy vel eh baghey ‘gollrish muc.’",
"13. Yes, like a pig in a pigsty.","13. Ta, gollrish muc ayns muclagh.",
14. Was Charlie in your house this morning ?,14. Row Chalse ’sy thie euish moghrey jiu?,
"15. No, he is in Ramsey.","15. Cha row, t’eh ayns Rhumsaa.",
16. Isn't his wife in Douglas ?,16. Nagh vel y ven echey ayns Doolish? ,
17. I believe so.,17. Ta mee credjal dy vel.,
18. Did you know that she has good Manx?,18. Row fys eu dy vel Gailck vie eck?,
[NE: Did you know that she speaks Manx well?],,
19. I didn't know that.,19. Cha row fys aym er shen.,
20. Where did she get the Manx from?,20. Cre voish hooar ish y Ghailck ?,
[NE: Where did she learn Manx?],,
Notes on Lesson 3.,,
"3. Beg = little, small. an adjective, but the aspirated form ‘veg’ is here used as a noun, and is a peculiar idiom of the colloquial Manx. It is only used in the negative or interrogative, and can mean ‘anything’, or ‘nothing’. For example :- ",,
"No. 2 above, could be - Cha nel, vel veg noa euish?",,
"No. 4, similarly, Vel veg dy argid euish, eisht? (Is there anything of money at you.)",,
[NE: Do you have any money?],,
6 and 7. Manx proverbs.,,
"9. ‘dy chooilley nhee’. This is really a corruption of 'dagh ooilley nhee' exactly the same as the Irish, ‘dach uile ní’.",,
"10. argid = silver, money. Similar to the use of ‘argent’ in French.",,
"cho....as, = as ....as, more often written, ‘cha ... as’, but to avoid confusion, 'cho' is preferable, as is done in the Scots Gaelic.",,
"17. credjal, colloquially pronounced as though written ‘cra’al’.",,
"19. The Manx idiom is, ‘to be knowledge at a person on something,’",,
"20. ‘ish’, the emphatic of the personal pronoun ‘ee’.",,
Lesson 3,,
1. Is there anyone in? (at home.),1. Vel peiagh erbee sthie?,
[NE: Is anyone home?],,
"2. Yes, it is thou (that’s in) Jim?","2. Ta, nee uss t’ayn, Yamys?",
"[NE: Yes, is it you Jim?]",,
3. Come in and shut the door.,3. Trooid stiagh as jeigh yn dorrys.,
"4. It’s a terrible night, art thou cold?","4. S’atchimagh ta’n [sic] oie, vel oo feayr?",
"[NE: It’s an awful night, are you cold?]",,
"5. I’m  not  cold at all, but I’m tired.","5. Cha nel mee feayr edyr, agh ta mee skee.",
"6. Sit down then, and take rest. (ease.)","6. Soie sheese eisht, as gow aash.",
"[NE:Sit down then, and take it easy.]",,
7. Did you come from Castletown tonight?,7. Daink shiu veih Balleychashtal noght?,
"8. No, I was at Tom Dan’s house.","8. Cha daink, va mee ec y thie Hom Dan.",
"9. Indeed, and how’s the man himself?","9. Dy jarroo, as kys ta’n dooinney hene?",
[NE: Oh really? And how’s the man himself?],,
10. It’s a long time now since I saw him.,10. S’foddey  nish  neayr’s  honnick mee eshyn.,
"11. Himself is going bravely, but his wife is only ‘moal.’ (in poor health.)","11. T’eh-hene goll dy-dunnal, agh cha nel y ven echey agh moal.",
"[NE: He’s doing well himself, but his wife isn’t great.]",,
"12. Poorly enough, I'm thinking, but she has a good heart.","12. Moal dy liooar, er-lhiams, agh ta cree vie eek.",
"[NE: Pretty bad, I think, but she’s in good spirits.]",,
13. I never heard a grumble out of her.,13. Cha geayll mee rieau accan assjee.,
[NE: I’ve never heard a complaint from her.],,
14. I never saw her  like before.,14. Cha naik mee rieau e lheid roie.,
[NE: I’ve never seen anyone like her before.],,
15. And how is the little boy?,15. As cre’n aght ta’n guilley beg?,
"16. He was very ill on Saturday, but full of energy next day. (day of the morrow.)","16. V’eh trome ching Jesarn, agh lane dy vree laa ny vairagh.",
17. That’s the way with children.,17. Shen yn aght lesh paitchyn.,
18. One day sick and another day quite well again.,"18. Yn derrey laa ching, as yn laa elley lane vie reesht.",
[NE: Sick one day and fine the next.],,
19. Look at the clock ! It’s time to go home.,19. Jeeagh er y chlag! Te traa goll thie.,
"20. Good night then, take care of thyself in the darkness.","20. Oie vie eisht, gow kiarail jeed-hene ayns y dorraghys.",
"[NE: Good night then, take care of yourself in the dark.]",,
Notes on Lesson 4,,
"1. ‘peiagh,’ or ‘pyagh,’ = a person. Some think that this is synonomous with ‘peccagh,’ a sinner (‘All men are sinners’?) Certainly ‘peccagh’ as pronounced by native speakers, with the medial ‘cc’  slurred, would give much .the same sound.",,
"5. ‘edyr.’ = at all, an idiomatic interjection often used in Gaelic, and in the dialect. Not to be confused with ‘erbee,’ meaning none at all, or with ‘eddyr,’ a preposition meaning ‘between.’",,
"8. ‘Yes and No,’ have no counterpart in Manx. They can only be expressed by a repetition of the verb used in the question, hence, ‘Daink shiu?’ ‘Haink,’ Yes. ‘Cha daink,’ No.",,
9. ‘neayr’s’ pronounced as ‘n’yirrus.’,,
11. ‘cha nel .... agh.’ (Is not .... but.) Similar to the Yorks. dialect,,
‘He is nobbut ... .’,,
"12. ‘er-lhiam,’ an idiom peculiar to Gaelic and cannot be translated literally. It means, ‘methinks, I imagine, etc.’ Similarly with other persons. ‘Er.lhiat, er-lesh. etc.’",,
"14. ‘e lheid,’ = anyone like her, her sort, her kind of person.",,
"16. ‘trome’ = heavy. Here used as an intensive, as ‘very sick’ or ‘exceedingly ill.’",,
"18. ‘derrey’ as an adverb, means ‘until,’ but here the idiom is ‘yn derrey yeh as yn jeh elley.’ (The one .... and the other.) Any other noun can take the place of ‘yeh and jeh.’",,
"19. The Manx idiom is ‘to look on something,’ not ‘at,’ as in English.",,
Lesson 5,,
(Revision Exercise for Oral Practice),,
1. Where is John? I don’t know at all.,1. C’raad ta Juan? Cha ’sayms edyr.,
2. Isn’t he in the house?,2. Nagh vel eh ’sy thie?,
3. I don’t see him.,3. Cha nel mee fakin eh.,
[NE: I can’t see him.],,
4. Look at that! What art thou seeing?,4. Jeeagh er shen! C’red t’ou fakin?,
[NE: Look at that! What do you see?],,
5. John is on the mountain.,5. Ta Juan er y clieau.,
6. What’s he doing? Find out!,6. C’red t’eh jannoo? Fow magh!,
"7. Good morning, what’s the matter?","7. Moghrey mie, c’red ta jannoo ort?",
"[NE: Good morning, what’s up with you?]",,
8. The grey horse is gone. (away),8. Ta’n cabbyl glass ersooyl.,
[NE: The grey horse is missing.],,
9. Isn’t he in yonder field?,9. Nagh vel eh ’sy vagher shid?,
[NE: Isn’t he in that field over there?],,
10. He wasn’t there this morning.,10. Cha row eh ayns shen moghrey jiu.,
11. He’s right enough now.,11. T’eh kiart dy-liooar nish.,
[NE: He’s ok now.],,
12. I hear you very well.,12. Ta mee clashtyn oo feer vie.,
13. Are you going home again?,13. Vel oo goll thie reesht?,
"14. Not yet, what rush is on thee?","14. Cha nel foast, cre’n driss t’ort?",
[NE: Not yet. What’s your rush?],,
"15. I’m going to Colby, art thou coming?","15. Ta mee goll dy Colby, vel oo cheet?",
"[NE: I’m going to Colby, are you coming?",,
"16. Come then, let’s go.","16. Trooid eisht, lhig dooin goll.",
17. Look who’s coming!,17. Jeeagh quoi ta cheet? ,
18. It’s Billy and his dog.,"18. She Billy t’ayn, as y moddey echey.",
"19. There’s a good dog at thee, has he Manx?","19. Ta moddey mie ayd, vel Gailck echey?",
"[NE: You’ve got a good dog, does he know Manx?",,
20. He has no Manx at all.,20. Cha nel Gailck erbee echey.,
[NE: He doesn’t know any Manx.],,
21. Where’s he from? From England.,21. Cre voish t’eh? Voish Sostyn.,
22. I was never there.,22. Cha row mee rieau ayns shen.,
[NE: I’ve never been there.],,
23. Wast thou ever in Ramsey?,23. Row uss rieau ayns Rhumsaa?,
[NE: Have you ever been to Ramsey?],,
"24. Yes indeed, many a time.","24. Va, dy jarroo, keayrt ny ghaa.",
25. I went there in the boat. ,25. Hie mee dysen ’sy vaatey.,
26. There’s a fine day in.,26. Ta laa braew ayn jiu.,
[NE: It’s a fine day.],,
27. A fine sunny day indeed.,27. Laa braew grianagh dy jarroo.,
28. It’s not cold at all.,28. Cha nel eh feayr edyr.,
29. Dost thou hear anything?,29. Vel oo clashtyn red erbee?,
[NE: Can / Do you hear anything?],,
30. I hear nothing.,30. Cha nel mee clashtyn veg.,
[NE: I can’t hear anything.],,
Lesson 6,,
"1. I was in Douglas yesterday, were you there?","1. Va mee ayns Doolish jea, row shiuish ayns shen?",
"2. No, I didn’t go far from home. (from the house).",2. Cha row. cha jagh mee foddey voish y thie.,
3. I went as far as Port Erin.,3. Hie mee choud as Purt Chiarn.,
4. Did you see Peggy in the Port?,4. Naik shiu Paaie 'sy phurt?,
"5. Yes, but I wasn·t speaking to her.","5. Honnick, agh cha row mee loayrt r’ee.",
6. I heard that she is courting.,6. Cheayll mee dy vel ee sooree.,
[NE: I heard she’s dating.],,
7. That’s true enough.,7. S’firrinagh dy liooar shen.,
8. She has a man at long last !,8. Ta dooinney eck fy-yerrey hoal!,
9. Who is he? Is he a Manxman?,9. Quoi eshyn? Nee· Manninagh eh?,
"10. Yes, a native Manxman from Bride Parish","10. She, Manninagh dooie veih Skylley Vride.",
11. I haven’t seen Peggy for many years.,11. Cha nel mee er n’akin Paaie rish ymmodee bleeantyn.,
"12. Tell me, does she look well?","12. Insh dou, vel ee jeeaghyn dy mie?",
13. As young and pretty as ever she was.,13. Cho aeg as bwaagh as v'ee rieau.,
"14. And her man, what does he do?","14. As y dooinney eck, c’red t’eh jannoo?",
"15. I don't know, but it’s likely he works on the land.","15. Cha ’sayms, agh s'likly t’eh gobbragh er y thalloo.",
"[NE: I don’t know, but he probably does farm work.]",,
"16. That’s fine, here’s health and good luck to them.",16. S’mie shen. Shoh slaynt as aigh vie orroo.,
17. Listen! Do you hear anything?,17. Eaisht! Vel oo clashtyn red erbee?,
18. Wasn’t there a knock on the door?,18. Nagh row crank er y dorrys?,
19. Go and look who it is.,19. Immee as jeeagh quoi t’ayn.,
[NE: Go and see who it is.],,
20. There’s no one at all here.,20. Cha nel peiagh erbee ayns shoh.,
[NE: There’s no one here at all.],,
Notes,,
"2. ‘foddey,’ can mean ‘far’ as regards distance, or ‘long’ in time.",,
"3, ‘choud as.’ or ‘choud’s,’ an abbreviation of ‘cho foddey as,’ usually translated ‘whilst,’ but also means, ‘as far as.’ or ‘as long as.’",,
5. ‘loayrt rish.’ Many Manx verbs require a different preposition to that used in English. and these should be noted carefully.,,
"8. ‘jerrey’ =end. finish. ‘fy-yerrey’ = ultimately. finally, at last. ‘hoal’ = over, beyond. Thus ‘fy-yerrey’ hoal’ = at long last.",,
"10. ‘Bride’, is sometimes written ‘Breeshey,’ with medial ‘sh’ pronounced as in ‘leisure’. .",,
"11. Note the idiomatic use of ‘rish’, meaning ‘for’, or ‘since' many years.",,
Lesson 7,,
1. What time is it Robert?,"1. Cre’n oor te, Rob? (cre’n traa te?)",
2. It’s nearly eight o’clock.,2. Te bunnys hoght er y chlag.,
3. Isn’t John awake yet?,3. Nagh vel Juan dooisht foast?,
"4. No, he’s fast asleep.","4. Cha nel, t’eh cadley trome.",
5. It’s quite time he was afoot.,5. Te lane traa v’eh er-chosh.,
[NE: It’s time he was up.],,
6.  He was too late going to bed.,6. V’eh ro anmagh goll dy lhie.,
7. Go and tell him it’s getting late.,7. Immee as insh da te gaase anmagh.,
"8. Make haste, John, aren’t you going to the fair (market) today?","8. Jean siyr, Yuan, nagh vel oo goll dys y vargey jiu?",
"[NE: Hurry up, John, aren’t you going to the market today?]",,
"9. Indeed yes, will you wait for me?","9. Dy jarroo ta, jean oo fuirraght rhym?",
"[NE: Yes, definitley, will you wait for me?]",,
"10. Good enough, but don’t be long.","10. Mie dy liooar, agh ny bee foddey,",
"[NE: Okay, but don’t be long.]",,
11. I’ll see thee on the bridge by the river.,11. Hee’m oo er y droghad rish yn awin.,
[NE: See you on the bridge by the river.],,
12. It was after after nine o’clock when John reached the bridge.,12. Ve lurg nuy er y chag tra raink Juan y droghad.,
"13. Thou art awful lazy, John boy.","13. T’ou uss litcheragh agglagh, Yuan bhoy.",
"[You’re awful lazy, John boy.]",,
14. What was that my grandmother used to say?,14. Cre shen  va  my  warree  cliaghtey gra?,
"15. “Lazy going to bed,","15. “Litcheragh goll dy lhie,",
Lazy getting up,"Litcheragh girree seose, ",
and lazy going to Church on Sunday.”,as Litcheragh goll dys y Cheeill Jydoonee.”,
16. Thou needn’t brag Robert.,"16. Cha lias dhyt jannoo froaish, Rob.",
"[NE: No need to brag, Rob.]",,
17. You were not too lively yesterday.,17. Cha row uss ro ghastey jea!,
[NE: You weren’t so smart yesterday],,
18. And you weren’t up before ten o’clock the day before yesterday.,18. As cha row uss er-chosh roish ieih er y chlag arroo-y-jea,
19. Lets not fall out about it. (because of it).,19. Ny  lhig  dooin  tuittym-magh  kyndagh rish.,
20. Don’t mention it. It’s finished with. (we are done with it).,"20. N’abbyr fockle, ta shin rey rish.",
Notes,,
"1. ‘traa’ =time, ‘oor’ = hour. (‘oor,’ as an adjective = fresh.) anther expression is ‘C’wooad er y chlag te?’ = How much on the clock is it?",,
"2. As there is no neuter gender in Manx, ‘t’eh’ can mean he is or it is, and ‘te’ is often used for ‘it is.’",,
Notes,,
"5. ‘er-chosh,’ a relic of the obsolete dative case, from ‘cass’ = a foot.",,
"6.‘dy  lhie,’ literally to lie (down).",,
7. Note the preposition 'da' with verb ‘insh.’,,
"9. Similarly, ‘rish’ with verb ‘fuirraght.’",,
11. ‘raink’ = reach or arrived. The only part of this verb now used in Manx.,,
"14. ‘mwarree,’ the familiar and colloquial word for grandmother. The ‘m-‘ is mutated after the possessive pronoun ‘my.’",,
"16. ‘S’lias dou,’  = I need to . . . . . . Many idioms of this kind occur in all Gaelic.",,
"17. ‘Lhig dou’ :=let me, allow me, ‘kyndagh rish’ =on account of.",,
"20. ‘Ny  abbyr’ = negative imperative, say not.",,
Lesson 8,,
1. Look who’s here! (Look who’s alive).,1. Jeeagh quoi ta bio! ,
"2. The man himself, Dannie Cain.","2. Yn dooinney-hene, Dannie Cain!",
3. It’s a long time since I saw thee. ,3. S’foddey neayr’s honnick mee uss.,
[NE: Long time no see.],,
4. What are you doing in Port St. Mary?,4. C’red t’ou uss jannoo ayns Purt le Moirrey?,
5. I am at the fishing this year.,5. Ta mish ec yn eeastagh mleeaney.,
[I’m participating in this year’s fishing (season).],,
6. We were working out off the Calf last night.,6. Va shin gobbragh mooie jeh’n Cholloo riyr.,
7. We came into the harbout about six o’clolck this morning.,7. Haink shin stiagh ayns y phurt mysh shey er y chlag moghrey jiu.,
8. Are there many fishing boats working?,8. Vel monney baatyn-eeastee gobbragh?,
9. There are only five Manx boats.,9. Cha nel agh queig baatyn Manninagh.,
10. Had you much herring? ,10. Row monney skeddan eu? Cha row.,
[NE: Do you catch many herrings?],,
No.,,
11. The herrings are scarce at present.,11. S’goan ta’n skeddan ec y traa t’ayn.,
,,
12. Wasn’t there a full moon last night?,12. Nagh row lane eayst ayn riyr?,
"13. Yes, that’s the reason we go nothing!","13. Va, shen yn oyr nagh dooar shin veg!",
"[NE: Yes, that’s why we didn’t get anything!]",,
14. Will you go out again this evening?,14. Jed shiu magh reesht fastyr jiu?,
"15. No, isn’t it Saturday.","15. Cha jed, nagh nee Jesarn t’ayn?",
