English,Manx,Notes
"     There was one of the spinners and his name (was) Jac Jones, a man who was always wearing a top-hat, and he was leaving (used to leave) it on a nail outside the spinning room. Wil thought to (decided to) tie a fine black string, but strong enough, around about the base of the hat, right above the edge, and to draw it in about a quarter-inch, and a quarter-inch is two sizes, you see, in a hat, and then to make Jac Jones believe that his head had swollen.","     Va fer jeh ny sneeuderyn as yn ennym echey Jac Jones, ny ghooinney va dy-kinjagh ceau top-hat, as v’eh faagail eh er treiney çheu-mooie jeh’n çhamyr-sneeuee. Va Wil smooinaghtyn dy chiangley streng ghoo cheyl, agh lajer dy-liooar, mygeayrt-y-mysh bun yn edd, dy-jeeragh erskyn yn oirr, as dy hayrn eh stiagh mysh kerroo-oarlagh, as ta kerroo-oarlagh ny ghaa vooadys[3], t’ou toiggal, ayns edd, as eisht dy chur er Jac Jones dy chredjal dy row e chione er n’att.",[3] kerroo-oarlagh ny ghaa vooadys] ‘two inches is two sizes’ — [ny] seems to be an error here.
"     The next day, in the morning, as soon as Jac Jones went to his work, Wil tied the string around the hat, and in line with our  agreement, I went and I said to Jac, “John Jones, aren’t you too well in health this morning?” and he (said), “Oh, it isn’t anything,” I said, “but I think there’s some swelling in your head.”","     ’Sy voghrey laa-ny-vairagh, cho leah as hie Jac Jones gys e obbyr, chiangle Wil yn treng mygeayrt yn edd, as reir nyn goardail, hie mish as dooyrt mee rish Jac, “John Jones, nagh vel shiu ro vie ayns slaynt moghrey jiu?” as eshyn. “Och, cha nel eh veg,” dooyrt mish, “agh ta mee smooinaghtyn dy vel att ennagh ’sy chione eu.”",
"     “Not at all, I am in good health, and indeed, I am grateful for it,” answered Jac.","     “Cha nel edyr, ta mish ayns slaynt vie, as dy-jarroo ta mee booisal er e son,” dreggyr Jac.",
"     About seven o’ clock, Wil went to him, and he said: “John Jones, you’re not looking like yourself today, do you have a pain in your head?”","     Mysh shiaght er y chlag hie Wil huggey, as dooyrt eh: “John Jones, cha nel shiu jeeaghyn gollriu-hene jiu, vel pian ’sy chione eu?”",
"     “No, indeed not,” said Jac, “but Ned was just now asking the same thing, what made you think such a thing?”","     “Cha nel, dy-jarroo,” dooyrt Jac, “agh va Ned dy-jeeragh nish briaght yn red cheddin, c’red hug ort smooinaghtyn y lhied?”",
"     “I don’t know,” said Wil, “but your head looks a little bit funny, as if you had gotten a ‘hit to the side’ (side-swipe? hit sidways?) at it. Let me see the other side. Oh, no, they’re both similar (to eachother), I was only imagining, I think,” and off went Wil to his work.","     “Cha ’s ayms,” dooyrt Wil, “agh ta’n kione eu jeeaghyn cooid veg aitt myr dy row shiu er n’gheddyn builley ry-lhiattee echey[4]. Lhig dou fakin y cheu elley. Och, cha nee, t’ad ny-neesht gollrish y cheilley, cha row mish agh sheiltyn, er-lhiam,” as ersooyl lesh Wil gys e obbyr.",[4] er n’gheddyn builley ry-lhiattee echey] it is not clear what is intended by [echey].
"     About five minutes before the time of the first meal, Burgess himself went to him and he said, “Here you are, Jac, you were at some scuffle last night! You’ve been drunk again, I know, because your head is like a big round turnip!","     Mysh queig minnidyn roish traa yn chied lhongee hie Burgess-hene huggey as dooyrt eh, “Er-hoh uss, Yac, v’ou uss rish streeu ennagh riyr! T’ou er ve scoorit reesht, ta fys [aym], son ta dty chione gollrish napin mooar cruinn!",
,[10],
"     Or else, have you got mumps? It’s going around at the moment.”",     Er nonney vel yn gorley-scoarnee ort? Te goll mygeayrt ec y traa t’ayn.”,
"     “I haven’t tasted a small drop (single drop) for a week, and my head is as good as any of your heads,” answered Jac abruptly.","     “Cha nel mee er vlashtyn bine beg neayr’s shiaghtin, as ta my chione cho mie as kione erbee euish-hene,” dreggyr Jac dy-doaltattym.",
"     “I hope that you’re telling the truth,” said Burgess, and away he went.","     “Ta mee treishteil dy vel oo ginsh yn irriney,” dooyrt Burgess, as ersooyl lesh.",
"     When Jac Jones was going to his meal, and trying to put his hat on his head, he couldn’t manage it at all. He looked (to see) if he had taken some other hat, but he remembered himself that no one was wearing a top-hat except himslef, and as well, his name written by his own hand was in the inside of the hat. He borrowed a cap for going to his meal, and he brought the hat in his hand.","     Tra va Jac Jones goll dys e lhongey, as shirrey cur e edd er e chione, cha daink eh lesh edyr. Ren eh jeeaghyn row eh er n’ghoaill edd ennagh elley, agh chooinee eh er-hene nagh row fer erbee ceau top-hat agh eh hene, as myrgeddin, va e ennym scruit liorish e laue-hene ayns çheusthie yn edd. Hooar eh bayrn er eeassaght cour goll dys e lhongey, as hug eh lesh yn edd ’sy laue.",
"     Jac didn’t come back to his work. Burgess visited him at midday, and he found him in bed, suffering with a cruel pain in his head. Burgess said to Jac that he was no doubt sick now, but that there was a treatment to give him an instant cure, and that he himself would bring the treatment to him in the afternoon, after the mill had stopped.","     Cha daink Jac er-ash dys e obbyr. Hug Burgess shilley er ec munlaa, as hooar eh ayns y lhiabbee eh, surranse lesh guin g[h]ewil ayns e chione. Dooyrt Burgess rish Jac dy row eh gyn-dooyt çhing nish, agh dy row lheihys ayn dy chur couyr da çhelleeragh, as dy derragh eh-hene lesh yn lheiys shen huggey ’syn astyr erreish da’n wyllin v’er scuirr.",
"     Burgess and I went to visit Jac that night and we brought a small amount of sweet oil in a bottle. Whilst Burgess and Jac’s wife were up in the bedroom putting the oil on poor Jac’s head, I was pulling the sting off the hat, and then, to show how effective the treatment was, Burgess said to the wife to go and bring up up the hat to him, and behold! Now Jac was easily able to put the hat on his head. Truly, with so much oil as there was on his head, the hat slid almost too easily, and how good it was that Jac had big enough ears to prevent the hat from going over his face. But how amazing it was, although the swelling had gone away straight away, the pain didn’t stop so quickly, and Jac Jones was at home for a week before he went back to his work.","     Hie Burgess as mish dy chur shilley er Jac yn oie shen as hug shin lhien cooid veg dy ooill villish ayns boteil. Choud as va Burgess as ben Jac heose ’sy çhamyr-cadlee cur yn ooill er kione Jac boght, va mish heese tayrn yn treng jeh’n edd, as eisht, dy yeeaghyn cre cho fondagh as va’n lheihys, dooyrt Burgess rish y ven dy gholl as cur lh’ee seose huggey yn edd, as cur-my-ner! nish haink eh lesh Jac dy chur yn edd dy-aashagh er e chione. Dy-firrinagh, lesh wheesh as va jeh’n ooill er e chione, skyrr yn edd bunnys ro aashagh, as by vie eh[5], dy row ec Jac cleayshyn mooar dy-liooar dy lhiettal yn edd veih goll harrish yn eddin echey. Agh s’ynidyssagh ve, ga dy row yn att er n’gholl ersooyl çhelleeragh, cha scuirr yn pian cho tappee, as va Jac Jones ec y thie rish shiaghtin roish hie eh reesht gys e obbyr.",[5] by vie eh] evidently ‘how good it was’.
"     He didn’t find out about the trick for three more weeks, and he never forgave us!","     Cha dooar eh fys mychione y chrout rish tree shiaghtinyn elley, as cha ren eh rieau leih dooin!",
,[11],
William the Shepherd,Illiam yn Bochilley,
"     Do I remember about the tale of William the Shepherd? Yes, indeed, as if it only happened yesterday, said my uncle Edward, and a very strange account it is too. Illiam was one of the most good-looking men you ever saw; he was above six feet in height and stong and stout in (his) body. He was considered also, amongst his neighbours, as one of the bravest and most fearless men you could meet in a year. That was good for William, because due to his career, he had to be travelling the mountains every hour of the night and in every sort of weather.","     Vel cooinaghtyn aym er skeeal Illiam yn Bochilley? Ta, dy-jarroo, myr nagh haghyr eh agh yn laa v’ayn jea, dooyrt my naim Edard, as she coontey feer yoarree eh neesht. She ’nane jeh ny deiney s’aaley honnick oo rieau va Illiam; v’eh erskyn shey trieyn ’syn yrjid[6], as lajer as tramylt va’n corp echey. V’eh coontit myrgeddin mastey e naboonyn myr ’nane jeh ny deiney s’dunnal as s’neuagglee oddagh oo çheet ny whail ayns blein. By vie shen da Illiam, son kyndagh rish e cheird, b’egin da ve troailt ny sleityn gagh oor jeh’n oie as ayns gagh sorçh dy emshir","[6] ’syn yrjid] ‘in the height’, evidently an error for [er yrjid] ‘in height’."
"     Illiam was a true shepherd indeed, and if there were any misfortune befalling the sheep, the roughness of the weather wouldn’t make him neglect them at all: he put his life in danger many times for an old sheep or a small lamb that was only worth very little. And I think that God is looking lovingly on a man for things such as that.","     She bochilley firrinagh dy-jarroo va Illiam, as dy beagh drogh-haghyrt erbee çheet er ny kirree, cha jinnagh garrooid ny h-earish cur er jannoo beggan dy veerioose orroo: hug eh e vioys ayns gaue keayrt ny ghaa er son shenn cheyrrey ny eayn beg nagh row feeu agh feer veg. As er-lhiams dy vel Jee jeeaghyn dy-graihagh er dooinney son lheid ny reddyn shen.",
"     Now, William was going out with a girl in the neighbourhood and about to marry her, and Susan was a very strange lass. I remember her well, and after Illiam had ‘put his mind on her’ (taken a liking to her), no one other man would dare have anything to do with her, being afraid of William, for as I already said, Illiam was an astounding man in strength, although he was, as I knew, completely innocent (naïve), and I never heard that he was ‘for the drink’, or making any use of bad words. There were three miles of travail from the village where Illiam lived to Susan’s house, and the road was going over the mountain, but William would be going two or three times a week to visit Susan, no matter what sort of weather there would be.","     Nish, va Illiam sooree inneen ’sy naboonys as er-çhee jannoo poosey ree, as she caillin feer waagh va Susan. Ta cooinaghtyn mie aym urree, as erreish da Illiam v’er choyrt e aigney urree, cha b’loys da fer erbee elley goaill eïe urree, er-aggle roish Illiam, son myr dooyrt mee hannah, va Illiam ny ghooinney yindyssagh ayns niart, ga dy row eh, myr va fys aym, dy-slane oney, as cha geayll mee rieau dy row eh son y jough, ny jannoo ymmyd jeh drogh-ockleyn. Va tree meeilaghyn dy hooilleil veih’n valley-beg-çheerey boayl va Illiam baghey gys thie Susan, as va’n raad goll harrish y clieau, agh veagh Illiam goll ghaa ny tree keayrtyn ’sy çhiaghtin dy chur shilley er Susan, s’cummey cre’n sorçh dy emshir veagh ayn.",
"     One afternoon, there was a mid-week service in the chapel, and any time there would be something in the chapel in the afternoon, after the day’s labour, it would our tradition, sons and farmers’ labourers, to go to the chapel about quarter of an hour before the time of the service, to chat and hear the news. There was fault enough to be found in the tradition, but there was something to be said for it — not often, but at such opportunites, we would have a suitable chance to see each other, because we were living in far-flung places. Now as I said, there was a service in the chapel on Wednesday afternoon, and several of us had gathered together near to the chapel a while before the time.","     Fastyr dy row, va shirveish mean-ny-shiaghtin ayns y chabbal, as traa erbee veagh red ennagh ’sy chabbal ’syn astyr, lurg laboraght yn laa, veagh cliaghtey ain, mec as labreeyn da eirinee, dy gholl gys y chabbal mysh kerroo oor roish traa yn çhirveish, dy ghoaill cowag as clashtyn y naight. Va foill dy-liooar er n’gheddyn ’sy chliaghtey, agh va red ennagh ry-loayrt ass e lieh — s’anvennick, agh ec [12] lheid ny caaghyn, veagh caa chooie ain dy akin y cheilley, er-yn-oyr dy row shin beaghey ayns ynnydyn foddey-skeaylt. Nish myr dooyrt mee, va shirveish ’sy chabbal fastyr Jecrean, as va shiartane jin er nyn jaglym cooidjagh faggys da’n chabbal tammylt roish y traa.",
"     It was an icy evening, and there was moonlight, and after we had talked for a while, who did we see coming to us, but William the shepherd! When he came near to us, we all saw that he seemed to be somewhat troubled, and I asked him if anything had happened to the sheep, and he answered — and here for you exactly (are) his own words:","     She fastyr rioeeagh ve, as re-hollys ayn, as lurg dooin v’er haggloo rish tammylt, quoi honnick shin çheet hooin veih’n clieau, agh Illiam yn bochilley! Tra haink eh faggys dooin, honnick shin ooilley dy row eh jeeaghyn dy ve cooid-veg seaghnit, as ren mee briaght jeh row red erbee er daghyrt er ny kirree, as dreggyr eshyn — as er hoh dhyt dy-kiart e ghoan-hene:",
"     “Nothing, Edward, but do you know this — I saw something terribly strange as I was coming over the ridge of yonder mountain. You know that I’m not a shy man, but when I was coming down that (mountain)side, I came straight into complete darkness, — I couldn’t see my own hand.","     “Cha nel veg, Edard, agh vel fys euish er shoh — honnick mee red quaagh atçhimagh as mish çheet harrish dreeym y clieau shid. Ta fys eu nagh vel mee my ghooinney faitagh, agh tra va mee çheet neose yn lhiattee shid, haink mee çhelleeragh stiagh ayns dorraghys bollagh, — cha dod mee fakin my laue-hene.",
"     I didn’t take fright, and I went through the darkness until I came into the light, then I stood to look behind me, and I saw a black cloud, long and low, as level on its top as a top of a wall or (as) a hedge that had been cut level.","     Cha ren mee goaill aggle, as hie mee roym trooid y dorraghys gys haink mee stiagh ayns y toilshey, eisht hass mee dy yeeaghyn my-chooyl, as honnick mee bodjal doo, liauyr, as injil, cho rea er e vullagh as mullagh voalley [sic] ny as[7] cleiagh v’er ny ghiarrey rea.",[7] as] ‘as’ — superflous here.
"     When I was looking at it, I saw straight away a crowd of people going in procession on the other side of the cloud, only their heads and their shoulders were visible for me, and although they seemed to be close to me, I didn’t recognise any one of them. I saw the people moving forward and the cloud too, and soon it was clear to me that four men at the end of the cloud were carrying a coffin on a bier, and there was one man behind the bier on horseback, and I recognised him straight away — it was Juan Probert mounted on a black horse. I stood watching them, until the cloud and the people went over the river by the way to the town untill I lost sight of them.”","     Tra va mee jeeaghyn er, honnick mee er-y-chooyl çhionnal dy lieh goll ayns cosheeaght çheu-hoal jeh’n vodjal, cha row agh nyn ging as nyn gheayltyn ry-akin aym, as ga dy row ad jeeaghyn dy ve er-gerrey dou, cha dug mee enn er fer erbee jeusyn. Va mee fakin yn sleih gleashagh er-y-hoshiaght as y bodjal myrgeddin, as dy-gerrid b’leayr dou dy row kiare deiney ec kione y vodjal gymmyrkey coyr-verriu er carbyd, as va un dooinney cooyl y charbyd er-mooin cabbyl, as hug mee enn er çhelleeragh — she Juan Probert v’ayn er mooin e chabbyl doo. Hass mee jeeaghyn orroo, derrey hie yn bodjal as yn sleih harrish yn awin liorish y raad gys y valley, derrey chaill mee shilley orroo.”",
"     How very strange for us all this story of William’s was, and no more for anyone (else) than for William himself, and we believed every word of the story, because William the shephers was a truthful man in every way. Then, seeing that he was so troubled, I said to him lightly that the vision was a premonition of his wedding, and we went into the chapel, William with us.","     S’feer yoarree dooin ooilley va’n skeeal shoh ec Illiam, as chamoo da peiagh erbee na da Illiam-hene, as va shin credjal dy-chooilley ockle jeh’n skeeal, er-y-fa dy re dooinney [13] firrinagh er dy-chooilley chor va Illiam yn bochilley. Eisht, fakin dy row eh wheesh seaghnit, dooyrt mee rish dy-eddrym dy re cowrey ro-laue e vanshey va’n ashlish, as hie shin stiagh ayns y chabbal, as Illiam marin.",
"     But, the strangest thing is behind. A week after that he had been snowing heavily, but William the shepherd went honestly as he used to, over the mountain to see Susan. He didn’t remain long with his sweetheart, because he remembered the journey he had on such a night.","     Agh ta’n red s’joarree ergooyl.[8] Shiaghtin ny lurg shen v’eh er ve ceau sniaghtey dy-trome, agh hie Illiam yn bochilley dy-ynrick myr boallagh eh, harrish y clieau dy chur shilley er Susan. Cha hannee eh foddey marish e vyrneen, son by chooinnee lesh yn jurnaa v’echey er lheid yn oie.","[8] Agh ta’n red s’joarree ergooyl] ‘But, the strangest thing is behind.’  — Evidently, something other than [ergooyl] was intended here, perhaps [foast ty-heet] ‘still to come’?"
"     Soon after he had left Susan’s house it started to snow dangerously and stormily, and he turned into an inn to wait until the shower would have gone past.","     Dy-gerrid lurg da v’er n’aagail thie Susan, ghow eh toshiaght er ceau[9] sniaghtey dy-gaueagh as dorrinagh, as hyndaa eshyn stiagh ayns thie-oast dy uirraghtyn derrey veagh yn frass er n’gholl shaghey.",[9] er ceau] — [dy cheau] expected here.
"     He only got one glass, we wouldn’t at any time take more than one, because William was a sober and serious man, and seeinf that it was still snowing and having no sign of ceasing, he proposed to go home. He was  completely familiar with the mountain, he had been over it many a time in worse weather, he said, but alas, William never reached his house alive, They found him the next day dead in the snow!","     Cha dooar eh agh un ghless, cha beagh eh ec traa erbee goaill ny smoo na ’nane, son she dooinney sheelt as fastagh va Illiam, as fakin dy row eh foast ceau sniaghtey as gyn caslys scuirr er, hug eh roish dy gholl thie. V’eh dy-slane oayllagh rish y clieau, v’eh er ve harrish keayrt ny ghaa ayns earish ny smessey, dooyrt eh, agh atreih, cha rosh Illiam rieau gys e hie bio. Hooar ad eh laa-ny-vairagh marroo",
,’sy sniaghtey!,
"     And now the boys remembered William’s story by the chapel gate and we were wondering and thinking about the matter. In a very few days I and several of the boys who had listened to the William’s story were at the burial, and scarcely could we breath when we saw that there wasn’t anyone on horseback bar Juan Probert himself!","     As nish by chooinee lesh ny guillyn skeeal Illiam liorish giat ny cabbal as ghow shin yindys smooinaghtyn er y chooish. Ec kione kuse veg dy laghyn va mish as shiartanse jeh ny guillyn v’er n’eaishtagh rish skeeal Illiam ec yn oanluckey, as s’goan haink eh lhien dy hayrn nyn ennal tra honnick shin nagh row fer erbee ayn er mooin cabbyl agh Juan Probert hene!",
"     Susan broke her heart soon after that, and she died of consumption (the wasting disease; pulmonary tuberculosis).","   Vrish Susan e cree dy-gerrid ny lurg shen, as hooar ee baase lesh y ghorley-shimlee.",
"     How you explained such a thing as the story of William the shepherd, I don’t know, but it is as true as am sitting on this chair and many are those living today, who have memories of the case as well as I have, said my uncle Edward.","     Crenaght soilshee oo lheid y chooish as skeeal Illiam yn bochilley, cha ’s ayms, agh te cho firrinagh as dy vel mish my hie er y stoyl shoh as shimmey adsyn ta bio jiu, ta cooinaghtyn oc er y chooish chammah as t’aym-pene, dooyrt my naim Edard.",
,[14],
Thomas Mathias,Thomas Mathias,
"It seems to me, said my uncle Edward, all the old soldiers who were at Waterloo are now gone, but I have good memories of several of them, and amongst them was Thomas Mathias.","Stroohene, dooyrt my naim Edard, ta ooilley ny shenn-sidooryn v’ec Waterloo nish ersooyl, agh ta cooinaghtyn mie ayms er shiartanse jeu, as nyn mast’ oc va Thomase Mathias.",
"     Thomas lived in a small house behind the Bluebell Inn in our town. Small indeed that house of Thomas’ was, one of the smallest houses I ever saw in my life, and they said that one afternoon it was, after coming home from his work, the owner Jac the carpenter built that house, and that Thomase was living in it the morning of the next day! At any rate, that is the smallest house I ever saw; a man would reach everything that was in the room without getting up out of his chair, and in the other room, that was doing for a bedroom, there was only a place for a bed.","     Va Thomase baghey ayns thie beg cooyl yn thie-oast Bluebell ayns y valley ainyn. S’beg dy-jarroo va’n thie shen ec Thomase, unnane jeh ny thieyn sloo honnick mee rieau ayns my vea, as v’ad gra dy re fastyr ennagh ve, lurg çheet thie veih’n obbyr echey, ren yn shellooder Jac yn seyr, yn thie shen y hroggal, as dy row Thomase cummal synsyn moghrey laa-ny-vairagh! Er cor erbee, shen yn thie sloo honnick mee rieau; oddagh fer sheeyney gagh nhee v’ayns y çhamyr gyn girree ass e stoyl, as cha row ’sy rhum elley, va jannoo myr shamyr-cadlee, agh ynnyd son lhiabbee.",
