Manx,English,Diplomatic,Notes
"     “Ta mee cooinniagh er my ghialdyn,” dooyrt eh “nagh jinnin cur scadoo er y dorrys ec y fer shen reesht.” Dooyrt ish nagh row yn soalt dorrys yn thie echey ny-yeih, agh cha row ny goan eck gys ymmyd erbee. ","     “I’m remembering about my promise,” he said, “that I wouldn’t put a shadow on that fellow’s doorway again.” She said that the barn wasn’t his doorway anyway, but her words weren’t of any use. ","Ta mee cooinniagh er my ghoaldyn dooyrt eh Nagh jeanin cur scadoo er y dorrys eck fer shen reesht. Dooyrt ish nagh row yn soalt dorrys yn thie eck eh ny-yeih, agh cha row ny ghoan eck gys ymmyd erbee ",
     Ghow yn meeiteil toshiaght sy traa shoh choud as v’eh hene as yn ven jeeaghyn harrish ny pooisheeyn ayns yn gharey. Va’n fastyr feer chuine as aalin. Cha row agh ynrican ennal fardeillagh dy gheay çheet veih thie braar yn eirinagh. V’eh hene as yn ven foast ayns yn gharey. ,"     The meeting started at this time, whilst himself and the wife were looking over the flowers in the garden. The afternoon was very calm and beautiful. There was only an insignificant breath of wind coming from the farmer’s brothers’ building. Himself and the wife were still in the garden. ","ghow yn meeitteill toshaght sy tra shoh choud as ve hene as yn ven jeaghyn harrysh ny posheeyn ayns yn gaarey, va’n fastyr feer kuine as aalin. Cha row agh ynrican ennal fardaalagh dy gheay cheet veih yn thie braar yn erinagh ve hene do yn ven foast ayns yn gaarey. ",
"     Ren ad clashtyn dy doltattyn coraa dooinney as ren ad geaishtagh dy birragh. As eisht ren ad clashtyn eh dy baghtal, coraa yn taggyrt geaymagh magh “Gloyr Gys Jee er yn yrjey!” ","     Suddenly, they heard  a man’s voice and they listened keenly. And then then they heard it clearly, the voice of the priest calling out “Glory to God on High!” ","ren ad clashtyn dy doltaittyn corraa dooinney as ren ad geashtagh dy birragh. As esht ren ad chlashtyn eh dy baghtal, corraa yn Saggyrt geaymagh magh. Gloayr Gys Jee er yn yrjey. H",
"     Haink yn coraa harrish meeiley dy ghrunt, çhaghtyr Yee, gys yn vraar va croie ayns peccah as nagh jinnagh leih da e vraar shinney. ",     The voice came over a mile of ground; God’s message to the brother who was hard in sin and wouldn’t forgive his older brother. ,"aink yn corraa Harrish meeiley dy ghrunt, chaghtyr Yee, gys yn braar va croi ayns peccah As nagh jeanagh leih da y vraar shinney ",
"     “O ven,” dooyrt eh “ren oo clashtyn shen? Ta’n saggyrt gloyraghy Jee as ta shin clashtyn eh meeiley jeh, as ta shinyn ayns shoh shirveish yn Joul ooilley ny ta shin son jannoo da.” ","     “O woman,” he said, “did you hear that? The priest is glorifiying God and we are hearing it a mile away, and we are here serving the Devil (in) all that we can do for him”.","O ven dooyrt eh ren oo clashtyn shen Ta’n saggyrt glooyraghy Jee as tha shin chastyn eh meeiley jeh, as ta shinnyn ayns shoh sherveish yn Jowl ooilley ny tha shin son jannoo, da, ",
"     Cha dooyrt eh ny smoo, agh ren eh faaigail yn garey gyn-yss da’n ven, as ren ee goll dy yeeaghyn er e hon as hooar ee eh er e ghlooinyn ayns cuillee as ren ish glooinney marish dy phrayal as dy ghoaill rish nyn beccaghyn as dy eamagh er Jee son  myghyn. ","     He didn’t say any more, but he left the garden unknown to his wife, and she went to look for him and and she found him on his knees in a parlour and she knelt with him to pray and to accept their sins and to call on God for mercy. ","cha dooyrt eh ny smoo. Agh ren eh faaigaill yn gaarey gynys da yn ven, as ren ee gholl dy yeeaghyn er y hon as hooar ee eh er y glooinyn ayns chullee as ren ish glooinney marysh dy praayl as dy ghoaill rish nyn beccaghyn as dy eamagh er Jee son myghyn. ","Cuillee— Kelly gives ‘parlour’, for a better understanding of the word see Yn Lioar Ghlass for Ned Beg’s description of a traditional Manx house."
"     Va’d freayl un sharvaant, as tra ren ee clashtyn ad ec padjer, red nagh ren ee rieau clashtyn ayns yn thie gys yn traa shen, haink ee dy eaishtagh ec yn dorrys, as ayns traa gherrid ren ee gennaght  dy row feme ec er saualtys neesht, myr va eck yn Mainshter as yn ven onshter. Myr shen doshil ee dorrys yn chuillee, as ren ee glooinney rish lhiattee yn venainshter. ","     They kept one servant and when she heard them at prayer she came to listen at the door, and in a short time she felt that she had a need for salvation too, as had the master and the mistress. So, she opened the door of the parlour, and she knelt beside the mistress. ","Va’d freayll un Sharvaant, as tra ren ee clashtyn ad eck padjer, red nagh ren ee reiu chlastyn ayns yn thie gys yn tra shen, haink ee dy easshtagh eck yn dorrys, as ayns tra gherryd ren ee gennaght dy row feme eck er saualtys neesht Mor va eck yn Mainshter as yn ven onshter Mor shen dossyl ee dorrys yn chuillie, as ren ee glooinney rish lhiattee y ben onshter.",
"     Tra va’n meeiteil mooar ec kione, va dooinney mie çheet dy valley lurg da’n saggyrt cur seose, as tra v’eh er gerrey da cummal yn vraar saa ren eh clashtyn sheean ennagh ayns yn thie as hie eh gys yn dorrys dy eaishtagh, as tra ren eh clashtyn ad as moylley Jee, doshil eh yn dorrys as hie eh ayns yn chuillee maroo as va’n Mainshter as yn venainshter as yn sharvaant goaill boggey ayns Creesht v’er ghoaill nyn beccaghyn ersooyl, as er cur daue yn fenish jeh bea noa as credjal fegooish dooyt. Myr shen ghow yn dooinney boggey maroo. ","     When the great meeting ended, there was a good man coming home after the priest let up, and when he was close to the younger brother’s dwelling he heard some sound in the house and he went to the door to listen, and when he heard them praying and praising God he opened the door and he went in the parlour with them and the master and the mistress and the servant were rejoycing in Christ who has taken away their sins, and has given them the testimony of new life and doubtless faith. So, the man rejoiced with them. ","Tra va’n meeitteil mooar eck kione, Va dhooiney mie cheet dy valley lurg da’n saggyrt, chur seose as tra ve er gerrey da cummal yn Braar saa Ren eh clashtyn sheean innagh ayns yn thie as hie eh gys yn dorrys dy eashtagh, as tra ren eh clashtyn ad prayl as molley Jee doshyl eh yn Dourys as hie eh ayns yn chullie maaroo As va’n Mainshter as yn ven onshter as yn Shervaant ghoaill boggey ayns Chreesht ca er Ghoaill nyn beccaghyn ersooyl, as er cur daue Yn finnish jeh bea noa as credjal fegoishdoat Mor shen ghow yn dhonney boggey maroo.  ",
"     Cha ren mee rieau clashtyn jeh preaçhoor roïe ren yn coraa echey roshtyn gys dooinney meeiley jeh. Agh ta spyrryd Yee pooaral dy liooar dy veelagh cree croie ghoinney erbee, tra te loayrt rish yn chooinsheanse echey.","     I’ve never heard of a preacher before whose voice reached a man a mile off, but God’s spirit is powerful enough to soften any man’s heard heart, when it talks to his conscience. ","Cha ren mee rieu clashtyn jeh preechooar roie Ren yn corraa eck eh. Roshtyn fys dhonney meeilley Jeh. agh ta spyrryd Yee pooaral do lioor dy Veelagh chree croi dhonney erbee, tra te loayrt Rish yn cooshence ek eh. ",
"     Ta mee er chlashtyn yn shen sleih taggloo jeh Saggyrt Aitkin agh cha ren mee rieau lhaih red erbee mychione echey er gys nish, ta lane feme dy jinnagh Saggyrt elley goll rish Aitkin çheet gys yn ellan veg ayns mean yn cheayn ayns ny laghyn t’ayn nish, son ta dy chooilley heloghe goll ny smessey.","     I’ve heard the old people talk of the Reverand Aitkin but I never read anything about him until now, there’s a real need for another priest like Aitkin to come to the little Island in the middle of the sea these days, because every generation is going worse.","Ta me er chlashtyn yn shen sleih taggloo jeh Saggyrt Aitkin agh cha ren mee rieu lheih red erbee mychione eck eh er gys nish, ta lane feme dy jeanagh Saggyrt elley gholl rish Aitkin cheet gys yn Ellan veg ayns mean yn cheayn ayns ny laghyn ta ayn nish, son ta dy chooilley heloghe gholl ny smessey, ",
     Agh nee yn lor’ syrjey cur jerrey er ooilley tra vees towse ny becaaghyn er ny lhieeney seose.,"     However, the highest lord will put an end to it all when the measure of sins are filled up ",agh nee yn lor syrjey cur jerrey er ooilley tra vees thowse ny becaaghyn er ny lheanney seose.,
,,,
,,,
,,,
,,,
,,,
